	t	genotype	recovered_window
0	32.7	12.0	33.0
0	48.5	4.0	49.0
0	50.6	61.0	51.0
0	53.8	78.0	55.0
0	57.6	118.0	59.0
0	59.7	196.0	61.0
0	62.8	4.0	63.0
1	63.0	60.0	63.0
0	66.7	16.0	67.0
1	66.8	168.0	67.0
2	67.0	26.0	67.0
0	68.6	36.0	69.0
1	67.7	24.0	69.0
0	69.7	89.0	71.0
1	70.4	218.0	71.0
0	73.0	464.0	73.0
1	72.5	26.0	73.0
2	72.3	218.0	73.0
3	72.5	0.0	73.0
4	72.8	293.0	73.0
5	72.1	119.0	73.0
6	72.7	60.0	73.0
0	73.9	16.0	75.0
1	73.5	15.0	75.0
2	74.5	346.0	75.0
0	76.5	16.0	77.0
1	75.7	623.0	77.0
0	77.7	690.0	79.0
1	77.4	978.0	79.0
2	78.6	201.0	79.0
3	78.2	292.0	79.0
0	80.8	398.0	81.0
1	80.2	1075.0	81.0
2	79.5	1299.0	81.0
3	80.0	687.0	81.0
4	80.2	756.0	81.0
5	79.4	60.0	81.0
6	79.4	364.0	81.0
7	80.7	419.0	81.0
8	80.2	424.0	81.0
0	81.4	1261.0	83.0
1	81.9	1568.0	83.0
2	82.6	119.0	83.0
3	82.3	214.0	83.0
4	82.8	1911.0	83.0
5	82.8	756.0	83.0
6	82.1	0.0	83.0
7	82.2	1176.0	83.0
0	84.9	36.0	85.0
1	84.2	253.0	85.0
2	83.2	1141.0	85.0
3	83.3	89.0	85.0
4	84.1	16.0	85.0
5	84.6	1915.0	85.0
6	83.1	979.0	85.0
7	83.9	214.0	85.0
8	83.5	1005.0	85.0
0	85.3	14.0	87.0
1	85.9	1544.0	87.0
2	86.0	2080.0	87.0
3	86.0	1897.0	87.0
4	85.7	16.0	87.0
5	85.9	268.0	87.0
6	85.9	2002.0	87.0
7	86.3	2251.0	87.0
8	86.8	727.0	87.0
9	86.2	2266.0	87.0
10	86.5	1980.0	87.0
11	86.1	89.0	87.0
12	86.8	426.0	87.0
13	86.5	2557.0	87.0
14	86.5	943.0	87.0
15	86.4	2208.0	87.0
16	86.3	201.0	87.0
0	88.0	314.0	89.0
1	89.0	1580.0	89.0
2	87.4	1905.0	89.0
3	88.8	26.0	89.0
4	88.9	210.0	89.0
5	87.1	101.0	89.0
6	88.2	2849.0	89.0
7	87.4	992.0	89.0
8	87.1	39.0	89.0
9	88.7	2263.0	89.0
10	88.6	1225.0	89.0
11	88.8	64.0	89.0
12	89.0	1461.0	89.0
13	88.4	1058.0	89.0
14	87.2	214.0	89.0
15	87.4	722.0	89.0
16	88.5	729.0	89.0
17	88.7	2103.0	89.0
18	88.7	1636.0	89.0
19	88.8	1576.0	89.0
20	88.3	53.0	89.0
21	89.0	722.0	89.0
22	88.9	709.0	89.0
23	87.8	26.0	89.0
24	88.4	210.0	89.0
0	89.1	1098.0	91.0
1	89.4	1227.0	91.0
2	89.1	1668.0	91.0
3	90.0	1887.0	91.0
4	89.6	1134.0	91.0
5	89.9	36.0	91.0
6	89.2	1534.0	91.0
7	89.2	1936.0	91.0
8	89.6	2192.0	91.0
9	89.1	624.0	91.0
10	89.4	127.0	91.0
11	89.5	3147.0	91.0
12	89.1	1496.0	91.0
13	89.5	211.0	91.0
14	90.5	69.0	91.0
15	90.5	2433.0	91.0
16	90.6	2838.0	91.0
17	90.2	3409.0	91.0
18	90.5	989.0	91.0
19	90.1	745.0	91.0
20	90.4	970.0	91.0
0	92.6	1762.0	93.0
1	92.0	4040.0	93.0
2	92.9	1098.0	93.0
3	92.7	253.0	93.0
4	92.6	64.0	93.0
5	91.1	2236.0	93.0
6	92.8	2229.0	93.0
7	91.8	1085.0	93.0
8	92.3	1048.0	93.0
9	92.4	335.0	93.0
10	92.7	3735.0	93.0
11	92.2	3571.0	93.0
12	91.8	3266.0	93.0
13	93.0	26.0	93.0
14	91.7	1250.0	93.0
15	91.2	277.0	93.0
16	92.9	2138.0	93.0
17	92.3	3006.0	93.0
18	92.5	121.0	93.0
19	91.1	119.0	93.0
20	92.1	2452.0	93.0
21	93.0	4369.0	93.0
22	92.5	448.0	93.0
23	91.8	256.0	93.0
0	93.1	2498.0	95.0
1	93.2	782.0	95.0
2	93.5	1932.0	95.0
3	93.4	26.0	95.0
4	93.8	142.0	95.0
5	93.2	1386.0	95.0
6	94.0	763.0	95.0
7	93.9	2999.0	95.0
8	93.2	2233.0	95.0
9	94.7	4615.0	95.0
10	94.4	1404.0	95.0
11	94.5	4102.0	95.0
12	94.3	2511.0	95.0
13	94.8	59.0	95.0
14	94.7	3702.0	95.0
15	94.7	831.0	95.0
16	94.8	1099.0	95.0
17	94.3	4434.0	95.0
18	94.3	4.0	95.0
0	97.0	2814.0	97.0
1	95.2	138.0	97.0
2	95.2	3689.0	97.0
3	96.9	5395.0	97.0
4	97.0	155.0	97.0
5	95.7	4279.0	97.0
6	96.4	4.0	97.0
7	96.8	1315.0	97.0
8	95.8	1855.0	97.0
9	95.3	1228.0	97.0
10	96.3	3998.0	97.0
11	96.4	2752.0	97.0
12	95.2	236.0	97.0
13	96.1	3721.0	97.0
14	96.5	2600.0	97.0
15	96.6	0.0	97.0
16	95.4	419.0	97.0
17	95.9	415.0	97.0
18	95.9	990.0	97.0
19	96.0	178.0	97.0
20	97.0	64.0	97.0
0	98.0	2298.0	99.0
1	97.8	3893.0	99.0
2	97.8	4264.0	99.0
3	97.1	230.0	99.0
4	98.0	1494.0	99.0
5	97.9	3437.0	99.0
6	97.2	4605.0	99.0
7	98.8	0.0	99.0
8	98.2	1822.0	99.0
9	98.2	201.0	99.0
10	98.8	3725.0	99.0
11	98.2	4415.0	99.0
12	98.7	662.0	99.0
13	98.2	1666.0	99.0
14	98.6	4030.0	99.0
15	98.8	1991.0	99.0
16	98.8	711.0	99.0
17	98.9	277.0	99.0
18	98.8	538.0	99.0
19	98.8	2093.0	99.0
20	98.2	538.0	99.0
21	98.8	268.0	99.0
0	100.8	4654.0	101.0
1	100.8	0.0	101.0
2	100.7	1582.0	101.0
3	99.4	3472.0	101.0
4	100.2	3407.0	101.0
5	99.2	3194.0	101.0
6	99.1	3954.0	101.0
7	99.8	1053.0	101.0
8	100.8	2547.0	101.0
9	100.7	2822.0	101.0
10	100.2	1944.0	101.0
11	100.6	3438.0	101.0
12	100.0	6005.0	101.0
13	100.1	2424.0	101.0
14	99.3	864.0	101.0
15	99.9	4810.0	101.0
16	100.3	127.0	101.0
17	100.9	6038.0	101.0
18	100.2	4200.0	101.0
19	101.0	1785.0	101.0
20	100.8	932.0	101.0
21	99.5	1005.0	101.0
22	99.6	1376.0	101.0
0	101.7	6019.0	103.0
1	101.7	197.0	103.0
2	101.2	0.0	103.0
3	101.1	101.0	103.0
4	101.5	5906.0	103.0
5	101.3	5954.0	103.0
6	101.4	1075.0	103.0
7	101.9	4258.0	103.0
8	101.4	1118.0	103.0
9	101.8	3870.0	103.0
10	101.9	5332.0	103.0
11	101.9	201.0	103.0
12	102.0	4660.0	103.0
13	102.8	1997.0	103.0
14	102.4	6200.0	103.0
15	102.9	4705.0	103.0
16	102.7	398.0	103.0
17	102.4	415.0	103.0
18	102.5	782.0	103.0
19	102.6	839.0	103.0
20	102.3	391.0	103.0
21	102.4	4286.0	103.0
22	102.9	5330.0	103.0
23	102.7	785.0	103.0
24	102.4	5396.0	103.0
25	102.2	6910.0	103.0
26	102.2	2621.0	103.0
0	104.8	6187.0	105.0
1	104.6	197.0	105.0
2	103.2	5505.0	105.0
3	104.9	7855.0	105.0
4	103.5	7212.0	105.0
5	104.7	2973.0	105.0
6	105.0	6697.0	105.0
7	104.4	5564.0	105.0
8	103.6	538.0	105.0
9	103.3	398.0	105.0
10	104.8	6116.0	105.0
11	103.6	1531.0	105.0
12	104.9	2144.0	105.0
13	103.7	5572.0	105.0
14	103.5	4956.0	105.0
15	103.5	230.0	105.0
16	103.4	0.0	105.0
17	103.8	3238.0	105.0
18	103.1	2895.0	105.0
19	103.4	53.0	105.0
20	103.4	127.0	105.0
21	104.2	2686.0	105.0
22	103.7	7127.0	105.0
23	104.6	6247.0	105.0
24	103.8	1431.0	105.0
0	106.0	2198.0	107.0
1	105.5	7277.0	107.0
2	105.5	504.0	107.0
3	105.1	6048.0	107.0
4	105.2	256.0	107.0
5	106.0	2625.0	107.0
6	105.2	549.0	107.0
7	106.0	597.0	107.0
8	105.7	26.0	107.0
9	106.3	7232.0	107.0
10	106.2	4667.0	107.0
11	107.0	1483.0	107.0
12	106.8	716.0	107.0
13	106.7	1997.0	107.0
14	106.8	7395.0	107.0
15	106.1	60.0	107.0
16	106.3	6013.0	107.0
17	106.2	7606.0	107.0
18	106.6	918.0	107.0
19	106.3	7577.0	107.0
0	109.0	2953.0	109.0
1	107.9	4509.0	109.0
2	107.6	5289.0	109.0
3	109.0	722.0	109.0
4	107.5	7781.0	109.0
5	108.9	8544.0	109.0
6	107.7	4981.0	109.0
7	107.1	7305.0	109.0
8	107.7	7718.0	109.0
9	108.2	2935.0	109.0
10	107.8	5145.0	109.0
11	108.1	193.0	109.0
12	107.8	2792.0	109.0
13	108.9	210.0	109.0
14	108.5	8264.0	109.0
15	107.3	7805.0	109.0
16	109.0	7219.0	109.0
17	108.1	6810.0	109.0
18	107.2	1941.0	109.0
0	109.7	5586.0	111.0
1	109.2	4024.0	111.0
2	109.3	6848.0	111.0
3	109.5	3282.0	111.0
4	109.4	448.0	111.0
5	109.5	1849.0	111.0
6	109.3	6909.0	111.0
7	110.7	3878.0	111.0
8	111.0	4798.0	111.0
9	110.5	0.0	111.0
10	110.6	2106.0	111.0
11	110.6	398.0	111.0
12	110.7	8944.0	111.0
13	110.6	8874.0	111.0
14	110.5	8795.0	111.0
15	110.9	5666.0	111.0
16	111.0	8871.0	111.0
17	110.6	60.0	111.0
18	110.2	8529.0	111.0
19	110.7	5211.0	111.0
20	110.8	16.0	111.0
21	110.2	4450.0	111.0
22	110.1	4786.0	111.0
23	110.3	1048.0	111.0
0	112.8	8636.0	113.0
1	112.0	8483.0	113.0
2	111.3	69.0	113.0
3	112.8	4231.0	113.0
