n_iter	R0	llh
0.0	2.17	-52.24542084856611
1.0	2.17	-49.94435128344613
2.0	2.17	-52.326390100523604
3.0	2.17	-48.43586142968798
4.0	2.17	-50.99837029436683
5.0	2.17	-51.6331157779605
6.0	2.17	-49.830079054770444
7.0	2.17	-51.15061326038385
8.0	2.17	-49.49505759709508
9.0	2.17	-49.0563649719945
10.0	2.17	-49.856046685463106
11.0	2.17	-49.962847065180966
12.0	2.17	-48.408228588050015
13.0	2.17	-51.637199930194676
14.0	2.17	-50.099018752785724
15.0	2.17	-49.385417623757434
16.0	2.17	-51.760880141031905
17.0	2.17	-47.94041547140695
18.0	2.17	-49.236730770010666
19.0	2.17	-49.3952117793365
