n_iter	R0	llh
0.0	2.23	-49.69224736903525
1.0	2.23	-49.96464914100984
2.0	2.23	-50.90527467268025
3.0	2.23	-51.64068731496477
4.0	2.23	-49.08497800953959
5.0	2.23	-49.529030133073135
6.0	2.23	-60.21209152936875
7.0	2.23	-51.68082284981942
8.0	2.23	-50.70547961053144
9.0	2.23	-59.04888687105724
10.0	2.23	-50.84079938243696
11.0	2.23	-49.994925487156095
12.0	2.23	-50.10302096475349
13.0	2.23	-51.15667520510363
14.0	2.23	-51.056527316814744
15.0	2.23	-54.53904506538529
16.0	2.23	-49.076339798206995
17.0	2.23	-49.52738377494299
18.0	2.23	-50.56288214355024
19.0	2.23	-53.805256311484264
