n_iter	R0	llh
0.0	1.9	-46.33944354440148
0.0	1.91	-46.952508494639865
0.0	1.92	-46.80716222330181
0.0	1.93	-46.8113709233446
0.0	1.94	-47.04842756186433
0.0	1.95	-46.84104451085437
0.0	1.96	-47.756158015651295
0.0	1.97	-47.74408357731345
0.0	1.98	-48.046152496769295
0.0	1.99	-47.78232739517849
0.0	2.0	-47.086446279406914
1.0	1.9	-48.42717207521797
1.0	1.91	-46.99486666441916
1.0	1.92	-46.917289285085396
1.0	1.93	-46.500787150670035
1.0	1.94	-48.090371641765124
1.0	1.95	-46.74656843384474
1.0	1.96	-46.89459053423285
1.0	1.97	-47.818797712022636
1.0	1.98	-47.63375240640231
1.0	1.99	-47.41264587077825
1.0	2.0	-47.70265484443769
2.0	1.9	-46.87121350722128
2.0	1.91	-47.469925981960195
2.0	1.92	-47.18683955435873
2.0	1.93	-47.189814177773975
2.0	1.94	-47.632339472121735
2.0	1.95	-47.59672682684911
2.0	1.96	-47.45401199818748
2.0	1.97	-47.17641174933953
2.0	1.98	-47.995981718069295
2.0	1.99	-47.81148220662651
2.0	2.0	-47.67583917953543
3.0	1.9	-47.300570439963174
3.0	1.91	-47.37883728692564
3.0	1.92	-46.90602509161029
3.0	1.93	-47.82389181760274
3.0	1.94	-47.57703672102215
3.0	1.95	-47.85070250772169
3.0	1.96	-47.93813656482813
3.0	1.97	-47.39674423698334
3.0	1.98	-46.73094016323431
3.0	1.99	-47.17541019782868
3.0	2.0	-48.45118235450339
