	t	genotype	recovered_window
0	37.3	0.0	40.0
1	39.0	0.0	40.0
2	37.1	0.0	40.0
3	37.9	0.0	40.0
4	38.4	11.0	40.0
5	39.6	0.0	40.0
6	38.2	5.0	40.0
7	40.0	4.0	40.0
8	38.7	0.0	40.0
9	38.1	17.0	40.0
10	39.8	28.0	40.0
11	36.7	10.0	40.0
12	38.5	15.0	40.0
13	37.7	5.0	40.0
14	39.4	10.0	40.0
15	39.2	15.0	40.0
16	40.0	11.0	40.0
17	38.5	16.0	40.0
18	37.4	5.0	40.0
19	36.9	0.0	40.0
20	38.2	14.0	40.0
21	38.8	16.0	40.0
22	37.7	0.0	40.0
23	38.1	4.0	40.0
24	37.6	0.0	40.0
25	39.5	16.0	40.0
26	39.5	0.0	40.0
27	39.0	17.0	40.0
28	37.3	0.0	40.0
29	39.4	0.0	40.0
30	37.9	0.0	40.0
31	38.2	0.0	40.0
32	39.2	10.0	40.0
33	39.1	0.0	40.0
34	38.0	0.0	40.0
35	36.8	0.0	40.0
36	36.1	0.0	40.0
37	37.2	4.0	40.0
38	38.6	0.0	40.0
39	39.4	4.0	40.0
0	43.3	19.0	44.0
1	42.4	0.0	44.0
2	43.7	0.0	44.0
3	41.9	28.0	44.0
4	43.8	26.0	44.0
5	43.6	38.0	44.0
6	42.7	0.0	44.0
7	40.5	0.0	44.0
8	43.8	16.0	44.0
9	41.1	0.0	44.0
10	40.7	0.0	44.0
11	41.1	0.0	44.0
12	42.4	31.0	44.0
13	40.4	0.0	44.0
14	41.5	0.0	44.0
15	43.8	16.0	44.0
16	42.0	16.0	44.0
17	41.9	0.0	44.0
18	42.5	22.0	44.0
19	42.8	14.0	44.0
20	42.3	29.0	44.0
21	41.2	0.0	44.0
22	44.0	4.0	44.0
23	42.0	27.0	44.0
24	43.9	0.0	44.0
25	41.8	16.0	44.0
26	43.0	0.0	44.0
27	40.5	0.0	44.0
28	41.2	25.0	44.0
29	41.3	20.0	44.0
30	40.4	5.0	44.0
31	43.9	18.0	44.0
32	43.2	26.0	44.0
33	43.6	30.0	44.0
34	43.5	15.0	44.0
35	40.1	5.0	44.0
36	41.7	15.0	44.0
37	41.4	16.0	44.0
38	42.2	4.0	44.0
39	41.6	0.0	44.0
0	46.2	16.0	48.0
