	t	genotype	recovered_window
0	39.0	0.0	40.0
1	37.1	0.0	40.0
2	38.8	16.0	40.0
3	37.9	0.0	40.0
4	37.3	0.0	40.0
5	38.7	0.0	40.0
6	38.2	5.0	40.0
7	38.7	0.0	40.0
8	38.2	0.0	40.0
9	39.0	17.0	40.0
10	38.1	17.0	40.0
11	38.5	15.0	40.0
12	39.2	10.0	40.0
13	37.7	5.0	40.0
14	38.5	16.0	40.0
15	37.9	0.0	40.0
16	40.0	4.0	40.0
17	39.6	0.0	40.0
18	36.1	0.0	40.0
19	37.7	0.0	40.0
20	39.4	0.0	40.0
21	39.4	10.0	40.0
22	37.3	0.0	40.0
23	38.1	4.0	40.0
24	36.9	0.0	40.0
25	37.2	4.0	40.0
26	38.6	0.0	40.0
27	36.7	10.0	40.0
28	37.4	5.0	40.0
29	38.8	5.0	40.0
30	39.8	28.0	40.0
31	38.4	11.0	40.0
32	39.5	0.0	40.0
33	38.2	14.0	40.0
34	39.5	16.0	40.0
35	39.2	15.0	40.0
36	39.4	4.0	40.0
37	38.0	0.0	40.0
38	37.6	0.0	40.0
39	36.8	0.0	40.0
0	42.4	0.0	44.0
1	43.7	0.0	44.0
2	40.2	10.0	44.0
3	40.7	0.0	44.0
4	43.8	16.0	44.0
5	43.7	4.0	44.0
6	42.0	16.0	44.0
7	40.5	0.0	44.0
8	41.6	33.0	44.0
9	43.8	16.0	44.0
10	42.8	29.0	44.0
11	41.8	4.0	44.0
12	43.0	0.0	44.0
13	42.8	14.0	44.0
14	40.4	0.0	44.0
15	41.2	0.0	44.0
16	41.5	0.0	44.0
17	40.3	0.0	44.0
18	43.5	15.0	44.0
19	40.4	5.0	44.0
20	43.5	14.0	44.0
21	43.7	32.0	44.0
22	41.2	25.0	44.0
23	43.0	0.0	44.0
24	41.8	16.0	44.0
25	43.8	26.0	44.0
26	43.9	0.0	44.0
27	41.6	0.0	44.0
28	43.0	0.0	44.0
29	43.2	16.0	44.0
30	42.4	31.0	44.0
31	43.2	26.0	44.0
32	42.7	0.0	44.0
33	41.7	15.0	44.0
34	41.4	16.0	44.0
35	41.1	16.0	44.0
36	41.3	20.0	44.0
37	43.0	0.0	44.0
38	43.3	19.0	44.0
39	42.7	21.0	44.0
0	46.0	16.0	48.0
1	47.6	26.0	48.0
2	45.3	0.0	48.0
3	44.7	0.0	48.0
4	45.3	0.0	48.0
5	47.1	65.0	48.0
6	46.4	16.0	48.0
7	45.6	9.0	48.0
8	47.0	16.0	48.0
9	46.9	0.0	48.0
10	45.8	4.0	48.0
11	46.4	27.0	48.0
12	45.3	51.0	48.0
13	47.1	23.0	48.0
14	47.5	4.0	48.0
15	47.6	0.0	48.0
16	45.3	0.0	48.0
17	47.6	61.0	48.0
18	46.4	4.0	48.0
19	44.9	4.0	48.0
20	46.9	16.0	48.0
21	44.6	0.0	48.0
22	46.1	15.0	48.0
23	46.1	48.0	48.0
24	45.1	0.0	48.0
25	46.2	22.0	48.0
26	46.8	0.0	48.0
27	46.4	15.0	48.0
28	48.0	26.0	48.0
29	47.5	16.0	48.0
30	47.9	26.0	48.0
31	47.6	14.0	48.0
32	47.4	9.0	48.0
33	45.2	54.0	48.0
34	45.6	0.0	48.0
35	47.2	16.0	48.0
36	47.3	4.0	48.0
37	47.1	15.0	48.0
38	46.2	26.0	48.0
39	45.5	37.0	48.0
0	50.3	35.0	52.0
1	51.6	103.0	52.0
2	49.0	15.0	52.0
3	48.9	50.0	52.0
4	50.0	0.0	52.0
5	51.0	98.0	52.0
6	51.4	91.0	52.0
7	49.9	79.0	52.0
8	49.1	4.0	52.0
9	50.7	26.0	52.0
10	50.0	23.0	52.0
11	51.8	34.0	52.0
12	50.7	0.0	52.0
13	48.6	44.0	52.0
14	48.5	26.0	52.0
15	50.2	95.0	52.0
16	48.9	59.0	52.0
17	48.3	0.0	52.0
18	52.0	49.0	52.0
19	51.0	15.0	52.0
20	51.8	83.0	52.0
21	51.1	57.0	52.0
22	48.8	19.0	52.0
23	50.8	29.0	52.0
24	50.0	57.0	52.0
25	51.4	36.0	52.0
26	50.2	16.0	52.0
27	51.9	44.0	52.0
28	48.7	0.0	52.0
29	51.6	0.0	52.0
30	51.4	80.0	52.0
31	48.2	15.0	52.0
32	48.9	0.0	52.0
33	49.7	86.0	52.0
34	48.7	0.0	52.0
35	51.0	26.0	52.0
36	50.9	44.0	52.0
37	50.1	19.0	52.0
38	51.0	0.0	52.0
39	51.8	0.0	52.0
0	55.7	23.0	56.0
1	55.2	69.0	56.0
2	53.7	137.0	56.0
3	56.0	16.0	56.0
4	54.1	24.0	56.0
5	52.9	0.0	56.0
6	52.5	0.0	56.0
7	52.4	0.0	56.0
8	52.1	14.0	56.0
9	53.0	63.0	56.0
10	55.8	0.0	56.0
11	54.7	0.0	56.0
12	55.0	99.0	56.0
13	54.5	0.0	56.0
14	55.1	56.0	56.0
15	55.6	22.0	56.0
16	54.4	79.0	56.0
17	52.5	4.0	56.0
18	55.8	26.0	56.0
19	54.0	64.0	56.0
20	55.9	0.0	56.0
21	55.3	22.0	56.0
22	55.4	16.0	56.0
23	52.8	56.0	56.0
24	53.1	4.0	56.0
25	53.8	14.0	56.0
26	54.7	101.0	56.0
27	55.7	14.0	56.0
28	55.5	0.0	56.0
29	55.5	114.0	56.0
30	52.9	116.0	56.0
31	54.3	4.0	56.0
32	53.1	73.0	56.0
33	54.2	105.0	56.0
34	53.5	129.0	56.0
35	53.9	14.0	56.0
36	54.4	0.0	56.0
37	53.5	0.0	56.0
38	52.3	4.0	56.0
39	52.8	24.0	56.0
0	58.4	16.0	60.0
1	56.3	67.0	60.0
2	59.3	175.0	60.0
3	58.0	138.0	60.0
4	58.0	14.0	60.0
5	58.8	23.0	60.0
6	58.1	73.0	60.0
7	56.5	23.0	60.0
8	57.2	36.0	60.0
9	58.3	23.0	60.0
10	57.0	106.0	60.0
11	60.0	22.0	60.0
12	56.5	66.0	60.0
13	58.5	169.0	60.0
14	57.5	53.0	60.0
15	56.3	143.0	60.0
16	56.9	69.0	60.0
17	58.5	15.0	60.0
18	58.9	66.0	60.0
19	56.3	15.0	60.0
20	59.8	60.0	60.0
21	56.9	142.0	60.0
22	57.2	36.0	60.0
23	59.4	16.0	60.0
24	57.6	23.0	60.0
25	59.7	157.0	60.0
26	58.3	0.0	60.0
27	59.8	138.0	60.0
28	58.9	56.0	60.0
29	57.0	26.0	60.0
30	58.6	56.0	60.0
31	56.1	26.0	60.0
32	58.0	9.0	60.0
33	57.6	23.0	60.0
34	59.4	142.0	60.0
35	59.5	201.0	60.0
36	58.3	117.0	60.0
37	57.7	73.0	60.0
38	59.1	0.0	60.0
39	56.9	149.0	60.0
0	61.7	87.0	64.0
1	61.6	26.0	64.0
2	60.6	226.0	64.0
3	60.3	69.0	64.0
4	64.0	189.0	64.0
5	63.5	53.0	64.0
6	63.1	215.0	64.0
7	62.6	219.0	64.0
8	62.1	185.0	64.0
9	62.8	16.0	64.0
10	60.9	142.0	64.0
11	60.1	172.0	64.0
12	63.4	24.0	64.0
13	62.6	123.0	64.0
14	60.3	111.0	64.0
15	62.1	23.0	64.0
16	62.3	123.0	64.0
17	60.7	208.0	64.0
18	60.5	67.0	64.0
19	63.0	4.0	64.0
20	63.9	196.0	64.0
21	60.4	79.0	64.0
22	60.8	141.0	64.0
23	62.7	16.0	64.0
24	61.9	240.0	64.0
25	60.2	0.0	64.0
26	63.9	66.0	64.0
27	60.5	163.0	64.0
28	60.3	69.0	64.0
29	60.6	36.0	64.0
30	60.6	169.0	64.0
31	62.8	4.0	64.0
32	63.4	56.0	64.0
33	61.8	229.0	64.0
34	60.1	214.0	64.0
35	63.7	0.0	64.0
36	60.9	66.0	64.0
37	63.1	4.0	64.0
38	61.0	23.0	64.0
39	63.3	22.0	64.0
0	65.0	230.0	68.0
1	66.4	220.0	68.0
2	64.1	16.0	68.0
3	67.7	111.0	68.0
4	64.2	161.0	68.0
5	67.0	101.0	68.0
6	66.1	142.0	68.0
7	64.5	4.0	68.0
8	67.5	143.0	68.0
9	65.1	228.0	68.0
10	64.4	26.0	68.0
11	67.6	134.0	68.0
12	65.2	163.0	68.0
13	66.7	132.0	68.0
14	65.2	67.0	68.0
15	65.5	16.0	68.0
16	65.5	16.0	68.0
17	65.3	15.0	68.0
18	67.1	67.0	68.0
19	64.4	69.0	68.0
20	64.5	210.0	68.0
21	67.2	275.0	68.0
22	64.2	142.0	68.0
23	67.7	239.0	68.0
24	65.5	66.0	68.0
25	67.9	218.0	68.0
26	67.8	89.0	68.0
27	67.0	168.0	68.0
28	66.1	166.0	68.0
29	66.7	0.0	68.0
30	67.9	196.0	68.0
31	66.0	23.0	68.0
32	66.8	143.0	68.0
33	66.2	217.0	68.0
34	65.4	119.0	68.0
35	65.5	16.0	68.0
36	67.0	26.0	68.0
37	65.8	167.0	68.0
38	66.8	4.0	68.0
39	68.0	159.0	68.0
0	69.1	121.0	72.0
1	71.5	251.0	72.0
2	68.7	163.0	72.0
3	70.4	64.0	72.0
4	71.3	15.0	72.0
5	71.6	16.0	72.0
6	68.9	4.0	72.0
7	70.7	301.0	72.0
8	71.2	288.0	72.0
9	69.9	282.0	72.0
10	71.7	257.0	72.0
11	68.9	126.0	72.0
12	71.0	23.0	72.0
13	69.6	0.0	72.0
14	70.8	233.0	72.0
15	71.5	302.0	72.0
16	68.9	121.0	72.0
17	69.3	23.0	72.0
18	69.5	106.0	72.0
19	68.6	16.0	72.0
20	68.8	219.0	72.0
21	71.0	123.0	72.0
22	69.2	66.0	72.0
23	69.4	15.0	72.0
24	70.5	22.0	72.0
25	70.5	159.0	72.0
26	69.1	283.0	72.0
27	68.7	16.0	72.0
28	68.8	252.0	72.0
29	71.4	307.0	72.0
30	69.9	16.0	72.0
31	71.4	23.0	72.0
32	70.4	219.0	72.0
33	71.2	15.0	72.0
34	69.5	267.0	72.0
35	69.8	266.0	72.0
36	69.4	4.0	72.0
37	69.2	16.0	72.0
38	68.8	133.0	72.0
39	71.6	209.0	72.0
0	72.8	23.0	76.0
1	75.0	295.0	76.0
2	75.4	23.0	76.0
3	75.3	218.0	76.0
4	73.6	155.0	76.0
5	73.0	219.0	76.0
6	75.9	15.0	76.0
7	74.5	271.0	76.0
8	75.8	0.0	76.0
9	72.3	296.0	76.0
10	73.3	23.0	76.0
11	72.7	26.0	76.0
12	73.7	218.0	76.0
13	74.5	244.0	76.0
14	75.8	101.0	76.0
15	74.2	123.0	76.0
16	75.1	172.0	76.0
17	75.7	298.0	76.0
18	72.1	271.0	76.0
19	73.4	284.0	76.0
20	74.0	177.0	76.0
21	74.0	127.0	76.0
22	75.4	121.0	76.0
23	72.4	163.0	76.0
24	73.0	300.0	76.0
25	72.4	69.0	76.0
26	72.5	304.0	76.0
27	75.9	141.0	76.0
28	73.9	139.0	76.0
29	73.2	133.0	76.0
30	75.5	104.0	76.0
31	74.4	111.0	76.0
32	72.2	314.0	76.0
33	73.2	4.0	76.0
34	72.5	294.0	76.0
35	72.7	16.0	76.0
36	73.2	209.0	76.0
37	73.5	221.0	76.0
38	75.5	239.0	76.0
39	74.8	23.0	76.0
0	76.7	221.0	80.0
1	78.9	327.0	80.0
2	77.2	0.0	80.0
3	76.5	284.0	80.0
4	79.4	16.0	80.0
5	79.4	255.0	80.0
6	79.0	0.0	80.0
7	80.0	313.0	80.0
8	76.5	312.0	80.0
9	77.4	299.0	80.0
10	76.4	320.0	80.0
11	79.6	312.0	80.0
12	79.9	281.0	80.0
13	78.3	266.0	80.0
14	78.9	232.0	80.0
15	76.2	0.0	80.0
16	77.4	302.0	80.0
17	76.3	239.0	80.0
18	77.8	143.0	80.0
19	76.1	325.0	80.0
20	77.8	336.0	80.0
21	78.8	0.0	80.0
22	78.4	312.0	80.0
23	78.7	255.0	80.0
24	79.8	142.0	80.0
25	76.8	39.0	80.0
26	79.2	0.0	80.0
27	79.5	143.0	80.0
28	79.7	309.0	80.0
29	78.0	232.0	80.0
30	77.1	143.0	80.0
31	76.2	139.0	80.0
32	76.1	139.0	80.0
33	78.4	302.0	80.0
34	79.6	309.0	80.0
35	78.7	4.0	80.0
36	77.9	266.0	80.0
37	76.9	22.0	80.0
38	77.9	315.0	80.0
39	76.7	317.0	80.0
0	81.0	302.0	84.0
1	80.1	284.0	84.0
2	80.8	324.0	84.0
3	83.1	354.0	84.0
4	80.7	143.0	84.0
5	82.4	139.0	84.0
6	82.6	209.0	84.0
7	83.6	15.0	84.0
8	81.4	333.0	84.0
9	82.3	15.0	84.0
10	81.4	139.0	84.0
11	80.6	16.0	84.0
12	80.6	337.0	84.0
13	82.0	326.0	84.0
14	82.8	22.0	84.0
15	80.1	306.0	84.0
16	83.6	209.0	84.0
17	82.4	15.0	84.0
18	83.9	134.0	84.0
19	80.8	209.0	84.0
20	83.5	209.0	84.0
21	80.5	0.0	84.0
22	81.8	60.0	84.0
23	80.1	15.0	84.0
24	82.9	60.0	84.0
25	81.9	352.0	84.0
26	83.9	15.0	84.0
27	82.2	16.0	84.0
28	84.0	348.0	84.0
29	81.3	219.0	84.0
30	81.4	15.0	84.0
31	82.8	347.0	84.0
32	80.7	302.0	84.0
33	81.2	327.0	84.0
34	81.4	15.0	84.0
35	80.3	332.0	84.0
36	80.6	0.0	84.0
37	81.2	16.0	84.0
38	81.4	177.0	84.0
39	83.3	64.0	84.0
0	85.8	64.0	88.0
1	87.0	346.0	88.0
2	86.7	291.0	88.0
3	87.3	358.0	88.0
4	85.1	16.0	88.0
5	86.7	362.0	88.0
6	86.5	209.0	88.0
7	86.5	311.0	88.0
8	85.8	291.0	88.0
9	84.3	177.0	88.0
10	87.0	22.0	88.0
11	87.6	357.0	88.0
12	87.1	291.0	88.0
13	87.7	348.0	88.0
14	85.6	299.0	88.0
15	87.0	302.0	88.0
16	86.2	22.0	88.0
17	85.1	64.0	88.0
18	84.5	353.0	88.0
19	87.0	302.0	88.0
20	86.4	16.0	88.0
21	85.5	302.0	88.0
22	86.5	348.0	88.0
23	86.4	15.0	88.0
24	88.0	284.0	88.0
25	86.1	16.0	88.0
26	84.3	302.0	88.0
27	85.6	15.0	88.0
28	84.9	22.0	88.0
29	87.3	348.0	88.0
