	t	genotype	recovered_window
0	40.0	11.0	40.0
1	38.2	5.0	40.0
2	39.4	0.0	40.0
3	38.0	0.0	40.0
4	39.4	4.0	40.0
5	37.9	0.0	40.0
6	38.5	16.0	40.0
7	40.0	4.0	40.0
8	39.6	0.0	40.0
9	38.2	0.0	40.0
10	37.1	0.0	40.0
11	39.0	17.0	40.0
12	36.1	0.0	40.0
13	39.1	0.0	40.0
14	37.7	0.0	40.0
15	36.8	0.0	40.0
16	37.2	4.0	40.0
17	39.5	16.0	40.0
18	39.8	28.0	40.0
19	38.1	4.0	40.0
20	37.7	5.0	40.0
21	37.4	5.0	40.0
22	38.7	0.0	40.0
23	39.2	10.0	40.0
24	37.9	0.0	40.0
25	37.3	0.0	40.0
26	38.6	0.0	40.0
27	39.0	0.0	40.0
28	37.3	0.0	40.0
29	36.9	0.0	40.0
30	38.7	0.0	40.0
31	36.7	10.0	40.0
32	39.4	10.0	40.0
33	39.2	15.0	40.0
34	39.5	0.0	40.0
35	38.4	11.0	40.0
36	38.8	5.0	40.0
37	38.8	16.0	40.0
38	38.1	17.0	40.0
39	38.2	14.0	40.0
0	41.7	15.0	44.0
1	42.5	22.0	44.0
2	42.0	16.0	44.0
3	42.8	14.0	44.0
4	43.0	0.0	44.0
5	43.6	30.0	44.0
6	42.2	4.0	44.0
7	43.6	38.0	44.0
8	40.2	10.0	44.0
9	43.7	0.0	44.0
10	40.5	4.0	44.0
11	42.7	21.0	44.0
12	41.2	0.0	44.0
13	44.0	4.0	44.0
14	41.6	33.0	44.0
15	43.0	0.0	44.0
16	43.5	15.0	44.0
17	42.0	27.0	44.0
18	43.0	0.0	44.0
19	43.5	14.0	44.0
20	41.8	4.0	44.0
21	40.5	0.0	44.0
22	41.5	0.0	44.0
23	41.1	0.0	44.0
24	41.6	0.0	44.0
25	41.8	16.0	44.0
26	40.3	0.0	44.0
27	41.9	28.0	44.0
28	43.2	26.0	44.0
29	42.3	0.0	44.0
30	41.3	20.0	44.0
31	40.5	0.0	44.0
32	40.4	0.0	44.0
33	41.4	5.0	44.0
34	43.7	0.0	44.0
35	40.4	5.0	44.0
36	40.7	0.0	44.0
37	41.1	16.0	44.0
38	41.9	10.0	44.0
39	43.8	16.0	44.0
0	46.1	15.0	48.0
1	48.0	11.0	48.0
2	46.4	58.0	48.0
3	46.2	22.0	48.0
4	46.9	0.0	48.0
5	46.4	16.0	48.0
6	45.4	45.0	48.0
7	47.9	0.0	48.0
8	47.6	0.0	48.0
9	44.6	0.0	48.0
10	45.8	36.0	48.0
11	47.0	16.0	48.0
12	45.2	0.0	48.0
13	45.3	9.0	48.0
14	47.4	9.0	48.0
15	46.4	4.0	48.0
16	46.1	48.0	48.0
17	47.2	0.0	48.0
18	46.6	16.0	48.0
19	44.7	0.0	48.0
20	45.1	0.0	48.0
21	47.4	16.0	48.0
22	45.2	0.0	48.0
23	46.6	29.0	48.0
24	47.7	0.0	48.0
25	46.7	23.0	48.0
26	46.0	24.0	48.0
27	45.8	4.0	48.0
28	45.9	41.0	48.0
29	47.5	4.0	48.0
30	45.5	23.0	48.0
31	45.6	18.0	48.0
32	47.1	0.0	48.0
33	46.1	4.0	48.0
34	46.9	4.0	48.0
35	45.1	23.0	48.0
36	46.0	16.0	48.0
37	47.1	65.0	48.0
38	46.9	16.0	48.0
39	46.6	15.0	48.0
0	49.2	19.0	52.0
1	51.3	91.0	52.0
2	51.8	34.0	52.0
3	51.8	56.0	52.0
4	50.9	16.0	52.0
5	48.9	0.0	52.0
6	51.2	16.0	52.0
7	48.5	0.0	52.0
8	51.6	0.0	52.0
9	50.1	15.0	52.0
10	48.9	23.0	52.0
11	49.0	56.0	52.0
12	51.9	44.0	52.0
13	49.7	86.0	52.0
14	51.1	50.0	52.0
15	50.6	61.0	52.0
16	49.1	4.0	52.0
17	50.7	26.0	52.0
18	51.8	118.0	52.0
19	48.2	4.0	52.0
20	48.7	0.0	52.0
21	51.8	0.0	52.0
22	48.2	15.0	52.0
23	48.9	50.0	52.0
24	51.0	0.0	52.0
25	48.4	15.0	52.0
26	49.4	80.0	52.0
27	49.6	81.0	52.0
28	50.3	4.0	52.0
29	51.7	50.0	52.0
30	49.8	4.0	52.0
31	48.7	0.0	52.0
32	51.6	14.0	52.0
33	50.7	0.0	52.0
34	51.4	97.0	52.0
35	48.5	16.0	52.0
36	50.9	0.0	52.0
37	51.8	93.0	52.0
38	48.8	19.0	52.0
39	51.3	16.0	52.0
0	54.2	73.0	56.0
1	54.7	62.0	56.0
2	53.8	14.0	56.0
3	53.4	87.0	56.0
4	52.5	4.0	56.0
5	54.6	16.0	56.0
6	52.4	93.0	56.0
7	54.5	131.0	56.0
8	55.8	26.0	56.0
9	54.3	53.0	56.0
10	53.7	137.0	56.0
11	55.0	99.0	56.0
12	52.3	4.0	56.0
13	55.8	0.0	56.0
14	55.8	16.0	56.0
15	54.8	64.0	56.0
16	54.2	4.0	56.0
17	53.6	23.0	56.0
18	53.7	16.0	56.0
19	54.7	101.0	56.0
20	54.8	123.0	56.0
21	54.4	0.0	56.0
22	54.3	16.0	56.0
23	54.1	16.0	56.0
24	54.0	39.0	56.0
25	55.9	0.0	56.0
26	54.7	60.0	56.0
27	53.9	4.0	56.0
28	54.6	140.0	56.0
29	53.2	64.0	56.0
30	52.4	73.0	56.0
31	53.5	129.0	56.0
32	52.2	0.0	56.0
33	55.5	0.0	56.0
34	55.5	131.0	56.0
35	52.9	75.0	56.0
36	55.5	15.0	56.0
37	55.4	84.0	56.0
38	54.4	78.0	56.0
39	52.5	4.0	56.0
0	58.3	117.0	60.0
1	58.1	0.0	60.0
2	59.7	161.0	60.0
3	57.5	4.0	60.0
4	56.1	26.0	60.0
5	58.4	146.0	60.0
6	56.3	0.0	60.0
7	57.6	0.0	60.0
8	59.7	119.0	60.0
9	57.8	24.0	60.0
10	57.8	0.0	60.0
11	57.2	36.0	60.0
12	56.9	142.0	60.0
13	58.2	170.0	60.0
14	57.2	171.0	60.0
15	59.6	69.0	60.0
16	57.4	23.0	60.0
17	60.0	0.0	60.0
18	58.9	14.0	60.0
19	59.3	142.0	60.0
20	59.3	133.0	60.0
21	59.5	16.0	60.0
22	57.9	0.0	60.0
23	58.9	56.0	60.0
24	56.1	0.0	60.0
25	59.4	39.0	60.0
26	59.2	127.0	60.0
27	57.8	73.0	60.0
28	57.4	134.0	60.0
29	57.6	23.0	60.0
30	60.0	0.0	60.0
31	59.3	206.0	60.0
32	56.9	69.0	60.0
33	59.5	4.0	60.0
34	56.3	15.0	60.0
35	57.5	14.0	60.0
36	57.3	113.0	60.0
37	57.2	0.0	60.0
38	57.8	62.0	60.0
39	58.7	183.0	60.0
0	63.3	4.0	64.0
1	61.6	16.0	64.0
2	62.5	119.0	64.0
3	61.2	23.0	64.0
4	60.9	66.0	64.0
5	63.0	4.0	64.0
6	62.9	161.0	64.0
7	63.1	4.0	64.0
8	62.8	16.0	64.0
9	62.7	16.0	64.0
10	60.6	36.0	64.0
11	62.6	69.0	64.0
12	63.5	119.0	64.0
13	61.6	179.0	64.0
14	63.3	0.0	64.0
15	62.1	211.0	64.0
16	60.6	119.0	64.0
17	63.9	196.0	64.0
18	60.9	0.0	64.0
19	61.4	16.0	64.0
20	62.5	23.0	64.0
21	63.3	0.0	64.0
22	60.7	56.0	64.0
23	60.1	164.0	64.0
24	63.4	24.0	64.0
25	62.1	16.0	64.0
26	61.9	168.0	64.0
27	61.4	60.0	64.0
28	62.2	16.0	64.0
29	63.0	243.0	64.0
30	61.0	15.0	64.0
31	60.6	169.0	64.0
32	60.3	16.0	64.0
33	63.3	14.0	64.0
34	60.6	119.0	64.0
35	60.6	113.0	64.0
36	62.4	163.0	64.0
37	60.2	60.0	64.0
38	61.0	36.0	64.0
39	60.9	142.0	64.0
0	65.5	16.0	68.0
1	64.5	24.0	68.0
2	67.7	15.0	68.0
3	67.5	190.0	68.0
4	66.7	253.0	68.0
5	66.7	26.0	68.0
6	67.0	59.0	68.0
7	64.8	146.0	68.0
8	65.0	119.0	68.0
9	66.2	15.0	68.0
10	66.9	265.0	68.0
11	66.2	39.0	68.0
12	64.8	154.0	68.0
13	67.4	26.0	68.0
14	67.1	23.0	68.0
15	67.0	196.0	68.0
16	66.4	16.0	68.0
17	66.9	89.0	68.0
18	65.3	161.0	68.0
19	65.8	125.0	68.0
20	64.6	113.0	68.0
21	65.3	245.0	68.0
22	65.0	111.0	68.0
23	64.8	123.0	68.0
24	65.3	4.0	68.0
25	66.1	142.0	68.0
26	67.1	16.0	68.0
27	67.2	119.0	68.0
28	66.4	220.0	68.0
29	66.9	249.0	68.0
30	65.8	274.0	68.0
31	65.7	0.0	68.0
32	67.1	22.0	68.0
33	67.6	4.0	68.0
34	64.9	0.0	68.0
35	66.9	113.0	68.0
36	66.5	101.0	68.0
37	66.1	113.0	68.0
38	64.4	200.0	68.0
39	68.0	16.0	68.0
0	69.8	26.0	72.0
1	71.9	143.0	72.0
2	70.5	22.0	72.0
3	69.8	141.0	72.0
4	69.1	213.0	72.0
5	69.6	123.0	72.0
6	71.0	123.0	72.0
7	71.9	56.0	72.0
8	68.3	210.0	72.0
9	71.6	16.0	72.0
10	70.0	23.0	72.0
11	70.9	16.0	72.0
12	68.9	218.0	72.0
13	69.0	16.0	72.0
14	70.3	113.0	72.0
15	69.6	177.0	72.0
16	68.7	0.0	72.0
17	68.7	163.0	72.0
18	68.2	134.0	72.0
19	69.3	23.0	72.0
20	68.2	26.0	72.0
21	71.7	64.0	72.0
22	71.2	233.0	72.0
23	69.3	23.0	72.0
24	68.8	64.0	72.0
25	69.9	16.0	72.0
26	69.6	4.0	72.0
27	69.8	266.0	72.0
28	69.5	106.0	72.0
29	69.9	16.0	72.0
30	69.1	209.0	72.0
31	71.1	221.0	72.0
32	69.2	16.0	72.0
33	69.3	134.0	72.0
34	68.6	242.0	72.0
35	71.5	251.0	72.0
36	71.0	244.0	72.0
37	71.3	16.0	72.0
38	70.7	22.0	72.0
39	70.1	16.0	72.0
0	75.1	290.0	76.0
1	74.7	4.0	76.0
2	73.7	218.0	76.0
3	72.7	16.0	76.0
4	72.1	271.0	76.0
5	75.2	101.0	76.0
6	74.8	23.0	76.0
7	72.5	304.0	76.0
8	73.1	262.0	76.0
9	73.2	221.0	76.0
10	73.7	16.0	76.0
11	72.1	262.0	76.0
12	74.4	266.0	76.0
13	72.3	14.0	76.0
14	72.8	139.0	76.0
15	75.8	142.0	76.0
16	75.8	159.0	76.0
17	72.4	0.0	76.0
18	74.4	209.0	76.0
19	72.1	15.0	76.0
20	72.5	89.0	76.0
21	75.9	168.0	76.0
22	76.0	232.0	76.0
23	73.3	23.0	76.0
24	72.4	23.0	76.0
25	72.7	155.0	76.0
26	73.6	134.0	76.0
27	73.6	69.0	76.0
28	73.2	233.0	76.0
29	74.3	69.0	76.0
30	75.0	143.0	76.0
31	74.7	139.0	76.0
32	72.3	123.0	76.0
33	72.8	23.0	76.0
34	73.4	39.0	76.0
35	73.8	23.0	76.0
36	75.4	139.0	76.0
37	74.0	177.0	76.0
38	75.3	4.0	76.0
39	74.3	316.0	76.0
0	76.5	123.0	80.0
1	76.7	221.0	80.0
2	77.2	0.0	80.0
3	79.4	312.0	80.0
4	76.5	219.0	80.0
5	78.1	15.0	80.0
6	79.8	142.0	80.0
7	78.0	15.0	80.0
8	77.9	16.0	80.0
9	78.8	291.0	80.0
10	77.9	315.0	80.0
11	76.9	22.0	80.0
12	77.8	143.0	80.0
13	77.4	317.0	80.0
14	78.8	0.0	80.0
15	78.7	4.0	80.0
16	77.0	177.0	80.0
17	79.0	0.0	80.0
18	78.0	232.0	80.0
19	78.3	209.0	80.0
20	78.3	266.0	80.0
21	76.7	317.0	80.0
22	76.7	14.0	80.0
23	76.1	325.0	80.0
24	78.9	327.0	80.0
25	78.2	16.0	80.0
26	76.3	260.0	80.0
27	79.6	309.0	80.0
28	79.2	312.0	80.0
29	78.2	101.0	80.0
30	78.5	322.0	80.0
31	78.7	23.0	80.0
32	77.4	302.0	80.0
33	78.3	315.0	80.0
34	76.3	239.0	80.0
35	77.9	127.0	80.0
36	77.8	336.0	80.0
37	78.4	328.0	80.0
38	78.7	255.0	80.0
39	79.5	143.0	80.0
0	83.9	255.0	84.0
1	82.4	15.0	84.0
2	80.6	337.0	84.0
3	80.5	297.0	84.0
4	83.6	15.0	84.0
5	81.3	219.0	84.0
6	81.2	16.0	84.0
7	80.6	0.0	84.0
8	81.4	333.0	84.0
9	83.3	64.0	84.0
10	82.2	326.0	84.0
11	80.5	0.0	84.0
12	80.7	302.0	84.0
13	80.4	134.0	84.0
14	82.6	209.0	84.0
15	81.0	15.0	84.0
16	83.8	22.0	84.0
17	80.1	284.0	84.0
18	80.7	143.0	84.0
19	83.5	332.0	84.0
20	83.1	15.0	84.0
21	81.4	329.0	84.0
22	82.3	15.0	84.0
23	83.9	15.0	84.0
24	82.0	284.0	84.0
25	81.5	306.0	84.0
26	81.4	177.0	84.0
27	81.9	352.0	84.0
28	81.4	345.0	84.0
29	80.8	324.0	84.0
30	83.8	260.0	84.0
31	84.0	355.0	84.0
32	81.8	16.0	84.0
33	81.4	139.0	84.0
34	82.4	139.0	84.0
35	81.3	333.0	84.0
36	83.4	323.0	84.0
37	80.6	16.0	84.0
38	80.1	306.0	84.0
39	80.1	15.0	84.0
0	86.4	16.0	88.0
1	85.5	342.0	88.0
2	86.5	311.0	88.0
3	85.5	16.0	88.0
4	85.5	218.0	88.0
5	85.7	350.0	88.0
6	87.6	357.0	88.0
7	85.6	209.0	88.0
8	87.0	15.0	88.0
9	85.8	346.0	88.0
10	85.1	340.0	88.0
11	85.6	299.0	88.0
12	87.5	218.0	88.0
13	84.3	302.0	88.0
14	85.2	15.0	88.0
15	88.0	284.0	88.0
16	84.6	312.0	88.0
17	84.9	22.0	88.0
18	86.1	16.0	88.0
19	86.1	299.0	88.0
20	84.2	340.0	88.0
21	85.1	16.0	88.0
22	85.5	302.0	88.0
23	84.2	15.0	88.0
24	87.4	340.0	88.0
25	86.7	362.0	88.0
26	86.0	340.0	88.0
27	85.1	64.0	88.0
28	85.5	60.0	88.0
29	84.7	349.0	88.0
30	87.0	22.0	88.0
31	84.1	356.0	88.0
32	87.1	291.0	88.0
33	84.6	60.0	88.0
34	84.3	177.0	88.0
35	84.6	143.0	88.0
36	87.7	16.0	88.0
37	87.0	302.0	88.0
38	84.4	15.0	88.0
39	86.2	143.0	88.0
0	94.4	143.0	96.0
1	92.3	284.0	96.0
2	94.8	143.0	96.0
3	95.2	357.0	96.0
4	93.5	16.0	96.0
5	95.4	143.0	96.0
6	95.8	302.0	96.0
7	95.3	143.0	96.0
8	93.0	143.0	96.0
9	92.2	302.0	96.0
10	93.1	15.0	96.0
11	94.9	372.0	96.0
12	94.0	341.0	96.0
13	93.1	15.0	96.0
14	93.9	143.0	96.0
15	93.3	15.0	96.0
16	93.1	15.0	96.0
17	92.3	22.0	96.0
18	93.5	369.0	96.0
19	95.2	360.0	96.0
20	93.8	341.0	96.0
21	92.7	127.0	96.0
22	93.1	123.0	96.0
23	92.6	346.0	96.0
24	92.2	284.0	96.0
25	94.8	143.0	96.0
26	92.4	359.0	96.0
27	93.3	15.0	96.0
28	93.0	15.0	96.0
29	94.6	368.0	96.0
30	95.2	16.0	96.0
31	94.6	143.0	96.0
32	95.8	143.0	96.0
33	95.0	127.0	96.0
34	95.3	302.0	96.0
35	95.7	374.0	96.0
36	95.0	16.0	96.0
37	93.2	60.0	96.0
38	96.0	16.0	96.0
39	94.6	16.0	96.0
