window	n	s	window_end	n_recovered_in_win	clade
9	40.0	10.0	40.0	42.0	0
10	40.0	18.0	44.0	61.0	0
11	40.0	21.0	48.0	97.0	0
12	40.0	34.0	52.0	143.0	0
13	40.0	26.0	56.0	211.0	0
14	40.0	36.0	60.0	276.0	0
15	40.0	46.0	64.0	278.0	0
16	40.0	43.0	68.0	225.0	0
17	40.0	41.0	72.0	185.0	0
18	40.0	53.0	76.0	144.0	0
19	40.0	45.0	80.0	97.0	0
20	40.0	64.0	84.0	69.0	0
21	40.0	41.0	88.0	71.0	0
23	40.0	31.0	96.0	41.0	0
