n_iter	R0	llh
0.0	1.41	-77.22331080303995
0.0	1.42	-78.98018495018246
0.0	1.43	-78.97012857454426
0.0	1.44	-78.7201837015565
0.0	1.45	-77.91105307292314
0.0	1.46	-78.56791117461506
0.0	1.47	-78.6106566304422
0.0	1.48	-77.59709908626826
0.0	1.49	-78.11245173832499
0.0	1.5	-77.18982761769325
0.0	1.51	-79.20743126970808
0.0	1.52	-76.95342195654968
0.0	1.53	-77.6915709050036
0.0	1.54	-77.87514363722661
0.0	1.55	-77.95352122378416
0.0	1.56	-77.8671971174432
0.0	1.57	-77.05923502764968
0.0	1.58	-77.42255969480652
0.0	1.59	-77.49526619016984
0.0	1.6	-77.4043101743049
0.0	1.61	-77.45461080630527
0.0	1.62	-80.14525960054505
0.0	1.6300000000000001	-78.28644944270309
0.0	1.6400000000000001	-77.9477039394093
0.0	1.6500000000000001	-77.82006248584773
0.0	1.6600000000000001	-77.43970499484193
0.0	1.6700000000000002	-77.95055602723919
0.0	1.6800000000000002	-77.76918910014119
0.0	1.6900000000000002	-78.63560540698842
0.0	1.7000000000000002	-78.94046551174452
0.0	1.7100000000000002	-77.69986408381817
0.0	1.7200000000000002	-77.73573350819144
0.0	1.7300000000000002	-78.38497800539837
0.0	1.7400000000000002	-78.35224109961808
0.0	1.7500000000000002	-78.92630526159692
0.0	1.7600000000000002	-77.75303435232387
0.0	1.7700000000000002	-80.46164646409954
0.0	1.7800000000000002	-78.53760640824757
0.0	1.7900000000000003	-77.56409262827418
0.0	1.8000000000000003	-78.73570244271546
1.0	1.41	-81.01877145548654
1.0	1.42	-79.2928914146363
1.0	1.43	-78.21983163146479
1.0	1.44	-78.2136763892947
1.0	1.45	-78.20587325940436
1.0	1.46	-78.81186012238682
1.0	1.47	-78.56343122524733
1.0	1.48	-77.72585940637758
1.0	1.49	-77.59271948130848
1.0	1.5	-78.21970751741846
1.0	1.51	-78.661967476024
1.0	1.52	-77.59608762254508
1.0	1.53	-77.54682062681883
1.0	1.54	-77.24789000497887
1.0	1.55	-78.01881621034325
1.0	1.56	-77.87140513137922
1.0	1.57	-77.11468747589255
1.0	1.58	-77.78898752247113
1.0	1.59	-77.58543753218095
1.0	1.6	-78.07342316375984
1.0	1.61	-77.46465218858802
1.0	1.62	-77.50511936982357
1.0	1.6300000000000001	-78.29488368823091
1.0	1.6400000000000001	-78.2241023848024
1.0	1.6500000000000001	-78.11895952226313
1.0	1.6600000000000001	-77.86476847864336
1.0	1.6700000000000002	-77.92372344892811
1.0	1.6800000000000002	-77.96993408243398
1.0	1.6900000000000002	-78.66081844326277
1.0	1.7000000000000002	-78.16834503912294
1.0	1.7100000000000002	-77.74598630430987
1.0	1.7200000000000002	-77.78921933532625
1.0	1.7300000000000002	-78.27584660385929
1.0	1.7400000000000002	-78.46954474939655
1.0	1.7500000000000002	-79.12941613287848
1.0	1.7600000000000002	-79.37195649213261
1.0	1.7700000000000002	-80.26354820045555
1.0	1.7800000000000002	-78.67597317565931
1.0	1.7900000000000003	-80.85427567651847
1.0	1.8000000000000003	-78.5611336332915
2.0	1.41	-77.99277171379191
2.0	1.42	-77.76296387965597
2.0	1.43	-78.52892513247795
2.0	1.44	-78.71955232927445
2.0	1.45	-77.42103985828585
2.0	1.46	-77.87061423355398
2.0	1.47	-77.97804370191858
2.0	1.48	-77.53859146986764
2.0	1.49	-77.59257321035163
2.0	1.5	-77.38806214682586
2.0	1.51	-77.46782865851257
2.0	1.52	-78.21151581299344
2.0	1.53	-77.09788495238399
2.0	1.54	-77.79025830370168
2.0	1.55	-77.91657759961475
2.0	1.56	-77.38083613122942
2.0	1.57	-78.2025373642925
2.0	1.58	-77.55495300276063
2.0	1.59	-77.28021066213469
2.0	1.6	-77.42267850048499
2.0	1.61	-78.17103406714938
2.0	1.62	-77.65839061883837
2.0	1.6300000000000001	-77.33545742566695
2.0	1.6400000000000001	-76.7215197581482
2.0	1.6500000000000001	-77.50535168749722
2.0	1.6600000000000001	-77.80005670575996
2.0	1.6700000000000002	-78.32032559312704
2.0	1.6800000000000002	-78.19190884746375
2.0	1.6900000000000002	-78.06359318353435
2.0	1.7000000000000002	-77.61780421537381
2.0	1.7100000000000002	-80.15613529012252
2.0	1.7200000000000002	-78.24116157467319
2.0	1.7300000000000002	-77.37493442008808
2.0	1.7400000000000002	-78.25279644262241
2.0	1.7500000000000002	-80.00979382762077
2.0	1.7600000000000002	-78.74377609894032
2.0	1.7700000000000002	-79.40778414173812
2.0	1.7800000000000002	-78.4542625866081
2.0	1.7900000000000003	-78.04432243984336
2.0	1.8000000000000003	-77.90633242611739
3.0	1.41	-78.27018983023274
3.0	1.42	-78.38584536486188
3.0	1.43	-81.15199535141126
3.0	1.44	-78.17835346951395
3.0	1.45	-77.63141333244367
3.0	1.46	-78.54974080329801
3.0	1.47	-77.55316448758282
3.0	1.48	-78.04691355105594
3.0	1.49	-77.47653707175303
3.0	1.5	-76.6794882595747
3.0	1.51	-78.25127508943193
3.0	1.52	-77.77509728313322
3.0	1.53	-77.81261280679068
3.0	1.54	-77.45799078077962
3.0	1.55	-77.45768125729286
3.0	1.56	-78.31626660776175
3.0	1.57	-77.64923874644215
3.0	1.58	-78.23782841488747
3.0	1.59	-78.27586510519336
3.0	1.6	-77.53251492271878
3.0	1.61	-78.68372725562169
3.0	1.62	-77.70067997868999
3.0	1.6300000000000001	-77.83449533843783
3.0	1.6400000000000001	-77.84410508810912
3.0	1.6500000000000001	-78.00661847845143
3.0	1.6600000000000001	-77.73221705090225
3.0	1.6700000000000002	-78.53104790552825
3.0	1.6800000000000002	-78.24284001593865
3.0	1.6900000000000002	-78.41686504412122
