n_iter	R0	llh
0.0	1.44	-78.41714713947215
0.0	1.45	-79.56700994790937
0.0	1.46	-79.11418511335464
0.0	1.47	-78.10247557047241
0.0	1.48	-79.37675836915975
0.0	1.49	-77.92861947248016
0.0	1.5	-78.05092311183371
0.0	1.51	-77.49605671277081
0.0	1.52	-77.51576368888978
0.0	1.53	-77.47278152401887
0.0	1.54	-77.12061635684373
0.0	1.55	-77.64482145992936
0.0	1.56	-78.3687158518947
0.0	1.57	-78.25821637989921
0.0	1.58	-77.42944227522963
0.0	1.59	-78.95358364082384
0.0	1.6	-77.04028835323834
0.0	1.61	-77.35250137091964
0.0	1.62	-79.4142881443752
0.0	1.6300000000000001	-76.85922621412185
0.0	1.6400000000000001	-78.26793479731396
0.0	1.6500000000000001	-77.6165454385995
0.0	1.6600000000000001	-77.90077497837561
0.0	1.6700000000000002	-77.31511916106138
0.0	1.6800000000000002	-77.80998962676588
0.0	1.6900000000000002	-77.82989065088718
0.0	1.7000000000000002	-77.96205717640964
0.0	1.7100000000000002	-77.7125856464315
0.0	1.7200000000000002	-78.6798292373704
0.0	1.7300000000000002	-78.04416179373526
0.0	1.7400000000000002	-78.86787420236556
0.0	1.7500000000000002	-79.3735453316293
0.0	1.7600000000000002	-79.18822723126426
0.0	1.7700000000000002	-77.82393228702504
0.0	1.7800000000000002	-78.35824496616473
0.0	1.7900000000000003	-78.58226845683312
0.0	1.8000000000000003	-78.12920382843915
1.0	1.44	-77.53629644776204
1.0	1.45	-78.50911951468136
1.0	1.46	-78.24979021982736
1.0	1.47	-78.05648933572822
1.0	1.48	-77.72820610719653
1.0	1.49	-77.59930636194163
1.0	1.5	-77.71413739710708
1.0	1.51	-78.64903625676152
1.0	1.52	-77.25321744141606
1.0	1.53	-77.33221948313148
1.0	1.54	-78.1392784711059
1.0	1.55	-77.946531128146
1.0	1.56	-77.99570910965564
1.0	1.57	-78.17899199772735
1.0	1.58	-77.75494875807301
1.0	1.59	-77.09356293623628
1.0	1.6	-77.17214611073379
1.0	1.61	-78.17662250121808
1.0	1.62	-77.23398388209093
1.0	1.6300000000000001	-77.49662409161004
1.0	1.6400000000000001	-77.83848721341276
1.0	1.6500000000000001	-78.79432800516463
1.0	1.6600000000000001	-77.8998306292339
1.0	1.6700000000000002	-77.3868434774554
1.0	1.6800000000000002	-77.67449837278812
1.0	1.6900000000000002	-78.00254621578317
1.0	1.7000000000000002	-78.1019617534166
1.0	1.7100000000000002	-77.65437436191844
1.0	1.7200000000000002	-79.1607817590263
1.0	1.7300000000000002	-77.99764306770076
1.0	1.7400000000000002	-77.86322317597634
1.0	1.7500000000000002	-78.46033377529454
1.0	1.7600000000000002	-79.50655104487741
1.0	1.7700000000000002	-80.52353086739856
1.0	1.7800000000000002	-80.51466443488417
1.0	1.7900000000000003	-77.98985339792172
1.0	1.8000000000000003	-79.67134364588924
2.0	1.44	-78.10429497570593
2.0	1.45	-78.33038998193695
2.0	1.46	-77.84887914573902
2.0	1.47	-79.21373465477105
2.0	1.48	-78.09013460980285
2.0	1.49	-78.22096778251675
2.0	1.5	-77.28665670622603
2.0	1.51	-77.60986002901218
2.0	1.52	-78.26542217324449
2.0	1.53	-78.25282707260965
2.0	1.54	-78.25339374008549
2.0	1.55	-77.76379036438942
2.0	1.56	-77.76404350096722
2.0	1.57	-77.95254027046487
2.0	1.58	-77.49619393224937
2.0	1.59	-77.0866996415207
2.0	1.6	-76.91335724370776
2.0	1.61	-77.76980132477506
2.0	1.62	-78.05167721916204
2.0	1.6300000000000001	-78.55696456467832
2.0	1.6400000000000001	-77.72400782097037
2.0	1.6500000000000001	-77.65402059195091
2.0	1.6600000000000001	-77.35279370148108
2.0	1.6700000000000002	-77.43351593888526
2.0	1.6800000000000002	-77.58449751211481
2.0	1.6900000000000002	-78.1155716987598
2.0	1.7000000000000002	-77.26641483876728
2.0	1.7100000000000002	-77.57315433242418
2.0	1.7200000000000002	-79.35232781196292
2.0	1.7300000000000002	-78.5629348099838
2.0	1.7400000000000002	-77.60050156334185
2.0	1.7500000000000002	-79.68463561793914
2.0	1.7600000000000002	-79.42760090698249
2.0	1.7700000000000002	-78.72725407457506
2.0	1.7800000000000002	-79.18519340989756
2.0	1.7900000000000003	-79.42237165533633
2.0	1.8000000000000003	-79.81660357632114
3.0	1.44	-77.8931688886248
3.0	1.45	-77.27140672803613
3.0	1.46	-77.14597365909725
3.0	1.47	-77.9968148899536
3.0	1.48	-77.36984533774535
3.0	1.49	-79.02936610957882
3.0	1.5	-77.6689386672154
3.0	1.51	-78.40283574036494
3.0	1.52	-77.84221968610248
3.0	1.53	-77.46729901974889
3.0	1.54	-77.89141899499454
3.0	1.55	-77.95319229374705
3.0	1.56	-77.35618532916904
3.0	1.57	-77.3528741592844
3.0	1.58	-79.00648155744378
3.0	1.59	-77.02794551444259
3.0	1.6	-77.37161389243076
3.0	1.61	-77.39683843658104
3.0	1.62	-78.1572525168071
3.0	1.6300000000000001	-77.52337095228211
3.0	1.6400000000000001	-77.02233354844529
3.0	1.6500000000000001	-77.21223473196308
3.0	1.6600000000000001	-78.23427294605536
3.0	1.6700000000000002	-77.98859054144575
3.0	1.6800000000000002	-78.40875128620343
3.0	1.6900000000000002	-78.15278178754727
3.0	1.7000000000000002	-78.47316272812974
3.0	1.7100000000000002	-77.73627921209513
3.0	1.7200000000000002	-79.29142804005446
3.0	1.7300000000000002	-78.2984131773073
3.0	1.7400000000000002	-79.61843528087051
3.0	1.7500000000000002	-77.98110399534863
3.0	1.7600000000000002	-80.75908560352605
3.0	1.7700000000000002	-79.68042227254207
3.0	1.7800000000000002	-78.8580079135523
3.0	1.7900000000000003	-79.80241468601552
3.0	1.8000000000000003	-80.08872376848075
