n_iter	R0	llh
0.0	1.0	-336.2001150519102
0.0	1.05	-201.93780521892342
0.0	1.1	-211.69339001332705
0.0	1.1500000000000001	-107.16250111322613
0.0	1.2000000000000002	-105.7152238189622
0.0	1.2500000000000002	-91.8621587074725
0.0	1.3000000000000003	-84.05249902934378
0.0	1.3500000000000003	-79.8481469903891
0.0	1.4000000000000004	-80.05014566080533
0.0	1.4500000000000004	-78.11210153737136
0.0	1.5000000000000004	-78.52026250968937
0.0	1.5500000000000005	-77.38602852633224
0.0	1.6000000000000005	-77.07516351285607
0.0	1.6500000000000006	-78.6846165887757
0.0	1.7000000000000006	-78.24655293368363
0.0	1.7500000000000007	-79.35309305420938
0.0	1.8000000000000007	-79.25017462153603
0.0	1.8500000000000008	-80.36536882639388
0.0	1.9000000000000008	-79.65296126897589
0.0	1.9500000000000008	-87.3428448098446
0.0	2.000000000000001	-83.51290769315322
0.0	2.0500000000000007	-103.90648013930038
0.0	2.100000000000001	-91.76713409211774
0.0	2.1500000000000012	-inf
0.0	2.200000000000001	-inf
0.0	2.250000000000001	-inf
0.0	2.300000000000001	-114.18645282780805
0.0	2.3500000000000014	-inf
0.0	2.4000000000000012	-inf
0.0	2.450000000000001	-inf
0.0	2.5000000000000013	-inf
