	t	genotype	recovered_window
0	25.9	0.0	28.0
1	27.1	14.0	28.0
2	27.7	19.0	28.0
3	27.6	27.0	28.0
4	27.4	0.0	28.0
5	24.3	0.0	28.0
6	24.6	23.0	28.0
7	25.9	0.0	28.0
8	25.6	24.0	28.0
9	25.3	0.0	28.0
10	26.7	0.0	28.0
11	27.7	0.0	28.0
12	25.5	14.0	28.0
13	27.4	24.0	28.0
14	26.4	0.0	28.0
15	27.6	0.0	28.0
16	25.3	0.0	28.0
17	24.2	0.0	28.0
18	24.4	0.0	28.0
19	27.2	0.0	28.0
20	25.4	19.0	28.0
21	27.4	0.0	28.0
22	27.1	0.0	28.0
23	24.9	0.0	28.0
24	28.0	0.0	28.0
25	27.3	19.0	28.0
26	26.4	18.0	28.0
27	28.0	36.0	28.0
28	27.4	0.0	28.0
29	27.3	19.0	28.0
30	26.9	34.0	28.0
31	28.0	0.0	28.0
32	26.8	0.0	28.0
33	27.4	0.0	28.0
34	24.6	0.0	28.0
35	26.6	0.0	28.0
36	24.3	0.0	28.0
37	28.0	0.0	28.0
38	24.3	22.0	28.0
39	24.9	0.0	28.0
0	29.8	19.0	32.0
1	28.1	19.0	32.0
2	28.5	0.0	32.0
3	28.1	33.0	32.0
4	29.6	0.0	32.0
5	28.5	0.0	32.0
6	30.5	56.0	32.0
7	31.9	38.0	32.0
8	29.3	19.0	32.0
9	30.6	0.0	32.0
10	31.3	0.0	32.0
11	28.7	17.0	32.0
12	30.5	0.0	32.0
13	31.4	43.0	32.0
14	29.6	35.0	32.0
15	30.8	47.0	32.0
16	30.9	0.0	32.0
17	28.6	0.0	32.0
18	31.4	44.0	32.0
19	28.5	0.0	32.0
20	29.9	0.0	32.0
21	28.9	40.0	32.0
22	31.3	31.0	32.0
23	31.7	19.0	32.0
24	29.1	28.0	32.0
25	29.8	0.0	32.0
26	29.6	53.0	32.0
27	31.9	70.0	32.0
28	32.0	0.0	32.0
29	30.1	0.0	32.0
30	29.7	0.0	32.0
31	28.3	19.0	32.0
32	31.0	19.0	32.0
33	30.3	24.0	32.0
34	30.5	0.0	32.0
35	31.7	0.0	32.0
36	29.4	0.0	32.0
37	29.7	0.0	32.0
38	31.3	0.0	32.0
39	28.5	0.0	32.0
0	36.0	0.0	36.0
1	34.8	51.0	36.0
2	33.5	0.0	36.0
3	33.0	35.0	36.0
4	36.0	84.0	36.0
5	34.3	68.0	36.0
6	33.6	0.0	36.0
7	35.2	0.0	36.0
8	33.7	0.0	36.0
9	32.3	41.0	36.0
10	33.7	0.0	36.0
11	32.2	24.0	36.0
12	33.6	57.0	36.0
13	34.4	24.0	36.0
14	35.2	24.0	36.0
15	35.8	0.0	36.0
16	34.7	0.0	36.0
17	32.7	19.0	36.0
18	34.7	0.0	36.0
19	35.9	24.0	36.0
20	32.9	0.0	36.0
21	32.8	0.0	36.0
22	35.4	79.0	36.0
23	35.8	61.0	36.0
24	35.2	76.0	36.0
25	33.9	0.0	36.0
26	35.6	86.0	36.0
27	32.4	0.0	36.0
28	35.4	0.0	36.0
29	35.5	81.0	36.0
30	32.7	24.0	36.0
31	35.9	63.0	36.0
32	33.4	0.0	36.0
33	35.5	0.0	36.0
34	34.2	35.0	36.0
35	35.9	45.0	36.0
36	32.8	0.0	36.0
37	33.8	57.0	36.0
38	34.1	0.0	36.0
39	32.1	20.0	36.0
0	39.7	57.0	40.0
1	39.0	0.0	40.0
2	37.7	85.0	40.0
3	38.6	76.0	40.0
4	37.8	0.0	40.0
5	36.8	0.0	40.0
6	36.5	57.0	40.0
7	38.2	0.0	40.0
8	38.8	0.0	40.0
9	36.7	0.0	40.0
10	38.7	0.0	40.0
11	37.5	0.0	40.0
12	36.8	88.0	40.0
13	38.7	0.0	40.0
14	40.0	76.0	40.0
15	39.7	76.0	40.0
16	38.5	0.0	40.0
17	37.3	24.0	40.0
18	39.7	92.0	40.0
19	37.4	0.0	40.0
20	36.5	24.0	40.0
21	36.2	32.0	40.0
22	36.6	0.0	40.0
23	37.1	102.0	40.0
24	37.7	0.0	40.0
25	39.4	95.0	40.0
26	36.3	0.0	40.0
27	38.0	0.0	40.0
28	39.2	0.0	40.0
29	37.1	0.0	40.0
30	38.2	107.0	40.0
31	37.1	60.0	40.0
32	38.3	0.0	40.0
33	38.4	54.0	40.0
34	38.2	0.0	40.0
35	37.2	0.0	40.0
36	39.4	95.0	40.0
37	38.5	81.0	40.0
38	39.5	19.0	40.0
39	40.0	0.0	40.0
0	40.5	140.0	44.0
1	42.0	99.0	44.0
2	40.1	139.0	44.0
3	43.0	180.0	44.0
4	43.4	0.0	44.0
5	42.0	0.0	44.0
6	43.0	49.0	44.0
7	41.5	133.0	44.0
8	42.2	0.0	44.0
9	43.5	57.0	44.0
10	44.0	0.0	44.0
11	43.4	0.0	44.0
12	43.2	57.0	44.0
13	41.8	0.0	44.0
14	40.9	76.0	44.0
15	40.8	57.0	44.0
16	42.3	81.0	44.0
17	42.8	92.0	44.0
18	41.7	87.0	44.0
19	43.1	0.0	44.0
20	43.8	76.0	44.0
21	41.2	0.0	44.0
22	42.1	0.0	44.0
23	43.0	0.0	44.0
24	43.9	189.0	44.0
25	40.4	0.0	44.0
26	41.7	57.0	44.0
27	42.9	81.0	44.0
28	43.6	24.0	44.0
29	42.1	92.0	44.0
30	42.9	76.0	44.0
31	43.6	95.0	44.0
32	42.4	76.0	44.0
33	42.3	95.0	44.0
34	40.8	0.0	44.0
35	42.4	0.0	44.0
36	41.0	0.0	44.0
37	42.7	0.0	44.0
38	41.6	0.0	44.0
39	42.2	0.0	44.0
0	46.0	0.0	48.0
1	45.3	57.0	48.0
2	45.5	255.0	48.0
3	46.5	81.0	48.0
4	46.9	137.0	48.0
5	45.5	122.0	48.0
6	45.2	57.0	48.0
7	44.2	57.0	48.0
8	44.1	135.0	48.0
9	47.5	76.0	48.0
10	45.2	111.0	48.0
11	45.8	205.0	48.0
12	47.6	0.0	48.0
13	45.7	0.0	48.0
14	47.1	57.0	48.0
15	46.6	49.0	48.0
16	45.6	73.0	48.0
17	47.5	0.0	48.0
18	46.9	230.0	48.0
19	47.8	177.0	48.0
20	45.1	122.0	48.0
21	47.0	0.0	48.0
22	46.4	111.0	48.0
23	46.9	260.0	48.0
24	46.0	0.0	48.0
25	45.3	150.0	48.0
26	46.3	208.0	48.0
27	44.9	76.0	48.0
28	46.2	0.0	48.0
29	47.0	284.0	48.0
30	44.5	81.0	48.0
31	45.9	0.0	48.0
32	47.5	57.0	48.0
33	45.0	0.0	48.0
34	47.0	0.0	48.0
35	47.3	237.0	48.0
36	44.6	156.0	48.0
37	44.8	0.0	48.0
38	46.2	195.0	48.0
39	46.7	57.0	48.0
0	50.5	0.0	52.0
1	52.0	442.0	52.0
2	50.6	0.0	52.0
3	48.9	0.0	52.0
4	48.6	167.0	52.0
5	48.6	217.0	52.0
6	48.8	57.0	52.0
7	49.9	76.0	52.0
8	51.4	50.0	52.0
9	48.7	137.0	52.0
10	50.7	0.0	52.0
11	49.7	0.0	52.0
12	51.5	57.0	52.0
13	48.7	57.0	52.0
14	50.0	57.0	52.0
15	51.1	293.0	52.0
16	50.5	137.0	52.0
17	51.9	0.0	52.0
18	51.8	382.0	52.0
19	50.1	57.0	52.0
20	51.9	0.0	52.0
21	51.1	406.0	52.0
22	51.2	263.0	52.0
23	51.8	136.0	52.0
24	50.5	0.0	52.0
25	50.5	217.0	52.0
26	52.0	384.0	52.0
27	48.9	76.0	52.0
28	51.7	0.0	52.0
29	50.6	57.0	52.0
30	51.9	137.0	52.0
31	51.7	317.0	52.0
32	49.5	0.0	52.0
33	50.0	0.0	52.0
34	52.0	167.0	52.0
35	50.6	389.0	52.0
36	49.3	49.0	52.0
37	50.3	57.0	52.0
38	49.3	0.0	52.0
39	49.0	265.0	52.0
0	52.2	0.0	56.0
1	53.9	372.0	56.0
2	54.7	0.0	56.0
3	52.9	217.0	56.0
4	54.8	437.0	56.0
5	55.1	111.0	56.0
6	55.6	354.0	56.0
7	54.9	418.0	56.0
8	55.6	604.0	56.0
9	52.8	136.0	56.0
10	55.5	607.0	56.0
11	53.9	167.0	56.0
12	55.8	0.0	56.0
13	53.2	111.0	56.0
14	55.3	441.0	56.0
15	53.6	473.0	56.0
16	53.0	136.0	56.0
17	56.0	0.0	56.0
18	55.9	534.0	56.0
19	55.4	179.0	56.0
20	52.4	215.0	56.0
21	54.3	217.0	56.0
22	55.9	0.0	56.0
23	55.7	0.0	56.0
24	52.2	0.0	56.0
