	t	genotype	recovered_window
0	26.4	0.0	28.0
1	28.0	0.0	28.0
2	24.2	10.0	28.0
3	27.1	0.0	28.0
4	24.3	0.0	28.0
5	25.3	0.0	28.0
6	24.6	23.0	28.0
7	26.7	0.0	28.0
8	26.6	0.0	28.0
9	27.7	0.0	28.0
10	26.6	25.0	28.0
11	27.6	0.0	28.0
12	26.8	10.0	28.0
13	24.9	0.0	28.0
14	26.9	0.0	28.0
15	24.3	0.0	28.0
16	27.6	27.0	28.0
17	26.9	34.0	28.0
18	25.6	24.0	28.0
19	25.6	12.0	28.0
20	27.0	0.0	28.0
21	27.3	19.0	28.0
22	26.1	30.0	28.0
23	27.7	19.0	28.0
24	27.4	24.0	28.0
25	27.3	19.0	28.0
26	25.9	0.0	28.0
27	27.2	0.0	28.0
28	28.0	0.0	28.0
29	27.1	14.0	28.0
30	27.4	0.0	28.0
31	24.2	0.0	28.0
32	28.0	0.0	28.0
33	26.4	18.0	28.0
34	25.3	0.0	28.0
35	27.4	0.0	28.0
36	24.9	0.0	28.0
37	25.9	0.0	28.0
38	27.4	0.0	28.0
39	25.5	14.0	28.0
0	29.4	0.0	32.0
1	31.4	0.0	32.0
2	28.6	29.0	32.0
3	30.5	56.0	32.0
4	28.6	0.0	32.0
5	31.3	41.0	32.0
6	30.7	0.0	32.0
7	31.3	0.0	32.0
8	29.8	0.0	32.0
9	29.9	0.0	32.0
10	31.4	43.0	32.0
11	28.5	0.0	32.0
12	31.2	0.0	32.0
13	29.2	37.0	32.0
14	29.7	0.0	32.0
15	29.8	19.0	32.0
16	29.7	0.0	32.0
17	28.4	24.0	32.0
18	31.6	42.0	32.0
19	28.7	16.0	32.0
20	31.8	24.0	32.0
21	31.5	0.0	32.0
22	30.9	19.0	32.0
23	28.5	0.0	32.0
24	29.7	0.0	32.0
25	29.8	0.0	32.0
26	28.1	33.0	32.0
27	32.0	0.0	32.0
28	29.6	0.0	32.0
29	30.4	0.0	32.0
30	30.6	0.0	32.0
31	30.9	0.0	32.0
32	28.5	0.0	32.0
33	31.7	19.0	32.0
34	30.7	0.0	32.0
35	29.5	0.0	32.0
36	31.1	0.0	32.0
37	29.0	20.0	32.0
38	31.2	0.0	32.0
39	30.9	0.0	32.0
0	33.7	0.0	36.0
1	35.9	71.0	36.0
2	32.5	0.0	36.0
3	33.7	0.0	36.0
4	34.2	0.0	36.0
5	33.3	69.0	36.0
6	34.9	0.0	36.0
7	34.9	0.0	36.0
8	35.4	90.0	36.0
9	36.0	0.0	36.0
10	35.6	24.0	36.0
11	34.2	35.0	36.0
12	33.5	0.0	36.0
13	35.4	0.0	36.0
14	35.9	63.0	36.0
15	35.3	0.0	36.0
16	33.0	0.0	36.0
17	35.9	45.0	36.0
18	35.6	0.0	36.0
19	35.6	86.0	36.0
