	t	genotype	recovered_window
0	26.8	10.0	28.0
1	26.9	0.0	28.0
2	25.3	0.0	28.0
3	26.8	0.0	28.0
4	27.2	0.0	28.0
5	24.9	0.0	28.0
6	26.4	0.0	28.0
7	26.1	30.0	28.0
8	27.3	19.0	28.0
9	24.6	0.0	28.0
10	27.3	19.0	28.0
11	27.4	0.0	28.0
12	24.3	0.0	28.0
13	24.2	10.0	28.0
14	26.7	0.0	28.0
15	25.9	0.0	28.0
16	24.3	0.0	28.0
17	25.3	0.0	28.0
18	27.6	27.0	28.0
19	26.6	25.0	28.0
20	27.4	0.0	28.0
21	27.6	0.0	28.0
22	28.0	0.0	28.0
23	27.1	0.0	28.0
24	25.5	14.0	28.0
25	25.6	12.0	28.0
26	24.3	22.0	28.0
27	28.0	0.0	28.0
28	24.9	0.0	28.0
29	27.1	14.0	28.0
30	25.9	0.0	28.0
31	28.0	0.0	28.0
32	26.9	34.0	28.0
33	27.7	0.0	28.0
34	25.4	19.0	28.0
35	27.0	0.0	28.0
36	27.4	0.0	28.0
37	24.4	0.0	28.0
38	24.2	0.0	28.0
39	24.6	23.0	28.0
0	31.4	0.0	32.0
1	28.3	19.0	32.0
2	28.7	17.0	32.0
3	30.9	19.0	32.0
4	31.8	24.0	32.0
5	28.5	0.0	32.0
6	31.3	31.0	32.0
7	32.0	0.0	32.0
8	29.6	53.0	32.0
9	30.1	0.0	32.0
10	30.8	47.0	32.0
11	28.5	0.0	32.0
12	28.6	29.0	32.0
13	31.1	0.0	32.0
14	28.1	33.0	32.0
15	30.1	24.0	32.0
16	31.9	38.0	32.0
17	28.9	40.0	32.0
18	29.0	20.0	32.0
19	31.3	0.0	32.0
20	30.1	0.0	32.0
21	30.7	0.0	32.0
22	31.0	19.0	32.0
23	29.7	0.0	32.0
24	31.2	0.0	32.0
25	31.4	43.0	32.0
26	29.3	17.0	32.0
27	30.8	0.0	32.0
28	28.1	19.0	32.0
29	29.8	0.0	32.0
30	30.9	0.0	32.0
31	29.6	35.0	32.0
32	30.5	0.0	32.0
33	31.7	19.0	32.0
34	29.8	24.0	32.0
35	31.3	0.0	32.0
36	31.2	0.0	32.0
37	30.7	0.0	32.0
38	30.5	56.0	32.0
39	29.2	37.0	32.0
0	34.9	0.0	36.0
1	35.4	90.0	36.0
2	36.0	84.0	36.0
3	32.4	0.0	36.0
4	34.9	0.0	36.0
5	32.4	24.0	36.0
6	34.8	24.0	36.0
7	35.4	74.0	36.0
8	36.0	0.0	36.0
9	33.5	0.0	36.0
10	33.4	0.0	36.0
11	33.6	24.0	36.0
12	33.5	0.0	36.0
