n_iter	R0	timestart	llh
0.0	1.0	737838.0	-inf
0.0	1.0	737835.0	-inf
0.0	1.0	737832.0	-inf
0.0	1.0	737829.0	-inf
0.0	1.0	737826.0	-inf
0.0	1.0	737823.0	-inf
0.0	1.0	737820.0	-inf
0.0	1.0	737817.0	-inf
0.0	1.0	737814.0	-65.59525836260472
0.0	1.0	737811.0	-78.04178575678498
0.0	1.0	737808.0	-inf
0.0	1.0	737805.0	-inf
0.0	1.0	737802.0	-inf
0.0	1.0	737799.0	-inf
0.0	1.0	737796.0	-70.82944455278741
0.0	1.0	737793.0	-56.394877750217795
0.0	1.0	737790.0	-52.75132848046597
0.0	1.0	737787.0	-inf
0.0	1.0	737784.0	-67.45782355445087
0.0	1.0	737781.0	-76.08210684571615
0.0	1.0	737778.0	-38.0095419325542
0.0	1.0	737775.0	-inf
0.0	1.0	737772.0	-42.65428321284017
0.0	1.0	737769.0	-42.411815798149206
0.0	1.0	737766.0	-73.0426982478303
0.0	1.0	737763.0	-53.583194996799705
0.0	1.1	737838.0	-inf
0.0	1.1	737835.0	-inf
0.0	1.1	737832.0	-inf
0.0	1.1	737829.0	-78.33912230446582
0.0	1.1	737826.0	-inf
0.0	1.1	737823.0	-inf
0.0	1.1	737820.0	-82.94621888521016
0.0	1.1	737817.0	-61.67858530636586
0.0	1.1	737814.0	-48.20452331446411
0.0	1.1	737811.0	-76.84156500283001
0.0	1.1	737808.0	-51.82842862035713
0.0	1.1	737805.0	-50.844698415880615
0.0	1.1	737802.0	-56.58385348702696
0.0	1.1	737799.0	-65.22842714344432
0.0	1.1	737796.0	-47.68202594134921
0.0	1.1	737793.0	-52.073231518091376
0.0	1.1	737790.0	-40.355003074910684
0.0	1.1	737787.0	-40.98945240451165
0.0	1.1	737784.0	-47.62603810913109
0.0	1.1	737781.0	-61.21615770017339
0.0	1.1	737778.0	-42.06020095496976
0.0	1.1	737775.0	-46.69081814360396
0.0	1.1	737772.0	-43.228297491762376
0.0	1.1	737769.0	-38.416424642229615
0.0	1.1	737766.0	-38.54873681469126
0.0	1.1	737763.0	-42.16172571647738
0.0	1.2000000000000002	737838.0	-inf
0.0	1.2000000000000002	737835.0	-inf
0.0	1.2000000000000002	737832.0	-82.18042966466703
0.0	1.2000000000000002	737829.0	-74.60432920724374
0.0	1.2000000000000002	737826.0	-inf
0.0	1.2000000000000002	737823.0	-57.00284135915317
0.0	1.2000000000000002	737820.0	-61.571555374891304
0.0	1.2000000000000002	737817.0	-51.76318583484064
0.0	1.2000000000000002	737814.0	-56.13055992413794
0.0	1.2000000000000002	737811.0	-63.9043571197594
0.0	1.2000000000000002	737808.0	-51.32060512659311
0.0	1.2000000000000002	737805.0	-47.10757176430987
0.0	1.2000000000000002	737802.0	-42.3591395821128
0.0	1.2000000000000002	737799.0	-45.21421453985383
0.0	1.2000000000000002	737796.0	-37.448889907856696
0.0	1.2000000000000002	737793.0	-40.20575196237128
0.0	1.2000000000000002	737790.0	-37.05021335973177
0.0	1.2000000000000002	737787.0	-38.556091070327774
0.0	1.2000000000000002	737784.0	-42.196162327326434
0.0	1.2000000000000002	737781.0	-54.4196449519695
0.0	1.2000000000000002	737778.0	-38.399525284775926
0.0	1.2000000000000002	737775.0	-35.630205241683264
0.0	1.2000000000000002	737772.0	-38.4762885472768
0.0	1.2000000000000002	737769.0	-38.70720330156631
0.0	1.2000000000000002	737766.0	-38.38148928809893
0.0	1.2000000000000002	737763.0	-36.86740944325371
0.0	1.3000000000000003	737838.0	-inf
0.0	1.3000000000000003	737835.0	-77.36576724102005
0.0	1.3000000000000003	737832.0	-93.72566034841319
0.0	1.3000000000000003	737829.0	-59.14848368372886
0.0	1.3000000000000003	737826.0	-53.36678712657303
0.0	1.3000000000000003	737823.0	-51.98164409500616
0.0	1.3000000000000003	737820.0	-49.43710621582886
0.0	1.3000000000000003	737817.0	-48.368342104839336
0.0	1.3000000000000003	737814.0	-52.207700599837565
0.0	1.3000000000000003	737811.0	-37.62840939325025
0.0	1.3000000000000003	737808.0	-41.75467176553642
0.0	1.3000000000000003	737805.0	-36.86689849280918
0.0	1.3000000000000003	737802.0	-34.61245834218316
0.0	1.3000000000000003	737799.0	-35.85566176469206
0.0	1.3000000000000003	737796.0	-34.683412850043034
0.0	1.3000000000000003	737793.0	-38.87702813383288
0.0	1.3000000000000003	737790.0	-33.45816778337509
0.0	1.3000000000000003	737787.0	-35.18949484863796
0.0	1.3000000000000003	737784.0	-37.57380508009534
0.0	1.3000000000000003	737781.0	-37.4313420776788
0.0	1.3000000000000003	737778.0	-36.08375753144767
0.0	1.3000000000000003	737775.0	-38.73227497673602
0.0	1.3000000000000003	737772.0	-38.03753695229174
0.0	1.3000000000000003	737769.0	-37.50489106507323
0.0	1.3000000000000003	737766.0	-37.34049723552889
0.0	1.3000000000000003	737763.0	-35.89446702314493
0.0	1.4000000000000004	737838.0	-88.75133258055583
0.0	1.4000000000000004	737835.0	-73.22102346244712
0.0	1.4000000000000004	737832.0	-93.97486199324467
0.0	1.4000000000000004	737829.0	-65.77146889625482
0.0	1.4000000000000004	737826.0	-52.897286018312
0.0	1.4000000000000004	737823.0	-54.6009658858563
0.0	1.4000000000000004	737820.0	-46.583661671213875
0.0	1.4000000000000004	737817.0	-54.48186356467478
0.0	1.4000000000000004	737814.0	-37.27082838153505
0.0	1.4000000000000004	737811.0	-37.51857106605163
0.0	1.4000000000000004	737808.0	-41.783009538395376
0.0	1.4000000000000004	737805.0	-34.30306010739713
0.0	1.4000000000000004	737802.0	-34.91768294059753
0.0	1.4000000000000004	737799.0	-35.28192642781696
0.0	1.4000000000000004	737796.0	-35.56623887681996
0.0	1.4000000000000004	737793.0	-33.63643910205853
0.0	1.4000000000000004	737790.0	-33.151363705708285
0.0	1.4000000000000004	737787.0	-34.03301787059829
0.0	1.4000000000000004	737784.0	-34.704442708824104
0.0	1.4000000000000004	737781.0	-33.61481868506023
0.0	1.4000000000000004	737778.0	-36.33261027604047
0.0	1.4000000000000004	737775.0	-34.52713242403686
0.0	1.4000000000000004	737772.0	-35.163315379616606
0.0	1.4000000000000004	737769.0	-34.98340220665422
0.0	1.4000000000000004	737766.0	-36.911792322343445
0.0	1.4000000000000004	737763.0	-36.71335505870924
0.0	1.5000000000000004	737838.0	-inf
0.0	1.5000000000000004	737835.0	-85.91399616560044
0.0	1.5000000000000004	737832.0	-63.91944118075122
0.0	1.5000000000000004	737829.0	-63.37214702555687
0.0	1.5000000000000004	737826.0	-39.01759776508699
0.0	1.5000000000000004	737823.0	-36.50794525032003
0.0	1.5000000000000004	737820.0	-37.06605086082982
0.0	1.5000000000000004	737817.0	-37.326546012842456
0.0	1.5000000000000004	737814.0	-38.60805845312217
0.0	1.5000000000000004	737811.0	-34.567145942511345
0.0	1.5000000000000004	737808.0	-36.39533537241826
0.0	1.5000000000000004	737805.0	-32.45802479268695
0.0	1.5000000000000004	737802.0	-35.81944914749177
0.0	1.5000000000000004	737799.0	-33.564561966092285
0.0	1.5000000000000004	737796.0	-33.65379854425874
0.0	1.5000000000000004	737793.0	-31.969010992508288
0.0	1.5000000000000004	737790.0	-31.359890893534054
0.0	1.5000000000000004	737787.0	-31.895888414736202
0.0	1.5000000000000004	737784.0	-37.1668078706407
0.0	1.5000000000000004	737781.0	-33.0309868373185
0.0	1.5000000000000004	737778.0	-32.418340743788946
