n_iter	R0	log10eta	llh
0.0	1.1	-8.0	-inf
0.0	1.1	-7.8	-inf
0.0	1.1	-7.6	-inf
0.0	1.1	-7.3999999999999995	-inf
0.0	1.1	-7.199999999999999	-inf
0.0	1.1	-6.999999999999999	-inf
0.0	1.1	-6.799999999999999	-inf
0.0	1.1	-6.599999999999999	-inf
0.0	1.1	-6.399999999999999	-inf
0.0	1.1	-6.199999999999998	-inf
0.0	1.1	-5.999999999999998	-inf
0.0	1.1	-5.799999999999998	-93.9104673048166
0.0	1.1	-5.599999999999998	-57.793962114615674
0.0	1.1	-5.399999999999998	-inf
0.0	1.1	-5.1999999999999975	-79.01062994196593
0.0	1.1	-4.999999999999997	-80.59483330802259
0.0	1.1	-4.799999999999997	-68.03062106242562
0.0	1.1	-4.599999999999997	-66.79250771045308
0.0	1.1	-4.399999999999997	-65.54684538136556
0.0	1.1	-4.199999999999997	-67.1311514287924
0.0	1.1	-3.9999999999999964	-74.84205960630042
0.0	1.1	-3.7999999999999963	-77.75244494360544
0.0	1.1	-3.599999999999996	-75.70228925310262
0.0	1.1	-3.399999999999996	-79.39897355643592
0.0	1.1	-3.1999999999999957	-81.93677444080403
0.0	1.1	-2.9999999999999956	-84.12447851968213
0.0	1.1	-2.7999999999999954	-84.78329506205569
0.0	1.1	-2.599999999999995	-88.78988141438
0.0	1.1	-2.399999999999995	-94.54174810207459
0.0	1.1	-2.199999999999995	-90.48377661382577
0.0	1.1	-1.9999999999999947	-92.88589367161691
0.0	1.3	-8.0	-inf
0.0	1.3	-7.8	-inf
0.0	1.3	-7.6	-inf
0.0	1.3	-7.3999999999999995	-inf
0.0	1.3	-7.199999999999999	-inf
0.0	1.3	-6.999999999999999	-98.50338215557343
0.0	1.3	-6.799999999999999	-95.88587751850527
0.0	1.3	-6.599999999999999	-inf
0.0	1.3	-6.399999999999999	-inf
0.0	1.3	-6.199999999999998	-48.563109154071384
0.0	1.3	-5.999999999999998	-90.36878795334115
0.0	1.3	-5.799999999999998	-inf
0.0	1.3	-5.599999999999998	-63.26791296069282
0.0	1.3	-5.399999999999998	-60.11977707378234
0.0	1.3	-5.1999999999999975	-51.95087151090503
0.0	1.3	-4.999999999999997	-39.547241287506125
0.0	1.3	-4.799999999999997	-53.45916634304896
0.0	1.3	-4.599999999999997	-54.344973166973695
0.0	1.3	-4.399999999999997	-57.33198135929027
0.0	1.3	-4.199999999999997	-70.59648497117956
0.0	1.3	-3.9999999999999964	-46.72108392333473
0.0	1.3	-3.7999999999999963	-56.45950520972454
0.0	1.3	-3.599999999999996	-47.43585181564788
0.0	1.3	-3.399999999999996	-61.20630354520503
0.0	1.3	-3.1999999999999957	-64.82834878040023
0.0	1.3	-2.9999999999999956	-58.617935841484055
0.0	1.3	-2.7999999999999954	-66.16964040183117
0.0	1.3	-2.599999999999995	-71.36175781426772
0.0	1.3	-2.399999999999995	-75.03814214933732
0.0	1.3	-2.199999999999995	-75.9349614620543
0.0	1.3	-1.9999999999999947	-76.20625663972987
0.0	1.5	-8.0	-79.56874003112432
0.0	1.5	-7.8	-inf
0.0	1.5	-7.6	-inf
0.0	1.5	-7.3999999999999995	-inf
0.0	1.5	-7.199999999999999	-86.19637091835537
0.0	1.5	-6.999999999999999	-76.9251372459004
0.0	1.5	-6.799999999999999	-44.777621533650645
0.0	1.5	-6.599999999999999	-48.46877441247273
0.0	1.5	-6.399999999999999	-57.744064218599846
0.0	1.5	-6.199999999999998	-53.39625172196004
0.0	1.5	-5.999999999999998	-40.90025301870557
0.0	1.5	-5.799999999999998	-63.44230761160608
0.0	1.5	-5.599999999999998	-37.11160241274559
0.0	1.5	-5.399999999999998	-45.20285786522285
0.0	1.5	-5.1999999999999975	-33.50984108171727
0.0	1.5	-4.999999999999997	-36.848476838144734
0.0	1.5	-4.799999999999997	-37.285737272454284
0.0	1.5	-4.599999999999997	-40.08653332836672
0.0	1.5	-4.399999999999997	-41.30902198886443
0.0	1.5	-4.199999999999997	-38.72270812602355
0.0	1.5	-3.9999999999999964	-46.800458556662214
0.0	1.5	-3.7999999999999963	-45.526240309884116
0.0	1.5	-3.599999999999996	-50.15795848311623
0.0	1.5	-3.399999999999996	-47.65671722070008
0.0	1.5	-3.1999999999999957	-53.963304702534174
0.0	1.5	-2.9999999999999956	-56.310938225838655
0.0	1.5	-2.7999999999999954	-54.432111001434215
0.0	1.5	-2.599999999999995	-58.60110209193318
0.0	1.5	-2.399999999999995	-60.85004448709448
0.0	1.5	-2.199999999999995	-53.97896721873806
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
