n_iter	R0	log10eta	llh
0.0	1.1	-8.0	-inf
0.0	1.1	-7.8	-inf
0.0	1.1	-7.6	-inf
0.0	1.1	-7.3999999999999995	-inf
0.0	1.1	-7.199999999999999	-inf
0.0	1.1	-6.999999999999999	-inf
0.0	1.1	-6.799999999999999	-inf
0.0	1.1	-6.599999999999999	-inf
0.0	1.1	-6.399999999999999	-96.30706023258392
0.0	1.1	-6.199999999999998	-inf
0.0	1.1	-5.999999999999998	-inf
0.0	1.1	-5.799999999999998	-inf
0.0	1.1	-5.599999999999998	-72.93196549911289
0.0	1.1	-5.399999999999998	-76.29131783046468
0.0	1.1	-5.1999999999999975	-75.8497007246738
0.0	1.1	-4.999999999999997	-90.40583258518149
0.0	1.1	-4.799999999999997	-78.26129395117064
0.0	1.1	-4.599999999999997	-76.11247903933557
0.0	1.1	-4.399999999999997	-62.36086706384845
0.0	1.1	-4.199999999999997	-63.89563893168495
0.0	1.1	-3.9999999999999964	-67.63476507339416
0.0	1.1	-3.7999999999999963	-77.34550698829096
0.0	1.1	-3.599999999999996	-73.9321323677158
0.0	1.1	-3.399999999999996	-76.49207789041493
0.0	1.1	-3.1999999999999957	-80.76692021167176
0.0	1.1	-2.9999999999999956	-89.60793710625018
0.0	1.1	-2.7999999999999954	-87.22117128492268
0.0	1.1	-2.599999999999995	-90.0473063017206
0.0	1.1	-2.399999999999995	-91.99451127292629
0.0	1.1	-2.199999999999995	-93.86764812439472
0.0	1.1	-1.9999999999999947	-94.05302875506061
0.0	1.3	-8.0	-inf
0.0	1.3	-7.8	-inf
0.0	1.3	-7.6	-inf
0.0	1.3	-7.3999999999999995	-inf
0.0	1.3	-7.199999999999999	-inf
0.0	1.3	-6.999999999999999	-inf
0.0	1.3	-6.799999999999999	-inf
0.0	1.3	-6.599999999999999	-inf
0.0	1.3	-6.399999999999999	-74.14524416202148
0.0	1.3	-6.199999999999998	-inf
0.0	1.3	-5.999999999999998	-84.75046779289548
0.0	1.3	-5.799999999999998	-58.84755637969573
0.0	1.3	-5.599999999999998	-37.00278985790911
0.0	1.3	-5.399999999999998	-58.17160683784411
0.0	1.3	-5.1999999999999975	-51.77731526909088
0.0	1.3	-4.999999999999997	-56.5892068842371
0.0	1.3	-4.799999999999997	-48.987186890746514
0.0	1.3	-4.599999999999997	-62.58414154996014
0.0	1.3	-4.399999999999997	-38.03316566341543
0.0	1.3	-4.199999999999997	-50.44228587936709
0.0	1.3	-3.9999999999999964	-59.844648891835234
0.0	1.3	-3.7999999999999963	-64.84262744646918
0.0	1.3	-3.599999999999996	-57.24188874061304
0.0	1.3	-3.399999999999996	-63.736641352385966
0.0	1.3	-3.1999999999999957	-69.5525642898883
0.0	1.3	-2.9999999999999956	-70.5446090518648
0.0	1.3	-2.7999999999999954	-74.70514959396552
0.0	1.3	-2.599999999999995	-72.86582452049117
0.0	1.3	-2.399999999999995	-75.97723832666614
0.0	1.3	-2.199999999999995	-74.80832523902734
0.0	1.3	-1.9999999999999947	-77.08005790346016
0.0	1.5	-8.0	-inf
0.0	1.5	-7.8	-inf
0.0	1.5	-7.6	-inf
0.0	1.5	-7.3999999999999995	-73.60451083551014
0.0	1.5	-7.199999999999999	-98.16487786382802
0.0	1.5	-6.999999999999999	-66.89427318434353
0.0	1.5	-6.799999999999999	-125.9778910387962
0.0	1.5	-6.599999999999999	-61.494234834399364
0.0	1.5	-6.399999999999999	-65.26135226003726
0.0	1.5	-6.199999999999998	-68.04061110991121
0.0	1.5	-5.999999999999998	-61.44989635023336
0.0	1.5	-5.799999999999998	-53.895414210602965
0.0	1.5	-5.599999999999998	-46.52580847310666
0.0	1.5	-5.399999999999998	-58.24920119228478
0.0	1.5	-5.1999999999999975	-37.097622661188296
0.0	1.5	-4.999999999999997	-39.88409312885976
0.0	1.5	-4.799999999999997	-36.58551202552385
0.0	1.5	-4.599999999999997	-37.71300706113898
0.0	1.5	-4.399999999999997	-44.452076951220576
0.0	1.5	-4.199999999999997	-37.295795461894485
0.0	1.5	-3.9999999999999964	-48.178527612172985
0.0	1.5	-3.7999999999999963	-54.0153364571628
0.0	1.5	-3.599999999999996	-43.833960156766835
0.0	1.5	-3.399999999999996	-49.75951352069254
0.0	1.5	-3.1999999999999957	-45.495706265390766
0.0	1.5	-2.9999999999999956	-50.52559867692882
0.0	1.5	-2.7999999999999954	-53.043838961140914
0.0	1.5	-2.599999999999995	-50.516265397460096
0.0	1.5	-2.399999999999995	-54.08377768367727
0.0	1.5	-2.199999999999995	-55.40055066801733
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
