t_before	s_before	e_before	i_before	r_before	seg_before	t_after	s_after	e_after	i_after	r_after	seg_after	selected
58.0	93818.0	1253.0	1397.0	3532.0	0.0	62.0	90304.0	1834.0	2024.0	5838.0	0.0	V
58.0	99536.0	92.0	102.0	270.0	0.0	62.0	99222.0	135.0	201.0	442.0	0.0	V
58.0	99155.0	165.0	156.0	524.0	0.0	62.0	98700.0	236.0	245.0	819.0	0.0	X
58.0	99408.0	127.0	137.0	328.0	0.0	62.0	98943.0	212.0	245.0	600.0	0.0	V
58.0	98799.0	246.0	245.0	710.0	0.0	62.0	98122.0	353.0	388.0	1137.0	0.0	V
58.0	99160.0	190.0	185.0	465.0	0.0	62.0	98579.0	307.0	337.0	777.0	0.0	X
58.0	98627.0	275.0	299.0	799.0	0.0	62.0	97736.0	453.0	508.0	1303.0	0.0	V
58.0	97453.0	452.0	512.0	1583.0	0.0	62.0	96070.0	698.0	781.0	2451.0	0.0	V
58.0	97014.0	578.0	628.0	1780.0	0.0	62.0	95253.0	852.0	1027.0	2868.0	0.0	X
58.0	99080.0	163.0	193.0	564.0	0.0	62.0	98542.0	278.0	301.0	879.0	0.0	V
58.0	99036.0	172.0	184.0	608.0	0.0	62.0	98498.0	239.0	332.0	931.0	0.0	V
58.0	98263.0	313.0	364.0	1060.0	0.0	62.0	97306.0	517.0	532.0	1645.0	0.0	X
58.0	98200.0	366.0	384.0	1050.0	0.0	62.0	97085.0	560.0	659.0	1696.0	0.0	V
58.0	99292.0	125.0	151.0	432.0	0.0	62.0	98807.0	255.0	257.0	681.0	0.0	V
58.0	99425.0	97.0	117.0	361.0	0.0	62.0	99059.0	177.0	201.0	563.0	0.0	V
58.0	99855.0	28.0	23.0	94.0	0.0	62.0	99781.0	39.0	38.0	142.0	0.0	X
58.0	99530.0	81.0	84.0	305.0	0.0	62.0	99252.0	139.0	167.0	442.0	0.0	V
58.0	99476.0	99.0	106.0	319.0	0.0	62.0	99172.0	162.0	174.0	492.0	0.0	V
58.0	99770.0	33.0	43.0	154.0	0.0	62.0	99664.0	56.0	50.0	230.0	0.0	V
58.0	99733.0	54.0	48.0	165.0	0.0	62.0	99604.0	68.0	78.0	250.0	0.0	V
58.0	99724.0	53.0	63.0	160.0	0.0	62.0	99543.0	83.0	100.0	274.0	0.0	V
58.0	99723.0	50.0	61.0	166.0	0.0	62.0	99572.0	77.0	94.0	257.0	0.0	V
58.0	98650.0	288.0	298.0	764.0	0.0	62.0	97740.0	483.0	518.0	1259.0	0.0	X
58.0	97888.0	437.0	475.0	1200.0	0.0	62.0	96672.0	609.0	717.0	2002.0	0.0	X
58.0	96904.0	571.0	674.0	1851.0	0.0	62.0	95161.0	886.0	1012.0	2941.0	0.0	V
58.0	97123.0	558.0	583.0	1736.0	0.0	62.0	95523.0	812.0	967.0	2698.0	0.0	X
58.0	98905.0	202.0	228.0	665.0	0.0	62.0	98319.0	309.0	321.0	1051.0	0.0	V
58.0	99499.0	92.0	114.0	295.0	0.0	62.0	99201.0	160.0	144.0	495.0	0.0	X
58.0	95428.0	821.0	947.0	2804.0	0.0	62.0	92870.0	1286.0	1463.0	4381.0	0.0	V
58.0	95299.0	868.0	984.0	2849.0	0.0	62.0	92802.0	1276.0	1453.0	4469.0	0.0	V
58.0	95325.0	884.0	924.0	2867.0	0.0	62.0	92764.0	1304.0	1472.0	4460.0	0.0	X
58.0	95257.0	902.0	996.0	2845.0	0.0	62.0	92558.0	1401.0	1530.0	4511.0	0.0	X
58.0	98875.0	231.0	258.0	636.0	0.0	62.0	98185.0	350.0	406.0	1059.0	0.0	X
58.0	98939.0	220.0	254.0	587.0	0.0	62.0	98310.0	337.0	344.0	1009.0	0.0	X
58.0	98934.0	210.0	237.0	619.0	0.0	62.0	98211.0	364.0	415.0	1010.0	0.0	V
58.0	98873.0	249.0	258.0	620.0	0.0	62.0	98170.0	355.0	415.0	1060.0	0.0	V
58.0	97091.0	549.0	642.0	1718.0	0.0	62.0	95311.0	885.0	991.0	2813.0	0.0	V
58.0	96834.0	637.0	741.0	1788.0	0.0	62.0	94864.0	1000.0	1151.0	2985.0	0.0	X
58.0	96872.0	602.0	669.0	1857.0	0.0	62.0	95121.0	893.0	982.0	3004.0	0.0	V
58.0	96897.0	618.0	658.0	1827.0	0.0	62.0	95159.0	876.0	1028.0	2937.0	0.0	X
58.0	99455.0	99.0	125.0	321.0	0.0	62.0	99138.0	164.0	169.0	529.0	0.0	X
58.0	97982.0	417.0	437.0	1164.0	0.0	62.0	96701.0	616.0	751.0	1932.0	0.0	V
58.0	99162.0	156.0	174.0	508.0	0.0	62.0	98659.0	238.0	284.0	819.0	0.0	V
58.0	99123.0	166.0	178.0	533.0	0.0	62.0	98589.0	294.0	274.0	843.0	0.0	V
58.0	98592.0	293.0	341.0	774.0	0.0	62.0	97675.0	455.0	503.0	1367.0	0.0	V
58.0	98559.0	314.0	349.0	778.0	0.0	62.0	97552.0	490.0	592.0	1366.0	0.0	V
58.0	99596.0	85.0	84.0	235.0	0.0	62.0	99343.0	130.0	142.0	385.0	0.0	X
58.0	99744.0	43.0	42.0	171.0	0.0	62.0	99646.0	50.0	63.0	241.0	0.0	X
58.0	98112.0	350.0	405.0	1133.0	0.0	62.0	96989.0	582.0	651.0	1778.0	0.0	V
58.0	99479.0	93.0	100.0	328.0	0.0	62.0	99221.0	136.0	159.0	484.0	0.0	X
58.0	98735.0	277.0	265.0	723.0	0.0	62.0	97905.0	435.0	453.0	1207.0	0.0	V
58.0	98735.0	277.0	265.0	723.0	0.0	62.0	98036.0	355.0	408.0	1201.0	0.0	X
58.0	97351.0	520.0	560.0	1569.0	0.0	62.0	95766.0	806.0	901.0	2527.0	0.0	V
58.0	97351.0	520.0	560.0	1569.0	0.0	62.0	95793.0	753.0	910.0	2544.0	0.0	V
58.0	93798.0	1252.0	1378.0	3572.0	0.0	62.0	90269.0	1763.0	2072.0	5896.0	0.0	V
58.0	99542.0	95.0	104.0	259.0	0.0	62.0	99192.0	181.0	181.0	446.0	0.0	X
58.0	99402.0	131.0	136.0	331.0	0.0	62.0	99055.0	194.0	206.0	545.0	0.0	V
58.0	99402.0	131.0	136.0	331.0	0.0	62.0	99034.0	200.0	215.0	551.0	0.0	V
58.0	99380.0	112.0	120.0	388.0	0.0	62.0	99006.0	197.0	214.0	583.0	0.0	X
58.0	99380.0	112.0	120.0	388.0	0.0	62.0	99058.0	164.0	196.0	582.0	0.0	X
58.0	97646.0	468.0	476.0	1410.0	0.0	62.0	96291.0	710.0	767.0	2232.0	0.0	X
58.0	97646.0	468.0	476.0	1410.0	0.0	62.0	96322.0	710.0	757.0	2211.0	0.0	V
58.0	97199.0	522.0	596.0	1683.0	0.0	62.0	95525.0	851.0	975.0	2649.0	0.0	X
58.0	97199.0	522.0	596.0	1683.0	0.0	62.0	95661.0	801.0	895.0	2643.0	0.0	V
58.0	97148.0	506.0	554.0	1792.0	0.0	62.0	95664.0	774.0	812.0	2750.0	0.0	X
58.0	95329.0	888.0	1010.0	2773.0	0.0	62.0	92544.0	1363.0	1585.0	4508.0	0.0	V
58.0	95329.0	888.0	1010.0	2773.0	0.0	62.0	92730.0	1328.0	1518.0	4424.0	0.0	V
58.0	97880.0	442.0	458.0	1220.0	0.0	62.0	96590.0	652.0	743.0	2015.0	0.0	X
58.0	97880.0	442.0	458.0	1220.0	0.0	62.0	96639.0	642.0	702.0	2017.0	0.0	X
58.0	97880.0	442.0	458.0	1220.0	0.0	62.0	96559.0	708.0	756.0	1977.0	0.0	V
58.0	99648.0	73.0	75.0	204.0	0.0	62.0	99360.0	133.0	141.0	366.0	0.0	X
58.0	99648.0	73.0	75.0	204.0	0.0	62.0	99390.0	118.0	145.0	347.0	0.0	X
58.0	99648.0	73.0	75.0	204.0	0.0	62.0	99446.0	95.0	117.0	342.0	0.0	V
58.0	99581.0	106.0	98.0	215.0	0.0	62.0	99279.0	158.0	172.0	391.0	0.0	V
58.0	98772.0	231.0	271.0	726.0	0.0	62.0	98040.0	398.0	415.0	1147.0	0.0	V
58.0	99036.0	186.0	197.0	581.0	0.0	62.0	98411.0	315.0	350.0	924.0	0.0	V
58.0	98997.0	203.0	192.0	608.0	0.0	62.0	98388.0	296.0	385.0	931.0	0.0	V
58.0	99571.0	67.0	78.0	284.0	0.0	62.0	99323.0	123.0	138.0	416.0	0.0	X
58.0	97996.0	375.0	477.0	1152.0	0.0	62.0	96690.0	662.0	741.0	1907.0	0.0	X
58.0	97834.0	428.0	428.0	1310.0	0.0	62.0	96564.0	659.0	735.0	2042.0	0.0	V
58.0	97834.0	428.0	428.0	1310.0	0.0	62.0	96573.0	630.0	763.0	2034.0	0.0	V
58.0	96702.0	586.0	699.0	2013.0	0.0	62.0	94927.0	882.0	1016.0	3175.0	0.0	V
58.0	97955.0	403.0	432.0	1210.0	0.0	62.0	96681.0	643.0	705.0	1971.0	0.0	V
58.0	99000.0	195.0	208.0	597.0	0.0	62.0	98381.0	333.0	351.0	935.0	0.0	V
58.0	99546.0	77.0	90.0	287.0	0.0	62.0	99282.0	122.0	145.0	451.0	0.0	X
58.0	95487.0	861.0	976.0	2676.0	0.0	62.0	92865.0	1343.0	1534.0	4258.0	0.0	V
58.0	95487.0	861.0	976.0	2676.0	0.0	62.0	92772.0	1397.0	1510.0	4321.0	0.0	V
58.0	99138.0	158.0	169.0	535.0	0.0	62.0	98687.0	239.0	254.0	820.0	0.0	V
58.0	99393.0	121.0	120.0	366.0	0.0	62.0	99066.0	173.0	180.0	581.0	0.0	X
58.0	98161.0	331.0	381.0	1127.0	0.0	62.0	97062.0	610.0	590.0	1738.0	0.0	V
58.0	98125.0	329.0	415.0	1131.0	0.0	62.0	96991.0	580.0	659.0	1770.0	0.0	X
58.0	98125.0	329.0	415.0	1131.0	0.0	62.0	96993.0	571.0	630.0	1806.0	0.0	X
58.0	98744.0	257.0	291.0	708.0	0.0	62.0	97953.0	383.0	470.0	1194.0	0.0	V
58.0	98796.0	232.0	259.0	713.0	0.0	62.0	98112.0	348.0	388.0	1152.0	0.0	X
58.0	98796.0	232.0	259.0	713.0	0.0	62.0	98003.0	398.0	451.0	1148.0	0.0	V
58.0	93818.0	1253.0	1397.0	3532.0	0.0	62.0	90319.0	1755.0	2105.0	5821.0	0.0	V
58.0	93818.0	1253.0	1397.0	3532.0	0.0	62.0	90162.0	1880.0	2144.0	5814.0	0.0	V
58.0	93818.0	1253.0	1397.0	3532.0	0.0	62.0	90238.0	1815.0	2210.0	5737.0	0.0	V
58.0	98627.0	275.0	299.0	799.0	0.0	62.0	97812.0	416.0	461.0	1311.0	0.0	V
58.0	99292.0	125.0	151.0	432.0	0.0	62.0	98848.0	212.0	253.0	687.0	0.0	V
58.0	99425.0	97.0	117.0	361.0	0.0	62.0	99068.0	185.0	205.0	542.0	0.0	V
58.0	99530.0	81.0	84.0	305.0	0.0	62.0	99292.0	138.0	129.0	441.0	0.0	X
58.0	99476.0	99.0	106.0	319.0	0.0	62.0	99177.0	157.0	174.0	492.0	0.0	V
58.0	99476.0	99.0	106.0	319.0	0.0	62.0	99159.0	148.0	181.0	512.0	0.0	V
58.0	99724.0	53.0	63.0	160.0	0.0	62.0	99567.0	75.0	97.0	261.0	0.0	V
58.0	99724.0	53.0	63.0	160.0	0.0	62.0	99550.0	95.0	93.0	262.0	0.0	V
58.0	99723.0	50.0	61.0	166.0	0.0	62.0	99534.0	87.0	116.0	263.0	0.0	X
58.0	99723.0	50.0	61.0	166.0	0.0	62.0	99595.0	65.0	84.0	256.0	0.0	X
58.0	99499.0	92.0	114.0	295.0	0.0	62.0	99251.0	147.0	119.0	483.0	0.0	V
58.0	95428.0	821.0	947.0	2804.0	0.0	62.0	92996.0	1246.0	1464.0	4294.0	0.0	V
58.0	95428.0	821.0	947.0	2804.0	0.0	62.0	93034.0	1249.0	1369.0	4348.0	0.0	V
58.0	95257.0	902.0	996.0	2845.0	0.0	62.0	92653.0	1384.0	1496.0	4467.0	0.0	V
58.0	95257.0	902.0	996.0	2845.0	0.0	62.0	92613.0	1316.0	1567.0	4504.0	0.0	X
58.0	98875.0	231.0	258.0	636.0	0.0	62.0	98127.0	377.0	413.0	1083.0	0.0	X
58.0	98939.0	220.0	254.0	587.0	0.0	62.0	98233.0	367.0	404.0	996.0	0.0	V
58.0	98934.0	210.0	237.0	619.0	0.0	62.0	98253.0	343.0	404.0	1000.0	0.0	V
58.0	98934.0	210.0	237.0	619.0	0.0	62.0	98230.0	347.0	397.0	1026.0	0.0	V
58.0	98934.0	210.0	237.0	619.0	0.0	62.0	98296.0	349.0	365.0	990.0	0.0	V
58.0	98873.0	249.0	258.0	620.0	0.0	62.0	98102.0	390.0	443.0	1065.0	0.0	X
58.0	98873.0	249.0	258.0	620.0	0.0	62.0	98191.0	351.0	406.0	1052.0	0.0	V
58.0	98873.0	249.0	258.0	620.0	0.0	62.0	98134.0	352.0	435.0	1079.0	0.0	V
58.0	97091.0	549.0	642.0	1718.0	0.0	62.0	95351.0	861.0	1028.0	2760.0	0.0	V
58.0	97091.0	549.0	642.0	1718.0	0.0	62.0	95407.0	862.0	973.0	2758.0	0.0	X
58.0	99123.0	166.0	178.0	533.0	0.0	62.0	98681.0	233.0	251.0	835.0	0.0	X
58.0	99123.0	166.0	178.0	533.0	0.0	62.0	98633.0	236.0	279.0	852.0	0.0	X
58.0	98592.0	293.0	341.0	774.0	0.0	62.0	97593.0	509.0	561.0	1337.0	0.0	X
58.0	98559.0	314.0	349.0	778.0	0.0	62.0	97537.0	505.0	572.0	1386.0	0.0	X
62.0	99351.0	117.0	148.0	384.0	0.0	66.0	98991.0	185.0	189.0	635.0	2.0	V
62.0	99215.0	134.0	151.0	500.0	0.0	66.0	98809.0	197.0	255.0	739.0	3.4	V
62.0	98007.0	356.0	447.0	1190.0	0.0	66.0	96841.0	593.0	667.0	1899.0	4.8	V
62.0	95629.0	887.0	969.0	2515.0	0.0	66.0	93013.0	1355.0	1498.0	4134.0	5.35	V
62.0	90091.0	1925.0	2189.0	5795.0	0.0	66.0	84685.0	2739.0	3226.0	9350.0	7.45	X
62.0	94876.0	960.0	1151.0	3013.0	0.0	66.0	91646.0	1606.0	1825.0	4923.0	3.9	V
62.0	99229.0	152.0	182.0	437.0	0.0	66.0	98775.0	227.0	279.0	719.0	2.0	X
62.0	99033.0	180.0	213.0	574.0	0.0	66.0	98431.0	305.0	316.0	948.0	3.25	V
62.0	99024.0	169.0	199.0	608.0	0.0	66.0	98572.0	246.0	272.0	910.0	2.65	V
62.0	97921.0	384.0	446.0	1249.0	0.0	66.0	96698.0	595.0	693.0	2014.0	3.0	X
62.0	96328.0	691.0	773.0	2208.0	0.0	66.0	94259.0	1052.0	1198.0	3491.0	4.05	V
62.0	95598.0	816.0	937.0	2649.0	0.0	66.0	93153.0	1224.0	1460.0	4163.0	4.1	V
62.0	98587.0	237.0	296.0	880.0	0.0	66.0	97739.0	430.0	500.0	1331.0	3.25	X
62.0	98782.0	252.0	249.0	717.0	0.0	66.0	98067.0	355.0	427.0	1151.0	2.7	V
62.0	96495.0	713.0	733.0	2059.0	0.0	66.0	94341.0	1074.0	1243.0	3342.0	5.0	X
62.0	98563.0	277.0	303.0	857.0	0.0	66.0	97689.0	448.0	499.0	1364.0	3.95	V
62.0	98999.0	166.0	173.0	662.0	0.0	66.0	98535.0	229.0	265.0	971.0	5.55	X
62.0	99342.0	129.0	129.0	400.0	0.0	66.0	98876.0	221.0	241.0	662.0	2.9	V
62.0	98561.0	269.0	299.0	871.0	0.0	66.0	97719.0	428.0	460.0	1393.0	4.5	X
62.0	96515.0	698.0	768.0	2019.0	0.0	66.0	94407.0	1086.0	1229.0	3278.0	4.5	V
62.0	99411.0	134.0	118.0	337.0	0.0	66.0	99070.0	197.0	179.0	554.0	3.95	X
62.0	99289.0	147.0	191.0	373.0	0.0	66.0	98801.0	249.0	270.0	680.0	4.6	V
62.0	98040.0	367.0	396.0	1197.0	0.0	66.0	96978.0	550.0	580.0	1892.0	1.8	V
62.0	98355.0	330.0	372.0	943.0	0.0	66.0	97323.0	529.0	592.0	1556.0	5.2	V
62.0	96570.0	637.0	755.0	2038.0	0.0	66.0	94574.0	994.0	1163.0	3269.0	4.9	X
62.0	96642.0	677.0	740.0	1941.0	0.0	66.0	94603.0	1049.0	1179.0	3169.0	4.3	X
62.0	94952.0	879.0	1048.0	3121.0	0.0	66.0	92257.0	1375.0	1560.0	4808.0	6.1	X
62.0	96886.0	565.0	652.0	1897.0	0.0	66.0	95021.0	918.0	1050.0	3011.0	3.95	X
62.0	98484.0	297.0	295.0	924.0	0.0	66.0	97662.0	419.0	482.0	1437.0	2.85	X
62.0	99319.0	120.0	115.0	446.0	0.0	66.0	98972.0	183.0	187.0	658.0	2.5	V
62.0	97785.0	440.0	528.0	1247.0	0.0	66.0	96393.0	721.0	782.0	2104.0	3.05	V
62.0	92962.0	1332.0	1409.0	4297.0	0.0	66.0	89240.0	1901.0	2245.0	6614.0	4.35	V
62.0	92680.0	1338.0	1556.0	4426.0	0.0	66.0	88786.0	1959.0	2270.0	6985.0	4.65	V
62.0	98400.0	258.0	335.0	1007.0	0.0	66.0	97424.0	486.0	528.0	1562.0	4.2	X
62.0	97950.0	414.0	430.0	1206.0	0.0	66.0	96727.0	656.0	701.0	1916.0	4.55	V
62.0	99051.0	187.0	183.0	579.0	0.0	66.0	98487.0	305.0	296.0	912.0	3.25	V
62.0	97180.0	516.0	558.0	1746.0	0.0	66.0	95638.0	780.0	894.0	2688.0	3.8	X
62.0	99192.0	139.0	184.0	485.0	0.0	66.0	98640.0	282.0	317.0	761.0	3.65	V
62.0	98205.0	327.0	366.0	1102.0	0.0	66.0	97297.0	444.0	545.0	1714.0	3.5	X
62.0	97908.0	421.0	489.0	1182.0	0.0	66.0	96519.0	695.0	817.0	1969.0	3.7	V
62.0	97877.0	428.0	490.0	1205.0	0.0	66.0	96696.0	617.0	678.0	2009.0	4.9	X
62.0	98104.0	359.0	409.0	1128.0	0.0	66.0	97017.0	551.0	614.0	1818.0	5.4	X
62.0	90304.0	1834.0	2024.0	5838.0	0.0	66.0	85402.0	2410.0	2892.0	9296.0	6.55	X
62.0	99222.0	135.0	201.0	442.0	0.0	66.0	98677.0	284.0	311.0	728.0	1.65	V
62.0	98943.0	212.0	245.0	600.0	0.0	66.0	98221.0	337.0	415.0	1027.0	2.95	V
62.0	98122.0	353.0	388.0	1137.0	0.0	66.0	97055.0	563.0	612.0	1770.0	2.3	X
62.0	97736.0	453.0	508.0	1303.0	0.0	66.0	96359.0	687.0	762.0	2192.0	2.95	V
62.0	96070.0	698.0	781.0	2451.0	0.0	66.0	93882.0	1113.0	1240.0	3765.0	5.95	X
62.0	98542.0	278.0	301.0	879.0	0.0	66.0	97712.0	417.0	459.0	1412.0	3.15	V
62.0	98498.0	239.0	332.0	931.0	0.0	66.0	97653.0	441.0	472.0	1434.0	4.0	V
62.0	97085.0	560.0	659.0	1696.0	0.0	66.0	95317.0	952.0	962.0	2769.0	3.3	V
62.0	98807.0	255.0	257.0	681.0	0.0	66.0	98037.0	403.0	415.0	1145.0	3.75	V
62.0	99059.0	177.0	201.0	563.0	0.0	66.0	98578.0	258.0	269.0	895.0	3.2	V
62.0	99252.0	139.0	167.0	442.0	0.0	66.0	98846.0	212.0	243.0	699.0	3.25	X
62.0	99172.0	162.0	174.0	492.0	0.0	66.0	98681.0	256.0	271.0	792.0	2.7	V
62.0	99664.0	56.0	50.0	230.0	0.0	66.0	99492.0	88.0	94.0	326.0	2.35	V
62.0	99604.0	68.0	78.0	250.0	0.0	66.0	99405.0	101.0	99.0	395.0	4.45	V
62.0	99543.0	83.0	100.0	274.0	0.0	66.0	99242.0	148.0	163.0	447.0	2.5	X
62.0	99572.0	77.0	94.0	257.0	0.0	66.0	99353.0	114.0	114.0	419.0	3.75	V
62.0	95161.0	886.0	1012.0	2941.0	0.0	66.0	92442.0	1385.0	1575.0	4598.0	4.3	V
62.0	98319.0	309.0	321.0	1051.0	0.0	66.0	97400.0	451.0	545.0	1604.0	4.05	X
62.0	92870.0	1286.0	1463.0	4381.0	0.0	66.0	89221.0	1865.0	2114.0	6800.0	3.9	V
62.0	92802.0	1276.0	1453.0	4469.0	0.0	66.0	89137.0	1815.0	2203.0	6845.0	4.65	X
62.0	98211.0	364.0	415.0	1010.0	0.0	66.0	97064.0	584.0	678.0	1674.0	4.45	V
62.0	98170.0	355.0	415.0	1060.0	0.0	66.0	97053.0	553.0	657.0	1737.0	4.4	V
62.0	95311.0	885.0	991.0	2813.0	0.0	66.0	92664.0	1317.0	1527.0	4492.0	4.0	V
62.0	95121.0	893.0	982.0	3004.0	0.0	66.0	92495.0	1331.0	1559.0	4615.0	3.65	V
62.0	96701.0	616.0	751.0	1932.0	0.0	66.0	94710.0	985.0	1151.0	3154.0	4.0	X
62.0	98659.0	238.0	284.0	819.0	0.0	66.0	97907.0	380.0	426.0	1287.0	3.75	V
62.0	98589.0	294.0	274.0	843.0	0.0	66.0	97748.0	437.0	480.0	1335.0	4.4	V
62.0	97675.0	455.0	503.0	1367.0	0.0	66.0	96320.0	690.0	792.0	2198.0	2.7	V
62.0	97552.0	490.0	592.0	1366.0	0.0	66.0	96058.0	771.0	866.0	2305.0	3.05	X
62.0	96989.0	582.0	651.0	1778.0	0.0	66.0	95198.0	914.0	1029.0	2859.0	4.95	X
62.0	97905.0	435.0	453.0	1207.0	0.0	66.0	96562.0	687.0	760.0	1991.0	5.1	V
62.0	95766.0	806.0	901.0	2527.0	0.0	66.0	93406.0	1194.0	1385.0	4015.0	6.3	X
62.0	95793.0	753.0	910.0	2544.0	0.0	66.0	93423.0	1149.0	1364.0	4064.0	5.85	V
62.0	90269.0	1763.0	2072.0	5896.0	0.0	66.0	85328.0	2499.0	2922.0	9251.0	6.85	V
62.0	99055.0	194.0	206.0	545.0	0.0	66.0	98526.0	265.0	312.0	897.0	3.25	V
62.0	99034.0	200.0	215.0	551.0	0.0	66.0	98419.0	333.0	330.0	918.0	2.85	X
62.0	96322.0	710.0	757.0	2211.0	0.0	66.0	94343.0	1049.0	1159.0	3449.0	3.45	V
62.0	95661.0	801.0	895.0	2643.0	0.0	66.0	93185.0	1234.0	1428.0	4153.0	3.85	V
62.0	92544.0	1363.0	1585.0	4508.0	0.0	66.0	88598.0	1995.0	2328.0	7079.0	4.7	V
62.0	92730.0	1328.0	1518.0	4424.0	0.0	66.0	88997.0	1913.0	2227.0	6863.0	4.2	X
62.0	96559.0	708.0	756.0	1977.0	0.0	66.0	94365.0	1112.0	1223.0	3300.0	2.95	V
62.0	99446.0	95.0	117.0	342.0	0.0	66.0	99128.0	161.0	164.0	547.0	3.6	X
62.0	99279.0	158.0	172.0	391.0	0.0	66.0	98804.0	247.0	244.0	705.0	4.25	V
62.0	98040.0	398.0	415.0	1147.0	0.0	66.0	96775.0	629.0	715.0	1881.0	2.3	V
62.0	98411.0	315.0	350.0	924.0	0.0	66.0	97436.0	505.0	531.0	1528.0	4.1	V
62.0	98388.0	296.0	385.0	931.0	0.0	66.0	97252.0	567.0	583.0	1598.0	3.95	V
62.0	96564.0	659.0	735.0	2042.0	0.0	66.0	94580.0	1031.0	1152.0	3237.0	5.1	V
62.0	96573.0	630.0	763.0	2034.0	0.0	66.0	94621.0	974.0	1075.0	3330.0	5.7	X
62.0	94927.0	882.0	1016.0	3175.0	0.0	66.0	92423.0	1259.0	1514.0	4804.0	6.1	X
62.0	96681.0	643.0	705.0	1971.0	0.0	66.0	94754.0	992.0	1103.0	3151.0	5.65	X
62.0	98381.0	333.0	351.0	935.0	0.0	66.0	97413.0	495.0	560.0	1532.0	3.0	V
62.0	92865.0	1343.0	1534.0	4258.0	0.0	66.0	88747.0	2068.0	2368.0	6817.0	3.65	V
62.0	92772.0	1397.0	1510.0	4321.0	0.0	66.0	88852.0	1961.0	2306.0	6881.0	5.5	X
62.0	98687.0	239.0	254.0	820.0	0.0	66.0	97952.0	383.0	410.0	1255.0	3.0	X
62.0	97062.0	610.0	590.0	1738.0	0.0	66.0	95357.0	886.0	952.0	2805.0	3.55	V
62.0	97953.0	383.0	470.0	1194.0	0.0	66.0	96599.0	700.0	777.0	1924.0	5.5	V
62.0	98003.0	398.0	451.0	1148.0	0.0	66.0	96923.0	560.0	621.0	1896.0	4.6	X
62.0	90319.0	1755.0	2105.0	5821.0	0.0	66.0	85377.0	2459.0	2953.0	9211.0	7.2	X
62.0	90162.0	1880.0	2144.0	5814.0	0.0	66.0	85038.0	2534.0	3083.0	9345.0	5.45	V
62.0	90238.0	1815.0	2210.0	5737.0	0.0	66.0	84885.0	2665.0	3113.0	9337.0	8.1	X
62.0	97812.0	416.0	461.0	1311.0	0.0	66.0	96572.0	681.0	692.0	2055.0	3.15	V
62.0	98848.0	212.0	253.0	687.0	0.0	66.0	98144.0	331.0	424.0	1101.0	3.65	V
62.0	99068.0	185.0	205.0	542.0	0.0	66.0	98440.0	315.0	343.0	902.0	2.05	V
62.0	99177.0	157.0	174.0	492.0	0.0	66.0	98726.0	254.0	267.0	753.0	2.9	V
62.0	99159.0	148.0	181.0	512.0	0.0	66.0	98572.0	287.0	319.0	822.0	2.15	V
62.0	99567.0	75.0	97.0	261.0	0.0	66.0	99293.0	138.0	147.0	422.0	3.25	V
62.0	99550.0	95.0	93.0	262.0	0.0	66.0	99257.0	148.0	150.0	445.0	3.6	V
62.0	99251.0	147.0	119.0	483.0	0.0	66.0	98931.0	161.0	205.0	703.0	2.6	V
62.0	92996.0	1246.0	1464.0	4294.0	0.0	66.0	89201.0	1912.0	2234.0	6653.0	4.35	X
62.0	93034.0	1249.0	1369.0	4348.0	0.0	66.0	89422.0	1827.0	2151.0	6600.0	4.05	V
62.0	92653.0	1384.0	1496.0	4467.0	0.0	66.0	88786.0	1997.0	2323.0	6894.0	4.75	X
62.0	98233.0	367.0	404.0	996.0	0.0	66.0	97099.0	593.0	635.0	1673.0	4.7	V
62.0	98253.0	343.0	404.0	1000.0	0.0	66.0	97213.0	506.0	611.0	1670.0	3.65	V
62.0	98230.0	347.0	397.0	1026.0	0.0	66.0	97147.0	547.0	645.0	1661.0	4.1	X
62.0	98296.0	349.0	365.0	990.0	0.0	66.0	97269.0	534.0	624.0	1573.0	3.2	V
62.0	98191.0	351.0	406.0	1052.0	0.0	66.0	97025.0	601.0	671.0	1703.0	2.8	V
62.0	98134.0	352.0	435.0	1079.0	0.0	66.0	96965.0	602.0	664.0	1769.0	3.8	V
62.0	95351.0	861.0	1028.0	2760.0	0.0	66.0	92794.0	1325.0	1471.0	4410.0	3.15	X
62.0	99351.0	117.0	148.0	384.0	0.0	66.0	98950.0	189.0	248.0	613.0	2.4	V
62.0	99215.0	134.0	151.0	500.0	0.0	66.0	98800.0	219.0	223.0	758.0	4.4	X
62.0	99215.0	134.0	151.0	500.0	0.0	66.0	98758.0	238.0	254.0	750.0	3.45	X
62.0	98007.0	356.0	447.0	1190.0	0.0	66.0	96750.0	660.0	664.0	1926.0	5.2	X
62.0	90091.0	1925.0	2189.0	5795.0	0.0	66.0	84937.0	2596.0	3124.0	9343.0	5.8	X
62.0	94876.0	960.0	1151.0	3013.0	0.0	66.0	91996.0	1492.0	1670.0	4842.0	4.2	V
62.0	99229.0	152.0	182.0	437.0	0.0	66.0	98729.0	262.0	281.0	728.0	1.4	V
62.0	99229.0	152.0	182.0	437.0	0.0	66.0	98766.0	227.0	247.0	760.0	1.95	V
62.0	99229.0	152.0	182.0	437.0	0.0	66.0	98701.0	277.0	332.0	690.0	2.1	V
62.0	97921.0	384.0	446.0	1249.0	0.0	66.0	96707.0	613.0	678.0	2002.0	2.95	V
62.0	95598.0	816.0	937.0	2649.0	0.0	66.0	93121.0	1273.0	1435.0	4171.0	3.5	X
