	t	genotype	recovered_window
0	8.9	20.0	12.0
1	10.2	0.0	12.0
2	10.3	0.0	12.0
3	10.5	0.0	12.0
4	12.0	24.0	12.0
5	11.2	0.0	12.0
6	11.1	0.0	12.0
7	12.0	0.0	12.0
8	8.1	0.0	12.0
9	9.4	0.0	12.0
10	9.1	0.0	12.0
11	11.0	24.0	12.0
12	9.8	0.0	12.0
13	10.9	0.0	12.0
14	11.5	24.0	12.0
15	9.1	19.0	12.0
16	8.7	2.0	12.0
17	10.5	29.0	12.0
18	10.2	0.0	12.0
19	9.6	24.0	12.0
20	9.9	0.0	12.0
21	9.4	2.0	12.0
22	12.0	0.0	12.0
23	10.2	2.0	12.0
24	11.9	31.0	12.0
25	11.3	24.0	12.0
26	11.4	0.0	12.0
27	10.8	0.0	12.0
28	9.6	0.0	12.0
29	11.5	24.0	12.0
30	8.7	23.0	12.0
31	10.9	17.0	12.0
32	9.2	13.0	12.0
33	11.8	0.0	12.0
34	9.5	2.0	12.0
35	8.9	0.0	12.0
36	10.1	0.0	12.0
37	9.2	0.0	12.0
38	9.9	0.0	12.0
39	10.8	24.0	12.0
0	14.1	28.0	16.0
1	13.7	2.0	16.0
2	14.2	0.0	16.0
3	14.3	0.0	16.0
4	13.4	0.0	16.0
5	13.7	0.0	16.0
6	12.8	0.0	16.0
7	12.2	0.0	16.0
8	13.7	24.0	16.0
9	14.3	34.0	16.0
10	13.5	38.0	16.0
11	15.9	0.0	16.0
12	14.2	24.0	16.0
13	16.0	24.0	16.0
14	15.6	0.0	16.0
15	12.6	24.0	16.0
16	13.9	39.0	16.0
17	14.5	49.0	16.0
18	12.1	0.0	16.0
19	15.0	24.0	16.0
20	14.0	16.0	16.0
21	15.2	24.0	16.0
22	15.8	0.0	16.0
23	14.2	25.0	16.0
24	14.1	0.0	16.0
25	12.9	0.0	16.0
26	14.1	0.0	16.0
27	13.5	2.0	16.0
28	13.1	12.0	16.0
29	14.9	0.0	16.0
30	12.6	0.0	16.0
31	15.3	0.0	16.0
32	14.3	0.0	16.0
33	14.6	40.0	16.0
34	12.5	0.0	16.0
35	14.2	24.0	16.0
36	13.7	0.0	16.0
37	15.9	26.0	16.0
38	15.4	45.0	16.0
39	12.8	0.0	16.0
0	17.3	24.0	20.0
1	17.6	13.0	20.0
2	16.5	26.0	20.0
3	16.7	0.0	20.0
4	19.7	51.0	20.0
5	18.5	47.0	20.0
6	16.8	60.0	20.0
7	18.0	73.0	20.0
8	19.8	26.0	20.0
9	17.0	24.0	20.0
10	19.1	26.0	20.0
11	19.9	50.0	20.0
12	20.0	0.0	20.0
13	17.8	24.0	20.0
14	19.0	79.0	20.0
15	18.8	0.0	20.0
16	18.0	26.0	20.0
17	17.8	26.0	20.0
18	19.8	0.0	20.0
19	19.4	56.0	20.0
20	17.1	24.0	20.0
21	18.9	24.0	20.0
22	19.9	0.0	20.0
23	18.3	24.0	20.0
24	17.4	55.0	20.0
25	17.9	24.0	20.0
26	19.5	24.0	20.0
27	17.5	24.0	20.0
28	16.3	0.0	20.0
29	17.2	26.0	20.0
30	19.8	0.0	20.0
31	16.5	26.0	20.0
32	19.9	0.0	20.0
33	18.7	26.0	20.0
34	18.7	0.0	20.0
35	18.5	0.0	20.0
36	16.8	0.0	20.0
37	16.1	26.0	20.0
38	19.4	0.0	20.0
39	16.6	0.0	20.0
0	20.1	0.0	24.0
1	21.1	0.0	24.0
2	21.2	30.0	24.0
3	23.5	90.0	24.0
4	22.2	0.0	24.0
5	22.8	0.0	24.0
6	23.5	0.0	24.0
7	21.5	0.0	24.0
8	23.8	42.0	24.0
9	20.6	59.0	24.0
10	21.6	24.0	24.0
11	22.8	83.0	24.0
12	22.4	0.0	24.0
13	20.1	24.0	24.0
14	22.1	53.0	24.0
15	22.5	92.0	24.0
16	22.9	50.0	24.0
17	21.4	0.0	24.0
18	21.4	0.0	24.0
19	22.2	26.0	24.0
20	22.4	0.0	24.0
21	23.1	24.0	24.0
22	20.6	69.0	24.0
23	20.3	51.0	24.0
24	24.0	0.0	24.0
25	23.1	0.0	24.0
26	22.4	87.0	24.0
27	23.9	0.0	24.0
28	22.2	0.0	24.0
29	22.3	38.0	24.0
30	23.8	0.0	24.0
31	22.0	0.0	24.0
32	23.5	0.0	24.0
33	20.3	0.0	24.0
34	23.5	0.0	24.0
35	22.8	0.0	24.0
36	24.0	0.0	24.0
37	23.1	0.0	24.0
38	20.6	51.0	24.0
39	21.9	0.0	24.0
0	25.3	0.0	28.0
1	28.0	83.0	28.0
2	25.3	0.0	28.0
3	24.4	0.0	28.0
4	26.3	51.0	28.0
5	27.3	0.0	28.0
