	t	genotype	recovered_window
0	9.6	0.0	12.0
1	9.2	13.0	12.0
2	9.2	0.0	12.0
3	11.5	24.0	12.0
4	12.0	24.0	12.0
5	11.9	31.0	12.0
6	10.2	2.0	12.0
7	11.2	0.0	12.0
8	9.1	19.0	12.0
9	12.0	0.0	12.0
10	10.0	0.0	12.0
11	9.0	0.0	12.0
12	11.5	24.0	12.0
13	8.7	0.0	12.0
14	10.4	22.0	12.0
15	11.5	0.0	12.0
16	10.8	24.0	12.0
17	8.3	4.0	12.0
18	10.4	24.0	12.0
19	10.9	0.0	12.0
20	10.8	0.0	12.0
21	10.3	0.0	12.0
22	9.6	0.0	12.0
23	9.0	0.0	12.0
24	9.7	24.0	12.0
25	9.2	8.0	12.0
26	8.1	0.0	12.0
27	9.9	0.0	12.0
28	9.6	24.0	12.0
29	9.9	0.0	12.0
30	9.0	0.0	12.0
31	11.1	0.0	12.0
32	10.5	29.0	12.0
33	8.8	0.0	12.0
34	11.1	0.0	12.0
35	10.2	0.0	12.0
36	8.9	0.0	12.0
37	9.9	0.0	12.0
38	10.8	0.0	12.0
39	10.9	17.0	12.0
0	15.2	26.0	16.0
1	13.6	0.0	16.0
2	13.6	24.0	16.0
3	14.6	40.0	16.0
4	12.7	0.0	16.0
5	12.8	0.0	16.0
6	12.7	0.0	16.0
7	14.1	26.0	16.0
8	13.5	38.0	16.0
9	13.9	0.0	16.0
10	13.6	24.0	16.0
11	13.9	39.0	16.0
12	15.5	0.0	16.0
13	12.5	0.0	16.0
14	12.1	0.0	16.0
15	12.9	0.0	16.0
16	12.7	27.0	16.0
17	15.7	24.0	16.0
18	14.2	25.0	16.0
19	12.2	13.0	16.0
20	13.7	0.0	16.0
21	14.8	0.0	16.0
22	14.1	0.0	16.0
23	13.9	24.0	16.0
24	14.3	0.0	16.0
25	12.6	0.0	16.0
26	14.8	24.0	16.0
27	14.1	16.0	16.0
28	12.8	0.0	16.0
29	15.5	0.0	16.0
30	15.4	45.0	16.0
31	15.5	0.0	16.0
32	12.5	24.0	16.0
33	12.6	24.0	16.0
34	12.8	0.0	16.0
35	14.0	16.0	16.0
36	15.3	24.0	16.0
37	12.9	0.0	16.0
38	13.7	0.0	16.0
39	15.9	0.0	16.0
0	16.3	0.0	20.0
1	17.3	61.0	20.0
2	19.8	0.0	20.0
3	19.4	0.0	20.0
