	t	genotype	recovered_window
0	11.5	24.0	12.0
1	11.4	0.0	12.0
2	12.0	0.0	12.0
3	8.3	4.0	12.0
4	10.4	24.0	12.0
5	9.2	0.0	12.0
6	9.5	2.0	12.0
7	8.7	23.0	12.0
8	10.8	0.0	12.0
9	10.9	24.0	12.0
10	11.3	0.0	12.0
11	9.9	0.0	12.0
12	11.8	0.0	12.0
13	12.0	0.0	12.0
14	11.5	0.0	12.0
15	9.4	2.0	12.0
16	9.2	8.0	12.0
17	9.1	19.0	12.0
18	10.9	0.0	12.0
19	10.1	0.0	12.0
20	11.0	24.0	12.0
21	9.6	24.0	12.0
22	11.1	0.0	12.0
23	8.9	0.0	12.0
24	9.9	0.0	12.0
25	11.1	0.0	12.0
26	11.3	24.0	12.0
27	10.0	0.0	12.0
28	8.7	2.0	12.0
29	8.8	0.0	12.0
30	11.5	0.0	12.0
31	10.5	0.0	12.0
32	9.0	0.0	12.0
33	9.0	0.0	12.0
34	9.8	0.0	12.0
35	9.6	0.0	12.0
36	11.9	31.0	12.0
37	8.1	0.0	12.0
38	10.2	0.0	12.0
39	8.3	0.0	12.0
0	15.7	24.0	16.0
1	14.2	25.0	16.0
2	13.9	24.0	16.0
3	14.3	0.0	16.0
4	12.7	0.0	16.0
5	13.6	0.0	16.0
6	14.3	0.0	16.0
7	13.1	12.0	16.0
8	14.1	0.0	16.0
9	15.0	24.0	16.0
10	14.0	16.0	16.0
11	13.9	0.0	16.0
12	12.5	0.0	16.0
13	12.2	13.0	16.0
14	14.2	0.0	16.0
15	13.5	38.0	16.0
16	12.6	0.0	16.0
17	12.7	0.0	16.0
18	12.8	0.0	16.0
19	14.1	26.0	16.0
20	13.5	0.0	16.0
21	15.5	0.0	16.0
22	12.8	0.0	16.0
23	15.9	26.0	16.0
24	12.2	24.0	16.0
25	13.7	0.0	16.0
26	12.8	0.0	16.0
27	13.7	24.0	16.0
28	12.6	0.0	16.0
29	13.7	0.0	16.0
30	12.2	0.0	16.0
31	13.4	0.0	16.0
32	13.7	2.0	16.0
33	14.1	16.0	16.0
34	12.7	0.0	16.0
35	12.9	0.0	16.0
36	12.2	18.0	16.0
37	14.8	24.0	16.0
38	15.2	24.0	16.0
39	14.2	0.0	16.0
0	20.0	76.0	20.0
1	19.8	0.0	20.0
2	17.5	41.0	20.0
3	18.0	5.0	20.0
4	19.5	24.0	20.0
5	17.3	0.0	20.0
6	19.5	24.0	20.0
7	18.8	0.0	20.0
8	16.3	0.0	20.0
9	18.8	0.0	20.0
10	19.5	35.0	20.0
11	19.7	0.0	20.0
12	19.9	50.0	20.0
13	17.4	24.0	20.0
14	16.5	0.0	20.0
15	17.7	0.0	20.0
16	17.5	24.0	20.0
17	16.4	0.0	20.0
18	18.9	0.0	20.0
19	17.3	24.0	20.0
20	19.0	24.0	20.0
21	19.4	56.0	20.0
22	16.3	26.0	20.0
23	18.0	26.0	20.0
24	19.4	62.0	20.0
25	18.6	0.0	20.0
26	17.8	24.0	20.0
27	17.1	24.0	20.0
28	16.3	0.0	20.0
29	16.5	57.0	20.0
30	18.6	24.0	20.0
31	17.8	0.0	20.0
32	16.5	0.0	20.0
33	19.8	26.0	20.0
34	19.7	0.0	20.0
35	17.9	26.0	20.0
36	16.8	0.0	20.0
37	16.5	26.0	20.0
38	19.9	51.0	20.0
39	19.4	75.0	20.0
0	21.6	0.0	24.0
1	22.0	0.0	24.0
2	23.7	97.0	24.0
3	20.9	0.0	24.0
4	23.2	78.0	24.0
5	20.1	0.0	24.0
6	23.5	0.0	24.0
7	21.6	0.0	24.0
8	20.1	0.0	24.0
9	20.2	0.0	24.0
10	22.9	50.0	24.0
11	23.0	99.0	24.0
12	22.1	53.0	24.0
13	22.3	42.0	24.0
14	20.6	59.0	24.0
15	22.7	0.0	24.0
16	23.3	0.0	24.0
17	20.2	84.0	24.0
18	23.5	0.0	24.0
19	22.7	50.0	24.0
20	21.6	0.0	24.0
21	22.4	0.0	24.0
22	20.4	0.0	24.0
23	22.8	0.0	24.0
24	20.6	69.0	24.0
25	22.4	0.0	24.0
26	23.1	0.0	24.0
27	21.4	0.0	24.0
28	22.2	0.0	24.0
29	23.1	86.0	24.0
30	23.7	65.0	24.0
31	22.2	26.0	24.0
32	21.3	24.0	24.0
33	20.3	51.0	24.0
34	24.0	0.0	24.0
35	24.0	0.0	24.0
36	22.8	83.0	24.0
37	22.3	38.0	24.0
38	20.7	66.0	24.0
39	22.2	0.0	24.0
