sample_0_genotype_0_35.8	0.0978142
sample_1_genotype_0_35.6	0.0972678
sample_2_genotype_6_33.9	0.092623
sample_3_genotype_0_32.8	0.0896175
sample_4_genotype_0_32.7	0.0893443
sample_5_genotype_0_32.5	0.0887978
sample_6_genotype_4_32.4	0.0885246
sample_7_genotype_0_33.2	0.0907104
sample_8_genotype_0_35.0	0.0956284
sample_9_genotype_0_34.8	0.095082
sample_10_genotype_0_37.3	0.101913
sample_11_genotype_0_38.7	0.105738
sample_12_genotype_0_37.9	0.103552
sample_13_genotype_0_36.9	0.10082
sample_14_genotype_4_40.0	0.10929
sample_15_genotype_4_38.1	0.104098
sample_16_genotype_28_39.8	0.108743
sample_17_genotype_15_38.5	0.105191
sample_18_genotype_0_39.5	0.107923
sample_19_genotype_16_39.5	0.107923
sample_20_genotype_0_43.9	0.119945
sample_21_genotype_0_43.0	0.117486
sample_22_genotype_4_41.8	0.114208
sample_23_genotype_16_41.8	0.114208
sample_24_genotype_0_43.7	0.119399
sample_25_genotype_16_41.1	0.112295
sample_26_genotype_0_41.9	0.114481
sample_27_genotype_0_42.3	0.115574
sample_28_genotype_5_41.4	0.113115
sample_29_genotype_14_43.5	0.118852
sample_30_genotype_59_47.8	0.130601
sample_31_genotype_23_45.1	0.123224
sample_32_genotype_0_45.2	0.123497
sample_33_genotype_46_45.5	0.124317
sample_34_genotype_4_46.4	0.126776
sample_35_genotype_16_47.4	0.129508
sample_36_genotype_0_47.2	0.128962
sample_37_genotype_16_47.5	0.129781
sample_38_genotype_4_46.9	0.128142
sample_39_genotype_51_45.3	0.12377
sample_40_genotype_4_48.2	0.131694
sample_41_genotype_0_51.5	0.14071
sample_42_genotype_97_51.4	0.140437
sample_43_genotype_23_49.0	0.13388
sample_44_genotype_50_48.9	0.133607
sample_45_genotype_0_51.6	0.140984
sample_46_genotype_14_48.2	0.131694
sample_47_genotype_23_48.9	0.133607
sample_48_genotype_98_51.0	0.139344
sample_49_genotype_19_48.1	0.131421
