window	n	s	window_end	n_recovered_in_win	clade
8	10.0	9.0	36.0	25.0	0
9	10.0	11.0	40.0	12.0	0
10	10.0	19.0	44.0	31.0	0
11	10.0	19.0	48.0	31.0	0
12	10.0	18.0	52.0	33.0	0
