window	n	s	window_end	n_recovered_in_win	clade
8	10.0	2.0	36.0	34.0	0
9	10.0	6.0	40.0	42.0	0
10	10.0	4.0	44.0	61.0	0
11	10.0	9.0	48.0	97.0	0
12	10.0	11.0	52.0	140.0	0
