	t	genotype	recovered_window
0	32.7	12.0	35.0
0	48.5	4.0	55.0
1	50.6	61.0	55.0
2	53.8	78.0	55.0
0	57.6	118.0	65.0
1	59.7	196.0	65.0
2	62.8	4.0	65.0
3	63.0	60.0	65.0
0	68.6	36.0	75.0
1	66.7	16.0	75.0
2	67.7	24.0	75.0
3	69.7	89.0	75.0
4	66.8	168.0	75.0
5	67.0	26.0	75.0
6	70.4	218.0	75.0
7	73.0	464.0	75.0
8	72.5	26.0	75.0
9	72.3	218.0	75.0
10	73.9	16.0	75.0
11	72.5	0.0	75.0
12	72.8	293.0	75.0
13	72.1	119.0	75.0
14	73.5	15.0	75.0
15	72.7	60.0	75.0
16	74.5	346.0	75.0
0	76.5	16.0	85.0
1	75.7	623.0	85.0
2	77.7	690.0	85.0
3	77.4	978.0	85.0
4	80.8	398.0	85.0
5	80.2	1075.0	85.0
6	79.5	1299.0	85.0
7	78.6	201.0	85.0
8	80.0	687.0	85.0
9	80.2	756.0	85.0
10	81.4	1261.0	85.0
11	79.4	60.0	85.0
12	78.2	292.0	85.0
13	81.9	1568.0	85.0
14	79.4	364.0	85.0
15	80.7	419.0	85.0
16	80.2	424.0	85.0
17	82.6	119.0	85.0
18	82.3	214.0	85.0
19	84.9	36.0	85.0
20	84.2	253.0	85.0
21	83.2	1141.0	85.0
22	82.8	1911.0	85.0
23	83.3	89.0	85.0
24	84.1	16.0	85.0
25	84.6	1915.0	85.0
26	83.1	979.0	85.0
27	82.8	756.0	85.0
28	82.1	0.0	85.0
29	82.2	1176.0	85.0
30	83.9	214.0	85.0
31	83.5	1005.0	85.0
0	85.3	14.0	95.0
1	85.9	1544.0	95.0
2	86.0	2080.0	95.0
3	86.0	1897.0	95.0
4	85.7	16.0	95.0
5	85.9	268.0	95.0
6	85.9	2002.0	95.0
7	89.1	1098.0	95.0
8	89.4	1227.0	95.0
9	88.0	314.0	95.0
10	86.3	2251.0	95.0
11	89.1	1668.0	95.0
12	89.0	1580.0	95.0
13	86.8	727.0	95.0
14	87.4	1905.0	95.0
15	88.8	26.0	95.0
16	88.9	210.0	95.0
17	90.0	1887.0	95.0
18	89.6	1134.0	95.0
19	87.1	101.0	95.0
20	88.2	2849.0	95.0
21	87.4	992.0	95.0
22	86.2	2266.0	95.0
23	87.1	39.0	95.0
24	89.9	36.0	95.0
25	86.5	1980.0	95.0
26	88.7	2263.0	95.0
27	88.6	1225.0	95.0
28	88.8	64.0	95.0
29	89.0	1461.0	95.0
30	88.4	1058.0	95.0
31	86.1	89.0	95.0
32	87.2	214.0	95.0
33	87.4	722.0	95.0
34	89.2	1534.0	95.0
35	86.8	426.0	95.0
36	89.2	1936.0	95.0
37	88.5	729.0	95.0
38	88.7	2103.0	95.0
39	89.6	2192.0	95.0
40	88.7	1636.0	95.0
41	88.8	1576.0	95.0
42	88.3	53.0	95.0
43	86.5	2557.0	95.0
44	89.0	722.0	95.0
45	88.9	709.0	95.0
46	86.5	943.0	95.0
47	89.1	624.0	95.0
48	89.4	127.0	95.0
49	86.4	2208.0	95.0
50	87.8	26.0	95.0
51	89.5	3147.0	95.0
52	89.1	1496.0	95.0
53	88.4	210.0	95.0
54	89.5	211.0	95.0
55	86.3	201.0	95.0
56	92.6	1762.0	95.0
57	92.0	4040.0	95.0
58	93.1	2498.0	95.0
59	92.9	1098.0	95.0
60	92.7	253.0	95.0
61	93.2	782.0	95.0
62	92.6	64.0	95.0
63	91.1	2236.0	95.0
64	93.5	1932.0	95.0
65	92.8	2229.0	95.0
66	91.8	1085.0	95.0
67	92.3	1048.0	95.0
68	93.4	26.0	95.0
69	92.4	335.0	95.0
70	92.7	3735.0	95.0
71	92.2	3571.0	95.0
72	91.8	3266.0	95.0
73	93.8	142.0	95.0
74	93.2	1386.0	95.0
75	93.0	26.0	95.0
76	90.5	69.0	95.0
77	90.5	2433.0	95.0
78	90.6	2838.0	95.0
79	91.7	1250.0	95.0
80	91.2	277.0	95.0
81	92.9	2138.0	95.0
82	90.2	3409.0	95.0
83	92.3	3006.0	95.0
84	92.5	121.0	95.0
85	94.0	763.0	95.0
86	91.1	119.0	95.0
87	90.5	989.0	95.0
88	90.1	745.0	95.0
89	93.9	2999.0	95.0
90	92.1	2452.0	95.0
91	93.0	4369.0	95.0
92	92.5	448.0	95.0
93	90.4	970.0	95.0
94	93.2	2233.0	95.0
95	91.8	256.0	95.0
96	94.7	4615.0	95.0
97	94.4	1404.0	95.0
98	94.5	4102.0	95.0
99	94.3	2511.0	95.0
100	94.8	59.0	95.0
101	94.7	3702.0	95.0
102	94.7	831.0	95.0
103	94.8	1099.0	95.0
104	94.3	4434.0	95.0
105	94.3	4.0	95.0
0	97.0	2814.0	105.0
1	95.2	138.0	105.0
2	95.2	3689.0	105.0
3	96.9	5395.0	105.0
4	97.0	155.0	105.0
5	95.7	4279.0	105.0
6	96.4	4.0	105.0
7	96.8	1315.0	105.0
8	98.0	2298.0	105.0
9	95.8	1855.0	105.0
10	97.8	3893.0	105.0
11	95.3	1228.0	105.0
12	97.8	4264.0	105.0
13	96.3	3998.0	105.0
14	97.1	230.0	105.0
15	96.4	2752.0	105.0
16	95.2	236.0	105.0
17	96.1	3721.0	105.0
18	98.0	1494.0	105.0
19	96.5	2600.0	105.0
20	96.6	0.0	105.0
21	95.4	419.0	105.0
22	97.9	3437.0	105.0
23	95.9	415.0	105.0
24	97.2	4605.0	105.0
25	95.9	990.0	105.0
26	96.0	178.0	105.0
27	97.0	64.0	105.0
28	100.8	4654.0	105.0
29	100.8	0.0	105.0
30	98.8	0.0	105.0
31	98.2	1822.0	105.0
32	98.2	201.0	105.0
33	100.7	1582.0	105.0
34	98.8	3725.0	105.0
35	98.2	4415.0	105.0
36	98.7	662.0	105.0
37	101.7	6019.0	105.0
38	101.7	197.0	105.0
39	99.4	3472.0	105.0
40	98.2	1666.0	105.0
41	101.2	0.0	105.0
42	100.2	3407.0	105.0
43	101.1	101.0	105.0
44	99.2	3194.0	105.0
45	101.5	5906.0	105.0
46	99.1	3954.0	105.0
47	99.8	1053.0	105.0
48	100.8	2547.0	105.0
49	98.6	4030.0	105.0
50	100.7	2822.0	105.0
51	101.3	5954.0	105.0
52	100.2	1944.0	105.0
53	98.8	1991.0	105.0
54	100.6	3438.0	105.0
55	100.0	6005.0	105.0
56	100.1	2424.0	105.0
57	101.4	1075.0	105.0
58	101.9	4258.0	105.0
59	99.3	864.0	105.0
60	99.9	4810.0	105.0
61	98.8	711.0	105.0
62	101.4	1118.0	105.0
63	100.3	127.0	105.0
64	100.9	6038.0	105.0
65	100.2	4200.0	105.0
66	101.0	1785.0	105.0
67	98.9	277.0	105.0
68	100.8	932.0	105.0
69	101.8	3870.0	105.0
70	101.9	5332.0	105.0
71	99.5	1005.0	105.0
72	101.9	201.0	105.0
73	102.0	4660.0	105.0
74	98.8	538.0	105.0
75	98.8	2093.0	105.0
76	98.2	538.0	105.0
