R0	timestart	mean_logL	sim_no
3.9	6.0	-31.350418215233134	20
3.9	8.0	-27.36153246192837	20
3.9	10.0	-23.646572902190066	20
3.9	12.0	-20.86947269509765	20
3.9	14.0	-19.158420071483352	20
3.9	16.0	-18.31488078571716	20
3.9	18.0	-17.38544359160372	20
3.9	20.0	-16.67941252981686	20
3.9	22.0	-15.97448996476659	20
3.9	24.0	-15.527095762258124	20
3.9	26.0	-15.275212316551915	20
3.9	28.0	-15.673688797638885	20
3.9	30.0	-17.430232513171557	20
3.9	32.0		20
3.9	34.0		20
3.9	36.0		20
4.0	-50.0		20
4.0	-48.0		20
4.0	-46.0		20
4.0	-44.0		20
4.0	-42.0		20
4.0	-40.0		20
4.0	-38.0		20
4.0	-36.0		20
4.0	-34.0		20
4.0	-32.0		20
4.0	-30.0		20
4.0	-28.0		20
4.0	-26.0		20
4.0	-24.0		20
4.0	-22.0		20
4.0	-20.0		20
4.0	-18.0		20
4.0	-16.0		20
4.0	-14.0	-54.39792378389696	20
4.0	-12.0	-53.87276687907048	20
4.0	-10.0	-54.124248391509425	20
4.0	-8.0	-52.07846596957224	20
4.0	-6.0	-51.496542362614925	20
4.0	-4.0	-49.35245954455578	20
4.0	-2.0	-47.343246905765376	20
4.0	0.0	-42.37151582414488	20
4.0	2.0	-40.80886131528627	20
4.0	4.0	-35.46144752507327	20
4.0	6.0	-33.09466023638278	20
4.0	8.0	-29.187893212879317	20
4.0	10.0	-25.116849256528006	20
4.0	12.0	-21.20935254327663	20
4.0	14.0	-20.466098042193956	20
4.0	16.0	-18.487377054790898	20
4.0	18.0	-17.791731594766496	20
4.0	20.0	-16.745039665444544	20
4.0	22.0	-16.20443405839736	20
4.0	24.0	-15.526479525946666	20
4.0	26.0	-15.291343365542081	20
4.0	28.0	-15.753201170730616	20
4.0	30.0	-17.281362862743332	20
4.0	32.0		20
4.0	34.0		20
4.0	36.0		20
4.1	-50.0		20
4.1	-48.0		20
4.1	-46.0		20
4.1	-44.0		20
4.1	-42.0		20
4.1	-40.0		20
4.1	-38.0		20
4.1	-36.0		20
4.1	-34.0		20
4.1	-32.0		20
4.1	-30.0		20
4.1	-28.0		20
4.1	-26.0		20
4.1	-24.0		20
4.1	-22.0		20
4.1	-20.0		20
4.1	-18.0		20
4.1	-16.0		20
4.1	-14.0	-53.17293279148653	20
4.1	-12.0	-52.82057272390064	20
4.1	-10.0	-53.128612004216166	20
4.1	-8.0	-52.03341811840643	20
4.1	-6.0	-50.234243659205866	20
4.1	-4.0	-49.84715918984483	20
4.1	-2.0	-45.50581328107804	20
4.1	0.0	-40.19209101868533	20
4.1	2.0	-41.51951692941444	20
4.1	4.0	-38.02267388004911	20
4.1	6.0	-33.78294902555794	20
4.1	8.0	-28.806415050586377	20
4.1	10.0	-24.833506376277604	20
4.1	12.0	-21.869975528099722	20
4.1	14.0	-20.420273278665345	20
4.1	16.0	-18.71521758031499	20
4.1	18.0	-17.96933747522275	20
4.1	20.0	-16.886693406846838	20
4.1	22.0	-16.238386784558628	20
4.1	24.0	-15.681242702274819	20
4.1	26.0	-15.41687793246814	20
4.1	28.0	-15.757806355909803	20
4.1	30.0	-17.300188176443875	20
4.1	32.0		20
4.1	34.0		20
4.1	36.0		20
4.2	-50.0		20
4.2	-48.0		20
4.2	-46.0		20
4.2	-44.0		20
4.2	-42.0		20
4.2	-40.0		20
4.2	-38.0		20
4.2	-36.0		20
4.2	-34.0		20
4.2	-32.0		20
4.2	-30.0		20
4.2	-28.0		20
4.2	-26.0		20
4.2	-24.0		20
4.2	-22.0		20
4.2	-20.0		20
4.2	-18.0		20
4.2	-16.0		20
4.2	-14.0		20
4.2	-12.0	-52.2813258366045	20
4.2	-10.0	-50.93358077348103	20
4.2	-8.0	-51.650650247447004	20
4.2	-6.0	-50.233894652715975	20
4.2	-4.0	-49.1476171956232	20
4.2	-2.0	-46.4445169163672	20
4.2	0.0	-46.42667217319345	20
4.2	2.0	-43.65426074986393	20
4.2	4.0	-37.31690385887755	20
4.2	6.0	-33.884702414008785	20
4.2	8.0	-29.7903911291008	20
4.2	10.0	-25.975329649592414	20
4.2	12.0	-21.480143449791107	20
4.2	14.0	-20.707866651639954	20
4.2	16.0	-18.787331975246477	20
4.2	18.0	-18.140331717652384	20
4.2	20.0	-17.409782994413476	20
4.2	22.0	-16.47550940595879	20
4.2	24.0	-15.817546100732955	20
4.2	26.0	-15.450142663500525	20
4.2	28.0	-15.780244124186785	20
4.2	30.0	-17.213174551698177	20
4.2	32.0		20
4.2	34.0		20
4.2	36.0		20
4.3	-50.0		20
4.3	-48.0		20
4.3	-46.0		20
4.3	-44.0		20
4.3	-42.0		20
4.3	-40.0		20
4.3	-38.0		20
4.3	-36.0		20
4.3	-34.0		20
4.3	-32.0		20
4.3	-30.0		20
4.3	-28.0		20
4.3	-26.0		20
4.3	-24.0		20
4.3	-22.0		20
4.3	-20.0		20
4.3	-18.0		20
4.3	-16.0		20
4.3	-14.0	-52.70791004924721	20
4.3	-12.0		20
4.3	-10.0	-48.42997674953031	20
4.3	-8.0	-49.42943937132406	20
4.3	-6.0	-47.841115225843915	20
4.3	-4.0	-47.351321026328456	20
4.3	-2.0	-47.549748470121216	20
4.3	0.0	-41.73810780752429	20
4.3	2.0	-43.80376704945726	20
4.3	4.0	-38.07128261295751	20
4.3	6.0	-35.27883681870428	20
4.3	8.0	-31.27579741237323	20
4.3	10.0	-25.764243238556325	20
4.3	12.0	-22.802925899975342	20
4.3	14.0	-21.72999764472492	20
4.3	16.0	-19.564157756421416	20
4.3	18.0	-18.41287656943109	20
4.3	20.0	-17.43735781766888	20
4.3	22.0	-16.580007738832315	20
4.3	24.0	-15.906400277824167	20
4.3	26.0	-15.497096856760834	20
4.3	28.0	-15.789612340422963	20
4.3	30.0	-17.10440405529984	20
4.3	32.0		20
4.3	34.0		20
4.3	36.0		20
4.4	-50.0		20
4.4	-48.0		20
4.4	-46.0		20
4.4	-44.0		20
4.4	-42.0		20
4.4	-40.0		20
4.4	-38.0		20
4.4	-36.0		20
4.4	-34.0		20
4.4	-32.0		20
4.4	-30.0		20
4.4	-28.0		20
4.4	-26.0		20
4.4	-24.0		20
4.4	-22.0		20
4.4	-20.0		20
4.4	-18.0		20
4.4	-16.0		20
4.4	-14.0		20
4.4	-12.0	-49.61481772691877	20
4.4	-10.0	-48.31820055482762	20
4.4	-8.0	-48.56565072814574	20
4.4	-6.0	-48.115082075218965	20
4.4	-4.0	-46.962832373588626	20
4.4	-2.0	-44.84472379673891	20
4.4	0.0	-44.180637825080446	20
4.4	2.0	-41.77400757074977	20
4.4	4.0	-39.020211525616034	20
4.4	6.0	-34.196468771207336	20
4.4	8.0	-30.726253290270183	20
4.4	10.0	-27.784126882710865	20
4.4	12.0	-24.758974696727076	20
4.4	14.0	-21.360937797978302	20
4.4	16.0	-20.264450381741597	20
4.4	18.0	-18.62451533650873	20
4.4	20.0	-17.48183780978027	20
4.4	22.0	-16.832514612224067	20
4.4	24.0	-16.106788315362436	20
4.4	26.0	-15.686062958051645	20
4.4	28.0	-15.828244803630511	20
4.4	30.0	-17.07354280818282	20
4.4	32.0		20
4.4	34.0		20
4.4	36.0		20
4.5	-50.0		20
4.5	-48.0		20
4.5	-46.0		20
4.5	-44.0		20
4.5	-42.0		20
4.5	-40.0		20
4.5	-38.0		20
4.5	-36.0		20
4.5	-34.0		20
4.5	-32.0		20
4.5	-30.0		20
4.5	-28.0		20
4.5	-26.0		20
4.5	-24.0		20
4.5	-22.0		20
4.5	-20.0		20
4.5	-18.0		20
4.5	-16.0		20
4.5	-14.0		20
4.5	-12.0		20
4.5	-10.0	-48.12451693540982	20
4.5	-8.0	-47.09988167992751	20
4.5	-6.0	-47.25504700580429	20
4.5	-4.0	-46.13940320369132	20
4.5	-2.0	-44.13841835660127	20
4.5	0.0	-44.49326369352691	20
4.5	2.0	-42.756769036533	20
4.5	4.0	-40.11732743317973	20
4.5	6.0	-34.848211519456555	20
4.5	8.0	-34.236857968296036	20
4.5	10.0	-25.683235331961367	20
4.5	12.0	-22.74556471415143	20
4.5	14.0	-21.472882821156784	20
4.5	16.0	-19.865144154693667	20
4.5	18.0	-18.711723352882007	20
4.5	20.0	-17.828720598711584	20
4.5	22.0	-16.971947932896658	20
4.5	24.0	-16.206291224966527	20
4.5	26.0	-15.665177056463119	20
4.5	28.0	-15.843125939976023	20
4.5	30.0	-17.192237054581906	20
4.5	32.0		20
4.5	34.0		20
4.5	36.0		20
4.6	-50.0		17
4.6	-48.0		18
4.6	-46.0		18
4.6	-44.0		18
4.6	-42.0		18
4.6	-40.0		18
4.6	-38.0		19
4.6	-36.0		19
4.6	-34.0		19
4.6	-32.0		19
4.6	-30.0		19
4.6	-28.0		19
4.6	-26.0		19
4.6	-24.0		19
4.6	-22.0		19
4.6	-20.0		19
4.6	-18.0		19
4.6	-16.0		19
4.6	-14.0		19
4.6	-12.0	-49.86489315365883	20
4.6	-10.0	-48.119139391910316	20
4.6	-8.0	-46.46369841706321	20
4.6	-6.0	-46.29466395378214	20
4.6	-4.0	-45.8995065406953	20
4.6	-2.0	-45.123523243102184	20
4.6	0.0	-44.11908626420086	20
4.6	2.0	-39.91861346156707	20
4.6	4.0	-39.41109825119046	20
4.6	6.0	-37.36451729372468	20
4.6	8.0	-32.34072678529007	20
4.6	10.0	-28.113876861998932	20
4.6	12.0	-24.34551787679856	20
4.6	14.0	-21.297061853470638	20
4.6	16.0	-19.756062834156772	20
4.6	18.0	-18.674359540928627	20
4.6	20.0	-17.864812363167168	20
4.6	22.0	-17.177937459821074	20
4.6	24.0	-16.337114217100627	20
4.6	26.0	-15.865386019245264	20
4.6	28.0	-15.822816931049394	20
4.6	30.0	-17.050579006182577	20
4.6	32.0		20
4.6	34.0		20
4.6	36.0		20
4.7	-50.0		20
4.7	-48.0		20
4.7	-46.0		20
4.7	-44.0		20
4.7	-42.0		20
4.7	-40.0		20
4.7	-38.0		20
4.7	-36.0		20
4.7	-34.0		20
4.7	-32.0		20
4.7	-30.0		20
4.7	-28.0		20
4.7	-26.0		20
4.7	-24.0		20
4.7	-22.0		20
4.7	-20.0		20
4.7	-18.0		20
4.7	-16.0		20
4.7	-14.0		20
4.7	-12.0		20
4.7	-10.0	-46.82756913345115	20
4.7	-8.0	-46.204055082068116	20
4.7	-6.0	-46.27412732761185	20
4.7	-4.0	-45.77981338539844	20
4.7	-2.0	-43.79557781397786	20
4.7	0.0	-43.45593557815077	20
4.7	2.0	-40.742455417747024	20
4.7	4.0	-39.3421455562079	20
4.7	6.0	-37.388781090056696	20
4.7	8.0	-34.16595159599615	20
4.7	10.0	-28.123109045972882	20
4.7	12.0	-25.144266443141284	20
4.7	14.0	-24.159687469506974	20
4.7	16.0	-20.38194144063518	20
4.7	18.0	-19.256365211431497	20
4.7	20.0	-18.511216928692008	20
4.7	22.0	-17.262871386470973	20
4.7	24.0	-16.384201001946444	20
4.7	26.0	-15.863604984529829	20
4.7	28.0	-15.858481205007655	20
4.7	30.0	-16.96385365098016	20
4.7	32.0		20
4.7	34.0		20
4.7	36.0		20
4.8	-50.0		16
4.8	-48.0		16
4.8	-46.0		16
4.8	-44.0		16
4.8	-42.0		16
4.8	-40.0		16
4.8	-38.0		16
4.8	-36.0		16
4.8	-34.0		16
4.8	-32.0		16
4.8	-30.0		16
4.8	-28.0		16
4.8	-26.0		16
4.8	-24.0		16
4.8	-22.0		16
4.8	-20.0		16
4.8	-18.0		16
4.8	-16.0		16
4.8	-14.0		16
4.8	-12.0		16
4.8	-10.0		16
4.8	-8.0	-44.53214710309999	16
4.8	-6.0	-44.951259869609935	16
4.8	-4.0	-44.17779486116764	16
4.8	-2.0	-42.39596980522158	16
4.8	0.0	-43.24554678593401	16
4.8	2.0	-43.83220668262525	16
4.8	4.0	-40.45556454010278	16
4.8	6.0	-37.32209602127294	16
4.8	8.0	-34.27448197705974	16
4.8	10.0	-29.173201334742238	17
4.8	12.0	-26.93021526860548	17
4.8	14.0	-22.31262603704622	17
4.8	16.0	-20.457987649142183	17
4.8	18.0	-19.411365563465345	17
4.8	20.0	-18.176766293480895	17
4.8	22.0	-17.440295735289133	17
4.8	24.0	-16.611005308527403	17
4.8	26.0	-15.926094875263365	17
4.8	28.0	-15.874230480175383	17
4.8	30.0	-16.901701782874163	17
4.8	32.0		17
4.8	34.0		17
4.8	36.0		17
4.9	-50.0		20
4.9	-48.0		20
4.9	-46.0		20
4.9	-44.0		20
4.9	-42.0		20
4.9	-40.0		20
4.9	-38.0		20
4.9	-36.0		20
4.9	-34.0		20
4.9	-32.0		20
4.9	-30.0		20
4.9	-28.0		20
4.9	-26.0		20
4.9	-24.0		20
4.9	-22.0		20
4.9	-20.0		20
4.9	-18.0		20
4.9	-16.0		20
4.9	-14.0		20
4.9	-12.0		20
4.9	-10.0		20
4.9	-8.0		20
4.9	-6.0	-44.10768354940954	20
4.9	-4.0	-44.158101637727846	20
4.9	-2.0	-43.16806246107539	20
4.9	0.0	-42.38392403948808	20
4.9	2.0	-39.3881704971232	20
4.9	4.0	-39.30370288696554	20
4.9	6.0	-37.67587802879882	20
4.9	8.0	-33.17416205570525	20
4.9	10.0	-29.69871238609354	20
4.9	12.0	-26.030137088241236	20
4.9	14.0	-21.72096228296695	20
4.9	16.0	-21.030735664308448	20
4.9	18.0	-19.05649381561225	20
4.9	20.0	-18.40889733635581	20
4.9	22.0	-17.71380291603264	20
4.9	24.0	-16.62758269038602	20
4.9	26.0	-16.037401700056606	20
4.9	28.0	-15.873499161791386	20
4.9	30.0	-16.959812552156375	20
4.9	32.0		20
4.9	34.0		20
4.9	36.0		20
5.0	-50.0		10
5.0	-48.0		10
5.0	-46.0		10
5.0	-44.0		10
5.0	-42.0		10
5.0	-40.0		10
5.0	-38.0		10
5.0	-36.0		10
5.0	-34.0		10
5.0	-32.0		10
5.0	-30.0		11
5.0	-28.0		12
5.0	-26.0		12
5.0	-24.0		12
5.0	-22.0		12
5.0	-20.0		12
5.0	-18.0		12
5.0	-16.0		12
5.0	-14.0		13
5.0	-12.0		13
5.0	-10.0		14
5.0	-8.0	-44.38113825691131	14
5.0	-6.0	-43.262198654035394	14
5.0	-4.0	-41.4955835398139	14
5.0	-2.0	-43.06562675672511	15
5.0	0.0	-41.53031144780607	15
5.0	2.0	-38.911620205846276	15
5.0	4.0	-40.24779730513074	16
5.0	6.0	-37.05190044715181	16
5.0	8.0	-35.54526223300513	16
5.0	10.0	-33.477422586122756	16
5.0	12.0	-24.217219611389975	16
5.0	14.0	-23.202210432093224	16
5.0	16.0	-21.125675435881405	16
5.0	18.0	-19.39126180694675	16
5.0	20.0	-18.47458269152132	16
5.0	22.0	-17.694932303612795	16
5.0	24.0	-16.822118516096605	16
5.0	26.0	-16.154249027798063	16
5.0	28.0	-15.870438885179846	16
5.0	30.0	-17.020658781388608	16
5.0	32.0		16
5.0	34.0		16
5.0	36.0		16
5.1	-50.0		20
5.1	-48.0		20
5.1	-46.0		20
5.1	-44.0		20
5.1	-42.0		20
5.1	-40.0		20
5.1	-38.0		20
5.1	-36.0		20
5.1	-34.0		20
5.1	-32.0		20
5.1	-30.0		20
5.1	-28.0		20
5.1	-26.0		20
5.1	-24.0		20
5.1	-22.0		20
5.1	-20.0		20
5.1	-18.0		20
5.1	-16.0		20
5.1	-14.0		20
5.1	-12.0		20
5.1	-10.0		20
5.1	-8.0		20
5.1	-6.0	-42.207996002989844	20
5.1	-4.0	-42.07565866491785	20
5.1	-2.0	-41.321300948600374	20
5.1	0.0	-40.86772291251677	20
5.1	2.0	-40.4472439241113	20
5.1	4.0	-37.94486677679618	20
5.1	6.0	-37.371311197942696	20
5.1	8.0	-35.553920103728515	20
5.1	10.0	-32.233255391462464	20
5.1	12.0	-28.428674523311308	20
5.1	14.0	-23.676160786487337	20
5.1	16.0	-21.40554942221157	20
5.1	18.0	-20.142262447046672	20
5.1	20.0	-18.641181392426354	20
5.1	22.0	-17.863591742473268	20
5.1	24.0	-16.87494800502771	20
5.1	26.0	-16.170943335161986	20
5.1	28.0	-16.000894471288337	20
5.1	30.0	-16.982173563668574	20
5.1	32.0		20
5.1	34.0		20
5.1	36.0		20
5.2	-50.0		10
5.2	-48.0		10
5.2	-46.0		10
5.2	-44.0		10
5.2	-42.0		10
5.2	-40.0		10
5.2	-38.0		10
5.2	-36.0		10
5.2	-34.0		10
5.2	-32.0		10
5.2	-30.0		10
5.2	-28.0		10
5.2	-26.0		10
5.2	-24.0		10
5.2	-22.0		10
5.2	-20.0		10
5.2	-18.0		10
5.2	-16.0		10
5.2	-14.0		10
5.2	-12.0		10
5.2	-10.0		10
5.2	-8.0		10
5.2	-6.0		10
5.2	-4.0	-41.37413446716085	10
5.2	-2.0	-40.81913737881072	10
5.2	0.0	-41.76038184982644	10
5.2	2.0	-39.56499967106947	10
5.2	4.0	-39.48716369029185	10
5.2	6.0	-33.33172031810905	10
5.2	8.0	-34.8592192222933	10
5.2	10.0	-31.36096325224501	10
5.2	12.0	-27.389718829237573	10
5.2	14.0	-23.745486209285595	10
5.2	16.0	-21.94851225603756	10
5.2	18.0	-19.71710596586654	10
5.2	20.0	-18.938031067958786	10
5.2	22.0	-18.04800129497098	10
5.2	24.0	-16.881546795413986	10
5.2	26.0	-16.166252244297812	10
5.2	28.0	-15.951136881465043	10
5.2	30.0	-16.883605795432096	10
5.2	32.0		10
5.2	34.0		10
5.2	36.0		10
5.3	-50.0		20
5.3	-48.0		20
5.3	-46.0		20
5.3	-44.0		20
5.3	-42.0		20
5.3	-40.0		20
5.3	-38.0		20
5.3	-36.0		20
5.3	-34.0		20
5.3	-32.0		20
5.3	-30.0		20
5.3	-28.0		20
5.3	-26.0		20
5.3	-24.0		20
5.3	-22.0		20
5.3	-20.0		20
5.3	-18.0		20
5.3	-16.0		20
5.3	-14.0		20
5.3	-12.0		20
5.3	-10.0		20
5.3	-8.0		20
5.3	-6.0	-41.50825899824978	20
5.3	-4.0	-40.72011770375456	20
5.3	-2.0	-40.777873183437464	20
5.3	0.0	-40.25717913219004	20
5.3	2.0	-38.95233428713305	20
5.3	4.0	-37.5566140448552	20
5.3	6.0	-36.94333403105132	20
5.3	8.0	-33.7223926536938	20
5.3	10.0	-31.532059754184296	20
5.3	12.0	-27.164596064856617	20
5.3	14.0	-23.530635443194377	20
5.3	16.0	-21.48623943162062	20
5.3	18.0	-19.617906249716093	20
5.3	20.0	-18.95091198099575	20
5.3	22.0	-18.026154153390202	20
5.3	24.0	-16.968336391670114	20
5.3	26.0	-16.32257709609062	20
5.3	28.0	-16.00903540041194	20
5.3	30.0	-16.84068822489217	20
5.3	32.0		20
5.3	34.0		20
5.3	36.0		20
5.4	-50.0		10
5.4	-48.0		10
5.4	-46.0		10
5.4	-44.0		10
5.4	-42.0		10
5.4	-40.0		10
5.4	-38.0		10
5.4	-36.0		10
5.4	-34.0		10
5.4	-32.0		10
5.4	-30.0		10
5.4	-28.0		10
5.4	-26.0		10
5.4	-24.0		10
5.4	-22.0		10
5.4	-20.0		10
5.4	-18.0		10
5.4	-16.0		10
5.4	-14.0		10
5.4	-12.0		10
5.4	-10.0		10
5.4	-8.0		10
5.4	-6.0	-41.40618141938664	10
5.4	-4.0	-40.086974669631545	10
5.4	-2.0	-40.39302048810925	10
5.4	0.0	-40.47685331131253	10
5.4	2.0	-38.56557586841857	10
5.4	4.0	-36.15621789482957	10
5.4	6.0	-38.41720241439259	10
5.4	8.0	-33.250607334659456	10
5.4	10.0	-28.500789739297055	10
5.4	12.0	-27.216175725744666	10
5.4	14.0	-25.172024971366362	10
5.4	16.0	-22.196887055904327	10
5.4	18.0	-21.244673607159697	10
5.4	20.0	-19.032021352787655	10
5.4	22.0	-18.209694747828667	10
5.4	24.0	-17.09171448029287	10
5.4	26.0	-16.330363099863703	10
5.4	28.0	-16.185302828540145	10
5.4	30.0	-16.92253986612379	10
5.4	32.0		10
5.4	34.0		10
5.4	36.0		10
5.5	-50.0		20
5.5	-48.0		20
5.5	-46.0		20
5.5	-44.0		20
5.5	-42.0		20
5.5	-40.0		20
5.5	-38.0		20
5.5	-36.0		20
5.5	-34.0		20
5.5	-32.0		20
5.5	-30.0		20
5.5	-28.0		20
5.5	-26.0		20
5.5	-24.0		20
5.5	-22.0		20
5.5	-20.0		20
5.5	-18.0		20
5.5	-16.0		20
5.5	-14.0		20
5.5	-12.0		20
5.5	-10.0		20
5.5	-8.0		20
5.5	-6.0		20
5.5	-4.0	-40.03299776519962	20
5.5	-2.0	-38.70764538918841	20
5.5	0.0	-38.421438182052775	20
5.5	2.0	-38.13975530019497	20
5.5	4.0	-38.291660201465916	20
5.5	6.0	-36.089848764466964	20
5.5	8.0	-34.16650789465838	20
5.5	10.0	-31.508581923298998	20
5.5	12.0	-29.443653296394995	20
5.5	14.0	-25.608063589652318	20
5.5	16.0	-22.50307752254703	20
5.5	18.0	-21.025420403214813	20
5.5	20.0	-18.936227392416498	20
5.5	22.0	-18.06866036186671	20
5.5	24.0	-17.14349033042904	20
5.5	26.0	-16.399271943986598	20
5.5	28.0	-16.05460418130669	20
5.5	30.0	-16.90529745481476	20
5.5	32.0	-20.766135046986086	20
5.5	34.0		20
5.5	36.0		20
5.6	-50.0		10
5.6	-48.0		10
5.6	-46.0		10
5.6	-44.0		10
5.6	-42.0		10
5.6	-40.0		10
5.6	-38.0		10
5.6	-36.0		10
5.6	-34.0		10
5.6	-32.0		10
5.6	-30.0		10
5.6	-28.0		10
5.6	-26.0		10
5.6	-24.0		10
5.6	-22.0		10
5.6	-20.0		10
5.6	-18.0		10
5.6	-16.0		10
5.6	-14.0		10
5.6	-12.0		10
5.6	-10.0		10
5.6	-8.0		10
5.6	-6.0	-42.672752933549894	10
5.6	-4.0	-40.048322774325605	10
5.6	-2.0	-39.853165111161	10
5.6	0.0	-38.576071969988234	10
5.6	2.0	-38.51488064613218	10
5.6	4.0	-35.86422398566345	10
5.6	6.0	-37.12558741551293	10
5.6	8.0	-33.83788650675236	10
5.6	10.0	-30.175693061120022	10
5.6	12.0	-29.26301908600136	10
5.6	14.0	-25.53563485374262	10
5.6	16.0	-22.84588591528137	10
5.6	18.0	-20.560750582923937	10
5.6	20.0	-19.31106090520502	10
5.6	22.0	-18.421260828805654	10
5.6	24.0	-17.30670309303357	10
5.6	26.0	-16.33418654397328	10
5.6	28.0	-16.047022121694976	10
5.6	30.0	-16.79689046716923	10
5.6	32.0		10
5.6	34.0		10
5.6	36.0		10
5.7	-50.0		20
5.7	-48.0		20
5.7	-46.0		20
5.7	-44.0		20
5.7	-42.0		20
5.7	-40.0		20
5.7	-38.0		20
5.7	-36.0		20
5.7	-34.0		20
5.7	-32.0		20
5.7	-30.0		20
5.7	-28.0		20
5.7	-26.0		20
5.7	-24.0		20
5.7	-22.0		20
5.7	-20.0		20
5.7	-18.0		20
5.7	-16.0		20
5.7	-14.0		20
5.7	-12.0		20
5.7	-10.0		20
5.7	-8.0		20
5.7	-6.0		20
5.7	-4.0	-39.49493103331044	20
5.7	-2.0	-39.00139855628243	20
5.7	0.0	-38.34746059447892	20
5.7	2.0	-37.083314947691	20
5.7	4.0	-36.74050604838561	20
5.7	6.0	-36.972458721298395	20
5.7	8.0	-34.01190591549359	20
5.7	10.0	-32.200639527100336	20
5.7	12.0	-29.34697996944912	20
5.7	14.0	-24.530901495471202	20
5.7	16.0	-25.04527431070494	20
5.7	18.0	-21.00344179286015	20
5.7	20.0	-19.84065322665657	20
5.7	22.0	-18.591265888423163	20
5.7	24.0	-17.377069901586665	20
5.7	26.0	-16.432938901350266	20
5.7	28.0	-16.12265428205891	20
5.7	30.0	-16.824136793855704	20
5.7	32.0		20
5.7	34.0		20
5.7	36.0		20
5.8	-50.0		10
5.8	-48.0		10
5.8	-46.0		10
5.8	-44.0		10
5.8	-42.0		10
5.8	-40.0		10
5.8	-38.0		10
5.8	-36.0		10
5.8	-34.0		10
5.8	-32.0		10
5.8	-30.0		10
5.8	-28.0		10
5.8	-26.0		10
5.8	-24.0		10
5.8	-22.0		10
5.8	-20.0		10
5.8	-18.0		10
5.8	-16.0		10
5.8	-14.0		10
5.8	-12.0		10
5.8	-10.0		10
5.8	-8.0		10
5.8	-6.0	-39.649290558135704	10
5.8	-4.0	-38.438298237362815	10
5.8	-2.0	-38.29371708546349	10
5.8	0.0	-37.50994196176325	10
5.8	2.0	-37.89645004966452	10
5.8	4.0	-36.26551418507376	10
5.8	6.0	-36.8869825061061	10
5.8	8.0	-32.99020029399226	10
5.8	10.0	-28.964200161746458	10
5.8	12.0	-29.7423693883375	10
5.8	14.0	-25.762610221935027	10
5.8	16.0	-22.62224746958507	10
5.8	18.0	-22.181187091516772	10
5.8	20.0	-19.46402437004881	10
5.8	22.0	-18.337875321447033	10
5.8	24.0	-17.357409513598526	10
5.8	26.0	-16.495188179425277	10
5.8	28.0	-16.169446617230882	10
5.8	30.0	-16.861304059145432	10
5.8	32.0		10
5.8	34.0		10
5.8	36.0	-21.480537759541313	10
5.9	-50.0		20
5.9	-48.0		20
5.9	-46.0		20
5.9	-44.0		20
5.9	-42.0		20
5.9	-40.0		20
5.9	-38.0		20
5.9	-36.0		20
5.9	-34.0		20
5.9	-32.0		20
5.9	-30.0		20
5.9	-28.0		20
5.9	-26.0		20
5.9	-24.0		20
5.9	-22.0		20
5.9	-20.0		20
5.9	-18.0		20
5.9	-16.0		20
5.9	-14.0		20
5.9	-12.0		20
5.9	-10.0		20
5.9	-8.0		20
5.9	-6.0		20
5.9	-4.0		20
5.9	-2.0	-37.97756351802693	20
5.9	0.0	-37.91383197448408	20
5.9	2.0	-36.689536824088414	20
5.9	4.0	-36.055638098146744	20
5.9	6.0	-35.01099215527345	20
5.9	8.0	-34.93932410624389	20
5.9	10.0	-32.54515097611302	20
5.9	12.0	-30.954592261489587	20
5.9	14.0	-25.351081263142643	20
5.9	16.0	-23.244140934674622	20
5.9	18.0	-21.441246136927273	20
5.9	20.0	-20.092705889208126	20
5.9	22.0	-18.685464149397646	20
5.9	24.0	-17.465238584655435	20
5.9	26.0	-16.52428633641064	20
5.9	28.0	-16.128499246950874	20
5.9	30.0	-16.718829547209804	20
5.9	32.0		20
5.9	34.0		20
5.9	36.0		20
6.0	-50.0		10
6.0	-48.0		10
6.0	-46.0		10
6.0	-44.0		10
6.0	-42.0		10
6.0	-40.0		10
6.0	-38.0		10
6.0	-36.0		10
6.0	-34.0		10
6.0	-32.0		10
6.0	-30.0		10
6.0	-28.0		10
6.0	-26.0		10
6.0	-24.0		10
6.0	-22.0		10
6.0	-20.0		10
6.0	-18.0		10
6.0	-16.0		10
6.0	-14.0		10
6.0	-12.0		10
6.0	-10.0		10
6.0	-8.0		10
6.0	-6.0		10
6.0	-4.0	-39.02443970699984	10
6.0	-2.0	-37.851112913275614	10
6.0	0.0	-36.13830247173723	10
6.0	2.0	-36.59279110736445	10
6.0	4.0	-36.85547997517206	10
6.0	6.0	-35.64238976498573	10
6.0	8.0	-34.829149725372915	10
6.0	10.0	-32.14805663011617	10
6.0	12.0	-30.81095077270529	10
6.0	14.0	-28.079604424891244	10
6.0	16.0	-23.23664019089143	10
6.0	18.0	-22.09607913914941	10
6.0	20.0	-19.777978361918777	10
6.0	22.0	-18.440736131548896	10
6.0	24.0	-17.810723286903375	10
6.0	26.0	-16.61917436090364	10
6.0	28.0	-16.110807582512173	10
6.0	30.0	-16.663068466887655	10
6.0	32.0		10
6.0	34.0		10
6.0	36.0		10
