n_iter	R0	timestart	llh
0.0	1.7	2.0	-77.69134727063162
1.0	1.3	-30.0	-79.66762115148282
2.0	1.8	18.0	-77.36576864028946
3.0	1.8	18.0	-77.51456492665176
4.0	2.0	22.0	-79.9174271044041
5.0	1.7	14.0	-76.81790690320973
6.0	1.5	2.0	-77.0413980374969
7.0	1.9	20.0	-78.01376724994682
8.0	1.8	24.0	-78.24571765297344
9.0	1.6	16.0	-78.12584940876444
