n_iter	R0	timestart	llh
0.0	5.799999999999999	16.0	-19.39218223128571
0.0	5.799999999999999	14.0	-19.681019102843152
0.0	5.799999999999999	12.0	-23.496742065008213
0.0	5.799999999999999	10.0	-26.227230393430496
0.0	5.799999999999999	8.0	-29.30574483823481
0.0	5.799999999999999	6.0	-27.975378430009272
0.0	5.799999999999999	4.0	-27.765549520647664
0.0	5.799999999999999	2.0	-28.653711422468756
0.0	5.799999999999999	0.0	-29.344748578682502
0.0	5.799999999999999	-2.0	-31.482585773735345
0.0	5.799999999999999	-4.0	-32.22885699772741
0.0	5.799999999999999	-6.0	-32.37742276308421
0.0	5.799999999999999	-8.0	-34.46202879582242
0.0	5.799999999999999	-10.0	-34.33910862887939
0.0	5.799999999999999	-12.0	-inf
0.0	5.799999999999999	-14.0	-inf
0.0	5.799999999999999	-16.0	-inf
0.0	5.799999999999999	-18.0	-inf
0.0	5.799999999999999	-20.0	-inf
0.0	5.799999999999999	-22.0	-inf
0.0	5.799999999999999	-24.0	-inf
0.0	5.799999999999999	-26.0	-inf
0.0	5.799999999999999	-28.0	-inf
0.0	5.799999999999999	-30.0	-inf
0.0	5.799999999999999	-32.0	-inf
0.0	5.799999999999999	-34.0	-inf
0.0	5.799999999999999	-36.0	-inf
0.0	5.799999999999999	-38.0	-inf
0.0	5.799999999999999	-40.0	-inf
0.0	5.799999999999999	-42.0	-inf
0.0	5.799999999999999	-44.0	-inf
0.0	5.799999999999999	-46.0	-inf
0.0	5.799999999999999	-48.0	-inf
0.0	5.799999999999999	-50.0	-inf
0.0	5.999999999999999	36.0	-15.881074085643466
0.0	5.999999999999999	34.0	-inf
0.0	5.999999999999999	32.0	-16.07334421494617
0.0	5.999999999999999	30.0	-12.586685110057164
0.0	5.999999999999999	28.0	-12.569065898958762
0.0	5.999999999999999	26.0	-12.842136484969977
0.0	5.999999999999999	24.0	-14.085549968173037
0.0	5.999999999999999	22.0	-15.308584066223183
0.0	5.999999999999999	20.0	-17.83734764363821
0.0	5.999999999999999	18.0	-20.033504494985955
0.0	5.999999999999999	16.0	-16.530025679037767
0.0	5.999999999999999	14.0	-22.587090629056828
0.0	5.999999999999999	12.0	-23.340450326764497
0.0	5.999999999999999	10.0	-24.189669995148577
0.0	5.999999999999999	8.0	-28.28690247305653
0.0	5.999999999999999	6.0	-27.47233871822737
0.0	5.999999999999999	4.0	-28.147446773907337
0.0	5.999999999999999	2.0	-27.354512672600688
0.0	5.999999999999999	0.0	-28.896636370408004
0.0	5.999999999999999	-2.0	-28.437489728459433
0.0	5.999999999999999	-4.0	-28.6349522254082
0.0	5.999999999999999	-6.0	-inf
0.0	5.999999999999999	-8.0	-inf
0.0	5.999999999999999	-10.0	-inf
0.0	5.999999999999999	-12.0	-inf
0.0	5.999999999999999	-14.0	-inf
0.0	5.999999999999999	-16.0	-inf
0.0	5.999999999999999	-18.0	-inf
0.0	5.999999999999999	-20.0	-inf
0.0	5.999999999999999	-22.0	-inf
0.0	5.999999999999999	-24.0	-inf
0.0	5.999999999999999	-26.0	-inf
0.0	5.999999999999999	-28.0	-inf
0.0	5.999999999999999	-30.0	-inf
0.0	5.999999999999999	-32.0	-inf
0.0	5.999999999999999	-34.0	-inf
0.0	5.999999999999999	-36.0	-inf
0.0	5.999999999999999	-38.0	-inf
0.0	5.999999999999999	-40.0	-inf
0.0	5.999999999999999	-42.0	-inf
0.0	5.999999999999999	-44.0	-inf
0.0	5.999999999999999	-46.0	-inf
0.0	5.999999999999999	-48.0	-inf
0.0	5.999999999999999	-50.0	-inf
