	t	genotype	recovered_window
0	31.9	0.0	32.0
1	30.5	0.0	32.0
2	30.0	0.0	32.0
3	28.4	0.0	32.0
4	28.2	27.0	32.0
5	30.9	25.0	32.0
6	32.0	0.0	32.0
7	28.4	0.0	32.0
8	29.2	15.0	32.0
9	28.5	8.0	32.0
10	29.5	5.0	32.0
11	31.1	0.0	32.0
12	30.0	0.0	32.0
13	30.9	40.0	32.0
14	30.3	19.0	32.0
15	29.6	25.0	32.0
16	31.4	0.0	32.0
17	30.1	0.0	32.0
18	31.4	0.0	32.0
19	30.8	0.0	32.0
20	29.4	33.0	32.0
21	29.9	0.0	32.0
22	28.6	0.0	32.0
23	31.3	0.0	32.0
24	31.2	0.0	32.0
25	28.1	22.0	32.0
26	31.6	5.0	32.0
27	30.8	31.0	32.0
28	29.5	0.0	32.0
29	28.1	4.0	32.0
30	28.6	0.0	32.0
31	28.7	5.0	32.0
32	31.2	37.0	32.0
33	31.7	0.0	32.0
34	28.5	0.0	32.0
35	29.0	5.0	32.0
36	29.7	19.0	32.0
37	31.9	19.0	32.0
38	31.1	0.0	32.0
39	28.9	0.0	32.0
0	33.7	0.0	36.0
1	33.0	0.0	36.0
2	34.7	0.0	36.0
3	35.4	19.0	36.0
4	34.8	0.0	36.0
5	32.8	0.0	36.0
6	32.5	0.0	36.0
7	34.3	0.0	36.0
8	34.0	32.0	36.0
9	35.6	5.0	36.0
10	33.9	33.0	36.0
11	33.3	0.0	36.0
12	35.9	0.0	36.0
13	32.1	0.0	36.0
14	35.3	39.0	36.0
15	33.6	0.0	36.0
16	35.0	54.0	36.0
17	35.9	19.0	36.0
18	35.5	19.0	36.0
19	34.7	69.0	36.0
20	35.4	61.0	36.0
21	33.3	0.0	36.0
22	34.4	47.0	36.0
23	34.8	47.0	36.0
24	35.1	64.0	36.0
25	35.0	0.0	36.0
26	33.1	43.0	36.0
27	35.7	48.0	36.0
28	32.1	5.0	36.0
29	34.8	0.0	36.0
30	34.4	0.0	36.0
31	34.5	19.0	36.0
32	34.6	0.0	36.0
33	32.6	33.0	36.0
34	33.8	0.0	36.0
35	33.9	33.0	36.0
36	34.4	0.0	36.0
37	36.0	5.0	36.0
38	35.5	0.0	36.0
39	35.2	60.0	36.0
0	38.2	33.0	40.0
1	38.6	54.0	40.0
2	37.1	0.0	40.0
3	36.3	0.0	40.0
4	36.7	66.0	40.0
5	38.5	55.0	40.0
6	37.6	0.0	40.0
7	37.7	0.0	40.0
8	38.4	0.0	40.0
9	39.1	0.0	40.0
10	39.8	19.0	40.0
11	39.4	70.0	40.0
12	36.7	0.0	40.0
13	36.3	5.0	40.0
14	39.1	0.0	40.0
15	36.6	82.0	40.0
16	37.4	48.0	40.0
17	37.5	0.0	40.0
18	40.0	68.0	40.0
19	36.5	25.0	40.0
20	38.2	19.0	40.0
21	39.8	0.0	40.0
22	38.8	0.0	40.0
23	39.9	68.0	40.0
24	36.4	0.0	40.0
25	36.3	59.0	40.0
26	38.7	0.0	40.0
27	39.6	0.0	40.0
28	36.6	53.0	40.0
29	38.4	0.0	40.0
30	36.4	0.0	40.0
31	38.1	0.0	40.0
32	40.0	0.0	40.0
33	37.2	38.0	40.0
34	38.9	0.0	40.0
35	36.6	0.0	40.0
36	36.6	0.0	40.0
37	36.3	5.0	40.0
38	38.2	0.0	40.0
39	39.8	0.0	40.0
0	41.2	61.0	44.0
1	43.0	0.0	44.0
2	43.9	71.0	44.0
3	42.1	76.0	44.0
4	43.6	0.0	44.0
5	40.4	0.0	44.0
6	41.7	87.0	44.0
7	43.9	0.0	44.0
8	43.3	0.0	44.0
9	40.4	5.0	44.0
10	41.7	0.0	44.0
11	40.7	53.0	44.0
12	40.2	102.0	44.0
13	41.9	0.0	44.0
14	40.4	0.0	44.0
15	43.2	39.0	44.0
16	43.1	0.0	44.0
17	40.6	0.0	44.0
18	42.4	0.0	44.0
19	41.3	0.0	44.0
20	41.1	144.0	44.0
21	40.6	41.0	44.0
22	40.9	75.0	44.0
23	40.2	114.0	44.0
24	43.6	75.0	44.0
25	42.9	175.0	44.0
26	43.5	45.0	44.0
27	41.3	50.0	44.0
28	41.3	0.0	44.0
29	41.9	0.0	44.0
30	41.2	0.0	44.0
31	42.1	0.0	44.0
32	41.3	0.0	44.0
33	40.4	77.0	44.0
34	41.9	101.0	44.0
35	41.7	41.0	44.0
36	43.4	113.0	44.0
37	43.4	0.0	44.0
38	43.6	88.0	44.0
