	t	genotype	recovered_window
0	28.4	0.0	32.0
1	28.9	15.0	32.0
2	30.8	0.0	32.0
3	30.0	0.0	32.0
4	28.6	0.0	32.0
5	28.1	22.0	32.0
6	29.2	15.0	32.0
7	29.7	22.0	32.0
8	29.3	0.0	32.0
9	30.3	19.0	32.0
10	29.7	0.0	32.0
11	31.6	0.0	32.0
12	29.4	33.0	32.0
13	28.6	0.0	32.0
14	31.6	5.0	32.0
15	28.2	27.0	32.0
16	28.4	0.0	32.0
17	28.9	0.0	32.0
18	31.6	0.0	32.0
19	29.5	0.0	32.0
20	29.9	0.0	32.0
21	30.9	40.0	32.0
22	31.4	0.0	32.0
23	30.0	0.0	32.0
24	30.5	0.0	32.0
25	28.1	4.0	32.0
26	29.5	5.0	32.0
27	28.7	0.0	32.0
28	30.9	25.0	32.0
29	31.2	37.0	32.0
30	29.7	19.0	32.0
31	31.6	33.0	32.0
32	31.9	19.0	32.0
33	31.7	0.0	32.0
34	31.2	0.0	32.0
35	28.3	19.0	32.0
36	28.7	5.0	32.0
37	28.5	8.0	32.0
38	29.3	0.0	32.0
39	32.0	0.0	32.0
0	33.9	33.0	36.0
1	34.8	47.0	36.0
2	35.8	0.0	36.0
3	35.6	0.0	36.0
4	35.4	19.0	36.0
5	33.1	52.0	36.0
6	32.6	0.0	36.0
7	35.3	39.0	36.0
8	33.3	0.0	36.0
9	33.1	43.0	36.0
10	32.7	0.0	36.0
11	32.7	0.0	36.0
12	33.6	0.0	36.0
13	35.0	54.0	36.0
14	33.9	0.0	36.0
15	32.5	0.0	36.0
16	34.8	0.0	36.0
17	34.4	47.0	36.0
18	34.7	69.0	36.0
19	34.3	0.0	36.0
20	34.9	38.0	36.0
21	32.1	5.0	36.0
22	35.9	0.0	36.0
23	34.5	0.0	36.0
24	34.8	36.0	36.0
25	35.0	0.0	36.0
26	34.7	0.0	36.0
27	34.3	0.0	36.0
28	33.1	42.0	36.0
29	33.8	0.0	36.0
30	34.7	0.0	36.0
31	36.0	53.0	36.0
32	35.7	0.0	36.0
33	35.9	19.0	36.0
34	35.8	33.0	36.0
35	36.0	59.0	36.0
36	34.4	0.0	36.0
37	34.4	0.0	36.0
38	32.2	5.0	36.0
39	32.4	0.0	36.0
0	36.2	0.0	40.0
1	37.2	0.0	40.0
2	37.4	48.0	40.0
3	36.5	68.0	40.0
4	39.0	45.0	40.0
5	37.0	85.0	40.0
6	38.4	0.0	40.0
7	38.8	0.0	40.0
8	37.3	0.0	40.0
9	37.5	0.0	40.0
10	39.3	39.0	40.0
11	38.6	51.0	40.0
12	36.5	25.0	40.0
13	36.1	0.0	40.0
14	38.9	98.0	40.0
15	39.2	0.0	40.0
16	36.3	0.0	40.0
17	39.9	0.0	40.0
18	39.8	0.0	40.0
19	38.6	0.0	40.0
20	36.9	78.0	40.0
21	39.5	0.0	40.0
22	37.8	25.0	40.0
23	40.0	68.0	40.0
24	38.9	5.0	40.0
25	39.3	110.0	40.0
26	38.5	33.0	40.0
27	36.5	56.0	40.0
28	36.4	53.0	40.0
29	38.5	0.0	40.0
30	39.1	0.0	40.0
31	40.0	96.0	40.0
