	t	genotype	recovered_window
0	22.6	0.0	24.0
1	22.3	3.0	24.0
2	22.2	0.0	24.0
3	23.4	0.0	24.0
4	22.1	0.0	24.0
5	22.9	1.0	24.0
6	23.8	0.0	24.0
7	23.8	0.0	24.0
8	22.5	1.0	24.0
9	22.9	0.0	24.0
0	28.4	0.0	30.0
1	28.9	0.0	30.0
2	28.1	0.0	30.0
3	28.9	7.0	30.0
4	29.6	0.0	30.0
5	28.4	0.0	30.0
6	29.8	6.0	30.0
7	29.3	0.0	30.0
8	29.3	0.0	30.0
9	29.8	0.0	30.0
0	30.4	0.0	32.0
1	31.1	0.0	32.0
2	30.6	0.0	32.0
3	31.1	0.0	32.0
4	30.9	0.0	32.0
5	30.7	4.0	32.0
6	32.0	0.0	32.0
7	30.8	0.0	32.0
8	30.7	0.0	32.0
9	31.5	8.0	32.0
0	33.3	0.0	34.0
1	32.1	4.0	34.0
2	33.9	6.0	34.0
3	32.6	0.0	34.0
4	32.4	4.0	34.0
5	33.8	0.0	34.0
6	33.5	0.0	34.0
7	33.1	4.0	34.0
8	33.8	5.0	34.0
9	33.4	0.0	34.0
0	34.9	0.0	36.0
1	34.1	0.0	36.0
2	34.4	0.0	36.0
3	35.7	0.0	36.0
4	34.8	0.0	36.0
5	35.8	0.0	36.0
6	35.7	0.0	36.0
7	34.2	5.0	36.0
8	34.6	0.0	36.0
9	35.9	0.0	36.0
0	37.7	0.0	38.0
1	36.8	0.0	38.0
2	37.3	0.0	38.0
3	37.2	4.0	38.0
4	37.9	0.0	38.0
5	37.4	5.0	38.0
6	37.6	0.0	38.0
7	37.1	0.0	38.0
8	38.0	0.0	38.0
9	37.7	5.0	38.0
0	38.5	15.0	40.0
1	39.5	16.0	40.0
2	38.8	5.0	40.0
3	39.0	17.0	40.0
4	39.4	4.0	40.0
5	38.2	5.0	40.0
6	38.6	0.0	40.0
7	39.2	15.0	40.0
8	38.4	11.0	40.0
9	38.1	4.0	40.0
0	40.5	0.0	42.0
1	42.0	27.0	42.0
2	40.2	10.0	42.0
3	40.5	4.0	42.0
4	40.3	0.0	42.0
5	40.7	0.0	42.0
6	40.1	5.0	42.0
7	41.5	0.0	42.0
8	40.5	0.0	42.0
9	41.9	28.0	42.0
0	42.5	22.0	44.0
1	43.5	15.0	44.0
2	43.9	0.0	44.0
3	43.0	0.0	44.0
4	42.7	0.0	44.0
5	42.4	0.0	44.0
6	42.2	4.0	44.0
7	43.2	26.0	44.0
8	43.8	16.0	44.0
9	43.8	26.0	44.0
0	45.2	54.0	46.0
1	44.3	22.0	46.0
2	45.3	0.0	46.0
3	45.9	41.0	46.0
4	44.1	14.0	46.0
5	45.3	51.0	46.0
6	44.9	4.0	46.0
7	45.6	0.0	46.0
8	45.2	0.0	46.0
9	44.7	0.0	46.0
0	47.7	0.0	48.0
1	47.3	23.0	48.0
2	47.6	26.0	48.0
3	46.2	22.0	48.0
4	47.4	16.0	48.0
5	47.2	0.0	48.0
6	46.1	22.0	48.0
7	46.6	29.0	48.0
8	46.4	4.0	48.0
9	46.9	0.0	48.0
0	48.7	0.0	50.0
1	48.4	0.0	50.0
2	48.5	26.0	50.0
3	48.4	15.0	50.0
4	48.2	23.0	50.0
5	49.6	81.0	50.0
6	50.0	53.0	50.0
7	48.7	0.0	50.0
8	49.8	4.0	50.0
9	49.2	19.0	50.0
0	51.0	98.0	52.0
1	51.6	14.0	52.0
