n_iter	R0	timestart	llh
0.0	1.0	-6.0	-262.7963090127606
0.0	1.0	-8.0	-215.87237689774062
0.0	1.0	-10.0	-328.5570563502485
0.0	1.0	-12.0	-248.21859378228362
0.0	1.0	-14.0	-224.9548349447348
0.0	1.0	-16.0	-358.41225021749494
0.0	1.0	-18.0	-213.1765125876145
0.0	1.0	-20.0	-253.33209069131058
0.0	1.0	-22.0	-290.33880059181655
0.0	1.0	-24.0	-183.58542640482813
0.0	1.0	-26.0	-195.82414785450206
0.0	1.0	-28.0	-334.17071808139076
0.0	1.0	-30.0	-250.85260393835736
0.0	1.0	-32.0	-336.095372049999
0.0	1.0	-34.0	-246.84612658430902
0.0	1.0	-36.0	-220.8488840160214
0.0	1.0	-38.0	-240.27285423001135
0.0	1.0	-40.0	-151.7833287721074
0.0	1.0	-42.0	-283.03701386923314
0.0	1.0	-44.0	-206.72609235023995
0.0	1.0	-46.0	-241.6597116803416
0.0	1.0	-48.0	-207.1409645499895
0.0	1.0	-50.0	-296.16142240479746
0.0	1.2	30.0	-200.90491159620098
0.0	1.2	28.0	-176.85844993744692
0.0	1.2	26.0	-129.40049422914518
0.0	1.2	24.0	-116.21464803704986
0.0	1.2	22.0	-154.69664790879375
0.0	1.2	20.0	-141.8086655142475
0.0	1.2	18.0	-124.34402357062058
0.0	1.2	16.0	-116.37664087887065
0.0	1.2	14.0	-123.57230735802486
0.0	1.2	12.0	-120.54742685257013
0.0	1.2	10.0	-119.2379870711071
0.0	1.2	8.0	-136.4661573227257
0.0	1.2	6.0	-113.53447519908929
0.0	1.2	4.0	-101.22610214212703
0.0	1.2	2.0	-83.58894913886319
0.0	1.2	0.0	-90.96249756074991
0.0	1.2	-2.0	-103.68516448667313
0.0	1.2	-4.0	-87.95164404427464
0.0	1.2	-6.0	-105.55514204773576
0.0	1.2	-8.0	-89.9634716263084
0.0	1.2	-10.0	-84.01101640729964
0.0	1.2	-12.0	-82.88477389426949
0.0	1.2	-14.0	-84.84414082334993
0.0	1.2	-16.0	-86.42138222389622
0.0	1.2	-18.0	-86.1701471842629
0.0	1.2	-20.0	-91.174441471094
0.0	1.2	-22.0	-94.1071841201863
0.0	1.2	-24.0	-80.68660705812879
