R0	timestart	mean_logL	sim_no
1.6	8.0	-77.27857451672642	20
1.6	10.0	-77.10174728762999	20
1.6	12.0	-77.29448307684241	20
1.6	14.0	-77.63135725785217	20
1.6	16.0	-77.48681436679095	20
1.6	18.0	-77.96565087694471	20
1.6	20.0	-78.55719047237524	20
1.6	22.0	-78.85827588296874	20
1.6	24.0	-80.0705031697012	20
1.6	26.0	-80.46133265407019	20
1.6	28.0	-82.9116941008637	20
1.6	30.0	-84.57030577917844	20
1.6	32.0	-88.94320599000102	20
1.6	34.0	-90.9225520618742	20
1.6	36.0		20
1.7	-50.0		20
1.7	-48.0		20
1.7	-46.0		20
1.7	-44.0		20
1.7	-42.0		20
1.7	-40.0		20
1.7	-38.0		20
1.7	-36.0		20
1.7	-34.0		20
1.7	-32.0	-90.86972140880671	20
1.7	-30.0	-98.44247595557063	20
1.7	-28.0	-90.17874610311088	20
1.7	-26.0	-87.53295986473549	20
1.7	-24.0	-86.84788154796966	20
1.7	-22.0	-83.76396355285075	20
1.7	-20.0	-82.1698078473656	20
1.7	-18.0	-84.08693550869569	20
1.7	-16.0	-82.04256812673665	20
1.7	-14.0	-80.7845190287851	20
1.7	-12.0	-79.65908416328914	20
1.7	-10.0	-80.14448404273315	20
1.7	-8.0	-79.24291177263197	20
1.7	-6.0	-78.86379271896847	20
1.7	-4.0	-78.62969057677462	20
1.7	-2.0	-78.43192695924407	20
1.7	0.0	-77.98875056995561	20
1.7	2.0	-77.88727252976977	20
1.7	4.0	-77.83906830159982	20
1.7	6.0	-77.51458725415256	20
1.7	8.0	-77.34794957921356	20
1.7	10.0	-77.25304812612272	20
1.7	12.0	-77.14406259430339	20
1.7	14.0	-77.0552618981933	20
1.7	16.0	-76.99466514669425	20
1.7	18.0	-77.30394090285738	20
1.7	20.0	-77.49044507272143	20
1.7	22.0	-77.7885045608343	20
1.7	24.0	-78.45668194313727	20
1.7	26.0	-79.00408647681755	20
1.7	28.0	-79.3585187274609	20
1.7	30.0	-82.1152539376125	20
1.7	32.0	-85.13332567863901	20
1.7	34.0	-85.28937808941996	20
1.7	36.0		20
1.8	-50.0		20
1.8	-48.0		20
1.8	-46.0		20
1.8	-44.0		20
1.8	-42.0		20
1.8	-40.0		20
1.8	-38.0		20
1.8	-36.0		20
1.8	-34.0		20
1.8	-32.0		20
1.8	-30.0		20
1.8	-28.0		20
1.8	-26.0		20
1.8	-24.0		20
1.8	-22.0	-92.9053208590179	20
1.8	-20.0	-86.63001122010256	20
1.8	-18.0	-90.616968070919	20
1.8	-16.0	-86.27710014870088	20
1.8	-14.0	-82.79860215741436	20
1.8	-12.0	-82.48175586383068	20
1.8	-10.0	-81.22466099176955	20
1.8	-8.0	-81.71389710769944	20
1.8	-6.0	-80.98068740338886	20
1.8	-4.0	-79.96373910592004	20
1.8	-2.0	-80.0058063574261	20
1.8	0.0	-79.34075804137464	20
1.8	2.0	-79.06464112791329	20
1.8	4.0	-78.6317340145782	20
1.8	6.0	-78.3328472813503	20
1.8	8.0	-78.36232661085464	20
1.8	10.0	-78.02631494346427	20
1.8	12.0	-77.92277036320692	20
1.8	14.0	-77.56387991271195	20
1.8	16.0	-77.41024242736331	20
1.8	18.0	-77.31975151291437	20
1.8	20.0	-77.44676435181323	20
1.8	22.0	-77.45207007989568	20
1.8	24.0	-77.8064905625805	20
1.8	26.0	-78.12021038703364	20
1.8	28.0	-78.62138314302032	20
1.8	30.0	-79.73108583129405	20
1.8	32.0	-81.54206979606164	20
1.8	34.0	-82.16420139945966	20
1.8	36.0		20
1.9	-50.0		20
1.9	-48.0		20
1.9	-46.0		20
1.9	-44.0		20
1.9	-42.0		20
1.9	-40.0		20
1.9	-38.0		20
1.9	-36.0		20
1.9	-34.0		20
1.9	-32.0		20
1.9	-30.0		20
1.9	-28.0		20
1.9	-26.0		20
1.9	-24.0		20
1.9	-22.0		20
1.9	-20.0		20
1.9	-18.0		20
1.9	-16.0	-93.56642351692385	20
1.9	-14.0		20
1.9	-12.0	-89.18863149557224	20
1.9	-10.0	-89.90510766325754	20
1.9	-8.0	-87.03930439344859	20
1.9	-6.0		20
1.9	-4.0	-83.60750175709751	20
1.9	-2.0	-82.88069553658949	20
1.9	0.0	-81.09462125879938	20
1.9	2.0	-80.71603315916899	20
1.9	4.0	-80.567117648939	20
1.9	6.0	-80.50971794334512	20
1.9	8.0	-79.8977091969297	20
1.9	10.0	-79.53241437440252	20
1.9	12.0	-79.19540455170873	20
1.9	14.0	-78.94970447549841	20
1.9	16.0	-78.90973597678885	20
1.9	18.0	-78.57290475998168	20
1.9	20.0	-78.2958159742604	20
1.9	22.0	-78.38997640753988	20
1.9	24.0	-78.57505582503919	20
1.9	26.0	-78.38425136575162	20
1.9	28.0	-78.66519641230637	20
1.9	30.0	-79.44831234250123	20
1.9	32.0	-80.48633770768159	20
1.9	34.0	-80.6302266809029	20
1.9	36.0		20
2.0	-50.0		20
2.0	-48.0		20
2.0	-46.0		20
2.0	-44.0		20
2.0	-42.0		20
2.0	-40.0		20
2.0	-38.0		20
2.0	-36.0		20
2.0	-34.0		20
2.0	-32.0		20
2.0	-30.0		20
2.0	-28.0		20
2.0	-26.0		20
2.0	-24.0		20
2.0	-22.0		20
2.0	-20.0		20
2.0	-18.0		20
2.0	-16.0		20
2.0	-14.0		20
2.0	-12.0		20
2.0	-10.0		20
2.0	-8.0	-91.29870780579115	20
2.0	-6.0		20
2.0	-4.0		20
2.0	-2.0	-86.35850657767703	20
2.0	0.0	-86.62791783038045	20
2.0	2.0	-84.77987125478674	20
2.0	4.0	-83.69867377144888	20
2.0	6.0	-83.7990716909833	20
2.0	8.0	-83.28526053088414	20
2.0	10.0	-83.02585635250352	20
2.0	12.0	-81.97214222965063	20
2.0	14.0	-81.63803814355643	20
2.0	16.0	-80.57868075652345	20
2.0	18.0	-80.51372290182036	20
2.0	20.0	-80.37240664342832	20
2.0	22.0	-80.1954966457426	20
2.0	24.0	-80.19185367330735	20
2.0	26.0	-80.26746464495396	20
2.0	28.0	-79.78146741761051	20
2.0	30.0	-80.33262253099302	20
2.0	32.0	-81.32676629072319	20
2.0	34.0	-81.02097096221024	20
2.0	36.0		20
2.1	-50.0		20
2.1	-48.0		20
2.1	-46.0		20
2.1	-44.0		20
2.1	-42.0		20
2.1	-40.0		20
2.1	-38.0		20
2.1	-36.0		20
2.1	-34.0		20
2.1	-32.0		20
2.1	-30.0		20
2.1	-28.0		20
2.1	-26.0		20
2.1	-24.0		20
2.1	-22.0		20
2.1	-20.0		20
2.1	-18.0		20
2.1	-16.0		20
2.1	-14.0		20
2.1	-12.0		20
2.1	-10.0		20
2.1	-8.0		20
2.1	-6.0		20
2.1	-4.0		20
2.1	-2.0		20
2.1	0.0		20
2.1	2.0	-88.55648282657455	20
2.1	4.0	-88.86984686544598	20
2.1	6.0		20
2.1	8.0		20
2.1	10.0	-86.04608058312455	20
2.1	12.0	-85.78033286736184	20
2.1	14.0	-85.5243688943178	20
2.1	16.0	-84.3498803353001	20
2.1	18.0	-83.83325123060294	20
2.1	20.0	-84.1516293595439	20
2.1	22.0	-83.2544372591084	20
2.1	24.0	-82.55486668977395	20
2.1	26.0	-82.4537502603509	20
2.1	28.0	-82.22563247036643	20
2.1	30.0	-82.29042330567759	20
2.1	32.0	-82.83050380300173	20
2.1	34.0	-82.34378518696288	20
2.1	36.0		20
2.2	-50.0		20
2.2	-48.0		20
2.2	-46.0		20
2.2	-44.0		20
2.2	-42.0		20
2.2	-40.0		20
2.2	-38.0		20
2.2	-36.0		20
2.2	-34.0		20
2.2	-32.0		20
2.2	-30.0		20
2.2	-28.0		20
2.2	-26.0		20
2.2	-24.0		20
2.2	-22.0		20
2.2	-20.0		20
2.2	-18.0		20
2.2	-16.0		20
2.2	-14.0		20
2.2	-12.0		20
2.2	-10.0		20
2.2	-8.0		20
2.2	-6.0		20
2.2	-4.0		20
2.2	-2.0		20
2.2	0.0		20
2.2	2.0		20
2.2	4.0		20
2.2	6.0		20
2.2	8.0		20
2.2	10.0		20
2.2	12.0		20
2.2	14.0	-91.08542406664215	20
2.2	16.0	-89.97334870649821	20
2.2	18.0	-89.62310153257158	20
2.2	20.0	-89.51242138012702	20
2.2	22.0	-88.2040281138499	20
2.2	24.0	-87.25410902273515	20
2.2	26.0	-86.58027768773766	20
2.2	28.0	-85.57264344743399	20
2.2	30.0	-85.73566483827526	20
2.2	32.0	-86.38147989224497	20
2.2	34.0	-85.02666351205741	20
2.2	36.0		20
2.3	-50.0		20
2.3	-48.0		20
2.3	-46.0		20
2.3	-44.0		20
2.3	-42.0		20
2.3	-40.0		20
2.3	-38.0		20
2.3	-36.0		20
2.3	-34.0		20
2.3	-32.0		20
2.3	-30.0		20
2.3	-28.0		20
2.3	-26.0		20
2.3	-24.0		20
2.3	-22.0		20
2.3	-20.0		20
2.3	-18.0		20
2.3	-16.0		20
2.3	-14.0		20
2.3	-12.0		20
2.3	-10.0		20
2.3	-8.0		20
2.3	-6.0		20
2.3	-4.0		20
2.3	-2.0		20
2.3	0.0		20
2.3	2.0		20
2.3	4.0		20
2.3	6.0		20
2.3	8.0		20
2.3	10.0		20
2.3	12.0		20
2.3	14.0		20
2.3	16.0		20
2.3	18.0		20
2.3	20.0		20
2.3	22.0		20
2.3	24.0		20
2.3	26.0	-95.72349069349345	20
2.3	28.0		20
2.3	30.0	-89.81507910035914	20
2.3	32.0		20
2.3	34.0	-89.72517515282101	20
2.3	36.0		20
2.4	-50.0		20
2.4	-48.0		20
2.4	-46.0		20
2.4	-44.0		20
2.4	-42.0		20
2.4	-40.0		20
2.4	-38.0		20
2.4	-36.0		20
2.4	-34.0		20
2.4	-32.0		20
2.4	-30.0		20
2.4	-28.0		20
2.4	-26.0		20
2.4	-24.0		20
2.4	-22.0		20
2.4	-20.0		20
2.4	-18.0		20
2.4	-16.0		20
2.4	-14.0		20
2.4	-12.0		20
2.4	-10.0		20
2.4	-8.0		20
2.4	-6.0		20
2.4	-4.0		20
2.4	-2.0		20
2.4	0.0		20
2.4	2.0		20
2.4	4.0		20
2.4	6.0		20
2.4	8.0		20
2.4	10.0		20
2.4	12.0		20
2.4	14.0		20
2.4	16.0		20
2.4	18.0		20
2.4	20.0		20
2.4	22.0		20
2.4	24.0		20
2.4	26.0		20
2.4	28.0		20
2.4	30.0		20
2.4	32.0		20
2.4	34.0		20
2.4	36.0		20
2.5	-50.0		20
2.5	-48.0		20
2.5	-46.0		20
2.5	-44.0		20
2.5	-42.0		20
2.5	-40.0		20
2.5	-38.0		20
2.5	-36.0		20
2.5	-34.0		20
2.5	-32.0		20
2.5	-30.0		20
2.5	-28.0		20
2.5	-26.0		20
2.5	-24.0		20
2.5	-22.0		20
2.5	-20.0		20
2.5	-18.0		20
2.5	-16.0		20
2.5	-14.0		20
2.5	-12.0		20
2.5	-10.0		20
2.5	-8.0		20
2.5	-6.0		20
2.5	-4.0		20
2.5	-2.0		20
2.5	0.0		20
2.5	2.0		20
2.5	4.0		20
2.5	6.0		20
2.5	8.0		20
2.5	10.0		20
2.5	12.0		20
2.5	14.0		20
2.5	16.0		20
2.5	18.0		20
2.5	20.0		20
2.5	22.0		20
2.5	24.0		20
2.5	26.0		20
2.5	28.0		20
2.5	30.0		20
2.5	32.0		20
2.5	34.0		20
2.5	36.0		20
