n_iter	R0	llh
0.0	1.0	-445.8245158188087
0.0	1.05	-264.7139404499265
0.0	1.1	-179.69188239440095
0.0	1.1500000000000001	-112.26216718359677
0.0	1.2000000000000002	-86.82744761449412
0.0	1.2500000000000002	-85.78116504198451
0.0	1.3000000000000003	-81.95174792534914
0.0	1.3500000000000003	-78.96833303054004
0.0	1.4000000000000004	-79.34495609885857
0.0	1.4500000000000004	-77.62656754479521
0.0	1.5000000000000004	-78.43617952505073
0.0	1.5500000000000005	-77.57256332110943
0.0	1.6000000000000005	-78.54592611984651
0.0	1.6500000000000006	-77.65817249566477
0.0	1.7000000000000006	-77.64357340792445
0.0	1.7500000000000007	-78.85027954351047
0.0	1.8000000000000007	-79.03791640830016
0.0	1.8500000000000008	-81.74742904946646
0.0	1.9000000000000008	-80.00222724368885
0.0	1.9500000000000008	-80.693777340726
0.0	2.000000000000001	-94.3976164255205
0.0	2.0500000000000007	-90.59010136970129
0.0	2.100000000000001	-84.53198106690151
0.0	2.1500000000000012	-88.39545638711034
0.0	2.200000000000001	-101.59856232043141
0.0	2.250000000000001	-inf
0.0	2.300000000000001	-inf
0.0	2.3500000000000014	-95.3189379790978
0.0	2.4000000000000012	-inf
0.0	2.450000000000001	-inf
0.0	2.5000000000000013	-inf
