n_iter	R0	llh
0.0	1.0	-246.35829934725314
0.0	1.05	-225.8979278530565
0.0	1.1	-195.63077920453537
0.0	1.1500000000000001	-151.42686120254257
0.0	1.2000000000000002	-94.74403440788933
0.0	1.2500000000000002	-87.7427241975532
0.0	1.3000000000000003	-84.07405492106865
0.0	1.3500000000000003	-81.2102183340426
0.0	1.4000000000000004	-79.3104359085753
0.0	1.4500000000000004	-77.90479181749089
0.0	1.5000000000000004	-77.27078995376789
0.0	1.5500000000000005	-78.02346843682179
0.0	1.6000000000000005	-77.33133720252239
0.0	1.6500000000000006	-77.05738141623951
0.0	1.7000000000000006	-78.26827696739436
0.0	1.7500000000000007	-77.57457790785779
0.0	1.8000000000000007	-78.2174097522202
0.0	1.8500000000000008	-79.43143740024614
0.0	1.9000000000000008	-82.27030116136989
0.0	1.9500000000000008	-82.1090678496665
0.0	2.000000000000001	-81.88415377782835
0.0	2.0500000000000007	-85.57088063494061
0.0	2.100000000000001	-86.41729882850906
0.0	2.1500000000000012	-93.60714140396674
0.0	2.200000000000001	-113.47234513134595
0.0	2.250000000000001	-99.81567919012771
0.0	2.300000000000001	-92.40425735588005
0.0	2.3500000000000014	-inf
0.0	2.4000000000000012	-inf
0.0	2.450000000000001	-inf
0.0	2.5000000000000013	-inf
