n_iter	timestart	R0	llh
0.0	737838.0	4.0	-32.531255558409455
0.0	737838.0	4.1	-33.28859794988098
0.0	737838.0	4.199999999999999	-31.97346448923453
0.0	737838.0	4.299999999999999	-32.354476120461285
0.0	737838.0	4.399999999999999	-31.95854671570411
0.0	737838.0	4.499999999999998	-32.18113927748854
0.0	737835.0	4.0	-30.923762553406675
0.0	737835.0	4.1	-30.0741001519928
0.0	737835.0	4.199999999999999	-31.025030186666733
0.0	737835.0	4.299999999999999	-32.11136344931204
0.0	737835.0	4.399999999999999	-34.428511692950764
0.0	737835.0	4.499999999999998	-33.600400850405784
0.0	737832.0	4.0	-29.026684013030568
0.0	737832.0	4.1	-30.88994987533083
0.0	737832.0	4.199999999999999	-30.868928023171584
0.0	737832.0	4.299999999999999	-31.866040276483936
0.0	737832.0	4.399999999999999	-38.19070997359084
0.0	737832.0	4.499999999999998	-32.51138387775238
0.0	737829.0	4.0	-31.481880027293215
0.0	737829.0	4.1	-33.743316041522675
0.0	737829.0	4.199999999999999	-36.212686966718216
0.0	737829.0	4.299999999999999	-33.59222082341747
0.0	737829.0	4.399999999999999	-36.78202324768969
0.0	737829.0	4.499999999999998	-38.17549578398616
0.0	737826.0	4.0	-32.16615768184412
0.0	737826.0	4.1	-34.02741810504829
0.0	737826.0	4.199999999999999	-37.718087212518704
0.0	737826.0	4.299999999999999	-30.189440575270368
0.0	737826.0	4.399999999999999	-42.92658198229849
0.0	737826.0	4.499999999999998	-40.5198489138587
0.0	737823.0	4.0	-31.44249250913876
0.0	737823.0	4.1	-33.43937063982215
0.0	737823.0	4.199999999999999	-44.72680818847561
0.0	737823.0	4.299999999999999	-37.299906379774
0.0	737823.0	4.399999999999999	-39.65816728910687
0.0	737823.0	4.499999999999998	-39.98849519143073
0.0	737820.0	4.0	-49.731112146236185
0.0	737820.0	4.1	-39.24253913594923
0.0	737820.0	4.199999999999999	-30.809645924839938
0.0	737820.0	4.299999999999999	-65.34978219807638
0.0	737820.0	4.399999999999999	-52.12814341778254
0.0	737820.0	4.499999999999998	-36.08045638189721
0.0	737817.0	4.0	-37.43536908610527
0.0	737817.0	4.1	-43.55242497016319
0.0	737817.0	4.199999999999999	-41.10335553583207
0.0	737817.0	4.299999999999999	-61.691087379945216
0.0	737817.0	4.399999999999999	-31.876126013421292
0.0	737817.0	4.499999999999998	-65.68640218832736
0.0	737814.0	4.0	-32.06497165120791
0.0	737814.0	4.1	-41.92146025412585
0.0	737814.0	4.199999999999999	-37.86444596391877
0.0	737814.0	4.299999999999999	-32.54219542093791
0.0	737814.0	4.399999999999999	-38.879646771747964
0.0	737814.0	4.499999999999998	-42.65349368603199
0.0	737811.0	4.0	-32.23285054102302
0.0	737811.0	4.1	-30.982410886039887
0.0	737811.0	4.199999999999999	-31.61117961637361
0.0	737811.0	4.299999999999999	-30.10874230234704
0.0	737811.0	4.399999999999999	-51.66315804718703
0.0	737811.0	4.499999999999998	-49.516276384337274
0.0	737808.0	4.0	-41.03095740573818
0.0	737808.0	4.1	-205.56847137052014
0.0	737808.0	4.199999999999999	-42.341515107171304
0.0	737808.0	4.299999999999999	-36.063132254949636
0.0	737808.0	4.399999999999999	-34.42986498442369
0.0	737808.0	4.499999999999998	-83.85607772074786
0.0	737805.0	4.0	-39.9823251836519
0.0	737805.0	4.1	-41.158259361621646
0.0	737805.0	4.199999999999999	-38.46834334402944
0.0	737805.0	4.299999999999999	-82.62318117971333
0.0	737805.0	4.399999999999999	-91.30424086729445
0.0	737805.0	4.499999999999998	-68.86235112172666
0.0	737802.0	4.0	-33.70860378767241
0.0	737802.0	4.1	-213.2113932471836
0.0	737802.0	4.199999999999999	-36.31427156226083
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
