n_iter	timestart	R0	llh
0.0	737838.0	4.0	-31.404510874175863
0.0	737838.0	4.1	-34.24208365036787
0.0	737838.0	4.199999999999999	-32.35750370785987
0.0	737838.0	4.299999999999999	-32.70179834326608
0.0	737838.0	4.399999999999999	-31.301807588004515
0.0	737838.0	4.499999999999998	-32.29181791352063
0.0	737835.0	4.0	-30.665765959300156
0.0	737835.0	4.1	-31.374320200754468
0.0	737835.0	4.199999999999999	-32.176072882613845
0.0	737835.0	4.299999999999999	-34.72483915069714
0.0	737835.0	4.399999999999999	-33.07068069562742
0.0	737835.0	4.499999999999998	-31.13807353232632
0.0	737832.0	4.0	-31.78970255869136
0.0	737832.0	4.1	-29.796158967728143
0.0	737832.0	4.199999999999999	-32.15881557647606
0.0	737832.0	4.299999999999999	-34.23485563439159
0.0	737832.0	4.399999999999999	-32.813239227395904
0.0	737832.0	4.499999999999998	-35.22302797705579
0.0	737829.0	4.0	-33.655881171427644
0.0	737829.0	4.1	-31.72925116201361
0.0	737829.0	4.199999999999999	-33.723597303156154
0.0	737829.0	4.299999999999999	-41.14119653231254
0.0	737829.0	4.399999999999999	-40.26454125953787
0.0	737829.0	4.499999999999998	-34.85411396846977
0.0	737826.0	4.0	-30.242271216518862
0.0	737826.0	4.1	-36.651343464013735
0.0	737826.0	4.199999999999999	-31.440953644827836
0.0	737826.0	4.299999999999999	-45.96926762035868
0.0	737826.0	4.399999999999999	-42.02228252451245
0.0	737826.0	4.499999999999998	-35.48027789703243
0.0	737823.0	4.0	-34.76064883358433
0.0	737823.0	4.1	-47.402922328301756
0.0	737823.0	4.199999999999999	-42.22998952922292
0.0	737823.0	4.299999999999999	-36.84442060059241
0.0	737823.0	4.399999999999999	-31.988537899984326
0.0	737823.0	4.499999999999998	-35.29309537102932
0.0	737820.0	4.0	-29.62125391526019
0.0	737820.0	4.1	-37.18736062794541
0.0	737820.0	4.199999999999999	-30.6426922359733
0.0	737820.0	4.299999999999999	-29.981939797238947
0.0	737820.0	4.399999999999999	-48.65277336403632
0.0	737820.0	4.499999999999998	-43.82425953083004
0.0	737817.0	4.0	-34.05486450763485
0.0	737817.0	4.1	-30.788455708109893
0.0	737817.0	4.199999999999999	-50.393732470353584
0.0	737817.0	4.299999999999999	-84.82691987161438
0.0	737817.0	4.399999999999999	-37.61459714621742
0.0	737817.0	4.499999999999998	-38.458429679581045
0.0	737814.0	4.0	-34.70375658999476
0.0	737814.0	4.1	-30.524628670720023
0.0	737814.0	4.199999999999999	-43.34365025874318
0.0	737814.0	4.299999999999999	-40.283263950001306
0.0	737814.0	4.399999999999999	-96.50199283991665
0.0	737814.0	4.499999999999998	-70.26437828900184
0.0	737811.0	4.0	-36.73956268127754
0.0	737811.0	4.1	-34.88816750584092
0.0	737811.0	4.199999999999999	-38.89272852542301
0.0	737811.0	4.299999999999999	-73.34044241403387
0.0	737811.0	4.399999999999999	-45.60101250450947
0.0	737811.0	4.499999999999998	-86.61781386354
0.0	737808.0	4.0	-30.463871972609827
0.0	737808.0	4.1	-31.94565514203571
0.0	737808.0	4.199999999999999	-87.88638156358786
0.0	737808.0	4.299999999999999	-78.37580020792862
0.0	737808.0	4.399999999999999	-202.08812715828566
0.0	737808.0	4.499999999999998	-131.03485423522363
0.0	737805.0	4.0	-40.25782580131043
0.0	737805.0	4.1	-139.65446690882095
0.0	737805.0	4.199999999999999	-36.24205119730029
0.0	737805.0	4.299999999999999	-84.56386470501245
0.0	737805.0	4.399999999999999	-30.341016390330083
0.0	737805.0	4.499999999999998	-31.361896817889452
0.0	737802.0	4.0	-32.288381641349396
0.0	737802.0	4.1	-46.05987120795467
0.0	737802.0	4.199999999999999	-81.09693351191176
0.0	737802.0	4.299999999999999	-65.50874205328725
0.0	737802.0	4.399999999999999	-48.48594383596862
0.0	737802.0	4.499999999999998	-41.09701546578723
0.0	737799.0	4.0	-42.00332552154089
0.0	737799.0	4.1	-146.760228105358
0.0	737799.0	4.199999999999999	-36.39113234153042
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
