log10eta	R0	mean_logL	sim_no
-5.799999999999998	2.6	-32.06042183010059	10
-5.799999999999998	2.7	-31.56622988556949	10
-5.799999999999998	2.8	-33.41742954608396	10
-5.799999999999998	2.9	-30.99894228811459	10
-5.799999999999998	3.0	-30.993645186507063	10
-5.799999999999998	3.1	-31.625343322054295	10
-5.799999999999998	3.2	-31.941718820219354	10
-5.799999999999998	3.3	-30.984253820037544	10
-5.799999999999998	3.4	-31.032752209608	10
-5.799999999999998	3.5	-30.43515429399673	10
-5.799999999999998	3.6	-30.9081472301193	10
-5.799999999999998	3.7	-30.906667429567733	10
-5.799999999999998	3.8	-30.654141305076145	10
-5.799999999999998	3.9	-31.28134986329122	10
-5.799999999999998	4.0	-31.81453212727511	10
-5.599999999999998	1.0		10
-5.599999999999998	1.1		10
-5.599999999999998	1.2		10
-5.599999999999998	1.3		10
-5.599999999999998	1.4		10
-5.599999999999998	1.5		10
-5.599999999999998	1.6	-54.96613593352625	10
-5.599999999999998	1.7	-46.496393318824694	10
-5.599999999999998	1.8	-42.20770105403872	10
-5.599999999999998	1.9		10
-5.599999999999998	2.0	-34.47219305170987	10
-5.599999999999998	2.1	-37.617703693928874	10
-5.599999999999998	2.2	-36.50022397047564	10
-5.599999999999998	2.3	-33.2521637184144	10
-5.599999999999998	2.4	-33.21469731656691	10
-5.599999999999998	2.5	-32.44792302158254	10
-5.599999999999998	2.6	-31.54011469402844	10
-5.599999999999998	2.7	-30.325095717759666	10
-5.599999999999998	2.8	-30.814369922381644	10
-5.599999999999998	2.9	-30.7291433627306	10
-5.599999999999998	3.0	-30.61722810448426	10
-5.599999999999998	3.1	-30.075887141303667	10
-5.599999999999998	3.2	-30.484399331916258	10
-5.599999999999998	3.3	-30.31283955830538	10
-5.599999999999998	3.4	-30.69706876268457	10
-5.599999999999998	3.5	-30.699530375112925	10
-5.599999999999998	3.6	-29.94048767022727	10
-5.599999999999998	3.7	-30.094684800331663	10
-5.599999999999998	3.8	-30.599126682201888	10
-5.599999999999998	3.9	-31.299540873243966	10
-5.599999999999998	4.0	-31.500620038415917	10
-5.399999999999998	1.0		10
-5.399999999999998	1.1		10
-5.399999999999998	1.2		10
-5.399999999999998	1.3		10
-5.399999999999998	1.4		10
-5.399999999999998	1.5		10
-5.399999999999998	1.6	-64.25844968811916	10
-5.399999999999998	1.7		10
-5.399999999999998	1.8	-46.18090202307047	10
-5.399999999999998	1.9	-40.734333641162195	10
-5.399999999999998	2.0	-37.799673735736036	10
-5.399999999999998	2.1	-33.23698482680749	10
-5.399999999999998	2.2	-32.979390322869676	10
-5.399999999999998	2.3	-31.495293219156103	10
-5.399999999999998	2.4	-32.12076340423085	10
-5.399999999999998	2.5	-33.15866422502616	10
-5.399999999999998	2.6	-30.50043328095535	10
-5.399999999999998	2.7	-31.675472553520173	10
-5.399999999999998	2.8	-30.64568208608274	10
-5.399999999999998	2.9	-30.102237588078616	10
-5.399999999999998	3.0	-30.260934489386507	10
-5.399999999999998	3.1	-30.65567477912225	10
-5.399999999999998	3.2	-30.38580967111178	10
-5.399999999999998	3.3	-29.999596556567695	10
-5.399999999999998	3.4	-30.305990100128305	10
-5.399999999999998	3.5	-30.328570654034515	10
-5.399999999999998	3.6	-30.199554982680223	10
-5.399999999999998	3.7	-30.367785808124324	10
-5.399999999999998	3.8	-30.433156784745847	10
-5.399999999999998	3.9	-29.654525739991083	10
-5.399999999999998	4.0	-31.477844822236886	10
-5.1999999999999975	1.0		10
-5.1999999999999975	1.1		10
-5.1999999999999975	1.2		10
-5.1999999999999975	1.3		10
-5.1999999999999975	1.4	-60.966749438727426	10
-5.1999999999999975	1.5	-52.01253875444561	10
-5.1999999999999975	1.6	-48.18825657120365	10
-5.1999999999999975	1.7	-42.79667368775821	10
-5.1999999999999975	1.8	-40.412137239370836	10
-5.1999999999999975	1.9	-41.45153847405558	10
-5.1999999999999975	2.0	-34.888424014412024	10
-5.1999999999999975	2.1	-33.26698555505775	10
-5.1999999999999975	2.2	-32.284394923357716	10
-5.1999999999999975	2.3	-32.56240423477812	10
-5.1999999999999975	2.4	-30.731179719413312	10
-5.1999999999999975	2.5	-31.227907641735975	10
-5.1999999999999975	2.6	-30.14882291030376	10
-5.1999999999999975	2.7	-30.29519997157478	10
-5.1999999999999975	2.8	-30.772932193474304	10
-5.1999999999999975	2.9	-30.13215845172848	10
-5.1999999999999975	3.0	-30.180301457651247	10
-5.1999999999999975	3.1	-29.955025077998084	10
-5.1999999999999975	3.2	-30.44318921489875	10
-5.1999999999999975	3.3	-30.29100733030997	10
-5.1999999999999975	3.4	-30.34105888870146	10
-5.1999999999999975	3.5	-30.573508129433883	10
-5.1999999999999975	3.6	-30.42559993998533	10
-5.1999999999999975	3.7	-30.296678157978857	10
-5.1999999999999975	3.8	-30.608532434984717	10
-5.1999999999999975	3.9	-30.78847491257496	10
-5.1999999999999975	4.0	-30.332418057918538	10
-4.999999999999997	1.0		10
-4.999999999999997	1.1		10
-4.999999999999997	1.2		10
-4.999999999999997	1.3		10
-4.999999999999997	1.4	-66.55398525802141	10
-4.999999999999997	1.5	-57.10325393962704	10
-4.999999999999997	1.6	-51.55489731300257	10
-4.999999999999997	1.7	-41.27396945133628	10
-4.999999999999997	1.8	-37.806488472040584	10
-4.999999999999997	1.9	-39.71947408032137	10
-4.999999999999997	2.0	-33.92188536427436	10
-4.999999999999997	2.1	-34.42612994837082	10
-4.999999999999997	2.2	-33.186159585626385	10
-4.999999999999997	2.3	-30.766661058196593	10
-4.999999999999997	2.4	-30.249917469563833	10
-4.999999999999997	2.5	-30.514778127977547	10
-4.999999999999997	2.6	-30.037610086585516	10
-4.999999999999997	2.7	-30.398559163511386	10
-4.999999999999997	2.8	-30.103594131718985	10
-4.999999999999997	2.9	-29.77782114327885	10
-4.999999999999997	3.0	-30.708122518726032	10
-4.999999999999997	3.1	-29.80299818187255	10
-4.999999999999997	3.2	-29.966106678992766	10
-4.999999999999997	3.3	-30.34278240220825	10
-4.999999999999997	3.4	-29.82636671444073	10
-4.999999999999997	3.5	-30.253016631471002	10
-4.999999999999997	3.6	-30.449177037731584	10
-4.999999999999997	3.7	-29.93118507073583	10
-4.999999999999997	3.8	-29.96031615229638	10
-4.999999999999997	3.9	-30.07502728166122	10
-4.999999999999997	4.0	-30.162737069211527	10
-4.799999999999997	1.0		10
-4.799999999999997	1.1		10
-4.799999999999997	1.2	-68.84091861490433	10
-4.799999999999997	1.3	-67.35198787176242	10
-4.799999999999997	1.4	-48.95349507599817	10
-4.799999999999997	1.5	-43.40297300516784	10
-4.799999999999997	1.6	-42.722549124011515	10
-4.799999999999997	1.7	-40.188489480483874	10
-4.799999999999997	1.8	-34.14933419784366	10
-4.799999999999997	1.9	-32.97154197997625	10
-4.799999999999997	2.0	-31.720555529668083	10
-4.799999999999997	2.1	-31.671875309801436	10
-4.799999999999997	2.2	-32.00570004996975	10
-4.799999999999997	2.3	-30.79388274034658	10
-4.799999999999997	2.4	-31.794587013381875	10
-4.799999999999997	2.5	-30.353115041676677	10
-4.799999999999997	2.6	-30.267651114321335	10
-4.799999999999997	2.7	-30.1987864914106	10
-4.799999999999997	2.8	-29.99103297546612	10
-4.799999999999997	2.9	-29.780868910073753	10
-4.799999999999997	3.0	-30.034945997012635	10
-4.799999999999997	3.1	-29.89533250220951	10
-4.799999999999997	3.2	-30.46755761574891	10
-4.799999999999997	3.3	-30.286750424884396	10
-4.799999999999997	3.4	-30.203600146400674	10
-4.799999999999997	3.5	-30.0936816567882	10
-4.799999999999997	3.6	-29.93659710690189	10
-4.799999999999997	3.7	-30.129944729810525	10
-4.799999999999997	3.8	-30.367954876127293	10
-4.799999999999997	3.9	-29.97125537480821	10
-4.799999999999997	4.0	-31.53258871523361	10
-4.599999999999997	1.0		10
-4.599999999999997	1.1		10
-4.599999999999997	1.2		10
-4.599999999999997	1.3	-65.17137269084573	10
-4.599999999999997	1.4	-53.56276271630436	10
-4.599999999999997	1.5	-42.72782696213535	10
-4.599999999999997	1.6	-42.61111765661174	10
-4.599999999999997	1.7	-35.84798888556638	10
-4.599999999999997	1.8	-34.571035157911986	10
-4.599999999999997	1.9	-33.64442277706685	10
-4.599999999999997	2.0	-31.96997761395558	10
-4.599999999999997	2.1	-32.29796970375695	10
-4.599999999999997	2.2	-31.293732986187432	10
-4.599999999999997	2.3	-31.295123816499522	10
-4.599999999999997	2.4	-30.632847489451525	10
-4.599999999999997	2.5	-30.02852654745477	10
-4.599999999999997	2.6	-29.579312963062556	10
-4.599999999999997	2.7	-29.7517932203041	10
-4.599999999999997	2.8	-29.69612224489302	10
-4.599999999999997	2.9	-29.618799601345266	10
-4.599999999999997	3.0	-29.59088623263986	10
-4.599999999999997	3.1	-30.060253392636827	10
-4.599999999999997	3.2	-30.08152761408571	10
-4.599999999999997	3.3	-29.77606587381111	10
-4.599999999999997	3.4	-30.176539597773946	10
-4.599999999999997	3.5	-29.90831720294249	10
-4.599999999999997	3.6	-30.406636672209068	10
-4.599999999999997	3.7	-29.676179818993084	10
-4.599999999999997	3.8	-29.759338206394762	10
-4.599999999999997	3.9	-30.61394183052808	10
-4.599999999999997	4.0	-30.310590719899142	10
-4.399999999999997	1.0	-inf	10
-4.399999999999997	1.1	-68.67905356147214	10
-4.399999999999997	1.2	-64.35921922683967	10
-4.399999999999997	1.3	-52.58885655579496	10
-4.399999999999997	1.4	-53.99624164455704	10
-4.399999999999997	1.5	-47.53821850667511	10
-4.399999999999997	1.6	-37.41299812568965	10
-4.399999999999997	1.7	-34.55798626350749	10
-4.399999999999997	1.8	-35.678154587655065	10
-4.399999999999997	1.9	-33.32375680829976	10
-4.399999999999997	2.0	-32.21777979098257	10
-4.399999999999997	2.1	-31.457890820169773	10
-4.399999999999997	2.2	-30.68155474033574	10
-4.399999999999997	2.3	-30.82757003761814	10
-4.399999999999997	2.4	-30.02916881855554	10
-4.399999999999997	2.5	-30.290816303161336	10
-4.399999999999997	2.6	-30.057157301851902	10
-4.399999999999997	2.7	-29.605487996669712	10
-4.399999999999997	2.8	-29.759068025701502	10
-4.399999999999997	2.9	-29.41759472556575	10
-4.399999999999997	3.0	-29.683011801821273	10
-4.399999999999997	3.1	-29.869582563228942	10
-4.399999999999997	3.2	-29.516710121406618	10
-4.399999999999997	3.3	-29.930211074663184	10
-4.399999999999997	3.4	-29.89693298183679	10
-4.399999999999997	3.5	-30.21864037593196	10
-4.399999999999997	3.6	-30.365951092128444	10
-4.399999999999997	3.7	-30.32289587805274	10
-4.399999999999997	3.8	-29.511860282503072	10
-4.399999999999997	3.9	-29.947034232772296	10
-4.399999999999997	4.0	-30.113509278326973	10
-4.199999999999997	1.0		10
-4.199999999999997	1.1	-inf	10
-4.199999999999997	1.2	-62.82819936120111	10
-4.199999999999997	1.3	-59.490954869520316	10
-4.199999999999997	1.4	-57.55987051930988	10
-4.199999999999997	1.5	-43.6416969373689	10
-4.199999999999997	1.6	-39.60414400642971	10
-4.199999999999997	1.7	-37.82290905115199	10
-4.199999999999997	1.8	-34.322803003564275	10
-4.199999999999997	1.9	-32.56386187577065	10
-4.199999999999997	2.0	-31.268347300739048	10
-4.199999999999997	2.1	-31.22407184248874	10
-4.199999999999997	2.2	-30.70009850076793	10
-4.199999999999997	2.3	-30.937102693329784	10
-4.199999999999997	2.4	-30.428923431873194	10
-4.199999999999997	2.5	-30.00388582779429	10
-4.199999999999997	2.6	-29.872924867179023	10
-4.199999999999997	2.7	-29.698934490827828	10
-4.199999999999997	2.8	-29.976342953544368	10
-4.199999999999997	2.9	-29.578553312951442	10
-4.199999999999997	3.0	-29.91197996802819	10
-4.199999999999997	3.1	-29.59210688764415	10
-4.199999999999997	3.2	-29.70047240986484	10
-4.199999999999997	3.3	-29.518622270566816	10
-4.199999999999997	3.4	-29.15785959280521	10
-4.199999999999997	3.5	-29.90315530473448	10
-4.199999999999997	3.6	-29.606570104605954	10
-4.199999999999997	3.7	-29.40785321229661	10
-4.199999999999997	3.8	-29.870758720729647	10
-4.199999999999997	3.9	-30.021340997254264	10
-4.199999999999997	4.0	-29.95765535296926	10
-3.9999999999999964	1.0	-79.95512022733344	10
-3.9999999999999964	1.1	-68.89519083348625	10
-3.9999999999999964	1.2	-67.43549226155217	10
-3.9999999999999964	1.3	-55.75678411228559	10
-3.9999999999999964	1.4	-45.701330794853405	10
-3.9999999999999964	1.5	-42.37701484859415	10
-3.9999999999999964	1.6	-38.26099393177669	10
-3.9999999999999964	1.7	-36.15956517012558	10
-3.9999999999999964	1.8	-33.14999622284755	10
-3.9999999999999964	1.9	-32.298436757079585	10
-3.9999999999999964	2.0	-31.36862384470021	10
-3.9999999999999964	2.1	-31.90056005361503	10
-3.9999999999999964	2.2	-30.811326830655798	10
-3.9999999999999964	2.3	-30.480531470733734	10
-3.9999999999999964	2.4	-29.857332724269874	10
-3.9999999999999964	2.5	-29.97738677686823	10
-3.9999999999999964	2.6	-29.74989814565912	10
-3.9999999999999964	2.7	-29.82060970916508	10
-3.9999999999999964	2.8	-29.521974996607838	10
-3.9999999999999964	2.9	-29.43290068520681	10
-3.9999999999999964	3.0	-29.69009401686045	10
-3.9999999999999964	3.1	-29.481384232321727	10
-3.9999999999999964	3.2	-29.4450907939363	10
-3.9999999999999964	3.3	-29.610524511938785	10
-3.9999999999999964	3.4	-29.61578073655169	10
-3.9999999999999964	3.5	-29.71854463140383	10
-3.9999999999999964	3.6	-29.46520913955706	10
-3.9999999999999964	3.7	-29.65090151700061	10
-3.9999999999999964	3.8	-30.39391101180986	10
-3.9999999999999964	3.9	-30.707863026799526	10
-3.9999999999999964	4.0	-30.307492101444655	10
-3.7999999999999963	1.0	-75.00685577148047	10
-3.7999999999999963	1.1	-72.36336398243246	10
-3.7999999999999963	1.2	-60.70063356927868	10
-3.7999999999999963	1.3	-54.947989056002214	10
-3.7999999999999963	1.4	-48.757617173052594	10
-3.7999999999999963	1.5	-45.3184681025006	10
-3.7999999999999963	1.6	-38.98571070048259	10
-3.7999999999999963	1.7	-35.28984890714527	10
-3.7999999999999963	1.8	-33.71651213110961	10
-3.7999999999999963	1.9	-33.37325342955269	10
-3.7999999999999963	2.0	-32.15950493485185	10
-3.7999999999999963	2.1	-31.522487761820013	10
-3.7999999999999963	2.2	-31.070101817526194	10
-3.7999999999999963	2.3	-30.741710053589237	10
-3.7999999999999963	2.4	-29.787908779070648	10
-3.7999999999999963	2.5	-29.878533558133647	10
-3.7999999999999963	2.6	-29.48592524364661	10
-3.7999999999999963	2.7	-29.506747595724015	10
-3.7999999999999963	2.8	-29.269780508302382	10
-3.7999999999999963	2.9	-29.433360763463575	10
-3.7999999999999963	3.0	-29.01629101868744	10
-3.7999999999999963	3.1	-28.92464556737944	10
-3.7999999999999963	3.2	-29.5098480951389	10
-3.7999999999999963	3.3	-29.599356688860745	10
-3.7999999999999963	3.4	-29.307480569067415	10
-3.7999999999999963	3.5	-29.55076112661728	10
-3.7999999999999963	3.6	-29.395091937046214	10
-3.7999999999999963	3.7	-29.82613497072586	10
-3.7999999999999963	3.8	-30.086881559265578	10
-3.7999999999999963	3.9	-30.822399397672456	10
-3.7999999999999963	4.0	-31.56444287751422	10
-3.599999999999996	1.0	-74.60289122965905	10
-3.599999999999996	1.1	-73.00406827550344	10
-3.599999999999996	1.2	-67.10878873494842	10
-3.599999999999996	1.3	-62.97378105541263	10
-3.599999999999996	1.4	-51.783229808814255	10
-3.599999999999996	1.5	-45.85202759415525	10
-3.599999999999996	1.6	-40.12801146928126	10
-3.599999999999996	1.7	-36.994493184784126	10
-3.599999999999996	1.8	-34.468987602744754	10
-3.599999999999996	1.9	-32.2567345507534	10
-3.599999999999996	2.0	-32.572271922581635	10
-3.599999999999996	2.1	-31.402468249731783	10
-3.599999999999996	2.2	-30.796764014839844	10
-3.599999999999996	2.3	-30.57141799918574	10
-3.599999999999996	2.4	-30.141086817549034	10
-3.599999999999996	2.5	-29.541698852406068	10
-3.599999999999996	2.6	-29.828463952377074	10
-3.599999999999996	2.7	-29.62363273183045	10
-3.599999999999996	2.8	-29.180290344890228	10
-3.599999999999996	2.9	-28.925292570760842	10
-3.599999999999996	3.0	-29.344407984117094	10
-3.599999999999996	3.1	-29.08861734093249	10
-3.599999999999996	3.2	-29.46742030401748	10
