n_iter	log10eta	R0	llh
4.0	-1.8	1.0	-98.85700313796829
5.0	-1.8	1.0	-99.91402150007083
6.0	-1.8	1.0	-99.04620963085299
7.0	-1.8	1.0	-99.75117546564188
8.0	-1.8	1.0	-99.95735716529086
9.0	-1.8	1.0	-99.98388929024662
4.0	-1.6	1.0	-100.84402625135988
5.0	-1.6	1.0	-101.67751657979979
6.0	-1.6	1.0	-101.15807012293597
7.0	-1.6	1.0	-101.63206099184262
8.0	-1.6	1.0	-100.83769238336586
9.0	-1.6	1.0	-99.8837973853411
4.0	-1.4000000000000001	1.0	-102.51942604978933
5.0	-1.4000000000000001	1.0	-102.1913551623945
6.0	-1.4000000000000001	1.0	-102.42993869986833
7.0	-1.4000000000000001	1.0	-100.9762144462302
8.0	-1.4000000000000001	1.0	-101.94247918311218
9.0	-1.4000000000000001	1.0	-101.3262293961287
4.0	-1.2000000000000002	1.0	-100.50353516420701
5.0	-1.2000000000000002	1.0	-102.91392091450442
6.0	-1.2000000000000002	1.0	-101.57688185324193
7.0	-1.2000000000000002	1.0	-102.51956768793627
8.0	-1.2000000000000002	1.0	-102.45384851810579
9.0	-1.2000000000000002	1.0	-102.94934256733035
4.0	-1.0000000000000002	1.0	-103.3180606714057
5.0	-1.0000000000000002	1.0	-102.76324186150609
6.0	-1.0000000000000002	1.0	-103.08827366511326
7.0	-1.0000000000000002	1.0	-102.0237927324113
8.0	-1.0000000000000002	1.0	-102.16190041447967
9.0	-1.0000000000000002	1.0	-103.1132982726698
