n_iter	log10eta	R0	llh
0.0	-1.8	2.4	-28.993261557522423
0.0	-1.6	2.4	-29.224109424805906
0.0	-1.4000000000000001	2.4	-29.670932360131257
0.0	-1.2000000000000002	2.4	-28.685495920615587
0.0	-1.0000000000000002	2.4	-29.516715211470114
1.0	-1.8	2.4	-28.587147446902513
1.0	-1.6	2.4	-28.671211870678697
1.0	-1.4000000000000001	2.4	-28.609211831979618
1.0	-1.2000000000000002	2.4	-28.778902203382312
1.0	-1.0000000000000002	2.4	-29.334449766969175
2.0	-1.8	2.4	-28.600887972149604
2.0	-1.6	2.4	-28.381674343764306
2.0	-1.4000000000000001	2.4	-28.847574681454887
2.0	-1.2000000000000002	2.4	-28.71110828810072
2.0	-1.0000000000000002	2.4	-29.135932394250553
3.0	-1.8	2.4	-28.55533366232955
3.0	-1.6	2.4	-28.671986765132647
3.0	-1.4000000000000001	2.4	-28.966486729268997
3.0	-1.2000000000000002	2.4	-29.018200651581008
3.0	-1.0000000000000002	2.4	-29.070610519636702
