n_iter	log10eta	R0	llh
4.0	-1.8	2.0	-31.84253635198313
5.0	-1.8	2.0	-32.7447565748884
6.0	-1.8	2.0	-32.99633800431335
7.0	-1.8	2.0	-33.36838349936252
8.0	-1.8	2.0	-32.356385964402236
9.0	-1.8	2.0	-32.512640050582235
4.0	-1.6	2.0	-32.38278528120074
5.0	-1.6	2.0	-32.700702219869754
6.0	-1.6	2.0	-32.446922275135684
7.0	-1.6	2.0	-32.9028627351614
8.0	-1.6	2.0	-32.13174334750188
9.0	-1.6	2.0	-33.50479496664235
4.0	-1.4000000000000001	2.0	-32.406813082027526
5.0	-1.4000000000000001	2.0	-32.595693111692434
6.0	-1.4000000000000001	2.0	-32.53399565507321
7.0	-1.4000000000000001	2.0	-32.00691794283384
8.0	-1.4000000000000001	2.0	-32.521720747405034
9.0	-1.4000000000000001	2.0	-32.35239791497204
4.0	-1.2000000000000002	2.0	-32.184506537179246
5.0	-1.2000000000000002	2.0	-32.42816800288992
6.0	-1.2000000000000002	2.0	-32.81416128003149
7.0	-1.2000000000000002	2.0	-32.99842577634542
8.0	-1.2000000000000002	2.0	-32.68504849708898
9.0	-1.2000000000000002	2.0	-32.82179160318999
4.0	-1.0000000000000002	2.0	-32.02665865950127
5.0	-1.0000000000000002	2.0	-32.79666842252003
6.0	-1.0000000000000002	2.0	-32.51861494870207
7.0	-1.0000000000000002	2.0	-32.71079106423626
8.0	-1.0000000000000002	2.0	-32.82806691798011
9.0	-1.0000000000000002	2.0	-32.67831714318971
