log10eta	R0	mean_logL	sim_no
-5.599999999999998	2.6	-34.22391814651926	10
-5.599999999999998	2.7	-36.56995524844421	10
-5.599999999999998	2.8	-34.193811478614805	10
-5.599999999999998	2.9	-35.94776603336202	10
-5.599999999999998	3.0	-34.307096609938675	10
-5.599999999999998	3.1	-35.21266872202551	10
-5.599999999999998	3.2	-33.11725642423353	10
-5.599999999999998	3.3	-31.73424888465788	10
-5.599999999999998	3.4	-34.85534629867215	10
-5.599999999999998	3.5	-30.965514407466195	10
-5.599999999999998	3.6	-32.13862410004923	10
-5.599999999999998	3.7	-32.66045675240535	10
-5.599999999999998	3.8	-32.15254645309693	10
-5.599999999999998	3.9	-32.293667727813336	10
-5.599999999999998	4.0	-32.13240219117817	10
-5.399999999999998	1.0		10
-5.399999999999998	1.1		10
-5.399999999999998	1.2		10
-5.399999999999998	1.3		10
-5.399999999999998	1.4		10
-5.399999999999998	1.5		10
-5.399999999999998	1.6		10
-5.399999999999998	1.7		10
-5.399999999999998	1.8		10
-5.399999999999998	1.9	-55.24254603177599	10
-5.399999999999998	2.0	-57.046628027700606	10
-5.399999999999998	2.1	-48.5393914969793	10
-5.399999999999998	2.2	-44.11140283124074	10
-5.399999999999998	2.3	-40.03571769887296	10
-5.399999999999998	2.4	-34.6067388049639	10
-5.399999999999998	2.5	-35.64779953038527	10
-5.399999999999998	2.6	-35.20838036606939	10
-5.399999999999998	2.7	-33.808430711230564	10
-5.399999999999998	2.8	-32.3999569113168	10
-5.399999999999998	2.9	-32.709703608206176	10
-5.399999999999998	3.0	-30.90205529737612	10
-5.399999999999998	3.1	-34.681555190119205	10
-5.399999999999998	3.2	-31.259383266946475	10
-5.399999999999998	3.3	-30.863902164895286	10
-5.399999999999998	3.4	-30.630638296047287	10
-5.399999999999998	3.5	-30.32058115133532	10
-5.399999999999998	3.6	-30.94871480353089	10
-5.399999999999998	3.7	-31.296934486919987	10
-5.399999999999998	3.8	-31.469068342947935	10
-5.399999999999998	3.9	-31.161316147233	10
-5.399999999999998	4.0	-30.94779333868192	10
-5.1999999999999975	1.0		10
-5.1999999999999975	1.1		10
-5.1999999999999975	1.2		10
-5.1999999999999975	1.3		10
-5.1999999999999975	1.4		10
-5.1999999999999975	1.5		10
-5.1999999999999975	1.6	-65.793205384562	10
-5.1999999999999975	1.7		10
-5.1999999999999975	1.8	-49.1570635574151	10
-5.1999999999999975	1.9	-47.79124591105397	10
-5.1999999999999975	2.0		10
-5.1999999999999975	2.1	-40.55727119468121	10
-5.1999999999999975	2.2	-36.96559433795611	10
-5.1999999999999975	2.3	-36.405874786581364	10
-5.1999999999999975	2.4	-32.9129284206454	10
-5.1999999999999975	2.5	-32.54912887369519	10
-5.1999999999999975	2.6	-32.09461088298738	10
-5.1999999999999975	2.7	-32.17556071145534	10
-5.1999999999999975	2.8	-32.49051436421269	10
-5.1999999999999975	2.9	-31.572449858309426	10
-5.1999999999999975	3.0	-30.47850594434352	10
-5.1999999999999975	3.1	-30.71054595884028	10
-5.1999999999999975	3.2	-30.271961839580428	10
-5.1999999999999975	3.3	-32.27988215069475	10
-5.1999999999999975	3.4	-30.51240246660343	10
-5.1999999999999975	3.5	-31.312972021023917	10
-5.1999999999999975	3.6	-30.13681904801855	10
-5.1999999999999975	3.7	-31.348710852277275	10
-5.1999999999999975	3.8	-31.774036422307187	10
-5.1999999999999975	3.9	-30.251009367892898	10
-5.1999999999999975	4.0	-31.48497967126612	10
-4.999999999999997	1.0		10
-4.999999999999997	1.1		10
-4.999999999999997	1.2		10
-4.999999999999997	1.3		10
-4.999999999999997	1.4	-inf	10
-4.999999999999997	1.5		10
-4.999999999999997	1.6		10
-4.999999999999997	1.7	-52.17474875005843	10
-4.999999999999997	1.8	-47.35633345515111	10
-4.999999999999997	1.9	-37.42133532193774	10
-4.999999999999997	2.0	-39.46347094904172	10
-4.999999999999997	2.1	-42.9296339149667	10
-4.999999999999997	2.2	-34.603464471800365	10
-4.999999999999997	2.3	-33.16292669464748	10
-4.999999999999997	2.4	-34.10763086552061	10
-4.999999999999997	2.5	-35.768802142428896	10
-4.999999999999997	2.6	-31.627997800536082	10
-4.999999999999997	2.7	-31.80170656828751	10
-4.999999999999997	2.8	-31.2006942760185	10
-4.999999999999997	2.9	-32.024597564718626	10
-4.999999999999997	3.0	-30.87237000439792	10
-4.999999999999997	3.1	-30.24079033445235	10
-4.999999999999997	3.2	-30.197222265318004	10
-4.999999999999997	3.3	-30.031585038771016	10
-4.999999999999997	3.4	-30.795369264782295	10
-4.999999999999997	3.5	-30.43837687829506	10
-4.999999999999997	3.6	-30.12595684528447	10
-4.999999999999997	3.7	-30.92632681433478	10
-4.999999999999997	3.8	-29.95831907076955	10
-4.999999999999997	3.9	-31.278324701306637	10
-4.999999999999997	4.0	-30.60545942095509	10
-4.799999999999997	1.0		10
-4.799999999999997	1.1		10
-4.799999999999997	1.2		10
-4.799999999999997	1.3		10
-4.799999999999997	1.4		10
-4.799999999999997	1.5		10
-4.799999999999997	1.6	-54.90698038846805	10
-4.799999999999997	1.7	-47.309378767702526	10
-4.799999999999997	1.8	-45.075330604916175	10
-4.799999999999997	1.9	-35.47712311798119	10
-4.799999999999997	2.0	-40.02222973017948	10
-4.799999999999997	2.1	-38.264282521568546	10
-4.799999999999997	2.2	-32.511891721309844	10
-4.799999999999997	2.3	-33.63577962541124	10
-4.799999999999997	2.4	-33.75528662642718	10
-4.799999999999997	2.5	-31.429580581144968	10
-4.799999999999997	2.6	-32.12798132614824	10
-4.799999999999997	2.7	-30.57017563811628	10
-4.799999999999997	2.8	-31.15302722843392	10
-4.799999999999997	2.9	-30.527906118235514	10
-4.799999999999997	3.0	-30.611734938324627	10
-4.799999999999997	3.1	-30.882325211748896	10
-4.799999999999997	3.2	-30.256747697231553	10
-4.799999999999997	3.3	-29.883728393042198	10
-4.799999999999997	3.4	-29.899268618307776	10
-4.799999999999997	3.5	-30.342934287755362	10
-4.799999999999997	3.6	-30.566174473954838	10
-4.799999999999997	3.7	-30.743035542731377	10
-4.799999999999997	3.8	-30.06046002769595	10
-4.799999999999997	3.9	-30.468336715986265	10
-4.799999999999997	4.0	-29.9482286699669	10
-4.599999999999997	1.0		10
-4.599999999999997	1.1		10
-4.599999999999997	1.2		10
-4.599999999999997	1.3		10
-4.599999999999997	1.4		10
-4.599999999999997	1.5	-54.980084805412574	10
-4.599999999999997	1.6	-50.43686502094937	10
-4.599999999999997	1.7	-43.150737486810335	10
-4.599999999999997	1.8	-41.61982201529463	10
-4.599999999999997	1.9	-37.76752573694974	10
-4.599999999999997	2.0	-37.92399989901848	10
-4.599999999999997	2.1	-34.154695513100634	10
-4.599999999999997	2.2	-32.36936453488182	10
-4.599999999999997	2.3	-32.72751714613396	10
-4.599999999999997	2.4	-34.07951172680903	10
-4.599999999999997	2.5	-31.61154570880347	10
-4.599999999999997	2.6	-31.94073965728736	10
-4.599999999999997	2.7	-30.036296510749303	10
-4.599999999999997	2.8	-30.52141713083382	10
-4.599999999999997	2.9	-30.28111484764529	10
-4.599999999999997	3.0	-29.84086869986185	10
-4.599999999999997	3.1	-30.56390437267989	10
-4.599999999999997	3.2	-30.32103017159193	10
-4.599999999999997	3.3	-30.262262225845205	10
-4.599999999999997	3.4	-30.21703214512961	10
-4.599999999999997	3.5	-30.874677733268335	10
-4.599999999999997	3.6	-29.873559824970197	10
-4.599999999999997	3.7	-31.21598600611291	10
-4.599999999999997	3.8	-31.402222600011015	10
-4.599999999999997	3.9	-31.30755243326883	10
-4.599999999999997	4.0	-30.7858092944413	10
-4.399999999999997	1.0		10
-4.399999999999997	1.1		10
-4.399999999999997	1.2		10
-4.399999999999997	1.3		10
-4.399999999999997	1.4	-56.25909124555487	10
-4.399999999999997	1.5	-44.47253410134136	10
-4.399999999999997	1.6	-51.178815943504546	10
-4.399999999999997	1.7	-49.19078577373273	10
-4.399999999999997	1.8	-38.103302566052875	10
-4.399999999999997	1.9	-36.951666206657784	10
-4.399999999999997	2.0	-33.49580845380447	10
-4.399999999999997	2.1	-31.62902116279087	10
-4.399999999999997	2.2	-31.93758388733091	10
-4.399999999999997	2.3	-32.8748220903643	10
-4.399999999999997	2.4	-30.248033181755954	10
-4.399999999999997	2.5	-30.60777866365722	10
-4.399999999999997	2.6	-30.426487640907403	10
-4.399999999999997	2.7	-30.252178243918515	10
-4.399999999999997	2.8	-30.287414084057183	10
-4.399999999999997	2.9	-29.99452534340032	10
-4.399999999999997	3.0	-30.014128106296134	10
-4.399999999999997	3.1	-30.412950730423727	10
-4.399999999999997	3.2	-29.763793864300148	10
-4.399999999999997	3.3	-29.97078186263832	10
-4.399999999999997	3.4	-30.691484087675104	10
-4.399999999999997	3.5	-30.260531578577496	10
-4.399999999999997	3.6	-29.974895187480342	10
-4.399999999999997	3.7	-30.324567605283267	10
-4.399999999999997	3.8	-30.058927541070226	10
-4.399999999999997	3.9	-29.744981728608327	10
-4.399999999999997	4.0	-30.391219416020004	10
-4.199999999999997	1.0		10
-4.199999999999997	1.1		10
-4.199999999999997	1.2		10
-4.199999999999997	1.3	-57.803969267321804	10
-4.199999999999997	1.4	-55.71061632509624	10
-4.199999999999997	1.5	-45.27609965700225	10
-4.199999999999997	1.6	-49.61960133661305	10
-4.199999999999997	1.7	-38.83877336938874	10
-4.199999999999997	1.8	-38.93707955217382	10
-4.199999999999997	1.9	-32.86090878611988	10
-4.199999999999997	2.0	-32.523858769136346	10
-4.199999999999997	2.1	-33.05127534160242	10
-4.199999999999997	2.2	-32.13499770397951	10
-4.199999999999997	2.3	-30.997503440341774	10
-4.199999999999997	2.4	-30.96416226331285	10
-4.199999999999997	2.5	-30.509917874768217	10
-4.199999999999997	2.6	-30.51364062167155	10
-4.199999999999997	2.7	-30.476493816914974	10
-4.199999999999997	2.8	-29.908651848448528	10
-4.199999999999997	2.9	-30.473299842445204	10
-4.199999999999997	3.0	-30.177483246802428	10
-4.199999999999997	3.1	-30.2104614356213	10
-4.199999999999997	3.2	-30.029875319477306	10
-4.199999999999997	3.3	-29.72807978341742	10
-4.199999999999997	3.4	-29.73770579174316	10
-4.199999999999997	3.5	-30.049211452313777	10
-4.199999999999997	3.6	-30.116992869699935	10
-4.199999999999997	3.7	-30.160490399867463	10
-4.199999999999997	3.8	-29.87219421887866	10
-4.199999999999997	3.9	-29.93154919875935	10
-4.199999999999997	4.0	-30.179336991226442	10
-3.9999999999999964	1.0		10
-3.9999999999999964	1.1	-inf	10
-3.9999999999999964	1.2	-60.39585054005765	10
-3.9999999999999964	1.3	-58.23698503275608	10
-3.9999999999999964	1.4	-53.85422551616356	10
-3.9999999999999964	1.5	-48.40376348109911	10
-3.9999999999999964	1.6	-40.47565766375686	10
-3.9999999999999964	1.7	-43.325351311517906	10
-3.9999999999999964	1.8	-34.77353026351035	10
-3.9999999999999964	1.9	-34.89887445522496	10
-3.9999999999999964	2.0	-32.894657250918115	10
-3.9999999999999964	2.1	-32.13867570388079	10
-3.9999999999999964	2.2	-30.562120358731214	10
-3.9999999999999964	2.3	-30.782007754307493	10
-3.9999999999999964	2.4	-30.778237445857588	10
-3.9999999999999964	2.5	-30.139244368160075	10
-3.9999999999999964	2.6	-30.281441678904503	10
-3.9999999999999964	2.7	-30.034531995746015	10
-3.9999999999999964	2.8	-29.82505493675007	10
-3.9999999999999964	2.9	-29.96632463638836	10
-3.9999999999999964	3.0	-29.958162949946644	10
-3.9999999999999964	3.1	-30.28672869421458	10
-3.9999999999999964	3.2	-29.507069228387174	10
-3.9999999999999964	3.3	-30.12428875317204	10
-3.9999999999999964	3.4	-29.553942637593813	10
-3.9999999999999964	3.5	-29.68070395514792	10
-3.9999999999999964	3.6	-29.906566365858726	10
-3.9999999999999964	3.7	-30.311798010353773	10
-3.9999999999999964	3.8	-30.044700221453184	10
-3.9999999999999964	3.9	-30.66520877740813	10
-3.9999999999999964	4.0	-32.23911338295214	10
-3.7999999999999963	1.0		10
-3.7999999999999963	1.1		10
-3.7999999999999963	1.2	-65.05632075299387	10
-3.7999999999999963	1.3	-65.94694502196184	10
-3.7999999999999963	1.4	-52.031100405205926	10
-3.7999999999999963	1.5	-45.35223568414838	10
-3.7999999999999963	1.6	-40.87551488067981	10
-3.7999999999999963	1.7	-35.47440242356432	10
-3.7999999999999963	1.8	-38.68461765622281	10
-3.7999999999999963	1.9	-34.09708806043617	10
-3.7999999999999963	2.0	-33.86062758001011	10
-3.7999999999999963	2.1	-33.09860029666652	10
-3.7999999999999963	2.2	-31.210252525176863	10
-3.7999999999999963	2.3	-30.792901356358737	10
-3.7999999999999963	2.4	-30.851293074026806	10
-3.7999999999999963	2.5	-30.10106765775324	10
-3.7999999999999963	2.6	-30.454052097828463	10
-3.7999999999999963	2.7	-30.66095329091966	10
-3.7999999999999963	2.8	-29.767006998264883	10
-3.7999999999999963	2.9	-29.676204278914177	10
-3.7999999999999963	3.0	-29.792884946575157	10
-3.7999999999999963	3.1	-30.26191098062306	10
-3.7999999999999963	3.2	-30.078820642533678	10
-3.7999999999999963	3.3	-29.79869336270761	10
-3.7999999999999963	3.4	-29.93587522173296	10
-3.7999999999999963	3.5	-30.114053454645397	10
-3.7999999999999963	3.6	-29.701430381660685	10
-3.7999999999999963	3.7	-29.599289279669204	10
-3.7999999999999963	3.8	-29.659664751969522	10
-3.7999999999999963	3.9	-30.049625670541353	10
-3.7999999999999963	4.0	-30.037449067820425	10
-3.599999999999996	1.0		10
-3.599999999999996	1.1	-71.74658863505799	10
-3.599999999999996	1.2	-65.42341974786204	10
-3.599999999999996	1.3	-59.602036299537204	10
-3.599999999999996	1.4	-57.507923214160066	10
-3.599999999999996	1.5	-46.59717640883748	10
-3.599999999999996	1.6	-46.279294773224464	10
-3.599999999999996	1.7	-40.88940494962826	10
-3.599999999999996	1.8	-35.75459639704941	10
-3.599999999999996	1.9	-33.57894504483517	10
-3.599999999999996	2.0	-33.0145637861555	10
-3.599999999999996	2.1	-31.953587749420723	10
-3.599999999999996	2.2	-30.79020485864141	10
-3.599999999999996	2.3	-30.730407107421776	10
-3.599999999999996	2.4	-30.92708320524422	10
-3.599999999999996	2.5	-30.57930360695294	10
-3.599999999999996	2.6	-30.334204655139796	10
-3.599999999999996	2.7	-30.218425564485862	10
-3.599999999999996	2.8	-29.8559459275942	10
-3.599999999999996	2.9	-29.820181152055618	10
-3.599999999999996	3.0	-29.655174118085988	10
-3.599999999999996	3.1	-29.763391015321712	10
-3.599999999999996	3.2	-29.48481806950739	10
-3.599999999999996	3.3	-29.20310577272672	10
-3.599999999999996	3.4	-29.993412535876246	10
-3.599999999999996	3.5	-29.862820354840473	10
-3.599999999999996	3.6	-30.333215419216078	10
-3.599999999999996	3.7	-29.959304548713884	10
-3.599999999999996	3.8	-30.076502637562065	10
-3.599999999999996	3.9	-30.90390701192411	10
-3.599999999999996	4.0	-29.951103360924908	10
-3.399999999999996	1.0	-83.30864553479132	10
-3.399999999999996	1.1	-70.86857368873977	10
-3.399999999999996	1.2	-65.99689511571786	10
-3.399999999999996	1.3	-60.35827868235352	10
-3.399999999999996	1.4	-50.4811425615186	10
-3.399999999999996	1.5	-50.175559702788476	10
-3.399999999999996	1.6	-41.75650551426711	10
-3.399999999999996	1.7	-36.64900936890691	10
-3.399999999999996	1.8	-36.41003521599261	10
-3.399999999999996	1.9	-33.91317943522234	10
-3.399999999999996	2.0	-32.67571898584844	10
-3.399999999999996	2.1	-30.994818774565793	10
-3.399999999999996	2.2	-31.391078924926244	10
-3.399999999999996	2.3	-30.58786388664265	10
-3.399999999999996	2.4	-30.267453311221356	10
-3.399999999999996	2.5	-29.989772468965146	10
-3.399999999999996	2.6	-29.628357671720067	10
-3.399999999999996	2.7	-29.565349012072932	10
-3.399999999999996	2.8	-30.017032411146268	10
-3.399999999999996	2.9	-29.36191385859262	10
-3.399999999999996	3.0	-30.007940621570107	10
-3.399999999999996	3.1	-29.7864825126332	10
-3.399999999999996	3.2	-29.322097698352128	10
-3.399999999999996	3.3	-29.20892852197112	10
-3.399999999999996	3.4	-29.607055924704714	10
-3.399999999999996	3.5	-29.476680102086068	10
-3.399999999999996	3.6	-29.575014817434283	10
-3.399999999999996	3.7	-30.1381976323966	10
-3.399999999999996	3.8	-30.30499038004921	10
-3.399999999999996	3.9	-30.099233741182935	10
