n_iter	log10eta	R0	llh
0.0	-1.8	1.8	-40.10519161947596
0.0	-1.6	1.8	-37.65272725040274
0.0	-1.4000000000000001	1.8	-36.43649945757049
0.0	-1.2000000000000002	1.8	-39.340603024346834
0.0	-1.0000000000000002	1.8	-40.06714224869164
1.0	-1.8	1.8	-37.64987758499203
1.0	-1.6	1.8	-37.00323350435612
1.0	-1.4000000000000001	1.8	-37.710606649607584
1.0	-1.2000000000000002	1.8	-40.07942264827922
1.0	-1.0000000000000002	1.8	-39.632689366255605
2.0	-1.8	1.8	-36.72772701797483
2.0	-1.6	1.8	-38.90183563110333
2.0	-1.4000000000000001	1.8	-39.035676417459044
2.0	-1.2000000000000002	1.8	-40.37429644831943
2.0	-1.0000000000000002	1.8	-37.73362790831368
3.0	-1.8	1.8	-39.72438543510552
3.0	-1.6	1.8	-36.688617269385844
3.0	-1.4000000000000001	1.8	-38.86717545239622
3.0	-1.2000000000000002	1.8	-40.83715057505338
3.0	-1.0000000000000002	1.8	-39.91961366545842
