n_iter	log10eta	R0	llh
0.0	-1.8	2.9	-31.312173974956217
0.0	-1.6	2.9	-35.518990956681314
0.0	-1.4000000000000001	2.9	-39.89141097163625
0.0	-1.2000000000000002	2.9	-43.8299013858938
0.0	-1.0000000000000002	2.9	-47.63528697873863
1.0	-1.8	2.9	-32.5231489154473
1.0	-1.6	2.9	-33.919116316480434
1.0	-1.4000000000000001	2.9	-40.052205504919336
1.0	-1.2000000000000002	2.9	-44.12545565534682
1.0	-1.0000000000000002	2.9	-45.819940575075236
2.0	-1.8	2.9	-33.59280638985283
2.0	-1.6	2.9	-33.865810481000224
2.0	-1.4000000000000001	2.9	-39.57703844644172
2.0	-1.2000000000000002	2.9	-43.00722273522596
2.0	-1.0000000000000002	2.9	-48.43218857414916
3.0	-1.8	2.9	-33.969596016407166
3.0	-1.6	2.9	-35.81183359089675
3.0	-1.4000000000000001	2.9	-39.04895418702034
3.0	-1.2000000000000002	2.9	-45.18781650636965
3.0	-1.0000000000000002	2.9	-49.909469336203934
