n_iter	log10eta	R0	llh
0.0	-1.8	1.9	-34.65421391483935
0.0	-1.6	1.9	-35.12535898469061
0.0	-1.4000000000000001	1.9	-36.148558004506995
0.0	-1.2000000000000002	1.9	-35.360863146707715
0.0	-1.0000000000000002	1.9	-35.401611139818044
1.0	-1.8	1.9	-35.23175927051912
1.0	-1.6	1.9	-33.790579806776776
1.0	-1.4000000000000001	1.9	-36.13713291948651
1.0	-1.2000000000000002	1.9	-34.7846844585015
1.0	-1.0000000000000002	1.9	-34.73436640179109
2.0	-1.8	1.9	-34.37299162098887
2.0	-1.6	1.9	-35.82859398285388
2.0	-1.4000000000000001	1.9	-33.252097465589685
2.0	-1.2000000000000002	1.9	-35.30016778678224
2.0	-1.0000000000000002	1.9	-34.51135991547692
3.0	-1.8	1.9	-34.564753511452025
3.0	-1.6	1.9	-35.32237333219444
3.0	-1.4000000000000001	1.9	-36.391683528892685
3.0	-1.2000000000000002	1.9	-34.75924378234253
3.0	-1.0000000000000002	1.9	-36.43798933229325
