n_iter	R0	log10eta	llh
0.0	1.1	-8.0	-inf
0.0	1.1	-7.8	-inf
0.0	1.1	-7.6	-inf
0.0	1.1	-7.3999999999999995	-inf
0.0	1.1	-7.199999999999999	-inf
0.0	1.1	-6.999999999999999	-inf
0.0	1.1	-6.799999999999999	-inf
0.0	1.1	-6.599999999999999	-inf
0.0	1.1	-6.399999999999999	-inf
0.0	1.1	-6.199999999999998	-inf
0.0	1.1	-5.999999999999998	-inf
0.0	1.1	-5.799999999999998	-inf
0.0	1.1	-5.599999999999998	-inf
0.0	1.1	-5.399999999999998	-inf
0.0	1.1	-5.1999999999999975	-63.897070178593424
0.0	1.1	-4.999999999999997	-90.16796565816088
0.0	1.1	-4.799999999999997	-inf
0.0	1.1	-4.599999999999997	-inf
0.0	1.1	-4.399999999999997	-64.07683021727524
0.0	1.1	-4.199999999999997	-76.0832664170236
0.0	1.1	-3.9999999999999964	-65.70734250899855
0.0	1.1	-3.7999999999999963	-61.144948703185506
0.0	1.1	-3.599999999999996	-77.53636898662202
0.0	1.1	-3.399999999999996	-63.32889969686045
0.0	1.1	-3.1999999999999957	-83.03164846557502
0.0	1.1	-2.9999999999999956	-79.82878526217117
0.0	1.1	-2.7999999999999954	-79.4493691378714
0.0	1.1	-2.599999999999995	-81.0655941395418
0.0	1.1	-2.399999999999995	-74.99626702947586
0.0	1.1	-2.199999999999995	-80.45348808201095
0.0	1.1	-1.9999999999999947	-89.93323980150734
0.0	1.3	-8.0	-inf
0.0	1.3	-7.8	-inf
0.0	1.3	-7.6	-82.86681076512562
0.0	1.3	-7.3999999999999995	-77.82931176156963
0.0	1.3	-7.199999999999999	-inf
0.0	1.3	-6.999999999999999	-inf
0.0	1.3	-6.799999999999999	-inf
0.0	1.3	-6.599999999999999	-inf
0.0	1.3	-6.399999999999999	-93.53192214349177
0.0	1.3	-6.199999999999998	-inf
0.0	1.3	-5.999999999999998	-81.94592750240682
0.0	1.3	-5.799999999999998	-92.98371753178212
0.0	1.3	-5.599999999999998	-inf
0.0	1.3	-5.399999999999998	-48.182240360875994
0.0	1.3	-5.1999999999999975	-inf
0.0	1.3	-4.999999999999997	-69.52254900600585
0.0	1.3	-4.799999999999997	-62.4070210049157
0.0	1.3	-4.599999999999997	-57.875280013205014
0.0	1.3	-4.399999999999997	-49.97858111329165
0.0	1.3	-4.199999999999997	-50.45995419651875
0.0	1.3	-3.9999999999999964	-63.33998383484135
0.0	1.3	-3.7999999999999963	-54.64918859158253
0.0	1.3	-3.599999999999996	-61.35700372293185
0.0	1.3	-3.399999999999996	-49.850138938316434
0.0	1.3	-3.1999999999999957	-62.622242786414475
0.0	1.3	-2.9999999999999956	-55.57810880403145
0.0	1.3	-2.7999999999999954	-56.61694108620466
0.0	1.3	-2.599999999999995	-71.15974580830064
0.0	1.3	-2.399999999999995	-55.27553316485845
0.0	1.3	-2.199999999999995	-63.70263050390176
0.0	1.3	-1.9999999999999947	-76.50730993931717
0.0	1.5	-8.0	-inf
0.0	1.5	-7.8	-inf
0.0	1.5	-7.6	-inf
0.0	1.5	-7.3999999999999995	-inf
0.0	1.5	-7.199999999999999	-inf
0.0	1.5	-6.999999999999999	-inf
0.0	1.5	-6.799999999999999	-58.73739395552808
0.0	1.5	-6.599999999999999	-62.56258083937061
0.0	1.5	-6.399999999999999	-101.7615980503124
0.0	1.5	-6.199999999999998	-inf
0.0	1.5	-5.999999999999998	-33.98957343387109
0.0	1.5	-5.799999999999998	-inf
0.0	1.5	-5.599999999999998	-39.369441937600605
0.0	1.5	-5.399999999999998	-45.66320215645342
0.0	1.5	-5.1999999999999975	-55.699923466497054
0.0	1.5	-4.999999999999997	-37.9460737463069
0.0	1.5	-4.799999999999997	-51.73889609063568
0.0	1.5	-4.599999999999997	-40.69907481755685
0.0	1.5	-4.399999999999997	-37.42813011383892
0.0	1.5	-4.199999999999997	-54.038439995516256
0.0	1.5	-3.9999999999999964	-55.3800637657594
0.0	1.5	-3.7999999999999963	-48.8406197382683
0.0	1.5	-3.599999999999996	-40.408669077162244
0.0	1.5	-3.399999999999996	-40.6015499732767
0.0	1.5	-3.1999999999999957	-51.86651161834993
0.0	1.5	-2.9999999999999956	-47.24823729235874
0.0	1.5	-2.7999999999999954	-45.446798043900166
0.0	1.5	-2.599999999999995	-50.758213543325596
0.0	1.5	-2.399999999999995	-55.401475172057786
0.0	1.5	-2.199999999999995	-50.578456579071165
0.0	1.5	-1.9999999999999947	-52.638515960787984
0.0	1.7	-8.0	-inf
0.0	1.7	-7.8	-inf
0.0	1.7	-7.6	-73.94779365925169
0.0	1.7	-7.3999999999999995	-inf
0.0	1.7	-7.199999999999999	-inf
0.0	1.7	-6.999999999999999	-77.32037180053462
0.0	1.7	-6.799999999999999	-inf
0.0	1.7	-6.599999999999999	-inf
0.0	1.7	-6.399999999999999	-inf
0.0	1.7	-6.199999999999998	-80.48736167178575
0.0	1.7	-5.999999999999998	-55.0372190974475
0.0	1.7	-5.799999999999998	-42.293202783337584
0.0	1.7	-5.599999999999998	-66.46473257568627
0.0	1.7	-5.399999999999998	-69.45272961398797
0.0	1.7	-5.1999999999999975	-35.1090533366594
0.0	1.7	-4.999999999999997	-41.034183639989024
0.0	1.7	-4.799999999999997	-32.06587646734077
0.0	1.7	-4.599999999999997	-36.83753959285951
0.0	1.7	-4.399999999999997	-39.37277920447139
