n_iter	R0	log10eta	llh
0.0	1.1	-8.0	-inf
0.0	1.1	-7.8	-inf
0.0	1.1	-7.6	-inf
0.0	1.1	-7.3999999999999995	-inf
0.0	1.1	-7.199999999999999	-inf
0.0	1.1	-6.999999999999999	-inf
0.0	1.1	-6.799999999999999	-inf
0.0	1.1	-6.599999999999999	-inf
0.0	1.1	-6.399999999999999	-inf
0.0	1.1	-6.199999999999998	-inf
0.0	1.1	-5.999999999999998	-inf
0.0	1.1	-5.799999999999998	-inf
0.0	1.1	-5.599999999999998	-102.5301654024808
0.0	1.1	-5.399999999999998	-inf
0.0	1.1	-5.1999999999999975	-81.46439578424521
0.0	1.1	-4.999999999999997	-46.82370726126695
0.0	1.1	-4.799999999999997	-87.85154215512043
0.0	1.1	-4.599999999999997	-130.8650100625619
0.0	1.1	-4.399999999999997	-55.829075981424594
0.0	1.1	-4.199999999999997	-65.91858289612863
0.0	1.1	-3.9999999999999964	-73.15565606652214
0.0	1.1	-3.7999999999999963	-55.21247351610577
0.0	1.1	-3.599999999999996	-66.37706834270219
0.0	1.1	-3.399999999999996	-77.0844021903352
0.0	1.1	-3.1999999999999957	-69.26296853043081
0.0	1.1	-2.9999999999999956	-70.65956368170347
0.0	1.1	-2.7999999999999954	-80.07952337878618
0.0	1.1	-2.599999999999995	-85.99319989439317
0.0	1.1	-2.399999999999995	-88.76688038545208
0.0	1.1	-2.199999999999995	-90.16394404185515
0.0	1.1	-1.9999999999999947	-88.3659052335392
0.0	1.3	-8.0	-inf
0.0	1.3	-7.8	-inf
0.0	1.3	-7.6	-inf
0.0	1.3	-7.3999999999999995	-77.03470728639822
0.0	1.3	-7.199999999999999	-inf
0.0	1.3	-6.999999999999999	-inf
0.0	1.3	-6.799999999999999	-inf
0.0	1.3	-6.599999999999999	-inf
0.0	1.3	-6.399999999999999	-inf
0.0	1.3	-6.199999999999998	-81.70343090785533
0.0	1.3	-5.999999999999998	-71.15328540519444
0.0	1.3	-5.799999999999998	-82.75277549713653
0.0	1.3	-5.599999999999998	-65.11019338004841
0.0	1.3	-5.399999999999998	-59.80691713231148
0.0	1.3	-5.1999999999999975	-84.62173231395215
0.0	1.3	-4.999999999999997	-58.04192315081447
0.0	1.3	-4.799999999999997	-79.33896990775716
0.0	1.3	-4.599999999999997	-76.74257955649706
0.0	1.3	-4.399999999999997	-46.556878647423815
0.0	1.3	-4.199999999999997	-49.851298241950104
0.0	1.3	-3.9999999999999964	-61.75144134594222
0.0	1.3	-3.7999999999999963	-54.937722456889546
0.0	1.3	-3.599999999999996	-67.29355945202863
0.0	1.3	-3.399999999999996	-50.65196294363025
0.0	1.3	-3.1999999999999957	-47.79328145315907
0.0	1.3	-2.9999999999999956	-67.35257204929687
0.0	1.3	-2.7999999999999954	-64.7445666371879
0.0	1.3	-2.599999999999995	-62.96929931092801
0.0	1.3	-2.399999999999995	-71.75887811683494
0.0	1.3	-2.199999999999995	-71.93124945820819
0.0	1.3	-1.9999999999999947	-69.8812558795919
0.0	1.5	-8.0	-inf
0.0	1.5	-7.8	-inf
0.0	1.5	-7.6	-inf
0.0	1.5	-7.3999999999999995	-inf
0.0	1.5	-7.199999999999999	-79.58972966699471
0.0	1.5	-6.999999999999999	-inf
0.0	1.5	-6.799999999999999	-47.49068771635451
0.0	1.5	-6.599999999999999	-inf
0.0	1.5	-6.399999999999999	-inf
0.0	1.5	-6.199999999999998	-82.30930097577678
0.0	1.5	-5.999999999999998	-51.22786296896872
0.0	1.5	-5.799999999999998	-54.57222097129683
0.0	1.5	-5.599999999999998	-34.62064792079752
0.0	1.5	-5.399999999999998	-74.44490067245309
0.0	1.5	-5.1999999999999975	-36.174013757689906
0.0	1.5	-4.999999999999997	-62.02774419600224
0.0	1.5	-4.799999999999997	-45.05675244177854
0.0	1.5	-4.599999999999997	-52.03529087626535
0.0	1.5	-4.399999999999997	-39.20425868286195
0.0	1.5	-4.199999999999997	-58.599498618397014
0.0	1.5	-3.9999999999999964	-37.17349318051322
0.0	1.5	-3.7999999999999963	-58.615920263094864
0.0	1.5	-3.599999999999996	-43.88299140385146
0.0	1.5	-3.399999999999996	-43.50681511457691
0.0	1.5	-3.1999999999999957	-40.312805594544926
0.0	1.5	-2.9999999999999956	-47.22316089206562
0.0	1.5	-2.7999999999999954	-51.03833237365866
0.0	1.5	-2.599999999999995	-55.50886505416618
0.0	1.5	-2.399999999999995	-53.09995561285168
0.0	1.5	-2.199999999999995	-55.21448920715531
0.0	1.5	-1.9999999999999947	-56.34208155260978
0.0	1.7	-8.0	-inf
0.0	1.7	-7.8	-inf
0.0	1.7	-7.6	-inf
0.0	1.7	-7.3999999999999995	-inf
0.0	1.7	-7.199999999999999	-inf
0.0	1.7	-6.999999999999999	-inf
0.0	1.7	-6.799999999999999	-inf
0.0	1.7	-6.599999999999999	-inf
0.0	1.7	-6.399999999999999	-76.74195127058658
0.0	1.7	-6.199999999999998	-inf
0.0	1.7	-5.999999999999998	-inf
0.0	1.7	-5.799999999999998	-47.08357280721584
0.0	1.7	-5.599999999999998	-37.54843784226465
0.0	1.7	-5.399999999999998	-65.46205790302037
0.0	1.7	-5.1999999999999975	-47.800830174481305
0.0	1.7	-4.999999999999997	-36.52775850283085
0.0	1.7	-4.799999999999997	-56.70144320128876
0.0	1.7	-4.599999999999997	-35.201656374094924
0.0	1.7	-4.399999999999997	-43.57240926876699
