n_iter	R0	llh
0.0	1.42	-133.1799075371157
0.0	1.43	-131.65289319962366
0.0	1.44	-133.39225571726112
0.0	1.45	-130.93232416148243
0.0	1.46	-127.42987562878787
0.0	1.47	-127.68622386351029
0.0	1.48	-127.19778309655366
0.0	1.49	-127.94264298838137
0.0	1.5	-129.64541045305336
0.0	1.51	-125.43275526890277
0.0	1.52	-124.95719685309646
0.0	1.53	-125.16358390944137
0.0	1.54	-125.38087312471279
0.0	1.55	-125.79210146889919
0.0	1.56	-125.80544769520736
0.0	1.57	-125.86162093762987
0.0	1.58	-124.38941679016938
0.0	1.59	-123.92738615673902
0.0	1.6	-126.19413824372819
0.0	1.61	-125.66001524390227
0.0	1.62	-125.2560038571234
0.0	1.6300000000000001	-126.45690865815598
0.0	1.6400000000000001	-126.90059732565811
0.0	1.6500000000000001	-127.3738974933965
0.0	1.6600000000000001	-126.46819836821852
0.0	1.6700000000000002	-126.94974126789141
0.0	1.6800000000000002	-125.30435889508632
0.0	1.6900000000000002	-130.4329037657215
0.0	1.7000000000000002	-inf
0.0	1.7100000000000002	-132.0051119939274
0.0	1.7200000000000002	-133.53520569070295
0.0	1.7300000000000002	-133.00885729476136
0.0	1.7400000000000002	-136.84862318234073
0.0	1.7500000000000002	-131.55565412732386
0.0	1.7600000000000002	-152.8260670187714
0.0	1.7700000000000002	-148.0622945550347
0.0	1.7800000000000002	-inf
0.0	1.7900000000000003	-155.19890495802105
0.0	1.8000000000000003	-inf
1.0	1.42	-133.77283271965175
1.0	1.43	-131.74830707161846
1.0	1.44	-127.60174459551362
1.0	1.45	-133.4915898254515
1.0	1.46	-128.71345974599353
1.0	1.47	-127.7458408450912
1.0	1.48	-127.70978869480469
1.0	1.49	-127.98386964432972
1.0	1.5	-126.6688339676614
1.0	1.51	-126.7116723124063
1.0	1.52	-126.17508881981882
1.0	1.53	-124.85753492440803
1.0	1.54	-125.17212059742508
1.0	1.55	-124.58524267089183
1.0	1.56	-125.70476193570956
1.0	1.57	-124.88128335489611
1.0	1.58	-126.38335190377937
1.0	1.59	-126.01540410078206
1.0	1.6	-125.42258666416008
1.0	1.61	-126.24131964838944
1.0	1.62	-127.03452714618366
1.0	1.6300000000000001	-126.66750488523715
1.0	1.6400000000000001	-127.46586903879938
1.0	1.6500000000000001	-128.59724534669124
1.0	1.6600000000000001	-127.33165841862191
1.0	1.6700000000000002	-129.08737812846755
1.0	1.6800000000000002	-129.54905385913497
1.0	1.6900000000000002	-127.25939205822192
1.0	1.7000000000000002	-130.0298346190168
1.0	1.7100000000000002	-131.49271685177956
1.0	1.7200000000000002	-inf
1.0	1.7300000000000002	-132.8073908876934
1.0	1.7400000000000002	-141.40559050157228
1.0	1.7500000000000002	-140.79488844043118
1.0	1.7600000000000002	-140.89585466717716
1.0	1.7700000000000002	-inf
1.0	1.7800000000000002	-136.1779137450195
1.0	1.7900000000000003	-157.90700150678578
1.0	1.8000000000000003	-137.31939720876755
2.0	1.42	-130.39364678428535
2.0	1.43	-134.49188921348718
2.0	1.44	-128.9944543106582
2.0	1.45	-130.94726757910234
2.0	1.46	-128.20657588938928
2.0	1.47	-127.44762922023068
2.0	1.48	-126.10975233471723
2.0	1.49	-127.8989570324282
2.0	1.5	-126.28337492520585
2.0	1.51	-126.23182598527056
2.0	1.52	-124.58544044764884
2.0	1.53	-125.90097545896103
2.0	1.54	-124.32768764601745
2.0	1.55	-124.70504628270895
2.0	1.56	-126.93802524557927
2.0	1.57	-123.07897102823101
2.0	1.58	-125.87632766435446
2.0	1.59	-124.16362204335502
2.0	1.6	-126.06378368111075
2.0	1.61	-125.45880511722136
2.0	1.62	-125.9576372927655
2.0	1.6300000000000001	-127.42719989191957
2.0	1.6400000000000001	-124.56895029842184
2.0	1.6500000000000001	-127.68251585075649
2.0	1.6600000000000001	-127.301703682743
2.0	1.6700000000000002	-127.99446525842816
2.0	1.6800000000000002	-133.55661901274073
2.0	1.6900000000000002	-127.34957546443032
2.0	1.7000000000000002	-130.27482009245213
2.0	1.7100000000000002	-134.45892193632554
2.0	1.7200000000000002	-inf
2.0	1.7300000000000002	-132.64339955987458
2.0	1.7400000000000002	-inf
2.0	1.7500000000000002	-137.2316774637201
2.0	1.7600000000000002	-136.11838698179082
2.0	1.7700000000000002	-inf
2.0	1.7800000000000002	-133.6521088201762
2.0	1.7900000000000003	-inf
2.0	1.8000000000000003	-149.03991234731606
3.0	1.42	-131.4846930061966
3.0	1.43	-134.12491764811176
3.0	1.44	-128.6413221757625
3.0	1.45	-129.78201973097774
3.0	1.46	-128.2347713005641
3.0	1.47	-128.95323703274084
3.0	1.48	-127.79606807693963
3.0	1.49	-127.22220333462853
3.0	1.5	-127.18962217672482
3.0	1.51	-127.2351333434026
3.0	1.52	-125.6774750741961
3.0	1.53	-126.98788527090801
3.0	1.54	-124.26094378155294
3.0	1.55	-124.03480682622995
3.0	1.56	-124.51880606130277
3.0	1.57	-124.7410588695467
3.0	1.58	-124.46052394879878
3.0	1.59	-124.77581337369284
3.0	1.6	-124.43892703391069
3.0	1.61	-123.36778149025699
3.0	1.62	-125.60002896977291
3.0	1.6300000000000001	-128.4976393834186
3.0	1.6400000000000001	-126.25862589344754
3.0	1.6500000000000001	-126.02963720268177
3.0	1.6600000000000001	-125.9341757605248
3.0	1.6700000000000002	-125.4163409732482
3.0	1.6800000000000002	-129.05095719259734
3.0	1.6900000000000002	-133.27540572874045
3.0	1.7000000000000002	-inf
3.0	1.7100000000000002	-130.6627187680122
3.0	1.7200000000000002	-130.9070285421546
3.0	1.7300000000000002	-130.22892235863918
3.0	1.7400000000000002	-137.30427162443345
