n_iter	R0	llh
0.0	1.42	-132.57881949792707
0.0	1.43	-132.98708833385302
0.0	1.44	-130.12570452275494
0.0	1.45	-128.3804790381783
0.0	1.46	-130.20536099024352
0.0	1.47	-128.27428554041535
0.0	1.48	-130.95107873812478
0.0	1.49	-125.53495573880762
0.0	1.5	-124.90975302456937
0.0	1.51	-124.25858969792229
0.0	1.52	-124.3771531346719
0.0	1.53	-125.37836023978429
0.0	1.54	-125.06471557443827
0.0	1.55	-125.38756519212778
0.0	1.56	-124.25076610974062
0.0	1.57	-124.74888720128588
0.0	1.58	-124.35344945876994
0.0	1.59	-125.07770090313618
0.0	1.6	-123.93269408365285
0.0	1.61	-125.65207649146296
0.0	1.62	-125.17433025173176
0.0	1.6300000000000001	-127.10102697745764
0.0	1.6400000000000001	-125.177619292018
0.0	1.6500000000000001	-128.04845463807087
0.0	1.6600000000000001	-131.98358413484223
0.0	1.6700000000000002	-132.76373233868816
0.0	1.6800000000000002	-129.0685979893916
0.0	1.6900000000000002	-126.17733718738285
0.0	1.7000000000000002	-132.49604475566488
0.0	1.7100000000000002	-147.79650987139306
0.0	1.7200000000000002	-130.56091458482373
0.0	1.7300000000000002	-139.31367364416604
0.0	1.7400000000000002	-132.77893798384807
0.0	1.7500000000000002	-inf
0.0	1.7600000000000002	-inf
0.0	1.7700000000000002	-162.3748523002441
0.0	1.7800000000000002	-139.21214161778974
0.0	1.7900000000000003	-inf
0.0	1.8000000000000003	-inf
1.0	1.42	-132.22729741702628
1.0	1.43	-131.06534373196894
1.0	1.44	-128.3911381353574
1.0	1.45	-130.5570171688867
1.0	1.46	-129.1456235446877
1.0	1.47	-129.15998045306034
1.0	1.48	-127.41985750385116
1.0	1.49	-126.75727487320528
1.0	1.5	-130.0080933490201
1.0	1.51	-126.93681179262889
1.0	1.52	-126.02701336777064
1.0	1.53	-127.20467833992677
1.0	1.54	-124.92378106484817
1.0	1.55	-125.72295827130554
1.0	1.56	-125.08999804795155
1.0	1.57	-124.43592138224108
1.0	1.58	-122.55541834770341
1.0	1.59	-124.31613974782677
1.0	1.6	-125.41804965432458
1.0	1.61	-126.63715702068293
1.0	1.62	-125.0600182201859
1.0	1.6300000000000001	-125.395920971465
1.0	1.6400000000000001	-126.11294027517857
1.0	1.6500000000000001	-126.51992170236619
1.0	1.6600000000000001	-126.11942253401321
1.0	1.6700000000000002	-130.27882851367482
1.0	1.6800000000000002	-126.83332542576288
1.0	1.6900000000000002	-127.20593187031905
1.0	1.7000000000000002	-131.1670832176254
1.0	1.7100000000000002	-127.10671271112186
1.0	1.7200000000000002	-inf
1.0	1.7300000000000002	-130.14616574348406
1.0	1.7400000000000002	-132.1391278724017
1.0	1.7500000000000002	-inf
1.0	1.7600000000000002	-142.32769510765218
1.0	1.7700000000000002	-inf
1.0	1.7800000000000002	-151.3288927083489
1.0	1.7900000000000003	-inf
1.0	1.8000000000000003	-inf
2.0	1.42	-131.82667779568195
2.0	1.43	-132.3927342537493
2.0	1.44	-131.23680977900702
2.0	1.45	-130.42728503015897
2.0	1.46	-126.2358514155356
2.0	1.47	-129.9326532703055
2.0	1.48	-126.42710774568572
2.0	1.49	-127.79980087994043
2.0	1.5	-124.2807803649572
2.0	1.51	-125.86822254919986
2.0	1.52	-123.91248156634025
2.0	1.53	-124.1835343286954
2.0	1.54	-123.27147958384276
2.0	1.55	-123.90760542169663
2.0	1.56	-124.21098587200913
2.0	1.57	-125.0399086034892
2.0	1.58	-124.54598590850317
2.0	1.59	-125.11366349711727
2.0	1.6	-123.98153073960894
2.0	1.61	-125.05100729383837
2.0	1.62	-126.59913233121212
2.0	1.6300000000000001	-126.09002364189772
2.0	1.6400000000000001	-131.6246984439979
2.0	1.6500000000000001	-127.9715171631784
2.0	1.6600000000000001	-126.78791276124389
2.0	1.6700000000000002	-134.08021768862858
2.0	1.6800000000000002	-129.19875689587514
2.0	1.6900000000000002	-127.6960624882044
2.0	1.7000000000000002	-133.62292536771088
2.0	1.7100000000000002	-135.83804108609195
2.0	1.7200000000000002	-inf
2.0	1.7300000000000002	-132.517915688721
2.0	1.7400000000000002	-131.7503355713508
2.0	1.7500000000000002	-137.41427497967578
2.0	1.7600000000000002	-inf
2.0	1.7700000000000002	-inf
2.0	1.7800000000000002	-149.27277652508462
2.0	1.7900000000000003	-157.69678081459955
2.0	1.8000000000000003	-inf
3.0	1.42	-132.49220996942427
3.0	1.43	-130.95166556241662
3.0	1.44	-130.185222052537
3.0	1.45	-129.16138400256364
3.0	1.46	-128.6701514975617
3.0	1.47	-128.06129013660177
3.0	1.48	-130.10895509607948
3.0	1.49	-127.20857995877181
3.0	1.5	-125.29087061263176
3.0	1.51	-127.25936175110087
3.0	1.52	-124.68884744801059
3.0	1.53	-126.1589625835487
3.0	1.54	-124.88517614950635
3.0	1.55	-125.1151452015153
3.0	1.56	-125.7806474914747
3.0	1.57	-124.12714556982469
3.0	1.58	-124.83272327170857
3.0	1.59	-123.45537027043666
3.0	1.6	-125.24012684488669
3.0	1.61	-125.5579020073315
3.0	1.62	-124.0002252523283
3.0	1.6300000000000001	-124.81407615872217
3.0	1.6400000000000001	-125.67633302166868
3.0	1.6500000000000001	-125.96366760300234
3.0	1.6600000000000001	-125.27240314783255
3.0	1.6700000000000002	-127.68858128508168
3.0	1.6800000000000002	-137.24847484815513
3.0	1.6900000000000002	-inf
3.0	1.7000000000000002	-130.24363129810584
3.0	1.7100000000000002	-129.14233437754677
3.0	1.7200000000000002	-133.45992195172906
3.0	1.7300000000000002	-129.79988231946905
3.0	1.7400000000000002	-140.3157298676562
3.0	1.7500000000000002	-inf
3.0	1.7600000000000002	-inf
3.0	1.7700000000000002	-144.87398881555876
3.0	1.7800000000000002	-inf
3.0	1.7900000000000003	-inf
3.0	1.8000000000000003	-inf
