n_iter	R0	llh
0.0	1.42	-132.20738620620688
0.0	1.43	-129.44264378918442
0.0	1.44	-130.95570354593977
0.0	1.45	-127.69901467220524
0.0	1.46	-126.38680017356216
0.0	1.47	-128.7720825913088
0.0	1.48	-131.01142168475118
0.0	1.49	-126.1060804009393
0.0	1.5	-128.62781568383252
0.0	1.51	-126.17846012183259
0.0	1.52	-124.68912858328316
0.0	1.53	-126.3626267780956
0.0	1.54	-123.98011014242934
0.0	1.55	-124.91097648883041
0.0	1.56	-124.97611882713264
0.0	1.57	-124.06144846845768
0.0	1.58	-125.09023691388812
0.0	1.59	-127.10615261828221
0.0	1.6	-126.24437789946384
0.0	1.61	-125.38345075968763
0.0	1.62	-125.0594129846755
0.0	1.6300000000000001	-125.33677397282001
0.0	1.6400000000000001	-128.18546135827322
0.0	1.6500000000000001	-125.54785658092325
0.0	1.6600000000000001	-128.456554087858
0.0	1.6700000000000002	-127.5198621304875
0.0	1.6800000000000002	-135.02055172091553
0.0	1.6900000000000002	-128.32896598691337
0.0	1.7000000000000002	-132.14123395775243
0.0	1.7100000000000002	-126.59656452404394
0.0	1.7200000000000002	-131.32594505384446
0.0	1.7300000000000002	-129.54811362335502
0.0	1.7400000000000002	-140.38638820693566
0.0	1.7500000000000002	-inf
0.0	1.7600000000000002	-inf
0.0	1.7700000000000002	-inf
0.0	1.7800000000000002	-169.14609682756407
0.0	1.7900000000000003	-inf
0.0	1.8000000000000003	-inf
1.0	1.42	-130.69586563353266
1.0	1.43	-130.25226240574906
1.0	1.44	-132.27387458049563
1.0	1.45	-126.3768281661583
1.0	1.46	-127.82633957116091
1.0	1.47	-127.85951268706334
1.0	1.48	-129.53825962631174
1.0	1.49	-126.90780134413087
1.0	1.5	-128.94895333432868
1.0	1.51	-127.32773469904126
1.0	1.52	-126.9848003272731
1.0	1.53	-125.82884235099667
1.0	1.54	-123.2184271582398
1.0	1.55	-123.3661030297572
1.0	1.56	-125.29675383176667
1.0	1.57	-125.25722754126156
1.0	1.58	-124.84484424391952
1.0	1.59	-125.85080877963108
1.0	1.6	-124.26520188936826
1.0	1.61	-125.48365424475718
1.0	1.62	-125.27157147889324
1.0	1.6300000000000001	-124.53505273760148
1.0	1.6400000000000001	-129.40028907654724
1.0	1.6500000000000001	-127.84598669391117
1.0	1.6600000000000001	-133.19274298404
1.0	1.6700000000000002	-127.24655640466037
1.0	1.6800000000000002	-inf
1.0	1.6900000000000002	-128.06982786716497
1.0	1.7000000000000002	-133.80780784081034
1.0	1.7100000000000002	-137.39068383203409
1.0	1.7200000000000002	-128.2116139111809
1.0	1.7300000000000002	-140.72590682988272
1.0	1.7400000000000002	-133.58727435190008
1.0	1.7500000000000002	-137.7208230656798
1.0	1.7600000000000002	-130.57953950202665
1.0	1.7700000000000002	-inf
1.0	1.7800000000000002	-inf
1.0	1.7900000000000003	-inf
1.0	1.8000000000000003	-160.57584962926475
2.0	1.42	-133.1314934196027
2.0	1.43	-132.6687267147238
2.0	1.44	-130.53058016693643
2.0	1.45	-132.39757716574118
2.0	1.46	-127.57952348314335
2.0	1.47	-131.99114200929736
2.0	1.48	-128.12903809361964
2.0	1.49	-128.25656542184953
2.0	1.5	-127.66804869553431
2.0	1.51	-126.74788132013542
2.0	1.52	-127.57902650862897
2.0	1.53	-126.99029043740394
2.0	1.54	-123.1201289894995
2.0	1.55	-125.29643946353873
2.0	1.56	-124.33388778127897
2.0	1.57	-126.03321823818405
2.0	1.58	-123.7439007969644
2.0	1.59	-125.6521144743583
2.0	1.6	-123.91963883582243
2.0	1.61	-125.47897141906525
2.0	1.62	-124.29764490195004
2.0	1.6300000000000001	-126.38612371444167
2.0	1.6400000000000001	-128.78154783607346
2.0	1.6500000000000001	-125.44728602628301
2.0	1.6600000000000001	-128.3189040911733
2.0	1.6700000000000002	-126.61345448091386
2.0	1.6800000000000002	-126.87516399015709
2.0	1.6900000000000002	-134.46127330747885
2.0	1.7000000000000002	-127.88763444040089
2.0	1.7100000000000002	-134.2268774226391
2.0	1.7200000000000002	-132.95093801896536
2.0	1.7300000000000002	-128.8118941915754
2.0	1.7400000000000002	-inf
2.0	1.7500000000000002	-140.47131562297815
2.0	1.7600000000000002	-inf
2.0	1.7700000000000002	-153.83712668809952
2.0	1.7800000000000002	-inf
2.0	1.7900000000000003	-inf
2.0	1.8000000000000003	-154.5294642365196
3.0	1.42	-132.64255666950496
3.0	1.43	-131.69806028569803
3.0	1.44	-132.40295140706328
3.0	1.45	-131.24496214872298
3.0	1.46	-131.51193282911623
3.0	1.47	-126.35564439147382
3.0	1.48	-127.11889160501885
3.0	1.49	-127.17492472532199
3.0	1.5	-126.29511973626941
3.0	1.51	-125.51669030797368
3.0	1.52	-125.26133968224134
3.0	1.53	-126.05203786733172
3.0	1.54	-124.29526963694981
3.0	1.55	-126.67664460871335
3.0	1.56	-124.2496811406976
3.0	1.57	-125.00291546012618
3.0	1.58	-125.06326449340872
3.0	1.59	-124.61773414048366
3.0	1.6	-126.39608045294024
3.0	1.61	-124.94400016279862
3.0	1.62	-125.16872019850018
3.0	1.6300000000000001	-124.53055224084174
3.0	1.6400000000000001	-125.04143568049048
3.0	1.6500000000000001	-127.32273060638485
3.0	1.6600000000000001	-124.03142606072515
3.0	1.6700000000000002	-129.9743065527877
3.0	1.6800000000000002	-133.67226353900503
3.0	1.6900000000000002	-128.77691060786927
3.0	1.7000000000000002	-133.01811238993665
3.0	1.7100000000000002	-130.5677560148322
3.0	1.7200000000000002	-137.8453137483929
3.0	1.7300000000000002	-162.17607007026612
3.0	1.7400000000000002	-136.44216906103466
3.0	1.7500000000000002	-inf
3.0	1.7600000000000002	-136.43175515124406
3.0	1.7700000000000002	-131.54298113006735
3.0	1.7800000000000002	-138.00892729718169
3.0	1.7900000000000003	-inf
3.0	1.8000000000000003	-134.00232925101918
