n_iter	R0	llh
0.0	1.0	-146.30660524358
0.0	1.05	-145.31109730804585
0.0	1.1	-143.75929884984646
0.0	1.1500000000000001	-144.21264648306965
0.0	1.2000000000000002	-139.79943967674737
0.0	1.2500000000000002	-141.73477710198864
0.0	1.3000000000000003	-143.0394656446862
0.0	1.3500000000000003	-137.89366332905067
0.0	1.4000000000000004	-134.66032537311662
0.0	1.4500000000000004	-127.47204758803633
0.0	1.5000000000000004	-127.20487223887758
0.0	1.5500000000000005	-125.5067669052549
0.0	1.6000000000000005	-125.01256590424231
0.0	1.6500000000000006	-127.95369117230793
0.0	1.7000000000000006	-inf
0.0	1.7500000000000007	-146.53800661793682
0.0	1.8000000000000007	-inf
0.0	1.8500000000000008	-inf
0.0	1.9000000000000008	-inf
0.0	1.9500000000000008	-inf
0.0	2.000000000000001	-inf
0.0	2.0500000000000007	-inf
0.0	2.100000000000001	-inf
0.0	2.1500000000000012	-inf
0.0	2.200000000000001	-inf
0.0	2.250000000000001	-inf
0.0	2.300000000000001	-inf
0.0	2.3500000000000014	-inf
0.0	2.4000000000000012	-inf
0.0	2.450000000000001	-inf
0.0	2.5000000000000013	-inf
