n_iter	R0	llh
0.0	1.8	-inf
0.0	1.81	-inf
0.0	1.82	-inf
0.0	1.83	-inf
0.0	1.84	-inf
0.0	1.85	-inf
0.0	1.86	-inf
0.0	1.87	-inf
0.0	1.8800000000000001	-inf
0.0	1.8900000000000001	-inf
1.0	1.8	-137.2083824833176
1.0	1.81	-inf
1.0	1.82	-inf
1.0	1.83	-inf
1.0	1.84	-inf
1.0	1.85	-inf
1.0	1.86	-inf
1.0	1.87	-inf
1.0	1.8800000000000001	-inf
1.0	1.8900000000000001	-inf
2.0	1.8	-inf
2.0	1.81	-inf
2.0	1.82	-inf
2.0	1.83	-inf
2.0	1.84	-inf
2.0	1.85	-inf
2.0	1.86	-inf
2.0	1.87	-inf
2.0	1.8800000000000001	-inf
2.0	1.8900000000000001	-inf
3.0	1.8	-inf
3.0	1.81	-141.33819579493831
3.0	1.82	-inf
3.0	1.83	-inf
3.0	1.84	-inf
3.0	1.85	-inf
3.0	1.86	-inf
3.0	1.87	-inf
3.0	1.8800000000000001	-inf
3.0	1.8900000000000001	-inf
