n_iter	R0	llh
0.0	1.42	-132.08882345134194
0.0	1.43	-129.4861500958634
0.0	1.44	-132.6841306061684
0.0	1.45	-131.1350374774263
0.0	1.46	-128.89816861149131
0.0	1.47	-127.99931661645681
0.0	1.48	-125.99576377762779
0.0	1.49	-127.30957024397506
0.0	1.5	-126.494118259089
0.0	1.51	-126.43438527022775
0.0	1.52	-128.2786841763207
0.0	1.53	-125.48681521227194
0.0	1.54	-125.90752567991606
0.0	1.55	-124.5142768429885
0.0	1.56	-125.15794566339913
0.0	1.57	-124.23877128572936
0.0	1.58	-126.29938355840531
0.0	1.59	-124.2707329303652
0.0	1.6	-125.27779641388138
0.0	1.61	-126.18482507298704
0.0	1.62	-125.32335347365384
0.0	1.6300000000000001	-124.89135755726494
0.0	1.6400000000000001	-126.22069792579344
0.0	1.6500000000000001	-126.05957675958706
0.0	1.6600000000000001	-126.54922631264245
0.0	1.6700000000000002	-127.06194999605623
0.0	1.6800000000000002	-128.62243798101738
0.0	1.6900000000000002	-128.40458491879568
0.0	1.7000000000000002	-128.75108705136233
0.0	1.7100000000000002	-127.93703741561681
0.0	1.7200000000000002	-132.08735228400627
0.0	1.7300000000000002	-132.21710761888886
0.0	1.7400000000000002	-inf
0.0	1.7500000000000002	-130.89291720672222
0.0	1.7600000000000002	-inf
0.0	1.7700000000000002	-134.7160901057716
0.0	1.7800000000000002	-inf
0.0	1.7900000000000003	-inf
0.0	1.8000000000000003	-inf
1.0	1.42	-132.2884316428877
1.0	1.43	-131.41856180065076
1.0	1.44	-136.98535661194532
1.0	1.45	-131.39396177310897
1.0	1.46	-127.74576513236757
1.0	1.47	-126.52979840586029
1.0	1.48	-127.01809368357775
1.0	1.49	-130.79004419239092
1.0	1.5	-124.50330508042161
1.0	1.51	-126.96886712728914
1.0	1.52	-128.01803532860882
1.0	1.53	-124.71051565708899
1.0	1.54	-124.6102537328136
1.0	1.55	-129.00754095875362
1.0	1.56	-124.85085522034917
1.0	1.57	-124.60391060849643
1.0	1.58	-124.97047075789222
1.0	1.59	-125.28027561009071
1.0	1.6	-125.01511521619017
1.0	1.61	-127.8681741228429
1.0	1.62	-124.4965874715022
1.0	1.6300000000000001	-126.2219742703389
1.0	1.6400000000000001	-127.11128382836037
1.0	1.6500000000000001	-124.20745850556916
1.0	1.6600000000000001	-129.92208543718925
1.0	1.6700000000000002	-129.8752160526483
1.0	1.6800000000000002	-127.96278331211789
1.0	1.6900000000000002	-129.7373741669917
1.0	1.7000000000000002	-132.40708718964777
1.0	1.7100000000000002	-135.2649786361913
1.0	1.7200000000000002	-131.6389864614273
1.0	1.7300000000000002	-132.07669292200964
1.0	1.7400000000000002	-130.4273768309282
1.0	1.7500000000000002	-132.49789825881248
1.0	1.7600000000000002	-136.66901640087224
1.0	1.7700000000000002	-inf
1.0	1.7800000000000002	-inf
1.0	1.7900000000000003	-inf
1.0	1.8000000000000003	-inf
2.0	1.42	-131.83052993779927
2.0	1.43	-133.51245981741175
2.0	1.44	-129.04453862900337
2.0	1.45	-129.4052448970981
2.0	1.46	-131.158006233021
2.0	1.47	-131.26538701975159
2.0	1.48	-124.71867474875094
2.0	1.49	-125.86086458843852
2.0	1.5	-125.82824798671345
2.0	1.51	-127.24317431495183
2.0	1.52	-125.61573449922003
2.0	1.53	-125.43697354082117
2.0	1.54	-126.22968801703254
2.0	1.55	-123.781149743219
2.0	1.56	-124.5847210299497
2.0	1.57	-123.7878417727475
2.0	1.58	-125.31257921271286
2.0	1.59	-124.58210090715102
2.0	1.6	-126.1791069421162
2.0	1.61	-125.83166326873781
2.0	1.62	-124.19192289140413
2.0	1.6300000000000001	-125.2186419228217
2.0	1.6400000000000001	-127.64922650527909
2.0	1.6500000000000001	-126.88995242252489
2.0	1.6600000000000001	-126.24502069467205
2.0	1.6700000000000002	-132.1155090280876
2.0	1.6800000000000002	-127.32578651189456
2.0	1.6900000000000002	-131.4250612639724
2.0	1.7000000000000002	-130.1374890984922
2.0	1.7100000000000002	-134.35345235904288
2.0	1.7200000000000002	-135.85673689052706
2.0	1.7300000000000002	-126.35291020845102
2.0	1.7400000000000002	-131.19051526845294
2.0	1.7500000000000002	-139.348212979964
2.0	1.7600000000000002	-140.19299728564002
2.0	1.7700000000000002	-inf
2.0	1.7800000000000002	-136.15735048309253
2.0	1.7900000000000003	-inf
2.0	1.8000000000000003	-inf
3.0	1.42	-135.808478789399
3.0	1.43	-131.37461937144192
3.0	1.44	-131.1408619252421
3.0	1.45	-132.7075340589635
3.0	1.46	-130.48642685475434
3.0	1.47	-127.22113217325203
3.0	1.48	-129.06307469978123
3.0	1.49	-128.48181737472018
3.0	1.5	-127.1477957827241
3.0	1.51	-125.04967946449192
3.0	1.52	-126.32634563494905
3.0	1.53	-125.77780097412038
3.0	1.54	-124.12102730428968
3.0	1.55	-123.15052031656899
3.0	1.56	-124.17627418874959
3.0	1.57	-124.27923022478197
3.0	1.58	-123.24387962515718
3.0	1.59	-125.62343310399751
3.0	1.6	-126.13227867619639
3.0	1.61	-126.68364644550368
3.0	1.62	-126.06541738536545
3.0	1.6300000000000001	-126.01013239284472
3.0	1.6400000000000001	-125.99848613960525
3.0	1.6500000000000001	-129.63341614056202
3.0	1.6600000000000001	-127.55556485062378
3.0	1.6700000000000002	-128.5114479398344
3.0	1.6800000000000002	-128.13905682273833
3.0	1.6900000000000002	-127.50395696143069
3.0	1.7000000000000002	-131.06974261259134
3.0	1.7100000000000002	-131.4228109790508
3.0	1.7200000000000002	-139.20496694710613
3.0	1.7300000000000002	-142.9887121969051
3.0	1.7400000000000002	-inf
3.0	1.7500000000000002	-144.34046743919112
3.0	1.7600000000000002	-139.53597694508647
3.0	1.7700000000000002	-inf
3.0	1.7800000000000002	-inf
3.0	1.7900000000000003	-inf
3.0	1.8000000000000003	-inf
