n_iter	R0	llh
0.0	1.43	-129.6125110990299
0.0	1.44	-129.5131337142596
0.0	1.45	-132.30564423298347
0.0	1.46	-130.84528987808943
0.0	1.47	-127.14310876260907
0.0	1.48	-130.82668310111623
0.0	1.49	-126.54404201294057
0.0	1.5	-124.3916125929693
0.0	1.51	-125.64676453290205
0.0	1.52	-125.2178428860716
0.0	1.53	-125.69159027621969
0.0	1.54	-125.16621779603997
0.0	1.55	-126.28270327042756
0.0	1.56	-124.91520899944152
0.0	1.57	-124.9242846715031
0.0	1.58	-125.07353923911192
0.0	1.59	-122.87032506707786
0.0	1.6	-125.39117053838628
0.0	1.61	-126.65853305239494
0.0	1.62	-125.51955848682668
0.0	1.6300000000000001	-126.92742905621547
0.0	1.6400000000000001	-128.56107893744334
0.0	1.6500000000000001	-126.9103659050969
0.0	1.6600000000000001	-128.01423626991678
0.0	1.6700000000000002	-126.71418899414962
0.0	1.6800000000000002	-129.65357935775756
0.0	1.6900000000000002	-130.94738752791739
0.0	1.7000000000000002	-130.0538857386056
0.0	1.7100000000000002	-133.947544502333
0.0	1.7200000000000002	-130.5128849969351
0.0	1.7300000000000002	-131.01251489084223
0.0	1.7400000000000002	-130.13563309000142
0.0	1.7500000000000002	-139.0265598876618
0.0	1.7600000000000002	-inf
0.0	1.7700000000000002	-135.55752747695558
0.0	1.7800000000000002	-151.1801915081091
0.0	1.7900000000000003	-139.48841565928436
0.0	1.8000000000000003	-inf
1.0	1.43	-131.7353215375904
1.0	1.44	-127.89782116623824
1.0	1.45	-133.59016653984574
1.0	1.46	-132.19500448545313
1.0	1.47	-130.60642352721064
1.0	1.48	-130.96730789724518
1.0	1.49	-127.61780386931903
1.0	1.5	-125.77713917481975
1.0	1.51	-127.97617604646065
1.0	1.52	-124.39875576754862
1.0	1.53	-129.07489127410506
1.0	1.54	-124.76344758853517
1.0	1.55	-123.92455064317018
1.0	1.56	-124.93339402668184
1.0	1.57	-126.86273164647629
1.0	1.58	-124.5059827557952
1.0	1.59	-124.78902037058192
1.0	1.6	-124.31826285660915
1.0	1.61	-124.5853947521285
1.0	1.62	-124.56158941700701
1.0	1.6300000000000001	-127.18768746811895
1.0	1.6400000000000001	-125.17773016807955
1.0	1.6500000000000001	-128.32411893450575
1.0	1.6600000000000001	-124.61724880866579
1.0	1.6700000000000002	-126.95927299904105
1.0	1.6800000000000002	-129.55635291036293
1.0	1.6900000000000002	-132.2666275194163
1.0	1.7000000000000002	-132.64246568361543
1.0	1.7100000000000002	-131.1875460815641
1.0	1.7200000000000002	-133.49463588338668
1.0	1.7300000000000002	-130.2139606684567
1.0	1.7400000000000002	-inf
1.0	1.7500000000000002	-136.2860817090718
1.0	1.7600000000000002	-154.90820186330063
1.0	1.7700000000000002	-153.9041540502104
1.0	1.7800000000000002	-inf
1.0	1.7900000000000003	-133.23036724764657
1.0	1.8000000000000003	-157.69098054386515
2.0	1.43	-132.18539377687327
2.0	1.44	-130.4689693131566
2.0	1.45	-128.88723015503328
2.0	1.46	-126.4018507834508
2.0	1.47	-127.90048369649453
2.0	1.48	-126.1750092278835
2.0	1.49	-126.94033425378146
2.0	1.5	-126.57380620263271
2.0	1.51	-124.98050838021342
2.0	1.52	-126.78971046506823
2.0	1.53	-125.2103358746899
2.0	1.54	-125.66115412125863
2.0	1.55	-123.78284414691679
2.0	1.56	-125.04638792084175
2.0	1.57	-124.8163615908685
2.0	1.58	-125.27079458892253
2.0	1.59	-123.75178061833475
2.0	1.6	-124.67140390627986
2.0	1.61	-124.5495936622972
2.0	1.62	-126.54378937306113
2.0	1.6300000000000001	-125.86039688443907
2.0	1.6400000000000001	-126.18029083200861
2.0	1.6500000000000001	-127.42537642599535
2.0	1.6600000000000001	-127.50066669271547
2.0	1.6700000000000002	-132.3814654341807
2.0	1.6800000000000002	-127.06515805510601
2.0	1.6900000000000002	-129.11579074944754
2.0	1.7000000000000002	-129.1614649736854
2.0	1.7100000000000002	-130.21065642752617
2.0	1.7200000000000002	-137.954215849684
2.0	1.7300000000000002	-inf
2.0	1.7400000000000002	-131.07809339401538
2.0	1.7500000000000002	-127.19203889861915
2.0	1.7600000000000002	-inf
2.0	1.7700000000000002	-149.86578572858141
2.0	1.7800000000000002	-134.59548448899378
2.0	1.7900000000000003	-inf
2.0	1.8000000000000003	-inf
3.0	1.43	-133.42331973378603
3.0	1.44	-130.7576738002714
3.0	1.45	-128.81936097164953
3.0	1.46	-128.2144144110649
3.0	1.47	-130.0510997137788
3.0	1.48	-128.24663803254367
3.0	1.49	-125.13347106453075
