R0	log10eta	mean_logL	sim_no
1.2	-5.599999999999998		10
1.2	-5.399999999999998		10
1.2	-5.1999999999999975		10
1.2	-4.999999999999997		10
1.2	-4.799999999999997		10
1.2	-4.599999999999997		10
1.2	-4.399999999999997		10
1.2	-4.199999999999997		10
1.2	-3.9999999999999964	-82.79356811402367	10
1.2	-3.7999999999999963	-69.46710538296223	10
1.2	-3.599999999999996	-64.88526697638227	10
1.2	-3.399999999999996	-67.84508611282824	10
1.2	-3.1999999999999957	-68.00232150205332	10
1.2	-2.9999999999999956	-64.77133895680306	10
1.2	-2.7999999999999954	-69.44690953951095	10
1.2	-2.599999999999995	-68.59976797629547	10
1.2	-2.399999999999995	-71.62529092381375	10
1.2	-2.199999999999995	-70.67797448521303	10
1.2	-1.9999999999999947	-74.04798612005129	10
1.3	-8.0		10
1.3	-7.8		10
1.3	-7.6		10
1.3	-7.3999999999999995		10
1.3	-7.199999999999999		10
1.3	-6.999999999999999		10
1.3	-6.799999999999999		10
1.3	-6.599999999999999		10
1.3	-6.399999999999999		10
1.3	-6.199999999999998		10
1.3	-5.999999999999998		10
1.3	-5.799999999999998		10
1.3	-5.599999999999998		10
1.3	-5.399999999999998		10
1.3	-5.1999999999999975		10
1.3	-4.999999999999997		10
1.3	-4.799999999999997		10
1.3	-4.599999999999997		10
1.3	-4.399999999999997		10
1.3	-4.199999999999997		10
1.3	-3.9999999999999964		10
1.3	-3.7999999999999963		10
1.3	-3.599999999999996		10
1.3	-3.399999999999996		10
1.3	-3.1999999999999957		10
1.3	-2.9999999999999956		10
1.3	-2.7999999999999954		10
1.3	-2.599999999999995		10
1.3	-2.399999999999995		10
1.3	-2.199999999999995		10
1.3	-1.9999999999999947		10
1.4	-8.0		10
1.4	-7.8		10
1.4	-7.6		10
1.4	-7.3999999999999995		10
1.4	-7.199999999999999		10
1.4	-6.999999999999999		10
1.4	-6.799999999999999		10
1.4	-6.599999999999999		10
1.4	-6.399999999999999		10
1.4	-6.199999999999998		10
1.4	-5.999999999999998		10
1.4	-5.799999999999998		10
1.4	-5.599999999999998		10
1.4	-5.399999999999998		10
1.4	-5.1999999999999975		10
1.4	-4.999999999999997		10
1.4	-4.799999999999997		10
1.4	-4.599999999999997	-71.40499169419654	10
1.4	-4.399999999999997	-57.10550646669509	10
1.4	-4.199999999999997		10
1.4	-3.9999999999999964	-55.80962875935254	10
1.4	-3.7999999999999963	-56.75845589572184	10
1.4	-3.599999999999996	-54.80576562978272	10
1.4	-3.399999999999996	-60.00344912915896	10
1.4	-3.1999999999999957	-51.2676279479011	10
1.4	-2.9999999999999956	-51.54454490411473	10
1.4	-2.7999999999999954	-55.87023018615141	10
1.4	-2.599999999999995	-52.81891738968388	10
1.4	-2.399999999999995	-56.54905372780796	10
1.4	-2.199999999999995	-54.66317686574416	10
1.4	-1.9999999999999947	-55.72199054351496	10
1.5	-8.0		10
1.5	-7.8		10
1.5	-7.6		10
1.5	-7.3999999999999995		10
1.5	-7.199999999999999		10
1.5	-6.999999999999999		10
1.5	-6.799999999999999		10
1.5	-6.599999999999999		10
1.5	-6.399999999999999		10
1.5	-6.199999999999998		10
1.5	-5.999999999999998		10
1.5	-5.799999999999998		10
1.5	-5.599999999999998		10
1.5	-5.399999999999998		10
1.5	-5.1999999999999975		10
1.5	-4.999999999999997		10
1.5	-4.799999999999997		10
1.5	-4.599999999999997		10
1.5	-4.399999999999997		10
1.5	-4.199999999999997		10
1.5	-3.9999999999999964		10
1.5	-3.7999999999999963		10
1.5	-3.599999999999996		10
1.5	-3.399999999999996		10
1.5	-3.1999999999999957		10
1.5	-2.9999999999999956		10
1.5	-2.7999999999999954		10
1.5	-2.599999999999995		10
1.5	-2.399999999999995		10
1.5	-2.199999999999995		10
1.5	-1.9999999999999947		10
1.6	-8.0		10
1.6	-7.8		10
1.6	-7.6		10
1.6	-7.3999999999999995		10
1.6	-7.199999999999999		10
1.6	-6.999999999999999		10
1.6	-6.799999999999999		10
1.6	-6.599999999999999		10
1.6	-6.399999999999999		10
1.6	-6.199999999999998		10
1.6	-5.999999999999998		10
1.6	-5.799999999999998		10
1.6	-5.599999999999998		10
1.6	-5.399999999999998		10
1.6	-5.1999999999999975		10
1.6	-4.999999999999997	-56.53928551812059	10
1.6	-4.799999999999997	-58.69899616100189	10
1.6	-4.599999999999997	-53.456353051945165	10
1.6	-4.399999999999997		10
1.6	-4.199999999999997	-43.90073125749542	10
1.6	-3.9999999999999964	-44.25439242674255	10
1.6	-3.7999999999999963	-41.8724461899843	10
1.6	-3.599999999999996	-44.46464739239196	10
1.6	-3.399999999999996	-41.8474681572327	10
1.6	-3.1999999999999957	-39.5764624250672	10
1.6	-2.9999999999999956	-39.99892930091478	10
1.6	-2.7999999999999954	-40.55095805360224	10
1.6	-2.599999999999995	-41.84571455348298	10
1.6	-2.399999999999995	-43.423099970895464	10
1.6	-2.199999999999995	-45.33062590700283	10
1.6	-1.9999999999999947	-44.87611004889258	10
1.7	-8.0		10
1.7	-7.8		10
1.7	-7.6		10
1.7	-7.3999999999999995		10
1.7	-7.199999999999999		10
1.7	-6.999999999999999		10
1.7	-6.799999999999999		10
1.7	-6.599999999999999		10
1.7	-6.399999999999999		10
1.7	-6.199999999999998		10
1.7	-5.999999999999998		10
1.7	-5.799999999999998		10
1.7	-5.599999999999998		10
1.7	-5.399999999999998		10
1.7	-5.1999999999999975		10
1.7	-4.999999999999997		10
1.7	-4.799999999999997		10
1.7	-4.599999999999997		10
1.7	-4.399999999999997		10
1.7	-4.199999999999997		10
1.7	-3.9999999999999964		10
1.7	-3.7999999999999963		10
1.7	-3.599999999999996		10
1.7	-3.399999999999996		10
1.7	-3.1999999999999957		10
1.7	-2.9999999999999956		10
1.7	-2.7999999999999954		10
1.7	-2.599999999999995		10
1.7	-2.399999999999995		10
1.7	-2.199999999999995		10
1.7	-1.9999999999999947		10
1.8	-8.0		10
1.8	-7.8		10
1.8	-7.6		10
1.8	-7.3999999999999995		10
1.8	-7.199999999999999		10
1.8	-6.999999999999999		10
1.8	-6.799999999999999		10
1.8	-6.599999999999999		10
1.8	-6.399999999999999		10
1.8	-6.199999999999998		10
1.8	-5.999999999999998		10
1.8	-5.799999999999998		10
1.8	-5.599999999999998		10
1.8	-5.399999999999998		10
1.8	-5.1999999999999975		10
1.8	-4.999999999999997	-49.69767135678405	10
1.8	-4.799999999999997	-44.75796789390397	10
1.8	-4.599999999999997	-39.727876697683435	10
1.8	-4.399999999999997	-36.873251182156835	10
1.8	-4.199999999999997	-36.90136860473561	10
1.8	-3.9999999999999964	-36.26601711042116	10
1.8	-3.7999999999999963	-38.43895003004458	10
1.8	-3.599999999999996	-33.63170724544899	10
1.8	-3.399999999999996	-34.513320075834905	10
1.8	-3.1999999999999957	-35.48176744025419	10
1.8	-2.9999999999999956	-36.26344303907818	10
1.8	-2.7999999999999954	-36.67243340839521	10
1.8	-2.599999999999995	-35.91298793464497	10
1.8	-2.399999999999995	-36.643585115989204	10
1.8	-2.199999999999995	-35.84442833948968	10
1.8	-1.9999999999999947	-36.08299285450497	10
1.9	-8.0		10
1.9	-7.8		10
1.9	-7.6		10
1.9	-7.3999999999999995		10
1.9	-7.199999999999999		10
1.9	-6.999999999999999		10
1.9	-6.799999999999999		10
1.9	-6.599999999999999		10
1.9	-6.399999999999999		10
1.9	-6.199999999999998		10
1.9	-5.999999999999998		10
1.9	-5.799999999999998		10
1.9	-5.599999999999998		10
1.9	-5.399999999999998		10
1.9	-5.1999999999999975		10
1.9	-4.999999999999997		10
1.9	-4.799999999999997		10
1.9	-4.599999999999997		10
1.9	-4.399999999999997		10
1.9	-4.199999999999997		10
1.9	-3.9999999999999964		10
1.9	-3.7999999999999963		10
1.9	-3.599999999999996		10
1.9	-3.399999999999996		10
1.9	-3.1999999999999957		10
1.9	-2.9999999999999956		10
1.9	-2.7999999999999954		10
1.9	-2.599999999999995		10
1.9	-2.399999999999995		10
1.9	-2.199999999999995		10
1.9	-1.9999999999999947		10
2.0	-8.0		10
2.0	-7.8		10
2.0	-7.6		10
2.0	-7.3999999999999995		10
2.0	-7.199999999999999		10
2.0	-6.999999999999999		10
2.0	-6.799999999999999		10
2.0	-6.599999999999999		10
2.0	-6.399999999999999		10
2.0	-6.199999999999998		10
2.0	-5.999999999999998		10
2.0	-5.799999999999998		10
2.0	-5.599999999999998	-56.87201692349923	10
2.0	-5.399999999999998	-45.72672693177384	10
2.0	-5.1999999999999975	-47.84530141605269	10
2.0	-4.999999999999997	-40.630197290536536	10
2.0	-4.799999999999997	-39.648404979170834	10
2.0	-4.599999999999997	-37.31033818051357	10
2.0	-4.399999999999997	-33.05098873641109	10
2.0	-4.199999999999997	-32.27293579395679	10
2.0	-3.9999999999999964	-32.00419337199561	10
2.0	-3.7999999999999963	-32.886564508395494	10
2.0	-3.599999999999996	-32.434575835301644	10
2.0	-3.399999999999996	-32.88140999860969	10
2.0	-3.1999999999999957	-32.814821866474894	10
2.0	-2.9999999999999956	-32.17717057555781	10
2.0	-2.7999999999999954	-32.43123458400826	10
2.0	-2.599999999999995	-32.62571018586897	10
2.0	-2.399999999999995	-32.812849201700274	10
2.0	-2.199999999999995	-32.54483727145466	10
2.0	-1.9999999999999947	-32.59215637172879	10
2.1	-8.0		10
2.1	-7.8		10
2.1	-7.6		10
2.1	-7.3999999999999995		10
2.1	-7.199999999999999		10
2.1	-6.999999999999999		10
2.1	-6.799999999999999		10
2.1	-6.599999999999999		10
2.1	-6.399999999999999		10
2.1	-6.199999999999998		10
2.1	-5.999999999999998		10
2.1	-5.799999999999998		10
2.1	-5.599999999999998		10
2.1	-5.399999999999998		10
2.1	-5.1999999999999975		10
2.1	-4.999999999999997		10
2.1	-4.799999999999997		10
2.1	-4.599999999999997		10
2.1	-4.399999999999997		10
2.1	-4.199999999999997		10
2.1	-3.9999999999999964		10
2.1	-3.7999999999999963		10
2.1	-3.599999999999996		10
2.1	-3.399999999999996		10
2.1	-3.1999999999999957		10
2.1	-2.9999999999999956		10
2.1	-2.7999999999999954		10
2.1	-2.599999999999995		10
2.1	-2.399999999999995		10
2.1	-2.199999999999995		10
2.1	-1.9999999999999947		10
2.2	-8.0		10
2.2	-7.8		10
2.2	-7.6		10
2.2	-7.3999999999999995		10
2.2	-7.199999999999999		10
2.2	-6.999999999999999		10
2.2	-6.799999999999999		10
2.2	-6.599999999999999		10
2.2	-6.399999999999999		10
2.2	-6.199999999999998		10
2.2	-5.999999999999998		10
2.2	-5.799999999999998		10
2.2	-5.599999999999998	-inf	10
2.2	-5.399999999999998		10
2.2	-5.1999999999999975	-35.39753667667536	10
2.2	-4.999999999999997	-33.39685409641266	10
2.2	-4.799999999999997	-34.08923474597799	10
2.2	-4.599999999999997	-32.3119594248773	10
2.2	-4.399999999999997	-32.70545183920091	10
2.2	-4.199999999999997	-31.744803659914872	10
2.2	-3.9999999999999964	-33.504080391750406	10
2.2	-3.7999999999999963	-31.33439732886136	10
2.2	-3.599999999999996	-31.008619554791903	10
2.2	-3.399999999999996	-31.40099359941601	10
2.2	-3.1999999999999957	-30.88663905257414	10
2.2	-2.9999999999999956	-30.84275042024775	10
2.2	-2.7999999999999954	-30.933840601169493	10
2.2	-2.599999999999995	-30.533285655928772	10
2.2	-2.399999999999995	-30.607620875492405	10
2.2	-2.199999999999995	-30.567809383491543	10
2.2	-1.9999999999999947	-29.889774831481127	10
2.3	-8.0		10
2.3	-7.8		10
2.3	-7.6		10
2.3	-7.3999999999999995		10
2.3	-7.199999999999999		10
2.3	-6.999999999999999		10
2.3	-6.799999999999999		10
2.3	-6.599999999999999		10
2.3	-6.399999999999999		10
2.3	-6.199999999999998		10
2.3	-5.999999999999998		10
2.3	-5.799999999999998		10
2.3	-5.599999999999998		10
2.3	-5.399999999999998		10
2.3	-5.1999999999999975		10
2.3	-4.999999999999997		10
2.3	-4.799999999999997		10
2.3	-4.599999999999997		10
2.3	-4.399999999999997		10
2.3	-4.199999999999997		10
2.3	-3.9999999999999964		10
2.3	-3.7999999999999963		10
2.3	-3.599999999999996		10
2.3	-3.399999999999996		10
2.3	-3.1999999999999957		10
2.3	-2.9999999999999956		10
2.3	-2.7999999999999954		10
2.3	-2.599999999999995		10
2.3	-2.399999999999995		10
2.3	-2.199999999999995		10
2.3	-1.9999999999999947		10
2.4	-8.0		10
2.4	-7.8		10
2.4	-7.6		10
2.4	-7.3999999999999995		10
2.4	-7.199999999999999		10
2.4	-6.999999999999999		10
2.4	-6.799999999999999		10
2.4	-6.599999999999999		10
2.4	-6.399999999999999	-inf	10
2.4	-6.199999999999998		10
2.4	-5.999999999999998		10
2.4	-5.799999999999998	-41.005174177692076	10
2.4	-5.599999999999998	-50.62526903206608	10
2.4	-5.399999999999998	-41.352079813941266	10
2.4	-5.1999999999999975	-36.41206657632224	10
2.4	-4.999999999999997	-33.66970957014238	10
2.4	-4.799999999999997	-32.021363065988865	10
2.4	-4.599999999999997	-30.992868514832423	10
2.4	-4.399999999999997	-32.02341604139539	10
2.4	-4.199999999999997	-29.989755446548333	10
2.4	-3.9999999999999964	-30.285147200869005	10
2.4	-3.7999999999999963	-30.68409681555021	10
2.4	-3.599999999999996	-30.482794160866217	10
2.4	-3.399999999999996	-30.444262890562374	10
2.4	-3.1999999999999957	-30.272734087877986	10
2.4	-2.9999999999999956	-29.972197770366762	10
2.4	-2.7999999999999954	-29.625879407855315	10
2.4	-2.599999999999995	-29.671673499256382	10
2.4	-2.399999999999995	-29.125076087517566	10
2.4	-2.199999999999995	-28.88311254168039	10
2.4	-1.9999999999999947	-28.75131577131209	10
2.5	-8.0		10
2.5	-7.8		10
2.5	-7.6		10
2.5	-7.3999999999999995		10
2.5	-7.199999999999999		10
2.5	-6.999999999999999		10
2.5	-6.799999999999999		10
2.5	-6.599999999999999		10
2.5	-6.399999999999999		10
2.5	-6.199999999999998		10
2.5	-5.999999999999998		10
2.5	-5.799999999999998		10
2.5	-5.599999999999998		10
2.5	-5.399999999999998		10
2.5	-5.1999999999999975		10
2.5	-4.999999999999997		10
2.5	-4.799999999999997		10
2.5	-4.599999999999997		10
2.5	-4.399999999999997		10
2.5	-4.199999999999997		10
2.5	-3.9999999999999964		10
2.5	-3.7999999999999963		10
2.5	-3.599999999999996		10
2.5	-3.399999999999996		10
2.5	-3.1999999999999957		10
2.5	-2.9999999999999956		10
2.5	-2.7999999999999954		10
2.5	-2.599999999999995		10
2.5	-2.399999999999995		10
2.5	-2.199999999999995		10
2.5	-1.9999999999999947		10
2.6	-8.0		10
2.6	-7.8		10
2.6	-7.6		10
2.6	-7.3999999999999995		10
2.6	-7.199999999999999		10
2.6	-6.999999999999999		10
2.6	-6.799999999999999		10
2.6	-6.599999999999999		10
2.6	-6.399999999999999		10
2.6	-6.199999999999998		10
2.6	-5.999999999999998		10
2.6	-5.799999999999998	-47.57239276637299	10
2.6	-5.599999999999998		10
2.6	-5.399999999999998	-33.94408893344128	10
2.6	-5.1999999999999975	-32.411148024005655	10
2.6	-4.999999999999997	-31.113103461274598	10
2.6	-4.799999999999997	-31.174106905363043	10
2.6	-4.599999999999997	-30.797965759146468	10
2.6	-4.399999999999997	-30.265995917155845	10
2.6	-4.199999999999997	-30.413469863166917	10
2.6	-3.9999999999999964	-30.14286905414425	10
2.6	-3.7999999999999963	-30.237880094233923	10
2.6	-3.599999999999996	-30.35816295363108	10
2.6	-3.399999999999996	-29.890307086716724	10
2.6	-3.1999999999999957	-29.676609049172953	10
2.6	-2.9999999999999956	-29.416710139284135	10
2.6	-2.7999999999999954	-29.27033332534068	10
2.6	-2.599999999999995	-28.809558254056498	10
2.6	-2.399999999999995	-28.73748385455724	10
2.6	-2.199999999999995	-28.335257217713103	10
2.6	-1.9999999999999947	-28.79819327001902	10
2.7	-8.0		10
2.7	-7.8		10
2.7	-7.6		10
2.7	-7.3999999999999995		10
2.7	-7.199999999999999		10
2.7	-6.999999999999999		10
2.7	-6.799999999999999		10
2.7	-6.599999999999999		10
2.7	-6.399999999999999		10
2.7	-6.199999999999998		10
2.7	-5.999999999999998		10
2.7	-5.799999999999998		10
2.7	-5.599999999999998		10
2.7	-5.399999999999998		10
2.7	-5.1999999999999975		10
2.7	-4.999999999999997		10
2.7	-4.799999999999997		10
2.7	-4.599999999999997		10
2.7	-4.399999999999997		10
2.7	-4.199999999999997		10
2.7	-3.9999999999999964		10
2.7	-3.7999999999999963		10
2.7	-3.599999999999996		10
2.7	-3.399999999999996		10
2.7	-3.1999999999999957		10
2.7	-2.9999999999999956		10
2.7	-2.7999999999999954		10
2.7	-2.599999999999995		10
2.7	-2.399999999999995		10
2.7	-2.199999999999995		10
2.7	-1.9999999999999947		10
2.8	-8.0		10
2.8	-7.8		10
2.8	-7.6		10
2.8	-7.3999999999999995		10
2.8	-7.199999999999999		10
2.8	-6.999999999999999		10
2.8	-6.799999999999999		10
2.8	-6.599999999999999		10
2.8	-6.399999999999999		10
2.8	-6.199999999999998		10
2.8	-5.999999999999998		10
2.8	-5.799999999999998		10
2.8	-5.599999999999998	-31.713704899638845	10
2.8	-5.399999999999998	-34.263380666939234	10
2.8	-5.1999999999999975	-32.7027970419038	10
2.8	-4.999999999999997	-30.791058764299386	10
2.8	-4.799999999999997	-30.741642952078102	10
2.8	-4.599999999999997	-30.952084253422463	10
2.8	-4.399999999999997	-30.29448934062855	10
2.8	-4.199999999999997	-30.136648379933217	10
2.8	-3.9999999999999964	-29.902884737453597	10
2.8	-3.7999999999999963	-30.621031164741538	10
2.8	-3.599999999999996	-29.743345529086206	10
2.8	-3.399999999999996	-29.27568125998811	10
2.8	-3.1999999999999957	-29.573150386835557	10
2.8	-2.9999999999999956	-29.499373071138272	10
2.8	-2.7999999999999954	-28.960308921010693	10
2.8	-2.599999999999995	-29.007646440758634	10
2.8	-2.399999999999995	-28.8385839918271	10
2.8	-2.199999999999995	-29.57076184345671	10
2.8	-1.9999999999999947	-30.102777367082496	10
2.9	-8.0		10
2.9	-7.8		10
2.9	-7.6		10
2.9	-7.3999999999999995		10
2.9	-7.199999999999999		10
2.9	-6.999999999999999		10
2.9	-6.799999999999999		10
2.9	-6.599999999999999		10
2.9	-6.399999999999999		10
2.9	-6.199999999999998		10
2.9	-5.999999999999998		10
2.9	-5.799999999999998		10
2.9	-5.599999999999998		10
2.9	-5.399999999999998		10
2.9	-5.1999999999999975		10
2.9	-4.999999999999997		10
2.9	-4.799999999999997		10
2.9	-4.599999999999997		10
2.9	-4.399999999999997		10
2.9	-4.199999999999997		10
2.9	-3.9999999999999964		10
2.9	-3.7999999999999963		10
2.9	-3.599999999999996		10
2.9	-3.399999999999996		10
2.9	-3.1999999999999957		10
2.9	-2.9999999999999956		10
2.9	-2.7999999999999954		10
2.9	-2.599999999999995		10
2.9	-2.399999999999995		10
2.9	-2.199999999999995		10
2.9	-1.9999999999999947		10
3.0	-8.0		10
3.0	-7.8		10
3.0	-7.6		10
3.0	-7.3999999999999995		10
3.0	-7.199999999999999		10
3.0	-6.999999999999999		10
3.0	-6.799999999999999		10
3.0	-6.599999999999999		10
3.0	-6.399999999999999		10
3.0	-6.199999999999998		10
3.0	-5.999999999999998	-38.2896271570322	10
3.0	-5.799999999999998	-39.37524186536052	10
3.0	-5.599999999999998	-34.10458022569337	10
3.0	-5.399999999999998	-32.194248603658956	10
3.0	-5.1999999999999975	-30.693206382656058	10
3.0	-4.999999999999997	-30.22121398777844	10
3.0	-4.799999999999997	-30.482034301502676	10
3.0	-4.599999999999997	-30.053419849084168	10
3.0	-4.399999999999997	-30.32227503816936	10
3.0	-4.199999999999997	-29.89925948629705	10
3.0	-3.9999999999999964	-30.017705106443128	10
3.0	-3.7999999999999963	-29.63821061245033	10
3.0	-3.599999999999996	-29.76385291203452	10
3.0	-3.399999999999996	-29.530998626450224	10
3.0	-3.1999999999999957	-29.05477187528546	10
3.0	-2.9999999999999956	-29.05931289804365	10
3.0	-2.7999999999999954	-29.23238761795563	10
3.0	-2.599999999999995	-29.26644845622037	10
3.0	-2.399999999999995	-29.912807849560078	10
3.0	-2.199999999999995	-30.803487487593166	10
3.0	-1.9999999999999947	-33.31739116443657	10
3.1	-8.0		10
3.1	-7.8		10
3.1	-7.6		10
3.1	-7.3999999999999995		10
3.1	-7.199999999999999		10
3.1	-6.999999999999999		10
3.1	-6.799999999999999		10
3.1	-6.599999999999999		10
3.1	-6.399999999999999		10
3.1	-6.199999999999998		10
3.1	-5.999999999999998		10
3.1	-5.799999999999998		10
3.1	-5.599999999999998		10
3.1	-5.399999999999998		10
3.1	-5.1999999999999975		10
3.1	-4.999999999999997		10
3.1	-4.799999999999997		10
3.1	-4.599999999999997		10
3.1	-4.399999999999997		10
3.1	-4.199999999999997		10
3.1	-3.9999999999999964		10
3.1	-3.7999999999999963		10
3.1	-3.599999999999996		10
3.1	-3.399999999999996		10
3.1	-3.1999999999999957		10
3.1	-2.9999999999999956		10
3.1	-2.7999999999999954		10
3.1	-2.599999999999995		10
3.1	-2.399999999999995		10
3.1	-2.199999999999995		10
3.1	-1.9999999999999947		10
3.2	-8.0		10
3.2	-7.8		10
3.2	-7.6		10
3.2	-7.3999999999999995		10
3.2	-7.199999999999999		10
3.2	-6.999999999999999		10
3.2	-6.799999999999999		10
3.2	-6.599999999999999		10
3.2	-6.399999999999999		10
3.2	-6.199999999999998		10
3.2	-5.999999999999998		10
3.2	-5.799999999999998	-32.99362185202059	10
3.2	-5.599999999999998	-33.070280647518544	10
3.2	-5.399999999999998	-32.40075766631253	10
3.2	-5.1999999999999975	-31.168351727320193	10
3.2	-4.999999999999997	-30.879024883609965	10
3.2	-4.799999999999997	-30.136583424675983	10
3.2	-4.599999999999997	-29.79724755174838	10
3.2	-4.399999999999997	-30.254225235911793	10
3.2	-4.199999999999997	-30.09977520223033	10
3.2	-3.9999999999999964	-29.82396540417441	10
3.2	-3.7999999999999963	-30.006116792438025	10
3.2	-3.599999999999996	-29.324947044615186	10
3.2	-3.399999999999996	-29.23993578437402	10
3.2	-3.1999999999999957	-29.028511948041547	10
3.2	-2.9999999999999956	-29.11653838300621	10
3.2	-2.7999999999999954	-29.62259413540827	10
3.2	-2.599999999999995	-29.911058088890435	10
3.2	-2.399999999999995	-31.68802549888657	4
3.3	-8.0		10
3.3	-7.8		10
3.3	-7.6		10
3.3	-7.3999999999999995		10
3.3	-7.199999999999999		10
3.3	-6.999999999999999		10
3.3	-6.799999999999999		10
3.3	-6.599999999999999		10
3.3	-6.399999999999999		10
3.3	-6.199999999999998		10
3.3	-5.999999999999998		10
3.3	-5.799999999999998		10
3.3	-5.599999999999998		10
3.3	-5.399999999999998		10
3.3	-5.1999999999999975		10
3.3	-4.999999999999997		10
3.3	-4.799999999999997		10
3.3	-4.599999999999997		10
3.3	-4.399999999999997		10
3.3	-4.199999999999997		10
3.3	-3.9999999999999964		10
3.3	-3.7999999999999963		10
3.3	-3.599999999999996		10
3.3	-3.399999999999996		10
3.3	-3.1999999999999957		10
3.3	-2.9999999999999956		10
3.3	-2.7999999999999954		10
3.3	-2.599999999999995		9
3.3	-2.399999999999995		8
3.3	-2.199999999999995		7
3.3	-1.9999999999999947		7
3.5	-8.0		7
3.5	-7.8		7
3.5	-7.6		7
3.5	-7.3999999999999995		7
3.5	-7.199999999999999		7
3.5	-6.999999999999999		7
3.5	-6.799999999999999		7
3.5	-6.599999999999999		7
3.5	-6.399999999999999		7
3.5	-6.199999999999998		7
3.5	-5.999999999999998		7
3.5	-5.799999999999998		7
3.5	-5.599999999999998		7
3.5	-5.399999999999998		7
3.5	-5.1999999999999975		7
3.5	-4.999999999999997		7
3.5	-4.799999999999997		7
3.5	-4.599999999999997		7
3.5	-4.399999999999997		7
3.5	-4.199999999999997		7
3.5	-3.9999999999999964		7
3.5	-3.7999999999999963		7
3.5	-3.599999999999996		7
3.5	-3.399999999999996		7
3.5	-3.1999999999999957		7
3.5	-2.9999999999999956		7
3.5	-2.7999999999999954		7
3.5	-2.599999999999995		7
3.5	-2.399999999999995		7
3.5	-2.199999999999995		7
3.5	-1.9999999999999947		7
3.7	-8.0		7
3.7	-7.8		7
3.7	-7.6		7
3.7	-7.3999999999999995		7
3.7	-7.199999999999999		7
3.7	-6.999999999999999		7
3.7	-6.799999999999999		7
3.7	-6.599999999999999		7
3.7	-6.399999999999999		7
3.7	-6.199999999999998		7
3.7	-5.999999999999998		7
3.7	-5.799999999999998		7
3.7	-5.599999999999998		7
3.7	-5.399999999999998		7
3.7	-5.1999999999999975		7
3.7	-4.999999999999997		7
3.7	-4.799999999999997		7
3.7	-4.599999999999997		7
3.7	-4.399999999999997		7
3.7	-4.199999999999997		7
3.7	-3.9999999999999964		7
3.7	-3.7999999999999963		7
3.7	-3.599999999999996		7
3.7	-3.399999999999996		7
3.7	-3.1999999999999957		7
3.7	-2.9999999999999956		7
3.7	-2.7999999999999954		7
3.7	-2.599999999999995		7
3.7	-2.399999999999995		7
3.7	-2.199999999999995		7
3.7	-1.9999999999999947		7
3.9	-8.0		7
3.9	-7.8		7
3.9	-7.6		7
3.9	-7.3999999999999995		7
3.9	-7.199999999999999		7
3.9	-6.999999999999999		7
3.9	-6.799999999999999		7
3.9	-6.599999999999999		7
3.9	-6.399999999999999		7
3.9	-6.199999999999998		7
3.9	-5.999999999999998		7
3.9	-5.799999999999998		7
3.9	-5.599999999999998		7
3.9	-5.399999999999998		7
