# t	S	E	I_l	I_h	R
3.200000000011186785e+00	9.997200000000000000e+04	1.500000000000000000e+01	7.000000000000000000e+00	2.000000000000000000e+00	4.000000000000000000e+00
3.300000000011181100e+00	9.997000000000000000e+04	1.700000000000000000e+01	7.000000000000000000e+00	2.000000000000000000e+00	4.000000000000000000e+00
3.400000000011175416e+00	9.996900000000000000e+04	1.700000000000000000e+01	7.000000000000000000e+00	2.000000000000000000e+00	5.000000000000000000e+00
3.500000000011169732e+00	9.996900000000000000e+04	1.600000000000000000e+01	8.000000000000000000e+00	2.000000000000000000e+00	5.000000000000000000e+00
3.600000000011164047e+00	9.996600000000000000e+04	1.800000000000000000e+01	9.000000000000000000e+00	2.000000000000000000e+00	5.000000000000000000e+00
3.700000000011158363e+00	9.996500000000000000e+04	1.800000000000000000e+01	1.000000000000000000e+01	2.000000000000000000e+00	5.000000000000000000e+00
3.800000000011152679e+00	9.996200000000000000e+04	2.100000000000000000e+01	1.000000000000000000e+01	2.000000000000000000e+00	5.000000000000000000e+00
3.900000000011146994e+00	9.995900000000000000e+04	2.300000000000000000e+01	1.000000000000000000e+01	2.000000000000000000e+00	6.000000000000000000e+00
4.000000000011141310e+00	9.995300000000000000e+04	2.800000000000000000e+01	1.100000000000000000e+01	2.000000000000000000e+00	6.000000000000000000e+00
4.100000000011135626e+00	9.995200000000000000e+04	2.800000000000000000e+01	1.200000000000000000e+01	2.000000000000000000e+00	6.000000000000000000e+00
4.200000000011129941e+00	9.995100000000000000e+04	2.700000000000000000e+01	1.400000000000000000e+01	1.000000000000000000e+00	7.000000000000000000e+00
4.300000000011124257e+00	9.995000000000000000e+04	2.800000000000000000e+01	1.400000000000000000e+01	1.000000000000000000e+00	7.000000000000000000e+00
4.400000000011118573e+00	9.994900000000000000e+04	2.900000000000000000e+01	1.400000000000000000e+01	1.000000000000000000e+00	7.000000000000000000e+00
4.500000000011112888e+00	9.994700000000000000e+04	3.000000000000000000e+01	1.500000000000000000e+01	1.000000000000000000e+00	7.000000000000000000e+00
4.600000000011107204e+00	9.994600000000000000e+04	3.100000000000000000e+01	1.500000000000000000e+01	1.000000000000000000e+00	7.000000000000000000e+00
4.700000000011101520e+00	9.994500000000000000e+04	3.000000000000000000e+01	1.600000000000000000e+01	1.000000000000000000e+00	8.000000000000000000e+00
4.800000000011095835e+00	9.994500000000000000e+04	2.700000000000000000e+01	1.900000000000000000e+01	1.000000000000000000e+00	8.000000000000000000e+00
4.900000000011090151e+00	9.994300000000000000e+04	2.900000000000000000e+01	1.900000000000000000e+01	1.000000000000000000e+00	8.000000000000000000e+00
5.000000000011084467e+00	9.994300000000000000e+04	2.800000000000000000e+01	1.800000000000000000e+01	1.000000000000000000e+00	1.000000000000000000e+01
5.100000000011078782e+00	9.994300000000000000e+04	2.600000000000000000e+01	1.900000000000000000e+01	1.000000000000000000e+00	1.100000000000000000e+01
5.200000000011073098e+00	9.994200000000000000e+04	2.400000000000000000e+01	1.900000000000000000e+01	2.000000000000000000e+00	1.300000000000000000e+01
5.300000000011067414e+00	9.994000000000000000e+04	2.400000000000000000e+01	2.000000000000000000e+01	3.000000000000000000e+00	1.300000000000000000e+01
5.400000000011061729e+00	9.993800000000000000e+04	2.400000000000000000e+01	2.200000000000000000e+01	3.000000000000000000e+00	1.300000000000000000e+01
5.500000000011056045e+00	9.993500000000000000e+04	2.400000000000000000e+01	2.500000000000000000e+01	3.000000000000000000e+00	1.300000000000000000e+01
5.600000000011050361e+00	9.993200000000000000e+04	2.700000000000000000e+01	2.400000000000000000e+01	3.000000000000000000e+00	1.400000000000000000e+01
5.700000000011044676e+00	9.992700000000000000e+04	3.000000000000000000e+01	2.500000000000000000e+01	3.000000000000000000e+00	1.500000000000000000e+01
5.800000000011038992e+00	9.992500000000000000e+04	3.100000000000000000e+01	2.600000000000000000e+01	3.000000000000000000e+00	1.500000000000000000e+01
5.900000000011033308e+00	9.992400000000000000e+04	3.000000000000000000e+01	2.700000000000000000e+01	3.000000000000000000e+00	1.600000000000000000e+01
6.000000000011027623e+00	9.992200000000000000e+04	3.100000000000000000e+01	2.800000000000000000e+01	3.000000000000000000e+00	1.600000000000000000e+01
6.100000000011021939e+00	9.991800000000000000e+04	3.400000000000000000e+01	2.800000000000000000e+01	3.000000000000000000e+00	1.700000000000000000e+01
6.200000000011016255e+00	9.991500000000000000e+04	3.300000000000000000e+01	3.100000000000000000e+01	3.000000000000000000e+00	1.800000000000000000e+01
6.300000000011010570e+00	9.991000000000000000e+04	3.500000000000000000e+01	3.400000000000000000e+01	3.000000000000000000e+00	1.800000000000000000e+01
6.400000000011004886e+00	9.990700000000000000e+04	3.500000000000000000e+01	3.700000000000000000e+01	2.000000000000000000e+00	1.900000000000000000e+01
6.500000000010999202e+00	9.990700000000000000e+04	3.200000000000000000e+01	3.900000000000000000e+01	2.000000000000000000e+00	2.000000000000000000e+01
6.600000000010993517e+00	9.990700000000000000e+04	2.900000000000000000e+01	4.000000000000000000e+01	2.000000000000000000e+00	2.200000000000000000e+01
6.700000000010987833e+00	9.990500000000000000e+04	3.100000000000000000e+01	3.700000000000000000e+01	2.000000000000000000e+00	2.500000000000000000e+01
6.800000000010982149e+00	9.990300000000000000e+04	3.100000000000000000e+01	3.800000000000000000e+01	3.000000000000000000e+00	2.500000000000000000e+01
6.900000000010976464e+00	9.989900000000000000e+04	3.500000000000000000e+01	3.500000000000000000e+01	3.000000000000000000e+00	2.800000000000000000e+01
7.000000000010970780e+00	9.989400000000000000e+04	3.700000000000000000e+01	3.600000000000000000e+01	3.000000000000000000e+00	3.000000000000000000e+01
7.100000000010965095e+00	9.988900000000000000e+04	4.100000000000000000e+01	3.600000000000000000e+01	2.000000000000000000e+00	3.200000000000000000e+01
7.200000000010959411e+00	9.988800000000000000e+04	4.100000000000000000e+01	3.700000000000000000e+01	2.000000000000000000e+00	3.200000000000000000e+01
7.300000000010953727e+00	9.988700000000000000e+04	4.200000000000000000e+01	3.600000000000000000e+01	2.000000000000000000e+00	3.300000000000000000e+01
7.400000000010948042e+00	9.988700000000000000e+04	4.000000000000000000e+01	3.600000000000000000e+01	2.000000000000000000e+00	3.500000000000000000e+01
7.500000000010942358e+00	9.988700000000000000e+04	3.700000000000000000e+01	3.500000000000000000e+01	3.000000000000000000e+00	3.800000000000000000e+01
7.600000000010936674e+00	9.988500000000000000e+04	3.900000000000000000e+01	3.300000000000000000e+01	3.000000000000000000e+00	4.000000000000000000e+01
7.700000000010930989e+00	9.988200000000000000e+04	4.100000000000000000e+01	3.300000000000000000e+01	3.000000000000000000e+00	4.100000000000000000e+01
7.800000000010925305e+00	9.988100000000000000e+04	4.000000000000000000e+01	3.400000000000000000e+01	3.000000000000000000e+00	4.200000000000000000e+01
7.900000000010919621e+00	9.988000000000000000e+04	4.000000000000000000e+01	3.500000000000000000e+01	3.000000000000000000e+00	4.200000000000000000e+01
8.000000000010913936e+00	9.988000000000000000e+04	3.700000000000000000e+01	3.700000000000000000e+01	3.000000000000000000e+00	4.300000000000000000e+01
8.100000000010908252e+00	9.988000000000000000e+04	3.400000000000000000e+01	3.800000000000000000e+01	4.000000000000000000e+00	4.400000000000000000e+01
8.200000000010902568e+00	9.987700000000000000e+04	3.600000000000000000e+01	3.900000000000000000e+01	4.000000000000000000e+00	4.400000000000000000e+01
8.300000000010896883e+00	9.987600000000000000e+04	3.300000000000000000e+01	4.000000000000000000e+01	5.000000000000000000e+00	4.600000000000000000e+01
8.400000000010891199e+00	9.987300000000000000e+04	3.600000000000000000e+01	4.000000000000000000e+01	5.000000000000000000e+00	4.600000000000000000e+01
8.500000000010885515e+00	9.986500000000000000e+04	4.400000000000000000e+01	4.000000000000000000e+01	5.000000000000000000e+00	4.600000000000000000e+01
8.600000000010879830e+00	9.986200000000000000e+04	4.500000000000000000e+01	4.200000000000000000e+01	5.000000000000000000e+00	4.600000000000000000e+01
8.700000000010874146e+00	9.985700000000000000e+04	4.600000000000000000e+01	4.300000000000000000e+01	5.000000000000000000e+00	4.900000000000000000e+01
8.800000000010868462e+00	9.985600000000000000e+04	4.700000000000000000e+01	4.300000000000000000e+01	4.000000000000000000e+00	5.000000000000000000e+01
8.900000000010862777e+00	9.985500000000000000e+04	4.600000000000000000e+01	4.300000000000000000e+01	4.000000000000000000e+00	5.200000000000000000e+01
9.000000000010857093e+00	9.985300000000000000e+04	4.500000000000000000e+01	4.000000000000000000e+01	6.000000000000000000e+00	5.600000000000000000e+01
9.100000000010851409e+00	9.984700000000000000e+04	4.800000000000000000e+01	4.100000000000000000e+01	6.000000000000000000e+00	5.800000000000000000e+01
9.200000000010845724e+00	9.984300000000000000e+04	5.100000000000000000e+01	3.800000000000000000e+01	6.000000000000000000e+00	6.200000000000000000e+01
9.300000000010840040e+00	9.984000000000000000e+04	5.400000000000000000e+01	3.800000000000000000e+01	6.000000000000000000e+00	6.200000000000000000e+01
9.400000000010834356e+00	9.983200000000000000e+04	6.000000000000000000e+01	3.900000000000000000e+01	5.000000000000000000e+00	6.400000000000000000e+01
9.500000000010828671e+00	9.982900000000000000e+04	6.200000000000000000e+01	3.900000000000000000e+01	5.000000000000000000e+00	6.500000000000000000e+01
9.600000000010822987e+00	9.982600000000000000e+04	5.700000000000000000e+01	4.600000000000000000e+01	3.000000000000000000e+00	6.800000000000000000e+01
9.700000000010817303e+00	9.982000000000000000e+04	6.100000000000000000e+01	4.700000000000000000e+01	3.000000000000000000e+00	6.900000000000000000e+01
9.800000000010811618e+00	9.981900000000000000e+04	6.200000000000000000e+01	4.600000000000000000e+01	3.000000000000000000e+00	7.000000000000000000e+01
9.900000000010805934e+00	9.981500000000000000e+04	6.200000000000000000e+01	4.700000000000000000e+01	3.000000000000000000e+00	7.300000000000000000e+01
1.000000000001080025e+01	9.981400000000000000e+04	6.100000000000000000e+01	4.800000000000000000e+01	3.000000000000000000e+00	7.400000000000000000e+01
1.010000000001079457e+01	9.981200000000000000e+04	6.100000000000000000e+01	4.900000000000000000e+01	3.000000000000000000e+00	7.500000000000000000e+01
1.020000000001078888e+01	9.981000000000000000e+04	5.800000000000000000e+01	5.100000000000000000e+01	3.000000000000000000e+00	7.800000000000000000e+01
1.030000000001078320e+01	9.980700000000000000e+04	5.900000000000000000e+01	5.300000000000000000e+01	2.000000000000000000e+00	7.900000000000000000e+01
1.040000000001077751e+01	9.980400000000000000e+04	5.900000000000000000e+01	5.400000000000000000e+01	2.000000000000000000e+00	8.100000000000000000e+01
1.050000000001077183e+01	9.980300000000000000e+04	5.600000000000000000e+01	5.500000000000000000e+01	2.000000000000000000e+00	8.400000000000000000e+01
1.060000000001076614e+01	9.979800000000000000e+04	5.500000000000000000e+01	6.100000000000000000e+01	2.000000000000000000e+00	8.400000000000000000e+01
1.070000000001076046e+01	9.979700000000000000e+04	5.300000000000000000e+01	6.400000000000000000e+01	2.000000000000000000e+00	8.400000000000000000e+01
1.080000000001075477e+01	9.979600000000000000e+04	5.000000000000000000e+01	6.400000000000000000e+01	2.000000000000000000e+00	8.800000000000000000e+01
1.090000000001074909e+01	9.979500000000000000e+04	5.000000000000000000e+01	6.200000000000000000e+01	2.000000000000000000e+00	9.100000000000000000e+01
1.100000000001074341e+01	9.979400000000000000e+04	4.800000000000000000e+01	6.400000000000000000e+01	2.000000000000000000e+00	9.200000000000000000e+01
1.110000000001073772e+01	9.978900000000000000e+04	5.200000000000000000e+01	6.400000000000000000e+01	1.000000000000000000e+00	9.400000000000000000e+01
1.120000000001073204e+01	9.978600000000000000e+04	5.400000000000000000e+01	6.400000000000000000e+01	1.000000000000000000e+00	9.500000000000000000e+01
1.130000000001072635e+01	9.978500000000000000e+04	5.400000000000000000e+01	6.400000000000000000e+01	0.000000000000000000e+00	9.700000000000000000e+01
1.140000000001072067e+01	9.978400000000000000e+04	5.400000000000000000e+01	6.400000000000000000e+01	0.000000000000000000e+00	9.800000000000000000e+01
1.150000000001071498e+01	9.978200000000000000e+04	5.300000000000000000e+01	6.300000000000000000e+01	0.000000000000000000e+00	1.020000000000000000e+02
1.160000000001070930e+01	9.978200000000000000e+04	4.900000000000000000e+01	6.700000000000000000e+01	0.000000000000000000e+00	1.020000000000000000e+02
1.170000000001070362e+01	9.978000000000000000e+04	4.800000000000000000e+01	7.000000000000000000e+01	0.000000000000000000e+00	1.020000000000000000e+02
1.180000000001069793e+01	9.977900000000000000e+04	4.600000000000000000e+01	7.200000000000000000e+01	0.000000000000000000e+00	1.030000000000000000e+02
1.190000000001069225e+01	9.977900000000000000e+04	4.300000000000000000e+01	7.400000000000000000e+01	0.000000000000000000e+00	1.040000000000000000e+02
1.200000000001068656e+01	9.977800000000000000e+04	4.300000000000000000e+01	7.200000000000000000e+01	0.000000000000000000e+00	1.070000000000000000e+02
1.210000000001068088e+01	9.977700000000000000e+04	4.200000000000000000e+01	7.300000000000000000e+01	0.000000000000000000e+00	1.080000000000000000e+02
1.220000000001067519e+01	9.977700000000000000e+04	4.000000000000000000e+01	7.000000000000000000e+01	1.000000000000000000e+00	1.120000000000000000e+02
1.230000000001066951e+01	9.977700000000000000e+04	3.600000000000000000e+01	7.400000000000000000e+01	1.000000000000000000e+00	1.120000000000000000e+02
1.240000000001066383e+01	9.977600000000000000e+04	3.500000000000000000e+01	7.400000000000000000e+01	1.000000000000000000e+00	1.140000000000000000e+02
1.250000000001065814e+01	9.977600000000000000e+04	3.400000000000000000e+01	7.200000000000000000e+01	1.000000000000000000e+00	1.170000000000000000e+02
1.260000000001065246e+01	9.977400000000000000e+04	3.400000000000000000e+01	6.800000000000000000e+01	2.000000000000000000e+00	1.220000000000000000e+02
1.270000000001064677e+01	9.977000000000000000e+04	3.600000000000000000e+01	6.600000000000000000e+01	2.000000000000000000e+00	1.260000000000000000e+02
1.280000000001064109e+01	9.976800000000000000e+04	3.500000000000000000e+01	6.500000000000000000e+01	2.000000000000000000e+00	1.300000000000000000e+02
1.290000000001063540e+01	9.976500000000000000e+04	3.700000000000000000e+01	6.400000000000000000e+01	2.000000000000000000e+00	1.320000000000000000e+02
1.300000000001062972e+01	9.976200000000000000e+04	4.000000000000000000e+01	6.400000000000000000e+01	2.000000000000000000e+00	1.320000000000000000e+02
1.310000000001062403e+01	9.976200000000000000e+04	3.500000000000000000e+01	6.600000000000000000e+01	3.000000000000000000e+00	1.340000000000000000e+02
1.320000000001061835e+01	9.975900000000000000e+04	3.600000000000000000e+01	6.700000000000000000e+01	3.000000000000000000e+00	1.350000000000000000e+02
1.330000000001061267e+01	9.975700000000000000e+04	3.600000000000000000e+01	6.900000000000000000e+01	3.000000000000000000e+00	1.350000000000000000e+02
1.340000000001060698e+01	9.975600000000000000e+04	3.600000000000000000e+01	6.800000000000000000e+01	3.000000000000000000e+00	1.370000000000000000e+02
1.350000000001060130e+01	9.975500000000000000e+04	3.500000000000000000e+01	6.700000000000000000e+01	3.000000000000000000e+00	1.400000000000000000e+02
1.360000000001059561e+01	9.975200000000000000e+04	3.700000000000000000e+01	6.500000000000000000e+01	3.000000000000000000e+00	1.430000000000000000e+02
1.370000000001058993e+01	9.974800000000000000e+04	4.100000000000000000e+01	6.100000000000000000e+01	3.000000000000000000e+00	1.470000000000000000e+02
1.380000000001058424e+01	9.974400000000000000e+04	4.500000000000000000e+01	6.100000000000000000e+01	3.000000000000000000e+00	1.470000000000000000e+02
1.390000000001057856e+01	9.973900000000000000e+04	4.400000000000000000e+01	6.400000000000000000e+01	3.000000000000000000e+00	1.500000000000000000e+02
1.400000000001057288e+01	9.973500000000000000e+04	4.800000000000000000e+01	6.300000000000000000e+01	3.000000000000000000e+00	1.510000000000000000e+02
1.410000000001056719e+01	9.973200000000000000e+04	5.000000000000000000e+01	5.900000000000000000e+01	3.000000000000000000e+00	1.560000000000000000e+02
1.420000000001056151e+01	9.973200000000000000e+04	4.800000000000000000e+01	5.600000000000000000e+01	2.000000000000000000e+00	1.620000000000000000e+02
1.430000000001055582e+01	9.973100000000000000e+04	4.300000000000000000e+01	5.900000000000000000e+01	2.000000000000000000e+00	1.650000000000000000e+02
1.440000000001055014e+01	9.972800000000000000e+04	4.400000000000000000e+01	6.100000000000000000e+01	2.000000000000000000e+00	1.650000000000000000e+02
1.450000000001054445e+01	9.972400000000000000e+04	4.400000000000000000e+01	6.400000000000000000e+01	2.000000000000000000e+00	1.660000000000000000e+02
1.460000000001053877e+01	9.972300000000000000e+04	4.400000000000000000e+01	6.400000000000000000e+01	2.000000000000000000e+00	1.670000000000000000e+02
1.470000000001053309e+01	9.972100000000000000e+04	4.400000000000000000e+01	6.500000000000000000e+01	3.000000000000000000e+00	1.670000000000000000e+02
1.480000000001052740e+01	9.971800000000000000e+04	4.600000000000000000e+01	6.300000000000000000e+01	3.000000000000000000e+00	1.700000000000000000e+02
1.490000000001052172e+01	9.971600000000000000e+04	4.600000000000000000e+01	6.400000000000000000e+01	3.000000000000000000e+00	1.710000000000000000e+02
1.500000000001051603e+01	9.971200000000000000e+04	5.000000000000000000e+01	6.200000000000000000e+01	3.000000000000000000e+00	1.730000000000000000e+02
1.510000000001051035e+01	9.971000000000000000e+04	5.000000000000000000e+01	6.400000000000000000e+01	3.000000000000000000e+00	1.730000000000000000e+02
1.520000000001050466e+01	9.970500000000000000e+04	5.100000000000000000e+01	6.600000000000000000e+01	3.000000000000000000e+00	1.750000000000000000e+02
1.530000000001049898e+01	9.970300000000000000e+04	5.100000000000000000e+01	6.600000000000000000e+01	3.000000000000000000e+00	1.770000000000000000e+02
1.540000000001049330e+01	9.969700000000000000e+04	5.700000000000000000e+01	6.400000000000000000e+01	3.000000000000000000e+00	1.790000000000000000e+02
1.550000000001048761e+01	9.969300000000000000e+04	5.700000000000000000e+01	6.500000000000000000e+01	3.000000000000000000e+00	1.820000000000000000e+02
1.560000000001048193e+01	9.969100000000000000e+04	5.700000000000000000e+01	6.500000000000000000e+01	3.000000000000000000e+00	1.840000000000000000e+02
1.570000000001047624e+01	9.968700000000000000e+04	5.600000000000000000e+01	6.900000000000000000e+01	3.000000000000000000e+00	1.850000000000000000e+02
1.580000000001047056e+01	9.968700000000000000e+04	5.400000000000000000e+01	7.000000000000000000e+01	3.000000000000000000e+00	1.860000000000000000e+02
1.590000000001046487e+01	9.968300000000000000e+04	5.100000000000000000e+01	7.400000000000000000e+01	3.000000000000000000e+00	1.890000000000000000e+02
1.600000000001045919e+01	9.968100000000000000e+04	5.100000000000000000e+01	7.300000000000000000e+01	4.000000000000000000e+00	1.910000000000000000e+02
1.610000000001045350e+01	9.967900000000000000e+04	5.100000000000000000e+01	7.400000000000000000e+01	4.000000000000000000e+00	1.920000000000000000e+02
1.620000000001044782e+01	9.967500000000000000e+04	5.400000000000000000e+01	7.400000000000000000e+01	4.000000000000000000e+00	1.930000000000000000e+02
1.630000000001044214e+01	9.967400000000000000e+04	5.200000000000000000e+01	7.000000000000000000e+01	4.000000000000000000e+00	2.000000000000000000e+02
1.640000000001043645e+01	9.966900000000000000e+04	5.400000000000000000e+01	6.900000000000000000e+01	4.000000000000000000e+00	2.040000000000000000e+02
1.650000000001043077e+01	9.966800000000000000e+04	5.000000000000000000e+01	6.800000000000000000e+01	5.000000000000000000e+00	2.090000000000000000e+02
1.660000000001042508e+01	9.966500000000000000e+04	5.200000000000000000e+01	6.900000000000000000e+01	4.000000000000000000e+00	2.100000000000000000e+02
1.670000000001041940e+01	9.966100000000000000e+04	5.400000000000000000e+01	7.000000000000000000e+01	4.000000000000000000e+00	2.110000000000000000e+02
1.680000000001041371e+01	9.965800000000000000e+04	5.400000000000000000e+01	6.800000000000000000e+01	5.000000000000000000e+00	2.150000000000000000e+02
1.690000000001040803e+01	9.965200000000000000e+04	5.600000000000000000e+01	7.200000000000000000e+01	5.000000000000000000e+00	2.150000000000000000e+02
1.700000000001040235e+01	9.964500000000000000e+04	5.800000000000000000e+01	7.100000000000000000e+01	6.000000000000000000e+00	2.200000000000000000e+02
1.710000000001039666e+01	9.963800000000000000e+04	6.100000000000000000e+01	7.200000000000000000e+01	6.000000000000000000e+00	2.230000000000000000e+02
1.720000000001039098e+01	9.963500000000000000e+04	6.100000000000000000e+01	7.400000000000000000e+01	6.000000000000000000e+00	2.240000000000000000e+02
1.730000000001038529e+01	9.962800000000000000e+04	6.300000000000000000e+01	7.600000000000000000e+01	5.000000000000000000e+00	2.280000000000000000e+02
1.740000000001037961e+01	9.962600000000000000e+04	6.100000000000000000e+01	7.600000000000000000e+01	4.000000000000000000e+00	2.330000000000000000e+02
1.750000000001037392e+01	9.962600000000000000e+04	5.900000000000000000e+01	7.500000000000000000e+01	4.000000000000000000e+00	2.360000000000000000e+02
1.760000000001036824e+01	9.961900000000000000e+04	6.100000000000000000e+01	7.700000000000000000e+01	4.000000000000000000e+00	2.390000000000000000e+02
1.770000000001036256e+01	9.961600000000000000e+04	6.300000000000000000e+01	7.700000000000000000e+01	4.000000000000000000e+00	2.400000000000000000e+02
1.780000000001035687e+01	9.961400000000000000e+04	6.100000000000000000e+01	7.800000000000000000e+01	4.000000000000000000e+00	2.430000000000000000e+02
1.790000000001035119e+01	9.961400000000000000e+04	5.700000000000000000e+01	7.900000000000000000e+01	4.000000000000000000e+00	2.460000000000000000e+02
1.800000000001034550e+01	9.961100000000000000e+04	5.700000000000000000e+01	7.900000000000000000e+01	4.000000000000000000e+00	2.490000000000000000e+02
1.810000000001033982e+01	9.960800000000000000e+04	5.800000000000000000e+01	8.000000000000000000e+01	4.000000000000000000e+00	2.500000000000000000e+02
1.820000000001033413e+01	9.960500000000000000e+04	5.800000000000000000e+01	8.300000000000000000e+01	4.000000000000000000e+00	2.500000000000000000e+02
1.830000000001032845e+01	9.960300000000000000e+04	5.500000000000000000e+01	8.600000000000000000e+01	5.000000000000000000e+00	2.510000000000000000e+02
1.840000000001032276e+01	9.960000000000000000e+04	5.600000000000000000e+01	8.600000000000000000e+01	5.000000000000000000e+00	2.530000000000000000e+02
1.850000000001031708e+01	9.959900000000000000e+04	5.500000000000000000e+01	8.300000000000000000e+01	6.000000000000000000e+00	2.570000000000000000e+02
1.860000000001031140e+01	9.959400000000000000e+04	6.000000000000000000e+01	7.900000000000000000e+01	6.000000000000000000e+00	2.610000000000000000e+02
1.870000000001030571e+01	9.959100000000000000e+04	5.900000000000000000e+01	8.200000000000000000e+01	5.000000000000000000e+00	2.630000000000000000e+02
1.880000000001030003e+01	9.958500000000000000e+04	6.100000000000000000e+01	8.300000000000000000e+01	5.000000000000000000e+00	2.660000000000000000e+02
1.890000000001029434e+01	9.958100000000000000e+04	6.200000000000000000e+01	8.400000000000000000e+01	5.000000000000000000e+00	2.680000000000000000e+02
1.900000000001028866e+01	9.957700000000000000e+04	6.000000000000000000e+01	8.700000000000000000e+01	5.000000000000000000e+00	2.710000000000000000e+02
1.910000000001028297e+01	9.957500000000000000e+04	5.700000000000000000e+01	9.000000000000000000e+01	5.000000000000000000e+00	2.730000000000000000e+02
1.920000000001027729e+01	9.956900000000000000e+04	6.100000000000000000e+01	9.200000000000000000e+01	5.000000000000000000e+00	2.730000000000000000e+02
