n_iter	R0	llh
0.0	1.0	-550.194193306053
0.0	1.05	-259.16262466627404
0.0	1.1	-220.2135390616694
0.0	1.1500000000000001	-126.92166639125342
0.0	1.2000000000000002	-100.45542836977688
0.0	1.2500000000000002	-58.65395161100584
0.0	1.3000000000000003	-48.45411727115658
0.0	1.3500000000000003	-42.98137404133457
0.0	1.4000000000000004	-39.957246930581846
0.0	1.4500000000000004	-39.401713619582885
0.0	1.5000000000000004	-40.50220851321686
0.0	1.5500000000000005	-39.10099674292462
0.0	1.6000000000000005	-39.38873818269603
0.0	1.6500000000000006	-38.727447173859204
0.0	1.7000000000000006	-39.391736730980654
0.0	1.7500000000000007	-39.95385959909549
0.0	1.8000000000000007	-40.516844064060855
0.0	1.8500000000000008	-41.75694959731176
0.0	1.9000000000000008	-41.82844796313123
0.0	1.9500000000000008	-48.66229728184453
0.0	2.000000000000001	-47.07956669949907
0.0	2.0500000000000007	-53.37030387552289
0.0	2.100000000000001	-55.75441833314428
0.0	2.1500000000000012	-54.40455468608069
0.0	2.200000000000001	-inf
0.0	2.250000000000001	-inf
0.0	2.300000000000001	-inf
0.0	2.3500000000000014	-71.57419301171987
0.0	2.4000000000000012	-inf
0.0	2.450000000000001	-inf
0.0	2.5000000000000013	-inf
