n_iter	R0	llh
0.0	1.4	-41.2991809860118
0.0	1.41	-40.37867359135152
0.0	1.42	-40.690956264093685
0.0	1.43	-39.92867095390832
0.0	1.44	-39.43531672967469
0.0	1.45	-40.2346597952441
0.0	1.46	-39.6420763703104
0.0	1.47	-39.97862571467803
0.0	1.48	-39.48898832473967
0.0	1.49	-39.664171720327914
0.0	1.5	-38.74283536520901
0.0	1.51	-39.92563868558895
0.0	1.52	-39.54748617581845
0.0	1.53	-39.814906871884
0.0	1.54	-39.291037095341935
0.0	1.55	-38.97777909767876
0.0	1.56	-39.19620860156624
0.0	1.57	-39.48872777079356
0.0	1.58	-39.140496188847806
0.0	1.59	-39.022455018234226
0.0	1.6	-39.2540293496598
0.0	1.61	-40.2240274692665
0.0	1.62	-39.40840675556015
0.0	1.6300000000000001	-39.12952448554733
0.0	1.6400000000000001	-39.03863669724765
0.0	1.6500000000000001	-39.82378954279003
0.0	1.6600000000000001	-39.97331329720596
0.0	1.6700000000000002	-39.92667389353489
0.0	1.6800000000000002	-39.639792162158585
0.0	1.6900000000000002	-40.0365594014847
0.0	1.7000000000000002	-39.84384345584133
0.0	1.7100000000000002	-39.85650163614475
0.0	1.7200000000000002	-39.7479661096252
0.0	1.7300000000000002	-40.446599775735756
0.0	1.7400000000000002	-39.95148508677398
0.0	1.7500000000000002	-39.53884453902684
0.0	1.7600000000000002	-39.93788345137358
0.0	1.7700000000000002	-40.21518956398865
0.0	1.7800000000000002	-40.30228524518755
0.0	1.7900000000000003	-41.391712142623206
0.0	1.8000000000000003	-41.62044584016678
