	t	genotype	recovered_window
0	32.7	12.0	35.0
0	48.5	4.0	53.0
1	50.6	61.0	53.0
0	53.8	78.0	59.0
1	57.6	118.0	59.0
0	59.7	196.0	65.0
1	62.8	4.0	65.0
2	63.0	60.0	65.0
0	68.6	36.0	71.0
1	66.7	16.0	71.0
2	67.7	24.0	71.0
3	69.7	89.0	71.0
4	66.8	168.0	71.0
5	67.0	26.0	71.0
6	70.4	218.0	71.0
0	73.0	464.0	77.0
1	72.5	26.0	77.0
2	72.3	218.0	77.0
3	73.9	16.0	77.0
4	72.5	0.0	77.0
5	72.8	293.0	77.0
6	72.1	119.0	77.0
7	73.5	15.0	77.0
8	72.7	60.0	77.0
9	74.5	346.0	77.0
10	76.5	16.0	77.0
11	75.7	623.0	77.0
0	77.7	690.0	83.0
1	77.4	978.0	83.0
2	80.8	398.0	83.0
3	80.2	1075.0	83.0
4	79.5	1299.0	83.0
5	78.6	201.0	83.0
6	80.0	687.0	83.0
7	80.2	756.0	83.0
8	81.4	1261.0	83.0
9	79.4	60.0	83.0
10	78.2	292.0	83.0
11	81.9	1568.0	83.0
12	79.4	364.0	83.0
13	80.7	419.0	83.0
14	80.2	424.0	83.0
15	82.6	119.0	83.0
16	82.3	214.0	83.0
17	82.8	1911.0	83.0
18	82.8	756.0	83.0
19	82.1	0.0	83.0
20	82.2	1176.0	83.0
0	84.9	36.0	89.0
1	85.3	14.0	89.0
2	85.9	1544.0	89.0
3	86.0	2080.0	89.0
4	84.2	253.0	89.0
5	83.2	1141.0	89.0
6	86.0	1897.0	89.0
7	85.7	16.0	89.0
8	83.3	89.0	89.0
9	84.1	16.0	89.0
10	85.9	268.0	89.0
11	84.6	1915.0	89.0
12	83.1	979.0	89.0
13	85.9	2002.0	89.0
14	83.9	214.0	89.0
15	83.5	1005.0	89.0
16	88.0	314.0	89.0
17	86.3	2251.0	89.0
18	89.0	1580.0	89.0
19	86.8	727.0	89.0
20	87.4	1905.0	89.0
21	88.8	26.0	89.0
22	88.9	210.0	89.0
23	87.1	101.0	89.0
24	88.2	2849.0	89.0
25	87.4	992.0	89.0
26	86.2	2266.0	89.0
27	87.1	39.0	89.0
28	86.5	1980.0	89.0
29	88.7	2263.0	89.0
