n_iter	log10eta	R0	llh
0.0	-4.599999999999997	3.8	-29.899149499272607
0.0	-2.7999999999999954	2.2	-30.022872443280292
0.0	-4.799999999999997	3.2	-28.88011438742582
0.0	-4.999999999999997	3.9	-29.337032662907397
0.0	-2.599999999999995	2.8	-28.277427837158797
0.0	-1.2000000000000002	2.1	-30.518868530057652
0.0	-3.999999999999997	3.6	-29.71041466938813
0.0	-4.599999999999997	3.6	-29.16808063169741
0.0	-1.4	2.3	-28.790910500908936
0.0	-5.1999999999999975	3.2	-31.18589036916806
