n_iter	log10eta	R0	llh
0.0	-1.9999999999999947	1.0	-101.02751318909516
0.0	-1.9999999999999947	1.1	-93.03149031956607
0.0	-1.9999999999999947	1.2000000000000002	-84.23123623851544
0.0	-1.9999999999999947	1.3000000000000003	-77.31834204871564
0.0	-1.9999999999999947	1.4000000000000004	-68.63122110150485
0.0	-1.9999999999999947	1.5000000000000004	-61.060940147363425
0.0	-2.199999999999995	1.6000000000000005	-53.33473270553783
0.0	-1.9999999999999947	1.6000000000000005	-54.15864185078972
0.0	-2.199999999999995	1.7000000000000006	-44.231053911276646
0.0	-1.9999999999999947	1.7000000000000006	-42.884981376253506
0.0	-2.199999999999995	1.8000000000000007	-38.31934534808113
0.0	-1.9999999999999947	1.8000000000000007	-38.60860350098055
0.0	-2.199999999999995	1.9000000000000008	-34.863796453901884
0.0	-1.9999999999999947	1.9000000000000008	-34.35189146766999
0.0	-2.199999999999995	2.000000000000001	-31.841331242708065
0.0	-1.9999999999999947	2.000000000000001	-31.646928386494707
0.0	-2.199999999999995	2.100000000000001	-29.976713577876843
0.0	-1.9999999999999947	2.100000000000001	-30.248787696221587
0.0	-2.199999999999995	2.200000000000001	-29.487918397114665
0.0	-1.9999999999999947	2.200000000000001	-28.74600221650586
0.0	-2.199999999999995	2.300000000000001	-29.00717775055312
0.0	-1.9999999999999947	2.300000000000001	-29.244003036952705
0.0	-2.199999999999995	2.4000000000000012	-30.764217498103893
0.0	-1.9999999999999947	2.4000000000000012	-30.294443955940707
