n_iter	log10eta	R0	llh
0.0	-8.0	1.0	-inf
0.0	-8.0	1.1	-inf
0.0	-8.0	1.2000000000000002	-inf
0.0	-8.0	1.3000000000000003	-inf
0.0	-8.0	1.4000000000000004	-inf
0.0	-8.0	1.5000000000000004	-33.74508358595594
0.0	-8.0	1.6000000000000005	-inf
0.0	-8.0	1.7000000000000006	-inf
0.0	-8.0	1.8000000000000007	-inf
0.0	-8.0	1.9000000000000008	-inf
0.0	-8.0	2.000000000000001	-inf
0.0	-8.0	2.100000000000001	-57.35762137609595
0.0	-8.0	2.200000000000001	-72.73223688047358
0.0	-8.0	2.300000000000001	-inf
0.0	-8.0	2.4000000000000012	-inf
0.0	-7.8	1.0	-inf
0.0	-7.8	1.1	-inf
0.0	-7.8	1.2000000000000002	-inf
0.0	-7.8	1.3000000000000003	-inf
0.0	-7.8	1.4000000000000004	-80.95807844037358
0.0	-7.8	1.5000000000000004	-inf
0.0	-7.8	1.6000000000000005	-inf
0.0	-7.8	1.7000000000000006	-inf
0.0	-7.8	1.8000000000000007	-inf
0.0	-7.8	1.9000000000000008	-53.204522524186075
0.0	-7.8	2.000000000000001	-75.12236018051706
0.0	-7.8	2.100000000000001	-inf
0.0	-7.8	2.200000000000001	-inf
0.0	-7.8	2.300000000000001	-41.18340259344834
0.0	-7.8	2.4000000000000012	-62.302812258488785
0.0	-7.6	1.0	-inf
0.0	-7.6	1.1	-inf
0.0	-7.6	1.2000000000000002	-inf
0.0	-7.6	1.3000000000000003	-inf
0.0	-7.6	1.4000000000000004	-inf
0.0	-7.6	1.5000000000000004	-inf
0.0	-7.6	1.6000000000000005	-inf
0.0	-7.6	1.7000000000000006	-inf
0.0	-7.6	1.8000000000000007	-65.63974587986309
0.0	-7.6	1.9000000000000008	-inf
0.0	-7.6	2.000000000000001	-inf
0.0	-7.6	2.100000000000001	-68.54149325153249
0.0	-7.6	2.200000000000001	-49.7041958660372
0.0	-7.6	2.300000000000001	-50.295179909486784
0.0	-7.6	2.4000000000000012	-50.75058635983174
0.0	-7.3999999999999995	1.0	-inf
0.0	-7.3999999999999995	1.1	-inf
0.0	-7.3999999999999995	1.2000000000000002	-inf
0.0	-7.3999999999999995	1.3000000000000003	-113.56283543846561
0.0	-7.3999999999999995	1.4000000000000004	-64.19358479908504
0.0	-7.3999999999999995	1.5000000000000004	-89.41775658338904
0.0	-7.3999999999999995	1.6000000000000005	-inf
0.0	-7.3999999999999995	1.7000000000000006	-35.88486356082126
0.0	-7.3999999999999995	1.8000000000000007	-inf
0.0	-7.3999999999999995	1.9000000000000008	-66.45175942540811
0.0	-7.3999999999999995	2.000000000000001	-67.21011029628086
0.0	-7.3999999999999995	2.100000000000001	-57.167052784703685
0.0	-7.3999999999999995	2.200000000000001	-inf
0.0	-7.3999999999999995	2.300000000000001	-69.71542672560508
0.0	-7.3999999999999995	2.4000000000000012	-30.633521803645863
0.0	-7.199999999999999	1.0	-inf
0.0	-7.199999999999999	1.1	-inf
0.0	-7.199999999999999	1.2000000000000002	-inf
0.0	-7.199999999999999	1.3000000000000003	-inf
0.0	-7.199999999999999	1.4000000000000004	-79.86578115900116
0.0	-7.199999999999999	1.5000000000000004	-inf
0.0	-7.199999999999999	1.6000000000000005	-inf
0.0	-7.199999999999999	1.7000000000000006	-49.709921287627864
0.0	-7.199999999999999	1.8000000000000007	-70.02048093897332
0.0	-7.199999999999999	1.9000000000000008	-inf
0.0	-7.199999999999999	2.000000000000001	-69.91438209986529
0.0	-7.199999999999999	2.100000000000001	-65.39488047829431
0.0	-7.199999999999999	2.200000000000001	-43.98074523914257
0.0	-7.199999999999999	2.300000000000001	-inf
0.0	-7.199999999999999	2.4000000000000012	-30.34224765402004
0.0	-6.999999999999999	1.0	-inf
0.0	-6.999999999999999	1.1	-inf
0.0	-6.999999999999999	1.2000000000000002	-inf
0.0	-6.999999999999999	1.3000000000000003	-inf
0.0	-6.999999999999999	1.4000000000000004	-59.74670728447515
0.0	-6.999999999999999	1.5000000000000004	-83.64949564343671
0.0	-6.999999999999999	1.6000000000000005	-41.88406928896145
0.0	-6.999999999999999	1.7000000000000006	-100.8105214658032
0.0	-6.999999999999999	1.8000000000000007	-58.893567747321484
0.0	-6.999999999999999	1.9000000000000008	-38.436918873251166
0.0	-6.999999999999999	2.000000000000001	-59.37830712264576
0.0	-6.999999999999999	2.100000000000001	-48.02101874622981
0.0	-6.999999999999999	2.200000000000001	-33.36555739594249
0.0	-6.999999999999999	2.300000000000001	-51.678786686473785
0.0	-6.999999999999999	2.4000000000000012	-32.132526220951526
0.0	-6.799999999999999	1.0	-inf
0.0	-6.799999999999999	1.1	-inf
0.0	-6.799999999999999	1.2000000000000002	-inf
0.0	-6.799999999999999	1.3000000000000003	-inf
0.0	-6.799999999999999	1.4000000000000004	-inf
0.0	-6.799999999999999	1.5000000000000004	-43.278202331101255
0.0	-6.799999999999999	1.6000000000000005	-inf
0.0	-6.799999999999999	1.7000000000000006	-47.78703279103576
0.0	-6.799999999999999	1.8000000000000007	-64.64417518764223
0.0	-6.799999999999999	1.9000000000000008	-41.982285116879744
0.0	-6.799999999999999	2.000000000000001	-53.35012159916501
0.0	-6.799999999999999	2.100000000000001	-41.62822463585883
0.0	-6.799999999999999	2.200000000000001	-32.187798374335976
0.0	-6.799999999999999	2.300000000000001	-32.51574833422958
0.0	-6.799999999999999	2.4000000000000012	-46.3243565043491
0.0	-6.599999999999999	1.0	-inf
0.0	-6.599999999999999	1.1	-inf
0.0	-6.599999999999999	1.2000000000000002	-inf
0.0	-6.599999999999999	1.3000000000000003	-67.66219956707957
0.0	-6.599999999999999	1.4000000000000004	-106.69360988849448
0.0	-6.599999999999999	1.5000000000000004	-42.58453131475336
0.0	-6.599999999999999	1.6000000000000005	-52.952652317994776
0.0	-6.599999999999999	1.7000000000000006	-56.75859627490629
0.0	-6.599999999999999	1.8000000000000007	-39.86678808259059
0.0	-6.599999999999999	1.9000000000000008	-44.78351898729325
0.0	-6.599999999999999	2.000000000000001	-31.23586669000584
0.0	-6.599999999999999	2.100000000000001	-37.93894666538159
0.0	-6.599999999999999	2.200000000000001	-30.920182386108443
0.0	-6.599999999999999	2.300000000000001	-32.44378344721797
0.0	-6.599999999999999	2.4000000000000012	-31.864033457892937
