log10eta	R0	mean_logL	sim_no
-3.7999999999999963	2.3	-29.647341725841187	10
-3.7999999999999963	2.4	-29.044383693690143	10
-3.7999999999999963	2.5	-28.999421892902216	10
-3.7999999999999963	2.6	-28.535982477016574	10
-3.7999999999999963	2.7	-28.892858518692897	10
-3.7999999999999963	2.8	-28.99857005881383	10
-3.7999999999999963	2.9	-29.346700002360375	10
-3.7999999999999963	3.0	-30.19213747406812	10
-3.7999999999999963	3.1	-30.818238736467727	10
-3.7999999999999963	3.2	-32.30530552291307	10
-3.7999999999999963	3.3	-34.065782203830054	10
-3.7999999999999963	3.4	-35.171196952440035	10
-3.7999999999999963	3.5	-37.56238070852758	10
-3.7999999999999963	3.6	-40.606750439886255	10
-3.7999999999999963	3.7	-41.379808024368394	10
-3.7999999999999963	3.8	-41.35439072591309	10
-3.7999999999999963	3.9	-46.40238104569856	10
-3.7999999999999963	4.0	-49.89135334006435	10
-3.599999999999996	1.0	-85.70583116016203	10
-3.599999999999996	1.1	-76.28118938249357	10
-3.599999999999996	1.2	-67.73027943412077	10
-3.599999999999996	1.3	-60.59210823050161	10
-3.599999999999996	1.4	-50.45737717624767	10
-3.599999999999996	1.5	-48.0901350372499	10
-3.599999999999996	1.6	-42.25387414920316	10
-3.599999999999996	1.7	-39.118580843590465	10
-3.599999999999996	1.8	-36.32870774182722	10
-3.599999999999996	1.9	-33.794210094641784	10
-3.599999999999996	2.0	-32.602577845190964	10
-3.599999999999996	2.1	-31.071518996233458	10
-3.599999999999996	2.2	-29.97182654699091	10
-3.599999999999996	2.3	-29.471300356486474	10
-3.599999999999996	2.4	-28.93497065055568	10
-3.599999999999996	2.5	-28.720436629172973	10
-3.599999999999996	2.6	-28.889463810322276	10
-3.599999999999996	2.7	-29.030828594775755	10
-3.599999999999996	2.8	-29.858943087006764	10
-3.599999999999996	2.9	-30.68618450264604	10
-3.599999999999996	3.0	-31.749491377130465	10
-3.599999999999996	3.1	-32.7391322135086	10
-3.599999999999996	3.2	-35.77904291618539	10
-3.599999999999996	3.3	-36.818923001281284	10
-3.599999999999996	3.4	-39.98392329267169	10
-3.599999999999996	3.5	-41.4290607205975	10
-3.599999999999996	3.6	-48.40592802799289	10
-3.599999999999996	3.7	-48.019492458580984	10
-3.599999999999996	3.8	-53.1809344892381	10
-3.599999999999996	3.9	-58.1480259295971	10
-3.599999999999996	4.0	-65.93621644139886	10
-3.399999999999996	1.0	-88.3181699789612	10
-3.399999999999996	1.1	-76.13861289283115	10
-3.399999999999996	1.2	-70.18578010889594	10
-3.399999999999996	1.3	-62.76779534436505	10
-3.399999999999996	1.4	-53.73620206644621	10
-3.399999999999996	1.5	-47.95092680922941	10
-3.399999999999996	1.6	-43.34120198654519	10
-3.399999999999996	1.7	-39.60020651858907	10
-3.399999999999996	1.8	-36.04574773246479	10
-3.399999999999996	1.9	-33.56406476113294	10
-3.399999999999996	2.0	-32.22670174847748	10
-3.399999999999996	2.1	-30.999179878040934	10
-3.399999999999996	2.2	-29.950774984022054	10
-3.399999999999996	2.3	-29.228083830990965	10
-3.399999999999996	2.4	-28.788524433195683	10
-3.399999999999996	2.5	-28.68769009320099	10
-3.399999999999996	2.6	-28.822559825754563	10
-3.399999999999996	2.7	-29.53472500667965	10
-3.399999999999996	2.8	-30.292019106677465	10
-3.399999999999996	2.9	-31.82409960339851	10
-3.399999999999996	3.0	-33.82188970645534	10
-3.399999999999996	3.1	-36.417148773502035	10
-3.1999999999999957	1.0	-92.61153855097021	10
-3.1999999999999957	1.1	-81.73885480895767	10
-3.1999999999999957	1.2	-73.41762771636347	10
-3.1999999999999957	1.3	-65.26636268284031	10
-3.1999999999999957	1.4	-60.31085151352378	10
-3.1999999999999957	1.5	-49.50391955086391	10
-3.1999999999999957	1.6	-45.11396657708459	10
-3.1999999999999957	1.7	-39.88562261179504	10
-3.1999999999999957	1.8	-36.09672009184829	10
-3.1999999999999957	1.9	-34.06618407404465	10
-3.1999999999999957	2.0	-32.39485219401023	10
-3.1999999999999957	2.1	-30.668223978701235	10
-3.1999999999999957	2.2	-29.699478864370633	10
-3.1999999999999957	2.3	-29.077392582899826	10
-3.1999999999999957	2.4	-28.7346356666166	10
-3.1999999999999957	2.5	-28.989577094316576	10
-2.9999999999999956	1.0	-93.9580537491133	10
-2.9999999999999956	1.1	-87.39882877708773	10
-2.9999999999999956	1.2	-75.4822358164882	10
-2.9999999999999956	1.3	-69.71491020206325	10
-2.9999999999999956	1.4	-60.25474082914691	10
-2.9999999999999956	1.5	-53.652212421942124	10
-2.9999999999999956	1.6	-46.60329553279567	10
-2.9999999999999956	1.7	-41.2149560522152	10
-2.9999999999999956	1.8	-37.07320839250319	10
-2.9999999999999956	1.9	-34.14104170249895	10
-2.9999999999999956	2.0	-32.007107195536335	10
-2.9999999999999956	2.1	-30.582485343536895	10
-2.9999999999999956	2.2	-29.493490435384512	10
-2.9999999999999956	2.3	-28.7808690754062	10
-2.9999999999999956	2.4	-28.868020590739878	10
-2.9999999999999956	2.5	-29.027989368651596	10
-2.7999999999999954	1.0	-96.17537462365046	10
-2.7999999999999954	1.1	-87.33529007994096	10
-2.7999999999999954	1.2	-78.34805100193445	10
-2.7999999999999954	1.3	-70.11472208906153	10
-2.7999999999999954	1.4	-61.41220052499561	10
-2.7999999999999954	1.5	-53.802242502808234	10
-2.7999999999999954	1.6	-45.89070514388364	10
-2.7999999999999954	1.7	-40.957236583356405	10
-2.7999999999999954	1.8	-36.919147080076655	10
-2.7999999999999954	1.9	-34.59276094647099	10
-2.7999999999999954	2.0	-32.062787609096766	10
-2.7999999999999954	2.1	-30.484471636450923	10
-2.7999999999999954	2.2	-29.310093221086966	10
-2.7999999999999954	2.3	-28.833985388030293	10
-2.7999999999999954	2.4	-28.962829327352154	10
-2.7999999999999954	2.5	-29.745104015353185	10
-2.599999999999995	1.0	-99.27207134331353	10
-2.599999999999995	1.1	-90.8273748953606	10
-2.599999999999995	1.2	-81.45456061811788	10
-2.599999999999995	1.3	-71.82826563696858	10
-2.599999999999995	1.4	-64.87355871804652	10
-2.599999999999995	1.5	-52.980297996073816	10
-2.599999999999995	1.6	-48.61522355238522	10
-2.599999999999995	1.7	-42.15488111322756	10
-2.599999999999995	1.8	-38.75647191674652	10
-2.599999999999995	1.9	-34.324225313722	10
-2.599999999999995	2.0	-32.041439720938975	10
-2.599999999999995	2.1	-30.186927802489357	10
-2.599999999999995	2.2	-29.215260493473274	10
-2.599999999999995	2.3	-28.86481802483396	10
-2.599999999999995	2.4	-29.220580935880445	10
-2.599999999999995	2.5	-30.379226399984113	10
-2.399999999999995	1.0	-100.04848059020547	10
-2.399999999999995	1.1	-92.18220130539014	10
-2.399999999999995	1.2	-82.84446442485837	10
-2.399999999999995	1.3	-73.96598524594236	10
-2.399999999999995	1.4	-64.92625838938318	10
-2.399999999999995	1.5	-56.5071690711226	10
-2.399999999999995	1.6	-49.10241319101131	10
-2.399999999999995	1.7	-42.75078982516889	10
-2.399999999999995	1.8	-38.09345475229742	10
-2.399999999999995	1.9	-35.10789899987084	10
-2.399999999999995	2.0	-32.11130778752343	10
-2.399999999999995	2.1	-30.203754643559783	10
-2.399999999999995	2.2	-29.195458775731133	10
-2.399999999999995	2.3	-28.85510847048725	10
-2.399999999999995	2.4	-29.59971243363801	10
-2.199999999999995	1.0	-101.68876506341515	10
-2.199999999999995	1.1	-92.82590229720901	10
-2.199999999999995	1.2	-84.15619920845168	10
-2.199999999999995	1.3	-75.02535949424973	10
-2.199999999999995	1.4	-66.19600334209423	10
-2.199999999999995	1.5	-58.229625599093936	10
-2.199999999999995	1.6	-50.3080712524753	10
-2.199999999999995	1.7	-43.77299974263618	10
-2.199999999999995	1.8	-38.69322789321142	10
